N	2gram	Tiupa_Anal	Hudozhes
111	в их	7	5
112	не является	5	5
113	героя и	7	5
114	слова как	2	5
115	что он	5	5
116	то что	5	5
117	не менее	9	5
118	прежде всего	7	5
119	говоря словами	3	5
120	того что	4	5
121	мыслится как	2	5
122	для него	8	5
123	или иным	2	4
124	в слове	5	4
125	личности в	5	4
126	и то	2	4
127	сказать что	2	4
128	в отношении	2	4
129	эстетического объекта	6	4
130	его в	4	4
131	или иного	5	4
132	художественного впечатления	9	4
133	далеко не	8	4
134	это не	4	4
135	для себя	2	4
136	так в	4	4
137	того или	6	4
138	к тому	10	4
139	эстетический объект	2	4
140	для читателя	3	4
141	на почве	3	4
142	как эстетической	2	4
143	воспринимающего сознания	3	4
144	между тем	8	4
145	входит в	4	4
146	в данном	12	4
147	и т.д	3	4
148	во втором	4	4
149	креативная компетенция	5	4
150	жизни как	4	4
151	в форме	2	4
152	в другом	3	4
153	не знает	2	4
154	однако в	6	4
155	в силу	2	4
156	и как	5	4
157	организации художественного	2	4
158	еще не	7	4
159	к которому	2	4
160	модусы художественности	4	4
161	и тем	3	4
162	и что	2	4
163	роли в	6	4
164	говорить о	6	4
165	факторов художественного	4	4
166	в этих	2	4
167	на смену	5	4
168	он не	9	4
169	не следует	5	4
170	по пути	4	4
171	без исключения	3	4
172	отношения к	6	4
173	например в	2	4
174	в себя	6	4
175	в своем	7	4
176	хотя и	4	4
177	со своей	8	4
178	так или	5	4
179	даже в	6	3
180	ролевой границей	4	3
181	объекта и	3	3
182	от себя	3	3
183	в жизни	2	3
184	сказания или	3	3
185	и для	4	3
186	по своему	3	3
187	как уже	4	3
188	в произведении	3	3
189	в иной	2	3
190	и ее	3	3
191	не случайно	13	3
192	герой не	3	3
193	за пределами	2	3
194	произведения как	4	3
195	внешнего мира	3	3
196	автора и	5	3
197	в романе	3	3
198	в точке	2	3
199	в контексте	3	3
200	анна каренина	2	3
201	читателя в	3	3
202	оказывается в	2	3
203	следует подчеркнуть	2	3
204	как и	27	3
205	в акте	2	3
206	авторской позиции	2	3
207	того же	7	3
208	внутренняя граница	2	3
209	художественной целостности	6	3
210	о чем	5	3
211	одной стороны	3	3
212	эстетическая ситуация	2	3
213	по преимуществу	3	3
214	данного текста	3	3
215	слова в	2	3
216	в русской	9	3
217	в целом	8	3
218	текста как	2	3
219	элегическое я	3	3
220	в противоположность	3	3
221	являет собой	3	3
222	говорит и	3	3
223	к его	2	3
224	в свою	9	3
225	человеческой жизни	2	3
226	и к	7	3
227	во всех	4	3
228	личности и	4	3
229	рамках которого	2	3
230	одного и	4	3
231	граница личности	3	3
232	к содержанию	3	3
233	картины мира	5	3
234	человека с	2	3
235	тем не	3	3
236	в культуре	2	3
237	субъекта и	3	3
238	из этих	4	3
239	миропорядка и	3	3
240	и на	5	3
241	мог бы	3	3
242	кадров внутреннего	3	3
243	тому как	3	3
244	если бы	2	3
245	в той	3	3
246	не будет	3	3
247	и прежде	2	3
248	в стихотворении	4	3
249	однако если	2	3
250	как раз	8	3
251	с точки	2	3
252	и адресата	3	3
253	и того	4	3
254	его эстетической	2	3
255	подобно тому	4	3
256	тот или	3	3
257	себя и	2	3
258	как говорит	4	3
259	своей эстетической	4	3
260	таким образом	4	3
261	в притче	4	3
262	в таком	2	3
263	и сам	8	3
264	есть в	2	3
265	в момент	3	3
266	однако при	3	3
267	композиционных форм	2	3
268	принадлежит к	4	3
269	как правило	6	3
270	и внешней	3	3
271	литературных произведений	3	3
272	художественное впечатление	2	3
273	на языке	3	3
274	всех без	3	3
275	в пределах	5	3
276	в одном	4	3
277	художественного целого	9	3
278	с одной	3	3
279	перед лицом	4	3
280	в единое	3	3
281	текста в	8	3
282	человеческого я	5	3
283	системе ценностей	3	3
284	известной степени	3	3
285	имеет место	3	3
286	никогда не	7	2
287	позволяет говорить	2	2
288	самим собою	3	2
289	о том	9	2
290	одной из	6	2
291	в литературе	3	2
292	жизни но	4	2
293	внутреннюю свободу	2	2
294	одна из	6	2
295	как в	9	2
296	жанровая форма	2	2
297	внутренней и	2	2
298	стихотворении пушкина	2	2
299	художественной литературы	2	2
300	художественную целостность	2	2
301	тот кто	2	2
302	одно из	3	2
303	другого я	2	2
304	не от	2	2
305	ее в	2	2
306	могла бы	3	2
307	искусства слова	2	2
308	и потому	3	2
309	в тарасе	3	2
310	от всех	2	2
311	внутреннее я	2	2
312	а для	3	2
313	значительной степени	3	2
314	коммуникативное событие	2	2
315	то в	4	2
316	свою жизнь	4	2
317	как способу	2	2
318	сатирической художественности	2	2
319	идет о	2	2
320	еще и	4	2
321	оказывается шире	2	2
322	столь же	7	2
323	в чем	2	2
324	либо в	2	2
325	или в	4	2
326	вступает в	5	2
327	ролевой границы	2	2
328	именно в	4	2
329	художественного мира	3	2
330	жизни в	4	2
331	но как	4	2
332	все эти	2	2
333	этого текста	4	2
334	в анекдоте	2	2
335	единое целое	2	2
336	поведение в	2	2
337	повесть о	3	2
338	жизни оказывается	2	2
339	тем более	3	2
340	или притчи	2	2
341	личности как	2	2
342	времени в	3	2
343	не всегда	4	2
344	с иными	2	2
345	о себе	4	2
346	человека и	2	2
347	мира и	2	2
348	оно не	2	2
349	что она	3	2
350	с их	3	2
351	за пределы	3	2
352	бытию других	2	2
353	до известной	3	2
354	включает в	2	2
355	совпадает с	4	2
356	частной жизни	2	2
357	дело не	3	2
358	однако с	3	2
359	уже говорилось	3	2
360	к субъективной	2	2
361	однако все	2	2
362	не как	3	2
363	с самим	3	2
364	ни столь	2	2
365	может выступать	2	2
366	в глаза	2	2
367	дома и	2	2
368	личного самоопределения	2	2
369	об этом	3	2
370	так лирический	2	2
371	может служить	2	2
372	на всех	3	2
373	форма авторства	3	2
374	свою очередь	7	2
375	весьма существенно	2	2
376	войне и	3	2
377	из которых	2	2
378	слове о	2	2
379	и по	3	2
380	это хронотоп	2	2
381	он и	4	2
382	я не	3	2
383	в известном	2	2
384	в итоге	4	2
385	тарасе бульбе	3	2
386	в войне	3	2
387	отнюдь не	7	2
388	один из	6	2
389	втором случае	2	2
390	произведении искусства	2	2
391	в них	4	2
392	ситуации рассказывания	2	2
393	на свою	3	2
394	по себе	6	2
395	подобных случаях	2	2
396	сказания это	2	2
397	сама по	3	2
398	и мире	2	2
399	речь идет	3	2
400	художественности может	2	2
401	в имени	3	2
402	несмотря на	2	2
403	полку игореве	3	2
404	противном случае	2	2
405	классического реализма	2	2
406	лирического героя	6	2
407	таком случае	2	2
408	ведет к	2	2
409	и рецептивная	2	2
410	или анекдота	2	2
411	роль в	5	2
412	к жизни	5	2
413	коммуникативным событием	2	2
414	индивидуального речевого	2	2
415	на этом	2	2
416	тем или	2	2
417	речевого замысла	2	2
418	это и	4	2
419	равной степени	2	2
420	внутренних границ	2	2
421	русской литературе	6	2
422	пушкина что	3	2
423	ср тютчевское	2	2
424	миропорядке судьбы	2	2
425	все это	5	2
426	внутреннего мира	2	2
427	коммуникативной стратегии	4	2
428	с ними	2	2
429	художественная реальность	2	2
430	в сторону	2	2
431	способность к	2	2
432	которого он	2	2
433	сверхличной заданности	4	2
434	только лишь	2	2
435	о его	3	2
436	оказывается уже	2	2
437	что и	10	2
438	о полку	3	2
439	в противном	2	2
440	это всеобъемлющая	2	2
441	либо от	2	2
442	в значительной	3	2
443	стороны адресата	2	2
444	риторический предел	2	2
445	эстетической деятельности	2	2
446	от своего	3	2
447	в году	5	2
448	художественного высказывания	3	2
449	лично для	2	2
450	в равной	2	2
451	своей событийной	2	2
452	в одно	2	2
453	ролевой маски	2	2
454	причастности к	2	2
455	и может	2	2
456	художественную реальность	3	2
457	имени тебе	3	2
458	нового времени	4	2
459	в случае	6	2
460	внутренний голос	2	2
461	своей жизни	2	2
462	а затем	2	2
463	самом деле	2	2
464	художественное целое	7	2
465	в финале	7	2
466	внешнему бытию	2	2
467	между внутренней	2	2
468	словами гегеля	2	2
469	ясно говорит	2	2
470	злата стола	2	2
471	этого слова	3	2
472	к сообщаемому	2	2
473	в нашем	4	2
474	в этой	10	2
475	судьбы а	2	2
476	ни к	3	2
477	жанровой традиции	3	2
478	в организации	3	2
479	а с	2	2
480	иной эстетической	2	2
481	к собственной	2	2
482	с ним	2	2
483	превращается в	3	2
484	который в	4	2
485	хоровое слово	2	2
486	этих двух	2	2
487	ни для	2	2
488	событийных границ	3	2
489	без остатка	2	2
490	вовсе не	2	2
491	имеем дело	4	2
492	основе своей	2	2
493	полноте и	2	2
494	коммуникативный статус	2	2
495	становится самим	2	2
496	у него	2	2
497	известном смысле	2	2
498	способ существования	2	2
499	любой своей	2	2
500	первой части	2	2
501	при условии	2	2
502	не с	3	2
503	при всей	2	2
504	эстетической доминантой	2	2
505	здесь не	8	2
