N	2gram	Bakhtin_Pr	Narrotol
260	в направлении	4	3
261	произведения как	2	3
262	все время	3	3
263	но это	6	3
264	можно было	3	3
265	в первой	3	3
266	о своем	3	3
267	дело в	2	3
268	что она	7	3
269	в которой	2	3
270	по мере	4	3
271	героя к	2	3
272	зависимости от	5	3
273	во второй	2	3
274	лишь в	4	3
275	бы не	2	3
276	и лишь	2	3
277	в этих	5	3
278	о герое	5	3
279	все равно	2	3
280	сих пор	9	3
281	друг на	2	3
282	со своими	2	3
283	на этот	4	3
284	о себе	19	3
285	жизни не	2	3
286	входит в	9	3
287	героя но	4	3
288	приводит к	8	3
289	могли бы	2	3
290	он и	8	3
291	только не	2	3
292	с точки	21	3
293	и что	5	3
294	что было	6	3
295	и только	3	3
296	как на	4	3
297	на фоне	5	3
298	тем же	3	3
299	но он	4	3
300	до сих	9	3
301	бы с	2	2
302	к одному	7	2
303	мира не	2	2
304	вот как	3	2
305	в каждой	2	2
306	слова а	2	2
307	в которых	4	2
308	другого человека	7	2
309	она может	2	2
310	в человеке	6	2
311	рассказа от	2	2
312	он живет	2	2
313	всеми своими	3	2
314	с героями	2	2
315	наконец в	4	2
316	или менее	4	2
317	также не	2	2
318	глава первая	2	2
319	является в	2	2
320	слов в	2	2
321	оно и	2	2
322	в их	6	2
323	от своего	2	2
324	как можно	2	2
325	достоевского и	9	2
326	к своему	2	2
327	значимость и	2	2
328	так что	6	2
329	в формах	3	2
330	т п	10	2
331	зрения как	3	2
332	от ее	3	2
333	что может	4	2
334	к различным	2	2
335	себе самом	12	2
336	никому не	2	2
337	для другого	2	2
338	в произведении	7	2
339	сознания не	4	2
340	указывает на	2	2
341	в контексте	2	2
342	они могут	4	2
343	он говорит	2	2
344	более или	4	2
345	жизнь в	2	2
346	те же	3	2
347	на свой	6	2
348	не входит	5	2
349	могут быть	9	2
350	мы его	2	2
351	рассказ в	3	2
352	в процессе	6	2
353	искать в	2	2
354	с нею	2	2
355	все остальное	2	2
356	что же	9	2
357	в единство	9	2
358	как образ	3	2
359	и другого	3	2
360	тем или	2	2
361	героя с	6	2
362	именно к	2	2
363	у тургенева	6	2
364	и во	3	2
365	все те	3	2
366	в сущности	10	2
367	личности в	4	2
368	также является	2	2
369	вовсе не	12	2
370	одного сознания	9	2
371	к миру	3	2
372	глава вторая	2	2
373	в мир	4	2
374	слово то	2	2
375	все то	5	2
376	и мы	2	2
377	слово не	8	2
378	меньшей степени	2	2
379	чтобы в	2	2
380	но все	6	2
381	в россии	2	2
382	какой бы	2	2
383	другой стороны	6	2
384	это в	2	2
385	сознания и	8	2
386	и еще	2	2
387	должно быть	8	2
388	его как	5	2
389	бы в	7	2
390	один голос	2	2
391	обращено к	3	2
392	который не	2	2
393	целый ряд	2	2
394	автора в	4	2
395	и одновременно	3	2
396	же она	2	2
397	как если	3	2
398	слова и	8	2
399	по своим	4	2
400	превращается в	5	2
401	все это	9	2
402	тем что	6	2
403	не есть	4	2
404	и наконец	7	2
405	и есть	3	2
406	одним из	7	2
407	себе не	2	2
408	опирается на	2	2
409	его и	3	2
410	себе и	5	2
411	нести в	3	2
412	во всех	4	2
413	должна быть	8	2
414	всего на	2	2
415	отношение к	4	2
416	сами по	4	2
417	есть в	2	2
418	а за	3	2
419	и является	2	2
420	и про	2	2
421	о самом	2	2
422	мире в	3	2
423	всей его	2	2
424	автора и	7	2
425	точек зрения	7	2
426	мир и	5	2
427	он может	4	2
428	себе но	2	2
429	и чужого	2	2
430	а между	2	2
431	важно не	2	2
432	когда он	2	2
433	того же	3	2
434	к чужому	8	2
435	зрения на	8	2
436	у меня	6	2
437	к которому	2	2
438	со своим	2	2
439	из которых	3	2
440	большей или	2	2
441	в настоящем	2	2
442	личной жизни	2	2
443	в категориях	2	2
444	героев в	4	2
445	раз и	6	2
446	еще более	2	2
447	в других	2	2
448	к другому	6	2
449	с собой	3	2
450	иного рода	2	2
451	это и	5	2
452	таким же	3	2
453	человек и	2	2
454	установки и	2	2
455	дело здесь	2	2
456	совершенно иной	2	2
457	если же	7	2
458	но с	4	2
459	своих героев	2	2
460	однако не	3	2
461	мы будем	2	2
462	мы и	2	2
463	и сами	3	2
464	с помощью	2	2
465	а потому	2	2
