N	2gram	Bakhtin_Pr	KulturaY
148	ту же	2	10
149	бы и	6	10
150	с этим	3	10
151	бы в	7	10
152	несмотря на	7	10
153	в речи	3	10
154	от того	4	10
155	в первом	2	10
156	на фоне	5	10
157	этом смысле	12	10
158	конечно не	4	10
159	не потому	2	9
160	в целом	8	9
161	здесь не	7	9
162	что все	2	9
163	и для	7	9
164	в своей	11	9
165	можно сказать	2	9
166	рядом с	19	9
167	но это	6	9
168	в которой	2	9
169	слова как	3	9
170	не имеет	2	9
171	на то	5	9
172	ни в	5	9
173	но для	3	9
174	и есть	3	9
175	на самом	5	8
176	в структуре	3	8
177	в своих	4	8
178	а потому	2	8
179	и о	7	8
180	был бы	6	8
181	слов и	2	8
182	с его	11	8
183	это слово	6	8
184	да и	2	8
185	само по	4	8
186	то и	3	8
187	по преимуществу	2	8
188	и как	9	8
189	об этом	3	8
190	в этих	5	8
191	тому что	3	8
192	но все	6	8
193	далеко не	7	8
194	что я	7	8
195	не есть	4	8
196	может служить	3	8
197	в таком	3	8
198	тому же	2	8
199	же в	2	8
200	до конца	10	7
201	идет о	5	7
202	в процессе	6	7
203	о слове	2	7
204	в поэзии	2	7
205	как он	3	7
206	и потому	7	7
207	была бы	5	7
208	не знает	6	7
209	бы сказать	2	7
210	а с	2	7
211	как например	2	7
212	она не	10	7
213	на том	2	7
214	нисколько не	3	7
215	с ними	2	7
216	при чем	3	7
217	например в	5	7
218	никак не	4	7
219	так сказать	9	7
220	же и	5	7
221	в истории	2	7
222	все равно	2	7
223	а именно	2	7
224	в самой	9	7
225	есть в	2	7
226	на этот	4	7
227	в котором	7	7
228	когда он	2	7
229	с ним	8	7
230	в одном	20	7
231	только как	2	7
232	в слове	3	7
233	не значит	4	7
234	даже в	6	6
235	перед нами	12	6
236	слов в	2	6
237	данном случае	2	6
238	его к	4	6
239	в себе	11	6
240	как к	3	6
241	на этом	2	6
242	е в	3	6
243	были бы	5	6
244	не всегда	2	6
245	отличие от	4	6
246	от этого	2	6
247	на себя	4	6
248	этой точки	2	6
249	в отличие	4	6
250	что оно	2	6
251	в ее	2	6
252	должны быть	3	6
253	не на	7	6
254	как будто	4	6
255	что если	3	6
256	только то	3	6
257	то это	3	6
258	за пределы	7	6
259	мы не	4	6
260	отличается от	5	6
261	что как	2	6
262	или в	7	6
263	же время	13	6
264	романа в	4	6
265	я в	2	6
266	оно не	3	6
267	приводит к	8	6
268	могли бы	2	6
269	тем же	3	6
270	никогда не	11	5
271	в отношении	5	5
272	как же	6	5
273	и к	5	5
274	мы должны	3	5
275	все те	3	5
276	речи как	3	5
277	в духе	4	5
278	в форме	8	5
279	к себе	6	5
280	в другом	3	5
281	в конце	8	5
282	слово в	10	5
283	и у	3	5
284	и при	2	5
285	или менее	4	5
286	так что	6	5
287	о нем	15	5
288	установка на	4	5
289	более или	4	5
290	в большей	2	5
291	на вопрос	2	5
292	но как	4	5
293	смысле слова	2	5
294	бы уже	2	5
295	ни одного	3	5
296	и от	3	5
297	и он	5	5
298	и еще	2	5
299	всех этих	2	5
300	не как	20	5
301	и даже	5	5
302	как не	9	5
303	я и	2	5
304	кроме того	5	5
305	превращается в	5	5
306	у него	11	5
307	лишь как	9	5
308	отношение к	4	5
309	то он	3	5
310	конечно и	3	5
311	и является	2	5
312	еще более	2	5
313	п все	2	5
314	и их	3	5
315	только не	2	5
316	точка зрения	13	5
317	и только	3	5
318	свою речь	2	5
319	но с	4	5
320	чем в	3	5
321	не о	3	4
322	все они	2	4
323	к одному	7	4
324	его в	8	4
325	остается в	2	4
326	в каждом	15	4
327	или же	2	4
328	литературной речи	2	4
329	к которому	2	4
330	а лишь	3	4
331	точку зрения	7	4
332	всего в	2	4
333	одно из	2	4
334	и все	6	4
335	к нему	11	4
336	себе и	5	4
337	в различных	3	4
338	если б	2	4
339	в узком	2	4
340	между ними	6	4
341	однако в	3	4
342	что так	2	4
343	же как	2	4
344	почти всегда	2	4
345	здесь мы	4	4
346	уже и	2	4
347	для самого	2	4
348	всего этого	2	4
349	то в	2	4
350	это в	2	4
351	не сделал	2	4
352	который не	2	4
353	как можно	2	4
354	мы увидим	6	4
355	бы не	2	4
356	но ведь	3	4
357	в условиях	2	4
358	такой же	4	4
359	том и	2	4
360	отношения к	5	4
361	ни на	3	4
362	что для	2	4
363	а то	3	4
364	в смысле	3	4
365	и это	8	4
366	зрения на	8	4
367	но на	3	4
368	как таковой	2	4
369	выражение в	6	4
370	из которых	3	4
371	из них	3	4
372	в лучшем	2	4
373	сам по	2	4
374	он есть	6	4
375	именно на	3	4
376	если же	7	4
377	но он	4	4
378	не дает	3	4
379	мы и	2	4
380	он все	3	3
381	слово с	5	3
382	их сознания	2	3
383	следовательно и	3	3
384	слова но	4	3
385	слова не	2	3
386	и следовательно	7	3
387	а что	5	3
388	и говорить	2	3
389	в настоящее	3	3
390	и идеи	2	3
391	не раз	2	3
392	в россии	2	3
393	не хочет	3	3
394	конце концов	7	3
395	и мы	2	3
396	а как	11	3
397	том же	4	3
398	в одно	4	3
399	и со	4	3
400	тем как	5	3
401	в романе	12	3
402	знает что	2	3
403	все время	3	3
404	его и	3	3
405	от них	3	3
406	в него	6	3
407	в свете	4	3
408	значение для	3	3
409	но так	2	3
410	лучшем случае	2	3
411	в контексте	2	3
412	на него	6	3
413	именно как	2	3
414	в сторону	2	3
415	настоящее время	3	3
416	к слову	2	3
417	большинстве случаев	10	3
418	более того	8	3
419	формулы и	2	3
420	но здесь	4	3
421	на его	2	3
422	или меньшей	2	3
423	именно к	2	3
424	иметь в	2	3
425	на котором	3	3
426	в устах	2	3
427	на материале	5	3
428	из одного	8	3
429	значение в	2	3
430	в обычном	2	3
431	отсюда и	3	3
432	но зато	2	3
433	речь а	2	3
434	также не	2	3
435	устной речи	3	3
436	е не	2	3
437	меньшей степени	2	3
438	чтобы в	2	3
439	менее всего	7	3
440	то время	2	3
441	не нужно	2	3
442	в которые	2	3
443	мысли и	6	3
444	по мере	4	3
445	сама по	5	3
446	по своим	4	3
447	в других	2	3
448	одним из	7	3
449	между собою	5	3
450	она может	2	3
451	не могло	2	3
452	на западе	2	3
453	для него	23	3
454	именно потому	2	3
455	что у	2	3
456	он в	3	3
457	все что	4	3
458	социальной жизни	2	3
459	в большинстве	11	3
460	заметить что	2	3
461	жизнь в	2	3
462	ни были	3	3
463	большей или	2	3
464	же что	5	3
465	так чтобы	7	3
466	раз и	6	3
467	с их	7	3
468	и уже	3	3
469	то ни	3	3
470	или даже	2	3
471	таким же	3	3
472	и сами	3	3
473	бы то	3	3
474	мы будем	2	3
475	случайно и	2	3
476	стиля и	5	2
477	во все	2	2
478	слова а	2	2
479	только у	3	2
480	слово а	2	2
481	в одной	8	2
482	которого оно	2	2
483	конечно в	2	2
484	не был	2	2
485	есть и	5	2
486	но есть	2	2
487	это вовсе	2	2
488	себе как	2	2
489	быть и	2	2
490	на пути	2	2
491	есть нечто	2	2
492	в основном	2	2
493	он должен	2	2
494	слова т	2	2
495	себе не	2	2
496	здесь действительно	2	2
497	достоевского и	9	2
498	отношение между	2	2
499	одном из	2	2
500	к своему	2	2
501	а вовсе	2	2
502	письме к	2	2
503	зрения как	3	2
504	своего времени	2	2
505	нами в	3	2
506	и др	7	2
507	только слово	2	2
508	роман в	2	2
509	ведь и	4	2
510	словом как	3	2
511	то оно	2	2
512	узком смысле	2	2
513	и речь	2	2
514	говорит он	6	2
515	указывает на	2	2
516	он говорит	2	2
517	он пишет	2	2
518	не из	3	2
519	что этот	2	2
520	по природе	2	2
521	к самому	2	2
522	к сожалению	2	2
523	же не	4	2
524	том или	2	2
525	вот это	2	2
526	у достоевского	29	2
527	к другому	6	2
528	из своего	3	2
529	здесь в	2	2
530	слова мы	2	2
531	тем или	2	2
532	жизни и	3	2
533	как слово	5	2
534	находится в	2	2
535	и до	6	2
536	что вся	2	2
537	приходит в	2	2
538	слова на	5	2
539	ее в	3	2
540	одна из	5	2
541	самое слово	2	2
542	которая как	3	2
543	но эти	4	2
544	с другими	8	2
545	лежит в	2	2
546	в словах	4	2
547	сознания и	8	2
548	дело в	2	2
549	его как	5	2
550	бы к	2	2
551	поэтому и	4	2
552	и слово	4	2
553	лишает их	2	2
554	свой предмет	8	2
555	себя самого	3	2
556	и понимания	4	2
557	между отдельными	2	2
558	выйти за	2	2
559	ни было	4	2
560	понятно что	2	2
561	слова с	7	2
562	композиционные приемы	2	2
563	но они	2	2
564	отношении к	5	2
565	самый факт	3	2
566	он является	3	2
567	время как	2	2
568	сами по	4	2
569	мы сказали	3	2
570	в жизни	5	2
571	в литературе	4	2
572	его жизни	2	2
573	слово как	5	2
574	и так	2	2
575	и тон	3	2
576	вообще не	2	2
577	подхода к	2	2
578	два слова	2	2
579	точек зрения	7	2
580	поэтому в	3	2
581	ни один	3	2
582	на почве	5	2
583	во что	2	2
584	словом в	4	2
585	а следовательно	2	2
586	речь и	2	2
587	так ли	2	2
588	типа в	2	2
589	он и	8	2
590	для своих	2	2
591	и одновременно	3	2
592	тому как	3	2
593	правда в	2	2
594	в литературной	2	2
595	есть конечно	4	2
596	что было	6	2
597	является не	2	2
598	друг другу	3	2
599	в плоскости	6	2
600	дело здесь	2	2
601	совершенно иной	2	2
602	в себя	6	2
603	ведь только	2	2
604	все в	3	2
605	дано в	3	2
606	все должно	3	2
607	этих случаях	2	2
608	он тоже	3	2
