N	2gram	Tiupa_Anal	KulturaY
122	из этих	2	11
123	в нем	3	11
124	этом отношении	5	11
125	совершенно не	2	11
126	и то	4	11
127	в какой	3	11
128	и если	2	11
129	он не	4	11
130	тем самым	9	10
131	в то	10	10
132	к этому	2	10
133	со стороны	5	10
134	как и	23	10
135	речь идет	2	10
136	того или	3	10
137	тем более	2	10
138	бы в	3	10
139	несмотря на	5	10
140	в речи	3	10
141	в первом	3	10
142	на фоне	5	10
143	этом смысле	3	10
144	не просто	2	10
145	этого рода	2	9
146	в целом	9	9
147	здесь не	2	9
148	что все	2	9
149	и для	3	9
150	в своей	7	9
151	можно сказать	6	9
152	или иного	3	9
153	а также	8	9
154	в которой	3	9
155	на то	2	9
156	ни в	5	9
157	что мы	3	9
158	и есть	3	9
159	на самом	2	8
160	в частности	32	8
161	мере в	4	8
162	состоит в	16	8
163	что на	3	8
164	в чем	2	8
165	не говоря	2	8
166	с одной	7	8
167	и о	3	8
168	этом случае	4	8
169	слов и	2	8
170	с его	3	8
171	своего рода	12	8
172	да и	2	8
173	то и	2	8
174	независимо от	2	8
175	по преимуществу	4	8
176	и как	6	8
177	в этих	3	8
178	тому что	2	8
179	смысл и	3	8
180	заключается в	2	8
181	далеко не	6	8
182	не есть	8	8
183	может служить	3	8
184	отнюдь не	22	8
185	в таком	5	8
186	тому же	6	8
187	той мере	2	7
188	в процессе	2	7
189	в поэзии	2	7
190	казалось бы	2	7
191	как он	4	7
192	и потому	2	7
193	была бы	4	7
194	не знает	4	7
195	а с	3	7
196	следует что	2	7
197	нам не	2	7
198	одной стороны	6	7
199	с ними	2	7
200	никак не	2	7
201	не все	3	7
202	как о	2	7
203	все равно	2	7
204	а именно	3	7
205	не следует	6	7
206	что касается	4	7
207	и более	5	7
208	есть в	4	7
209	на этот	2	7
210	столь же	7	7
211	в котором	5	7
212	с ним	6	7
213	в одном	3	7
214	внимание на	3	7
215	сводится к	6	7
216	даже в	5	6
217	свое время	3	6
218	данном случае	3	6
219	его к	3	6
220	она есть	2	6
221	в себе	17	6
222	нуждается в	9	6
223	как к	2	6
224	говоря о	2	6
225	вообще и	2	6
226	роль в	3	6
227	на этом	4	6
228	это только	2	6
229	не всегда	4	6
230	отличие от	8	6
231	в свое	3	6
232	может иметь	2	6
233	которые в	3	6
234	на этой	2	6
235	на себя	5	6
236	этой точки	2	6
237	в отличие	8	6
238	не столько	5	6
239	в соответствии	2	6
240	в ее	2	6
241	той или	8	6
242	как будто	6	6
243	по поводу	4	6
244	за пределы	6	6
245	дело не	5	6
246	отличается от	3	6
247	прежде чем	2	6
248	что как	3	6
249	или в	2	6
250	только для	3	6
251	же время	7	6
252	не с	8	6
253	романа в	4	6
254	я в	5	6
255	соответствии с	3	6
256	приводит к	2	6
257	могли бы	2	6
258	если не	2	6
259	что именно	2	6
260	на основе	3	6
261	никогда не	4	5
262	в конечном	6	5
263	в отношении	2	5
264	к его	3	5
265	и к	5	5
266	мы должны	2	5
267	в другом	4	5
268	в конце	4	5
269	или менее	2	5
270	так что	3	5
271	о нем	4	5
272	не так	3	5
273	более или	2	5
274	широком смысле	2	5
275	на вопрос	5	5
276	всего лишь	11	5
277	и тогда	3	5
278	в двух	4	5
279	из того	5	5
280	всех этих	2	5
281	не как	2	5
282	и даже	10	5
283	я и	8	5
284	превращается в	3	5
285	одного и	2	5
286	у него	5	5
287	на протяжении	2	5
288	отношение к	2	5
289	то он	3	5
290	и является	4	5
291	или иначе	2	5
292	есть не	9	5
293	и их	2	5
294	только не	6	5
295	и того	5	5
296	на примере	3	5
297	быть не	3	5
298	не о	3	4
299	все они	2	4
300	его в	2	4
301	остается в	2	4
302	о чем	3	4
303	не говорит	2	4
304	первом случае	2	4
305	всего в	3	4
306	в такой	2	4
307	одно из	2	4
308	так например	2	4
309	и все	5	4
310	к нему	4	4
311	одного из	4	4
312	однако в	4	4
313	в известном	2	4
314	науки о	2	4
315	свидетельствует о	4	4
316	что даже	2	4
317	на все	2	4
318	иначе говоря	17	4
319	для обозначения	2	4
320	как известно	4	4
321	могла бы	3	4
322	то в	2	4
323	на это	2	4
324	конечном счете	5	4
325	который не	2	4
326	и по	2	4
327	бы не	3	4
328	такой же	3	4
329	понимать как	3	4
330	том и	2	4
331	отношения к	4	4
332	не к	3	4
333	или иных	3	4
334	а то	3	4
335	будто бы	4	4
336	отношения между	2	4
337	из которых	4	4
338	из них	2	4
339	в ряду	2	4
340	данный момент	2	4
341	не более	4	4
342	не мог	3	4
343	но мы	2	3
344	за рамки	2	3
345	случае в	2	3
346	каждый из	3	3
347	иное как	6	3
348	с той	2	3
349	все той	2	3
350	который в	3	3
351	и эти	2	3
352	а как	4	3
353	от себя	4	3
354	том же	2	3
355	тем как	2	3
356	зрения в	2	3
357	в романе	2	3
358	в искусстве	2	3
359	на место	3	3
360	себе в	2	3
361	его и	3	3
362	не приходится	2	3
363	в контексте	5	3
364	на него	3	3
365	в сторону	6	3
366	своей собственной	2	3
367	более того	4	3
368	а скорее	2	3
369	на его	4	3
370	или меньшей	4	3
371	в начале	3	3
372	о его	5	3
373	в собственном	3	3
374	на котором	3	3
375	в устах	2	3
376	даже не	2	3
377	вопрос об	3	3
378	если в	3	3
379	это еще	2	3
380	смысла и	3	3
381	тогда как	30	3
382	известном смысле	2	3
383	не знаю	2	3
384	для данного	3	3
385	образом не	3	3
386	нет и	2	3
387	из своих	2	3
388	именно здесь	2	3
389	таком случае	5	3
390	одним из	3	3
391	более чем	4	3
392	она может	3	3
393	только с	2	3
394	для него	5	3
395	тех или	3	3
396	он в	5	3
397	все что	3	3
398	себя внимание	3	3
399	большей или	4	3
400	со своей	2	3
401	раз и	2	3
402	есть вещь	2	3
403	с их	2	3
404	то ни	3	3
405	или даже	3	3
406	и сами	2	3
407	в противовес	3	3
408	бы то	3	3
409	в широком	4	2
410	в ходе	5	2
411	в действительности	2	2
412	пушкина как	2	2
413	представляет собою	2	2
414	от него	2	2
415	для нее	2	2
416	с целью	2	2
417	значении этого	8	2
418	у читателя	2	2
419	такова что	2	2
420	первой же	2	2
421	не что	5	2
422	в собственно	2	2
423	не был	2	2
424	одному из	2	2
425	в принципе	8	2
426	обращает на	3	2
427	нас к	2	2
428	себе не	2	2
429	это как	2	2
430	к своему	2	2
431	здесь совершенно	2	2
432	и составляет	2	2
433	может и	2	2
434	что иное	6	2
435	одной из	2	2
436	собственно говоря	6	2
437	только через	2	2
438	выход из	2	2
439	и просто	2	2
440	культуры в	2	2
441	по природе	4	2
442	к самому	2	2
443	том числе	3	2
444	которая в	3	2
445	говорит и	2	2
446	отвечает на	2	2
447	ответ на	3	2
448	или ином	4	2
449	и те	2	2
450	для чего	2	2
451	же не	3	2
452	том или	4	2
453	здесь в	2	2
454	его от	3	2
455	думать что	2	2
456	и до	3	2
457	в данный	2	2
458	никто не	3	2
459	без исключения	2	2
460	ее в	2	2
461	вслед за	3	2
462	с другими	4	2
463	х годов	2	2
464	в словах	2	2
465	его как	3	2
466	деле в	2	2
467	от которого	4	2
468	и слово	2	2
469	имеет место	6	2
470	в текст	4	2
471	и тот	2	2
472	борьбы с	3	2
473	дело с	5	2
474	связывается с	2	2
475	как правило	7	2
476	в повествовании	2	2
477	себя самого	2	2
478	творчества и	2	2
479	природе своей	3	2
480	по его	2	2
481	не является	3	2
482	ни было	4	2
483	ведет к	3	2
484	не означает	2	2
485	не должен	2	2
486	едва ли	4	2
487	сами по	3	2
488	в литературе	4	2
489	автором в	2	2
490	вообще не	2	2
491	подхода к	3	2
492	не будет	3	2
493	искусства в	4	2
494	человек в	3	2
495	на которой	2	2
496	всякий раз	3	2
497	он и	3	2
498	и одновременно	4	2
499	тому как	5	2
500	данного рода	2	2
501	в случае	7	2
502	в себя	8	2
503	каждом из	2	2
504	этих случаях	2	2
