N	2gram	Propp_Isto	RusskieA
115	подобно тому	3	8
116	ее в	3	8
117	в этих	18	8
118	что по	2	8
119	тому как	3	8
120	состояла в	2	8
121	в земле	4	7
122	в лес	13	7
123	в своем	2	7
124	мы должны	9	7
125	ничего не	12	7
126	в свете	6	7
127	не в	9	7
128	главным образом	3	7
129	к нему	12	7
130	предположить что	11	7
131	по этому	2	7
132	на них	2	7
133	было бы	5	7
134	из леса	3	7
135	из этих	5	7
136	и как	6	7
137	мы рассмотрим	6	7
138	не можем	2	7
139	не совсем	5	7
140	только в	8	7
141	как будто	2	7
142	а не	13	7
143	сообщает о	2	6
144	с собой	4	6
145	в этой	7	6
146	не будем	6	6
147	должно было	2	6
148	должны были	4	6
149	и их	4	6
150	и у	6	6
151	друг друга	6	6
152	на этом	5	6
153	не всегда	7	6
154	только на	2	6
155	она не	4	6
156	к тому	9	6
157	что этот	4	6
158	в нем	11	6
159	так в	8	6
160	же как	8	6
161	с ними	5	6
162	все эти	8	6
163	в качестве	4	6
164	верхом на	3	6
165	но она	2	6
166	в одном	9	6
167	выше мы	5	6
168	что она	8	6
169	эти представления	3	6
170	и о	2	6
171	что здесь	8	6
172	должен был	5	6
173	также в	2	6
174	на земле	2	6
175	в фольклоре	2	6
176	но они	2	6
177	после того	5	6
178	и пр	19	6
179	и более	3	6
180	поле и	2	6
181	на нее	4	6
182	в обряде	8	6
183	видели что	8	6
184	на стол	2	6
185	после чего	11	6
186	на самом	2	5
187	вопрос о	4	5
188	и потому	2	5
189	в тех	3	5
190	вплоть до	2	5
191	к себе	3	5
192	но если	2	5
193	или же	2	5
194	это показывает	2	5
195	что он	17	5
196	нет никаких	2	5
197	прежде всего	3	5
198	и др	4	5
199	в свою	5	5
200	с этим	13	5
201	заметить что	2	5
202	в то	2	5
203	в целом	4	5
204	для них	3	5
205	тогда как	6	5
206	в связи	5	5
207	там где	8	5
208	не было	2	5
209	например в	3	5
210	тот же	2	5
211	на поле	3	5
212	в его	7	5
213	то и	7	5
214	его с	2	5
215	можно было	3	5
216	как правило	3	5
217	в особенности	3	5
218	в русских	5	5
219	стоит в	2	5
220	не с	2	5
221	и для	3	5
222	с целью	2	5
223	с другой	10	5
224	и к	4	5
225	что обряд	2	5
226	земле и	2	5
227	связь между	2	5
228	мы уже	9	5
229	этих случаях	14	5
230	в таких	3	4
231	в доме	14	4
232	и ее	3	4
233	в глаза	2	4
234	иное как	6	4
235	но есть	3	4
236	он же	2	4
237	не что	6	4
238	и при	2	4
239	связано с	4	4
240	таким же	5	4
241	в руки	3	4
242	здесь мы	6	4
243	только тогда	2	4
244	его и	6	4
245	от них	5	4
246	они и	3	4
247	или по	5	4
248	и там	6	4
249	в образе	2	4
250	могут быть	9	4
251	на землю	2	4
252	не на	2	4
253	этого слова	3	4
254	во всяком	2	4
255	и от	3	4
256	связанных с	4	4
257	дело не	3	4
258	к ней	4	4
259	за ним	4	4
260	леса и	2	4
261	и здесь	8	4
262	не просто	4	4
263	к тем	2	4
264	и потом	2	4
265	из земли	4	4
266	что иное	6	4
267	такой же	3	4
268	на кладбище	2	4
269	но все	5	4
270	что у	4	4
271	в котором	5	4
272	девушки в	2	4
273	так на	2	4
274	этому же	3	4
275	этот вопрос	3	4
276	в ней	3	4
277	всяком случае	2	4
278	других случаях	2	4
279	то время	2	4
280	обряда в	2	4
281	во всем	3	4
282	на этой	2	4
283	с обрядом	4	4
284	но он	8	4
285	никогда не	9	3
286	всех этих	3	3
287	руки и	2	3
288	его к	5	3
289	в одной	4	3
290	детей и	3	3
291	есть и	7	3
292	это и	4	3
293	в виду	2	3
294	или другие	3	3
295	на все	2	3
296	приведем несколько	3	3
297	тут же	4	3
298	раньше чем	6	3
299	мы здесь	7	3
300	возможно что	7	3
301	представления о	2	3
302	мы знаем	11	3
303	в отдельности	3	3
304	из приведенных	3	3
305	и это	5	3
306	на другой	3	3
307	точки зрения	3	3
308	этот случай	15	3
309	связь с	12	3
310	где они	2	3
311	живет в	8	3
312	большинстве случаев	3	3
313	такое же	4	3
314	же не	2	3
315	ниже в	3	3
316	ней в	2	3
317	и некоторые	3	3
318	сюда же	2	3
319	в своей	4	3
320	содержится в	2	3
321	смерти в	3	3
322	лесу или	2	3
323	хотя и	4	3
324	также что	2	3
325	увидим что	2	3
326	и то	4	3
327	на которых	2	3
328	или не	3	3
329	независимо от	3	3
330	домой и	4	3
331	говорилось выше	4	3
332	это в	2	3
333	по отношению	2	3
334	и наоборот	2	3
335	в обрядах	5	3
336	на него	4	3
337	приведенных материалов	3	3
338	если бы	7	3
339	известно что	3	3
340	на небо	6	3
341	что ее	3	3
342	увидим ниже	4	3
343	а именно	8	3
344	отношению к	2	3
345	сих пор	7	3
346	с одной	2	3
347	на то	4	3
348	такая форма	2	3
349	все что	4	3
350	в русской	5	3
351	когда он	2	3
352	на которой	3	3
353	их и	4	3
354	эта связь	4	3
355	находится в	4	3
356	по очереди	2	3
357	здесь не	6	3
358	и его	10	3
359	как только	2	3
360	тому же	4	3
361	в большинстве	2	3
362	уже видели	4	3
363	быть и	3	3
364	при котором	2	3
365	до сих	7	3
366	можно видеть	2	2
367	здесь имеем	2	2
368	во все	4	2
369	дома в	8	2
370	могло бы	2	2
371	не имеют	2	2
372	в себе	2	2
373	от него	3	2
374	с девушкой	2	2
375	по материалам	2	2
376	что им	3	2
377	перед нами	4	2
378	нам право	2	2
379	царство мертвых	3	2
380	в силу	2	2
381	отношение к	4	2
382	за счет	2	2
383	одним из	4	2
384	на столе	2	2
385	а он	6	2
386	и тем	2	2
387	а как	2	2
388	он должен	3	2
389	же можно	2	2
390	можно установить	5	2
391	дают в	2	2
392	останавливаться на	2	2
393	в частности	6	2
394	и за	3	2
395	случай не	2	2
396	его от	3	2
397	и пляски	4	2
398	себе в	2	2
399	образом в	2	2
400	мертвых и	2	2
401	по другим	2	2
402	эти материалы	3	2
403	в него	3	2
404	не единственный	3	2
405	только с	2	2
406	к этой	2	2
407	они не	4	2
408	этим объясняется	4	2
409	с другом	2	2
410	коня в	5	2
411	здесь все	2	2
412	а мы	3	2
413	ту же	2	2
414	тех случаях	2	2
415	время они	2	2
416	не дает	3	2
417	одной стороны	2	2
418	между прочим	4	2
419	очень много	3	2
420	сказки о	2	2
421	от своих	2	2
422	исходя из	2	2
423	здесь в	2	2
424	над ними	2	2
425	в сказке	78	2
426	вот почему	3	2
427	между двумя	6	2
428	мы видим	15	2
429	и всей	2	2
430	в числе	2	2
431	под влиянием	2	2
432	случаях когда	2	2
433	этой связи	2	2
434	силу и	2	2
435	в дальнейшем	8	2
436	можно сказать	3	2
437	относится к	3	2
438	на ту	2	2
439	некоторое время	4	2
440	в одну	3	2
441	и и	6	2
442	сказать что	5	2
443	это еще	2	2
444	несомненно что	2	2
445	они выходят	2	2
446	он не	11	2
447	на ней	5	2
448	право на	2	2
449	в сказках	12	2
450	силе огня	2	2
451	другой стороны	10	2
452	и он	2	2
453	в начале	2	2
454	же происходит	2	2
455	огонь и	5	2
456	более поздний	2	2
457	время от	2	2
458	особенно в	2	2
459	целый год	2	2
460	и даже	4	2
461	русский материал	3	2
462	несколько примеров	3	2
463	мы можем	10	2
464	друг с	2	2
465	случаи когда	7	2
466	целый ряд	3	2
467	как не	2	2
468	женщин и	2	2
469	не противоречит	5	2
470	становится ясным	2	2
471	с этой	3	2
472	имеем не	3	2
473	в несколько	2	2
474	представления и	2	2
475	совершенно не	2	2
476	как у	2	2
477	в античности	4	2
478	по всему	2	2
479	лесу в	2	2
480	в пределах	5	2
481	или просто	2	2
482	на тот	2	2
483	в жизни	3	2
484	но тем	2	2
485	и так	3	2
486	представления об	2	2
487	не случайно	2	2
488	предположение что	3	2
489	в чем	4	2
490	если это	4	2
491	представляло собой	2	2
492	такое толкование	3	2
493	а через	3	2
494	а когда	2	2
495	уже знаем	3	2
496	более позднее	2	2
497	в царство	5	2
498	и если	3	2
499	в другой	6	2
500	вином и	2	2
501	если он	2	2
502	по себе	3	2
503	и действительно	5	2
504	равно как	3	2
505	в человеческом	2	2
506	чтобы быть	3	2
507	и затем	2	2
508	землю и	2	2
509	будем здесь	2	2
510	что эта	2	2
511	уходит в	3	2
512	лошади и	2	2
513	отправляется в	3	2
514	это наблюдение	2	2
515	у него	4	2
516	друг другу	2	2
517	на смерть	3	2
518	это означало	2	2
519	но эта	2	2
520	что при	3	2
521	в женщин	3	2
522	более поздняя	3	2
523	однако не	2	2
524	смерть и	2	2
