N	2gram	Vygotskiy_	Problema
494	действительности в	3	5
495	в этот	3	5
496	и мышления	2	5
497	в свете	9	5
498	смысле что	3	5
499	оказывается не	3	5
500	слова как	5	5
501	одним из	3	5
502	от одного	3	5
503	в пределах	3	5
504	они не	2	5
505	о предмете	2	5
506	подобно тому	2	5
507	раз в	4	5
508	поэтому в	2	5
509	языке и	2	5
510	не для	2	5
511	в каждом	3	5
512	собственном смысле	4	5
513	структуры и	3	5
514	что является	2	4
515	для нее	3	4
516	к другим	11	4
517	мы называем	2	4
518	должны были	2	4
519	наряду с	2	4
520	но всегда	2	4
521	этого понятия	3	4
522	нас к	10	4
523	у них	2	4
524	друг от	3	4
525	при таком	2	4
526	отличие от	4	4
527	система отношений	3	4
528	одно из	6	4
529	во втором	5	4
530	и она	2	4
531	более общее	2	4
532	числе и	2	4
533	себя и	2	4
534	в одну	2	4
535	не могли	5	4
536	мы встречаемся	2	4
537	вопроса о	2	4
538	другим и	3	4
539	нам о	2	4
540	за ним	3	4
541	для нашей	2	4
542	и наиболее	2	4
543	которой она	3	4
544	от одной	4	4
545	можно говорить	2	4
546	которого мы	2	4
547	которыми мы	2	4
548	он с	2	4
549	понятие есть	4	4
550	которых мы	5	4
551	всю свою	2	4
552	друг к	3	4
553	от друга	3	4
554	от нее	3	4
555	она в	2	4
556	той же	13	4
557	момент в	3	4
558	тем и	2	4
559	я могу	2	4
560	но на	3	4
561	остановиться на	4	4
562	этот путь	3	4
563	связаны между	4	4
564	на котором	4	4
565	понятий в	8	4
566	дело с	3	4
567	к этой	2	4
568	но мы	5	4
569	одного из	2	4
570	этой точки	4	4
571	и вместе	2	4
572	в разных	6	4
573	и всей	3	4
574	в сущности	16	4
575	например в	5	4
576	что эти	3	4
577	нельзя было	2	4
578	сразу и	3	4
579	очень часто	2	4
580	с их	2	4
581	но эти	2	4
582	к другу	4	4
583	может существовать	2	4
584	и самое	2	4
585	одном случае	2	4
586	в свою	3	4
587	для каждого	2	4
588	мог бы	6	4
589	значения слова	10	4
590	представляется нам	3	4
591	больше и	2	4
592	это мы	6	4
593	значение слова	16	4
594	имеем дело	2	4
595	учении о	6	3
596	из того	7	3
597	что уже	2	3
598	мысли в	12	3
599	одного и	3	3
600	поэтому мы	5	3
601	не содержит	2	3
602	будет в	2	3
603	по самому	2	3
604	к выводу	4	3
605	в новой	4	3
606	том же	7	3
607	такое что	3	3
608	в каждой	4	3
609	может и	3	3
610	не содержат	3	3
611	от ее	3	3
612	ничего нового	3	3
613	но так	2	3
614	движение и	3	3
615	и непосредственно	3	3
616	в отличие	4	3
617	естественно что	3	3
618	сравнению с	21	3
619	нуждается в	5	3
620	как таковое	2	3
621	и заключается	3	3
622	различие в	2	3
623	речи о	4	3
624	того и	2	3
625	значение не	2	3
626	в первом	6	3
627	как для	2	3
628	развития и	4	3
629	перехода от	10	3
630	отношений между	11	3
631	то как	3	3
632	значение этого	2	3
633	известном смысле	2	3
634	по сравнению	23	3
635	в чисто	2	3
636	его с	3	3
637	в любом	2	3
638	формальной логики	2	3
639	и которое	3	3
640	общности и	7	3
641	эти последние	2	3
642	каждой из	5	3
643	что всякое	2	3
644	столь же	2	3
645	и другой	3	3
646	человеческого сознания	2	3
647	связанные с	3	3
648	представляет собой	23	3
649	увидим ниже	3	3
650	как она	6	3
651	находится в	3	3
652	выражается в	2	3
653	о которой	2	3
654	друг другу	5	3
655	рассматривается как	2	3
656	и других	5	3
657	с помощью	18	3
658	чем в	5	3
659	бы с	2	3
660	она должна	2	3
661	оно есть	5	3
662	тот факт	2	3
663	в понимании	2	3
664	сущности говоря	6	3
665	его к	2	3
666	в одной	6	3
667	выводу что	3	3
668	что между	2	3
669	мышления в	6	3
670	хотя это	2	3
671	как показывает	7	3
672	слово и	10	3
673	понятия но	3	3
674	одного предмета	2	3
675	образом в	5	3
676	речь не	6	3
677	одной и	5	3
678	происходит в	2	3
679	всем этим	3	3
680	время в	3	3
681	на ее	2	3
682	которое имеет	2	3
683	вот почему	3	3
684	мы видим	10	3
685	отношение между	7	3
686	понятий не	4	3
687	сказать только	2	3
688	что каждая	2	3
689	в первой	3	3
690	от понятия	3	3
691	и состоит	3	3
692	к предмету	6	3
693	говорит что	3	3
694	чем перейти	3	3
695	котором мы	2	3
696	но этот	2	3
697	слова есть	2	3
698	настоящей работе	2	3
699	должен был	2	3
700	на основании	2	3
701	мысли и	13	3
702	и свой	2	3
703	в самых	2	3
704	новых и	2	3
705	это отношение	3	3
706	в мысли	7	3
707	нечто такое	2	3
708	знаем что	3	3
709	и своего	2	3
710	это одно	2	3
711	на этом	4	3
712	и возникает	2	3
713	в процессе	12	3
714	возможно только	4	3
715	речи или	3	3
716	которое было	2	3
717	языка в	2	3
718	в середине	2	3
719	что было	2	3
720	представляется в	2	3
721	в совершенно	3	3
722	что нам	2	3
723	этих двух	4	3
724	в системе	3	3
725	все более	2	2
726	о структуре	3	2
727	и могут	2	2
728	между которыми	2	2
729	что ему	3	2
730	в плане	3	2
731	к действительности	2	2
732	о природе	9	2
733	не станем	3	2
734	значении слова	2	2
735	возможны только	4	2
736	действия и	4	2
737	бы все	2	2
738	а и	2	2
739	не совпадает	5	2
740	она может	2	2
741	все те	2	2
742	могут не	4	2
743	является как	2	2
744	в состоянии	4	2
745	с другим	3	2
746	научные понятия	15	2
747	нас на	2	2
748	всей истории	2	2
749	возникает вопрос	2	2
750	возникает в	3	2
751	на друга	2	2
752	в момент	4	2
753	что отношения	2	2
754	в другую	3	2
755	такой же	4	2
756	это значило	2	2
757	в м	2	2
758	вещей как	2	2
759	чем более	3	2
760	и логики	5	2
761	точка зрения	2	2
762	ту же	4	2
763	после всего	2	2
764	между этими	3	2
765	исследования в	3	2
766	и другого	2	2
767	иначе чем	3	2
768	которой мы	2	2
769	исторического развития	3	2
770	прямо и	4	2
771	но то	2	2
772	понятиями и	3	2
773	начале нашего	2	2
774	есть такой	2	2
775	не исключает	2	2
776	известно что	3	2
777	языка с	2	2
778	в настоящей	2	2
779	которого не	2	2
780	том и	3	2
781	и самым	2	2
782	заключается только	2	2
783	видели что	3	2
784	жить и	2	2
785	даже с	2	2
786	на одной	2	2
787	мы встречаем	2	2
788	отношения между	8	2
789	бы дать	2	2
790	а по	4	2
791	ближе к	2	2
792	эта связь	2	2
793	при переходе	9	2
794	чем это	5	2
795	и мышление	2	2
796	на фоне	3	2
797	этого вопроса	3	2
798	с мыслью	2	2
799	в определенном	2	2
800	и ко	2	2
801	остается в	2	2
802	они будут	2	2
803	по отношению	10	2
804	этим самым	2	2
805	свою очередь	3	2
806	понятия то	2	2
807	ли не	3	2
808	за счет	4	2
809	структуры но	2	2
810	является самой	2	2
811	то понимание	2	2
812	значения слов	5	2
813	о связи	3	2
814	друга и	2	2
815	переходе от	8	2
816	нужно было	4	2
817	может стать	2	2
818	никаких сомнений	2	2
819	видно из	2	2
820	они и	2	2
821	всем его	2	2
822	даже при	2	2
823	и бесконечно	2	2
824	научного понятия	7	2
825	большинстве случаев	2	2
826	возможных для	2	2
827	структуры а	2	2
828	над ними	2	2
829	не представляет	3	2
830	других понятий	5	2
831	всегда в	2	2
832	ее внутренней	2	2
833	в значении	2	2
834	и частного	2	2
835	по типу	2	2
836	известной степени	2	2
837	признать что	2	2
838	для данного	3	2
839	показывает исследование	5	2
840	не возникает	2	2
841	себя но	2	2
842	ее как	2	2
843	имеет в	4	2
844	для возникновения	2	2
845	ассоциативной психологии	3	2
846	мы нашли	9	2
847	в последнее	4	2
848	конца и	2	2
849	словом и	10	2
850	и там	3	2
851	рода и	2	2
852	есть обобщение	4	2
853	но также	3	2
854	этих отношений	3	2
855	что ее	2	2
856	из двух	3	2
857	следовательно не	2	2
858	речи в	31	2
859	что то	4	2
860	общности в	3	2
861	исходить из	2	2
862	не означает	4	2
863	отношению к	9	2
864	на одно	2	2
865	друг на	2	2
866	что есть	2	2
867	не с	3	2
868	что по	2	2
869	понятие и	2	2
870	своей структуре	3	2
871	это движение	2	2
872	зависит от	3	2
873	слова в	7	2
874	должны быть	5	2
875	в большей	2	2
876	в учении	6	2
877	все больше	3	2
878	независимая от	2	2
879	что общность	2	2
880	не из	2	2
881	ко всему	2	2
882	нас с	2	2
883	совпадает с	5	2
884	научное понятие	6	2
885	в меру	9	2
886	только одно	2	2
887	в живом	3	2
888	последнее время	5	2
889	на основе	5	2
