N	2gram	Bakhtin_Fr	Marksizm
147	того что	3	7
148	те же	6	7
149	там где	6	7
150	с ними	4	7
151	в качестве	2	7
152	в этой	15	7
153	в начале	5	7
154	в этих	8	7
155	далеко не	3	7
156	о том	5	7
157	в котором	3	7
158	той же	9	7
159	как раз	8	7
160	на основе	3	7
161	вполне понятно	4	7
162	для понимания	5	6
163	то есть	31	6
164	в другом	3	6
165	слово в	3	6
166	характерно что	2	6
167	в различных	2	6
168	он и	10	6
169	одной стороны	4	6
170	должны быть	2	6
171	все это	6	6
172	тот же	4	6
173	этот процесс	4	6
174	из этих	2	6
175	из важнейших	2	6
176	же в	2	6
177	точном смысле	2	6
178	с одной	5	6
179	смысле слова	5	6
180	между ними	4	6
181	входит в	2	6
182	уже не	2	6
183	в корне	3	6
184	всяком случае	2	6
185	в той	7	6
186	не к	2	6
187	тем же	2	6
188	к одному	2	5
189	этом отношении	4	5
190	но как	5	5
191	о чем	3	5
192	в конце	8	5
193	и у	2	5
194	понятно что	3	5
195	и выражения	2	5
196	в виду	8	5
197	и вот	4	5
198	форм и	2	5
199	то в	2	5
200	xix века	5	5
201	в особенности	6	5
202	от этого	2	5
203	не менее	2	5
204	или в	3	5
205	в более	4	5
206	же он	2	5
207	той или	2	5
208	хотя и	2	5
209	да и	2	5
210	себя в	2	5
211	все время	3	5
212	менее всего	2	5
213	по преимуществу	3	5
214	связана с	4	5
215	со всею	5	5
216	в условиях	3	5
217	но не	4	5
218	значение в	4	5
219	еще более	5	5
220	в одном	7	5
221	как на	3	5
222	вместе с	4	5
223	другими словами	4	4
224	следовательно и	2	4
225	его к	3	4
226	нуждается в	4	4
227	в одной	3	4
228	как он	4	4
229	все те	2	4
230	что здесь	2	4
231	но именно	3	4
232	и прежде	4	4
233	в области	5	4
234	влияние на	2	4
235	и к	4	4
236	узком смысле	2	4
237	что все	2	4
238	можно сказать	2	4
239	связь с	6	4
240	одного из	3	4
241	в узком	3	4
242	и он	2	4
243	в них	19	4
244	и до	14	4
245	он был	5	4
246	что они	3	4
247	во всей	3	4
248	мы сказали	2	4
249	слов и	4	4
250	относится к	2	4
251	и то	2	4
252	стороны и	2	4
253	какой бы	2	4
254	в которой	6	4
255	и тот	4	4
256	переход от	2	4
257	но ведь	3	4
258	одним из	2	4
259	же и	4	4
260	со всеми	5	4
261	но все	5	4
262	места в	2	4
263	из них	8	4
264	как она	2	4
265	уже в	4	4
266	жизни и	6	4
267	в других	4	4
268	из этого	3	4
269	и особенно	2	4
270	это и	4	4
271	не дает	4	4
272	тем что	6	4
273	даже в	4	3
274	еще и	6	3
275	и сама	2	3
276	в нашу	2	3
277	к нашему	2	3
278	по своей	4	3
279	и стиль	2	3
280	роль в	7	3
281	в значительной	3	3
282	конце концов	3	3
283	ведь это	3	3
284	группы и	2	3
285	в году	11	3
286	и при	2	3
287	в виде	2	3
288	в целом	3	3
289	главным образом	3	3
290	мы говорили	2	3
291	ко всем	3	3
292	они и	4	3
293	не так	3	3
294	эта система	2	3
295	в ту	8	3
296	они не	4	3
297	все его	2	3
298	потому что	3	3
299	том числе	4	3
300	даже и	3	3
301	так в	4	3
302	лежит на	2	3
303	на них	3	3
304	одной и	2	3
305	и др	9	3
306	мы видим	9	3
307	и по	4	3
308	связаны с	6	3
309	они дают	2	3
310	не на	2	3
311	и они	5	3
312	все остальные	3	3
313	и вообще	3	3
314	все то	2	3
315	числе и	3	3
316	значительной степени	2	3
317	в нашей	2	3
318	здесь не	5	3
319	но это	5	3
320	можно было	3	3
321	с их	5	3
322	и этот	2	3
323	поэтому и	4	3
324	в этот	2	3
325	нашу задачу	2	3
326	правильного понимания	4	3
327	мы увидим	3	3
328	и той	2	3
329	мы встречаем	6	3
330	эпохи возрождения	4	3
331	в последнем	2	3
332	и о	5	3
333	понять и	2	3
334	всем этим	3	3
335	но они	4	3
336	на протяжении	7	3
337	в дальнейшем	4	3
338	также и	6	3
339	прежде чем	2	3
340	со своими	2	3
341	со стороны	2	3
342	для историка	3	3
343	в своих	7	3
344	в общей	2	3
345	в другой	2	3
346	не касается	4	3
347	еще в	4	3
348	здесь нет	2	3
349	или точнее	2	3
350	свидетельствует о	2	3
351	к жизни	2	3
352	форму и	2	3
353	что эта	2	3
354	что было	3	3
355	и есть	5	3
356	мы остановимся	3	3
357	один и	3	3
358	с ним	3	3
359	момент в	2	3
360	и других	7	3
361	в системе	3	3
362	связь и	2	2
363	во все	3	2
364	вернемся к	8	2
365	из всех	4	2
366	мы пока	2	2
367	остается в	2	2
368	его на	2	2
369	так например	2	2
370	образом в	3	2
371	его так	2	2
372	ни одной	2	2
373	после этого	2	2
374	в состоянии	2	2
375	каждый из	2	2
376	в духе	11	2
377	в понимании	2	2
378	для которого	2	2
379	не слышит	3	2
380	есть и	4	2
381	ему и	2	2
382	превращаются в	2	2
383	мы здесь	2	2
384	в частности	4	2
385	и за	3	2
386	этой системы	3	2
387	конечно эти	2	2
388	о нем	3	2
389	от них	2	2
390	не находит	2	2
391	эти три	2	2
392	в прошлом	2	2
393	без всякой	2	2
394	к этой	3	2
395	в общем	2	2
396	уже к	2	2
397	и реального	2	2
398	связи со	2	2
399	истины и	4	2
400	мира и	4	2
401	и вы	4	2
402	de la	3	2
403	быть в	2	2
404	но здесь	3	2
405	на его	4	2
406	в романе	24	2
407	форм но	2	2
408	в разных	3	2
409	и во	6	2
410	и самый	2	2
411	принадлежит к	2	2
412	данном случае	3	2
413	на языке	2	2
414	этот момент	2	2
415	всего этого	2	2
416	но прежде	2	2
417	например в	2	2
418	силой и	2	2
419	в эпоху	18	2
420	в литературе	10	2
421	это значение	2	2
422	в первой	3	2
423	образ и	2	2
424	всех этих	5	2
425	всех сторон	2	2
426	его целом	3	2
427	это было	2	2
428	также в	2	2
429	перестает быть	2	2
430	его за	2	2
431	было в	2	2
432	мы еще	8	2
433	во второй	2	2
434	превращается в	4	2
435	вовсе нет	2	2
436	и наконец	5	2
437	как о	2	2
438	во время	17	2
439	и другие	4	2
440	говорит он	2	2
441	в чем	3	2
442	эти моменты	4	2
443	всех своих	2	2
444	но только	2	2
445	т.п эта	2	2
446	он также	3	2
447	и всего	2	2
448	дело с	2	2
449	почти все	2	2
450	культуры и	7	2
451	он считает	2	2
452	погружены в	2	2
453	и так	5	2
454	конечно и	3	2
455	во всем	4	2
456	язык и	2	2
457	поэтому в	2	2
458	своего развития	2	2
459	их в	7	2
460	метода в	2	2
461	как они	2	2
462	и если	2	2
463	же они	2	2
464	которые он	2	2
465	все в	2	2
466	встречаем в	2	2
467	в эти	2	2
468	общества и	2	2
469	нашем примере	3	2
470	этой же	2	2
471	необходимо учитывать	2	2
472	нового времени	2	2
473	характерны для	4	2
474	отношения к	2	2
475	и весь	2	2
476	за него	2	2
477	самый момент	2	2
478	но он	9	2
