N	2gram	Propp_Isto	Tvorches
150	с большим	5	4
151	точки зрения	3	4
152	ту же	2	4
153	так в	8	4
154	что на	6	4
155	могут быть	9	4
156	сих пор	7	4
157	же не	2	4
158	на землю	2	4
159	же как	8	4
160	с ними	5	4
161	мы видим	15	4
162	о его	2	4
163	тут же	4	4
164	нет ничего	3	4
165	особенно в	2	4
166	себя в	2	4
167	у нее	4	4
168	говорит что	4	4
169	известно что	3	4
170	превращается в	10	4
171	тем что	8	4
172	на земле	2	4
173	и есть	3	4
174	с этой	3	4
175	такой же	3	4
176	его и	6	4
177	что его	2	4
178	ведет к	2	4
179	и более	3	4
180	не мог	2	4
181	связан с	5	4
182	далеко не	3	4
183	не вполне	7	4
184	с собой	4	4
185	этот вопрос	3	4
186	в которых	7	4
187	представляет собой	6	4
188	а у	2	4
189	к жизни	2	4
190	той же	3	4
191	связана с	4	4
192	но он	8	4
193	до сих	7	4
194	не есть	3	3
195	его к	5	3
196	на самом	2	3
197	от него	3	3
198	вплоть до	2	3
199	даже не	2	3
200	герой в	6	3
201	к себе	3	3
202	в другом	11	3
203	отношение к	4	3
204	как к	2	3
205	пришел к	2	3
206	друг друга	6	3
207	к которому	6	3
208	в виду	2	3
209	на все	2	3
210	и тем	2	3
211	со стороны	3	3
212	мы знаем	11	3
213	так например	3	3
214	в него	3	3
215	в свете	6	3
216	только с	2	3
217	к тому	9	3
218	связь с	12	3
219	в ней	3	3
220	одного из	2	3
221	на себя	5	3
222	другой стороны	10	3
223	всяком случае	2	3
224	не то	2	3
225	по этому	2	3
226	точно так	8	3
227	этой связи	2	3
228	переходит в	4	3
229	и др	4	3
230	там где	8	3
231	никто не	2	3
232	можно сказать	3	3
233	как мы	11	3
234	вот почему	3	3
235	да и	2	3
236	сказать что	5	3
237	этого персонажа	2	3
238	во многих	2	3
239	его с	2	3
240	из этих	5	3
241	в начале	2	3
242	это в	2	3
243	не все	7	3
244	к ней	4	3
245	с ее	2	3
246	в этот	6	3
247	а я	3	3
248	только что	3	3
249	во второй	2	3
250	и вот	3	3
251	ее в	3	3
252	и их	4	3
253	дает ему	2	3
254	у нас	7	3
255	не с	2	3
256	живет в	8	3
257	в жизни	3	3
258	в себя	3	3
259	образом и	2	3
260	и если	3	3
261	и к	4	3
262	на этом	5	3
263	он и	4	3
264	по себе	3	3
265	как она	2	3
266	в русском	3	3
267	жизни и	2	3
268	и что	6	3
269	во всяком	2	3
270	или в	14	3
271	и только	6	3
272	это означало	2	3
273	тому же	4	3
274	в одном	9	3
275	он все	5	2
276	данном случае	6	2
277	в нее	2	2
278	в таких	3	2
279	во все	4	2
280	в доме	14	2
281	видим в	3	2
282	но как	2	2
283	в тех	3	2
284	он живет	3	2
285	эти два	3	2
286	в силу	2	2
287	что ты	5	2
288	является в	2	2
289	его из	3	2
290	никого не	3	2
291	есть не	2	2
292	я буду	2	2
293	а как	2	2
294	в большой	4	2
295	никуда не	2	2
296	после этого	2	2
297	одном из	3	2
298	начинается с	3	2
299	в современной	2	2
300	не противоречит	5	2
301	связано с	4	2
302	они имеют	2	2
303	в руки	3	2
304	и очень	2	2
305	образом в	2	2
306	о нем	2	2
307	с тем	3	2
308	говорилось выше	4	2
309	их с	2	2
310	она не	4	2
311	на том	3	2
312	он в	3	2
313	которая в	2	2
314	приходит в	3	2
315	между прочим	4	2
316	смерти в	3	2
317	то это	5	2
318	между собой	2	2
319	же он	3	2
320	не видно	4	2
321	что же	2	2
322	для них	3	2
323	меня не	4	2
324	у меня	5	2
325	героя с	3	2
326	героя а	2	2
327	было бы	5	2
328	представляют собой	5	2
329	же в	6	2
330	связи с	9	2
331	в связи	5	2
332	в качестве	4	2
333	всю жизнь	2	2
334	во время	8	2
335	не знал	2	2
336	сам он	2	2
337	здесь мы	6	2
338	есть у	2	2
339	и и	6	2
340	содержит в	2	2
341	это еще	2	2
342	но она	2	2
343	всех этих	3	2
344	на ней	5	2
345	в данном	7	2
346	ли это	2	2
347	лошади в	2	2
348	героем и	2	2
349	по мере	2	2
350	тем не	6	2
351	но этот	3	2
352	не сразу	2	2
353	в глаза	2	2
354	что как	2	2
355	должен был	5	2
356	и потом	2	2
357	а от	2	2
358	где он	2	2
359	на смену	7	2
360	и о	2	2
361	указывает на	6	2
362	с одной	2	2
363	человека с	2	2
364	очень много	3	2
365	не имеет	3	2
366	со своими	2	2
367	на свадьбе	7	2
368	ни в	2	2
369	и здесь	8	2
370	их в	6	2
371	а через	3	2
372	все что	4	2
373	так он	2	2
374	но для	2	2
375	к своей	4	2
376	которой он	3	2
377	свое лицо	2	2
378	и уже	2	2
379	не говорит	2	2
380	не просто	4	2
381	сюжета в	2	2
382	если же	2	2
383	не дает	3	2
384	мы уже	9	2
385	ясно что	2	2
