N	2gram	Vygotskiy_	Formalny
292	к нему	2	5
293	не имеет	8	5
294	в самой	9	5
295	в котором	7	5
296	и что	29	5
297	же в	2	5
298	как на	9	5
299	друг другу	2	5
300	в поэтической	5	5
301	однако не	3	5
302	все дело	2	4
303	чтобы не	2	4
304	очевидно что	4	4
305	и следовательно	2	4
306	от него	2	4
307	а на	2	4
308	увидим что	11	4
309	должны были	2	4
310	одним из	2	4
311	слово в	2	4
312	он должен	2	4
313	как он	2	4
314	тогда когда	2	4
315	и чем	3	4
316	в романе	2	4
317	о нем	2	4
318	в основу	2	4
319	он в	3	4
320	идет о	8	4
321	лучшем случае	2	4
322	между двумя	3	4
323	к этой	3	4
324	того же	4	4
325	бы она	2	4
326	от других	2	4
327	от действительности	4	4
328	не будет	2	4
329	здесь в	4	4
330	аналогии с	2	4
331	или в	6	4
332	самого начала	10	4
333	и во	3	4
334	со всем	2	4
335	был бы	4	4
336	во всей	3	4
337	с самого	10	4
338	имеет место	2	4
339	одна из	6	4
340	только как	2	4
341	могла бы	6	4
342	но при	2	4
343	более и	4	4
344	только то	3	4
345	а к	2	4
346	нам кажется	2	4
347	однако и	3	4
348	к ней	3	4
349	на него	3	4
350	едва ли	4	4
351	целый ряд	6	4
352	как не	3	4
353	та же	6	4
354	со всей	3	4
355	в таком	6	4
356	и другие	3	4
357	и о	6	4
358	но если	6	4
359	не к	5	4
360	думать что	3	4
361	что для	6	4
362	слова как	3	4
363	что такое	2	4
364	такое понимание	2	4
365	зависит от	2	4
366	знаем что	4	4
367	или иначе	2	4
368	этот вопрос	5	4
369	исторической действительности	2	4
370	и действительно	2	4
371	в лучшем	2	4
372	совпадает с	2	4
373	к самому	4	4
374	чтобы показать	2	4
375	в некоторых	2	4
376	но эта	3	4
377	вместо того	3	4
378	поэзии в	2	3
379	и если	13	3
380	жанра и	2	3
381	в нее	3	3
382	форма и	2	3
383	все они	3	3
384	перед нами	12	3
385	каждый из	3	3
386	в плане	4	3
387	к этим	2	3
388	для всех	2	3
389	том как	5	3
390	для нее	2	3
391	в каком	8	3
392	есть только	3	3
393	остановиться на	3	3
394	то мы	2	3
395	из всего	3	3
396	это понятие	2	3
397	начала и	2	3
398	из ее	2	3
399	это только	4	3
400	так что	10	3
401	том смысле	2	3
402	со всеми	2	3
403	никак нельзя	2	3
404	но как	3	3
405	и этот	6	3
406	нам в	3	3
407	она была	5	3
408	при анализе	2	3
409	с другом	2	3
410	состоит в	4	3
411	в точном	2	3
412	что на	4	3
413	из одного	3	3
414	предисловии к	2	3
415	и совершенно	9	3
416	на его	2	3
417	с такой	7	3
418	прав когда	3	3
419	ней и	2	3
420	мы видим	15	3
421	к своему	2	3
422	в качестве	2	3
423	это значит	4	3
424	тот же	5	3
425	кажется что	2	3
426	уже как	2	3
427	никак не	12	3
428	от этой	2	3
429	к поэтической	3	3
430	лежит в	4	3
431	тем более	2	3
432	в словах	2	3
433	это то	4	3
434	этими двумя	2	3
435	это было	4	3
436	и конечно	3	3
437	друг с	2	3
438	дело с	5	3
439	во всем	2	3
440	каждого из	4	3
441	что как	4	3
442	исследования и	3	3
443	бы не	5	3
444	находятся в	2	3
445	и другое	6	3
446	все те	5	3
447	в чем	3	3
448	именно это	3	3
449	сюжета и	2	3
450	не с	2	3
451	вытекает из	2	3
452	том чтобы	2	3
453	формы в	2	3
454	где она	3	3
455	на то	25	3
456	он может	2	3
457	когда он	8	3
458	уже знаем	2	3
459	перейти к	3	3
460	в предисловии	2	3
461	и очень	3	3
462	в которых	9	3
463	из себя	3	3
464	с таким	4	3
465	места в	2	3
466	именно из	2	3
467	в одном	9	3
468	но что	3	3
469	и прежде	2	3
470	со своей	3	3
471	весь этот	3	3
472	внимание на	4	3
473	можно назвать	2	3
474	что эта	8	3
475	не просто	7	3
476	не то	7	3
477	ничего общего	3	3
478	же самое	14	3
479	тем и	2	3
480	что при	5	3
481	но они	2	3
482	за ней	2	3
483	на их	3	3
484	оно является	2	3
485	но он	5	3
486	материалом для	2	3
487	иначе как	3	2
488	очень трудно	2	2
489	здесь с	3	2
490	действий и	2	2
491	вывести из	2	2
492	в тех	5	2
493	этих авторов	2	2
494	в другом	6	2
495	с историей	2	2
496	как много	2	2
497	в сборнике	4	2
498	есть не	2	2
499	если она	2	2
500	для художественного	3	2
501	не могли	5	2
502	вошел в	2	2
503	были бы	5	2
504	ни одной	2	2
505	что если	6	2
506	и вся	2	2
507	в виде	5	2
508	при помощи	7	2
509	и та	3	2
510	он действительно	2	2
511	одной и	4	2
512	что ни	3	2
513	же мы	2	2
514	в отдельности	2	2
515	а с	4	2
516	согласиться с	4	2
517	характер и	2	2
518	до крайности	4	2
519	к ним	3	2
520	поэтического стиля	2	2
521	и эти	2	2
522	общего с	2	2
523	но так	2	2
524	это противоречие	2	2
525	о мире	2	2
526	полагает что	5	2
527	что самая	3	2
528	что этот	5	2
529	связь с	5	2
530	и без	2	2
531	мы имеем	2	2
532	всю свою	2	2
533	этой точки	2	2
534	для чего	2	2
535	не совпадает	2	2
536	почти не	2	2
537	и всю	2	2
538	значит что	2	2
539	мы в	4	2
540	в силу	2	2
541	с теми	4	2
542	к другой	2	2
543	заключается в	13	2
544	в нас	7	2
545	в двух	11	2
546	построения и	2	2
547	в первой	2	2
548	нет никакого	2	2
549	на всю	2	2
550	все то	15	2
551	или не	3	2
552	совершенно очевидно	3	2
553	одно и	4	2
554	с этими	2	2
555	и столь	2	2
556	он считает	2	2
557	в круг	2	2
558	из этой	2	2
559	это в	3	2
560	можно было	7	2
561	указать на	3	2
562	что она	34	2
563	дело не	3	2
564	но совершенно	4	2
565	из нее	3	2
566	который как	2	2
567	здесь дело	3	2
568	и форму	2	2
569	как если	3	2
570	и вот	6	2
571	в речи	3	2
572	даны в	3	2
573	с другим	2	2
574	ее с	5	2
575	как у	2	2
576	нами в	3	2
577	что его	3	2
578	действующих лиц	6	2
579	но только	10	2
580	как известно	2	2
581	на этот	2	2
582	от одной	2	2
583	то чтобы	2	2
584	и так	4	2
585	для поэтической	3	2
586	далеко не	3	2
587	видели что	2	2
588	автора и	2	2
589	он говорит	9	2
590	бы совершенно	6	2
591	на тему	4	2
592	мы найдем	2	2
593	какой мере	3	2
594	этот закон	2	2
595	в стихах	3	2
596	на наших	2	2
597	как с	2	2
598	только один	2	2
599	имеем в	3	2
600	отдельных частей	2	2
601	совершенно прав	4	2
602	указывает что	2	2
603	том случае	4	2
604	что мы	6	2
605	это можно	2	2
606	чтобы он	3	2
607	она могла	2	2
608	несмотря на	7	2
609	все что	2	2
610	этот прием	2	2
611	говорит о	6	2
612	так то	2	2
613	этот материал	2	2
614	из него	4	2
615	мы условно	4	2
616	что смысл	2	2
617	и есть	3	2
618	события в	3	2
619	но с	2	2
620	и всякий	2	2
621	ее так	2	2
622	отражение в	2	2
