N	2gram	Losev_Dial	Problemy
476	этой точки	2	2
477	без всяких	2	2
478	в идее	2	2
479	но она	4	2
480	можем сказать	3	2
481	и земли	2	2
482	не раз	2	2
483	к этому	2	2
484	не был	3	2
485	но потому	2	2
486	но есть	2	2
487	должен быть	2	2
488	и эти	2	2
489	уже с	2	2
490	тех кто	2	2
491	не всегда	2	2
492	в другое	2	2
493	здесь как	2	2
494	тогда когда	6	2
495	мире и	3	2
496	от идеи	2	2
497	по которому	2	2
498	может и	5	2
499	и ни	7	2
500	быть в	5	2
501	мне не	2	2
502	к сожалению	2	2
503	внутреннего и	11	2
504	речь как	2	2
505	то оно	4	2
506	одно из	2	2
507	чем не	2	2
508	в особенности	6	2
509	в душе	8	2
510	от этого	5	2
511	нем и	2	2
512	по сравнению	2	2
513	для своего	3	2
514	в поэзии	8	2
515	это уже	2	2
516	как она	7	2
517	заметить что	2	2
518	же тут	4	2
519	своей собственной	2	2
520	иначе и	3	2
521	для чего	2	2
522	и идеи	3	2
523	формулы и	2	2
524	отнюдь не	13	2
525	как один	2	2
526	и совершенно	4	2
527	с нею	3	2
528	и говорить	4	2
529	нельзя сказать	4	2
530	тогда и	2	2
531	тем или	2	2
532	же как	3	2
533	и очень	2	2
534	с теми	2	2
535	со всем	2	2
536	почти всегда	4	2
537	же это	6	2
538	всю жизнь	2	2
539	случае не	4	2
540	в корне	2	2
541	в противоположность	6	2
542	почти все	2	2
543	и внешнего	8	2
544	к его	2	2
545	или не	5	2
546	можно найти	2	2
547	независимо от	2	2
548	ли это	4	2
549	я уже	2	2
550	его личности	2	2
551	ее на	2	2
552	сознания но	2	2
553	не знаю	3	2
554	с ней	2	2
555	не нужно	2	2
556	но лишь	4	2
557	стало быть	17	2
558	одна и	5	2
559	при условии	3	2
560	что здесь	4	2
561	иной раз	7	2
562	что как	2	2
563	из нее	2	2
564	и быть	2	2
565	или точнее	2	2
566	в качестве	2	2
567	для того	2	2
568	оно или	3	2
569	иметь в	4	2
570	а именно	3	2
571	к ней	4	2
572	она и	2	2
573	с одной	4	2
574	в какой	3	2
575	больше всего	2	2
576	не имеет	15	2
577	и является	2	2
578	о самом	2	2
579	идея же	2	2
580	не к	2	2
581	что для	3	2
582	и они	3	2
583	ничем не	4	2
584	выражения в	2	2
585	нужно быть	3	2
586	только и	5	2
587	как с	2	2
588	тело и	2	2
589	как все	2	2
590	но я	4	2
591	много раз	3	2
592	и ему	2	2
593	в душу	4	2
594	только как	3	2
595	из этого	2	2
596	но к	2	2
597	и должно	3	2
598	является не	3	2
599	не идет	2	2
600	же самое	3	2
601	эти последние	3	2
602	а просто	2	2
603	и становится	2	2
604	что касается	3	2
605	и тут	6	2
606	чем он	2	2
607	а потому	3	2
