N	2gram	Tiupa_Lite	KulturaY
261	и того	2	5
262	мы в	3	5
263	и только	4	5
264	быть не	2	5
265	но с	3	5
266	все они	2	4
267	его в	4	4
268	различие между	3	4
269	именно так	3	4
270	в каждом	2	4
271	так называемого	2	4
272	всего в	4	4
273	одно из	3	4
274	к этой	2	4
275	это уже	2	4
276	себе и	2	4
277	во втором	3	4
278	одного из	4	4
279	если б	2	4
280	а вот	2	4
281	однако в	7	4
282	свидетельствует о	3	4
283	аналогии с	3	4
284	же как	3	4
285	иначе говоря	2	4
286	эти слова	2	4
287	так называемых	2	4
288	в году	18	4
289	то в	3	4
290	однако и	2	4
291	на это	2	4
292	конечном счете	8	4
293	как я	3	4
294	бы не	3	4
295	такой же	3	4
296	не к	3	4
297	что для	2	4
298	или иных	2	4
299	а то	2	4
300	отношения между	3	4
301	из которых	3	4
302	из них	5	4
303	не более	2	4
304	так или	8	4
305	не мог	3	4
306	можно и	2	3
307	каждый из	4	3
308	во многих	3	3
309	не раз	2	3
310	все той	2	3
311	в россии	2	3
312	классической литературы	3	3
313	который в	2	3
314	тех кто	3	3
315	и мы	2	3
316	а как	2	3
317	от себя	2	3
318	том же	3	3
319	в искусстве	4	3
320	себе в	3	3
321	для этой	2	3
322	своей собственной	2	3
323	от слова	2	3
324	а скорее	2	3
325	от языка	2	3
326	в начале	4	3
327	поэзии и	3	3
328	не для	2	3
329	и я	7	3
330	но зато	2	3
331	если в	2	3
332	в стихах	8	3
333	тогда как	20	3
334	виду не	2	3
335	по аналогии	3	3
336	из своих	2	3
337	в первый	2	3
338	та же	2	3
339	русской классической	9	3
340	одним из	8	3
341	более чем	4	3
342	не по	2	3
343	что его	3	3
344	но даже	2	3
345	не могло	3	3
346	над языком	2	3
347	что есть	2	3
348	для него	6	3
349	этой цели	2	3
350	тех или	2	3
351	отказ от	7	3
352	как сказано	2	3
353	за собой	2	3
354	все что	3	3
355	мы с	3	3
356	со своей	3	3
357	раз и	2	3
358	к жизни	2	3
359	с их	3	3
360	в противовес	2	3
361	при котором	2	3
362	этой книге	3	3
363	в ходе	2	2
364	все более	3	2
365	в действительности	2	2
366	не станем	2	2
367	путь к	2	2
368	к свету	2	2
369	все ту	3	2
370	от него	2	2
371	для нее	2	2
372	например и	2	2
373	в принципе	7	2
374	себе как	2	2
375	сказано в	3	2
376	себе не	2	2
377	одном из	3	2
378	это как	3	2
379	к своему	2	2
380	в москве	2	2
381	своего времени	2	2
382	одной из	2	2
383	и др	4	2
384	он говорит	2	2
385	культуры в	5	2
386	том числе	2	2
387	которая в	3	2
388	самого пушкина	3	2
389	по этому	2	2
390	враг и	2	2
391	и говорит	2	2
392	у достоевского	2	2
393	для них	2	2
394	жизни и	6	2
395	могут служить	2	2
396	одна из	8	2
397	нет в	2	2
398	есть наиболее	3	2
399	и иных	2	2
400	х годов	5	2
401	в словах	2	2
402	дело в	3	2
403	над словом	3	2
404	в текст	2	2
405	исходит из	3	2
406	как правило	5	2
407	которая не	2	2
408	сам же	2	2
409	к новым	2	2
410	общего с	3	2
411	после чего	2	2
412	имеется в	2	2
413	не является	3	2
414	ничего общего	2	2
415	где в	2	2
416	ни было	2	2
417	я все	3	2
418	это всего	2	2
419	поскольку речь	2	2
420	ведет к	5	2
421	русской литературы	3	2
422	отношении к	2	2
423	в глазах	4	2
424	не должен	3	2
425	едва ли	5	2
426	в жизни	7	2
427	в литературе	2	2
428	легко и	2	2
429	за то	2	2
430	их не	2	2
431	этом в	3	2
432	искусства в	2	2
433	на почве	2	2
434	человек в	2	2
435	а по	2	2
436	того кто	2	2
437	и прежде	4	2
438	он и	5	2
439	и одновременно	2	2
440	не можем	2	2
441	тому как	4	2
442	в случае	5	2
443	в русской	13	2
444	поскольку он	2	2
445	в себя	5	2
