N	2gram	Losev_Dial	StatiiOP
476	нет это	2	2
477	чего не	7	2
478	на другое	5	2
479	жизнь и	9	2
480	точно так	3	2
481	что история	2	2
482	в разных	2	2
483	и этим	3	2
484	вот почему	3	2
485	и когда	4	2
486	в зависимости	3	2
487	то как	5	2
488	как нечто	2	2
489	той или	3	2
490	было в	2	2
491	и может	2	2
492	это значит	29	2
493	но вот	3	2
494	из самых	3	2
495	бы только	3	2
496	и они	3	2
497	что если	5	2
498	и можно	5	2
499	только тогда	7	2
500	бы быть	2	2
501	что нужно	2	2
502	но зато	2	2
503	и от	4	2
504	никак не	3	2
505	тут же	3	2
506	когда мы	3	2
507	тех же	2	2
508	но то	3	2
509	истории и	6	2
510	только к	3	2
511	по преимуществу	2	2
512	но совершенно	2	2
513	на свете	8	2
514	с ее	10	2
515	фактов и	3	2
516	очевидно не	2	2
517	сравнении с	5	2
518	зависимости от	4	2
519	и тех	2	2
520	история в	2	2
521	и той	4	2
522	превращается в	6	2
523	д и	8	2
524	и вот	13	2
525	выйти за	3	2
526	говорят о	2	2
527	между собою	3	2
528	чаще всего	3	2
529	только одно	4	2
530	и из	2	2
531	что есть	6	2
532	было указано	2	2
533	всего от	3	2
534	бы это	3	2
535	хочу сказать	2	2
536	всей его	2	2
537	он может	2	2
538	не умеет	2	2
539	ни один	2	2
540	ему все	2	2
541	указано что	2	2
542	социальные отношения	2	2
543	сразу же	2	2
544	на нем	3	2
545	допустим что	16	2
546	не могу	2	2
547	мог бы	2	2
548	совершенно ясно	2	2
549	как не	4	2
550	с их	4	2
551	сам по	6	2
552	ее истории	3	2
553	только о	4	2
554	знаете что	5	2
555	последнее время	2	2
556	иной раз	3	2
557	одних и	2	2
558	чем же	3	2
559	меня в	2	2
560	вы говорите	2	2
561	на что	2	2
562	быть и	7	2
563	все в	3	2
564	говорить что	4	2
565	исторического процесса	2	2
566	мы и	4	2
567	имеем дело	2	2
