N	2gram	Berdyaev_V	Mirosoze
115	тех которые	3	6
116	можно было	2	6
117	свободе и	2	6
118	этого мира	3	6
119	земного и	4	6
120	к чему	3	6
121	к людям	6	6
122	против бога	4	6
123	в смысл	2	6
124	не к	2	6
125	оно не	3	5
126	так и	4	5
127	они и	2	5
128	от этого	3	5
129	тот кто	2	5
130	верит в	2	5
131	и я	4	5
132	до того	2	5
133	тот же	3	5
134	во всяком	2	5
135	да и	2	5
136	и мы	3	5
137	которые не	2	5
138	еще не	8	5
139	его и	2	5
140	хлеба небесного	6	5
141	в силах	4	4
142	ее и	2	4
143	великому инквизитору	2	4
144	и никогда	2	4
145	поступил как	2	4
146	а с	2	4
147	в чем	3	4
148	тому что	3	4
149	свободы совести	4	4
150	могут быть	2	4
151	и против	3	4
152	для них	2	4
153	все эти	3	4
154	и тогда	2	4
155	что они	7	4
156	в истории	8	4
157	смысл мира	2	4
158	и люди	2	4
159	своей свободы	2	4
160	нем нет	2	4
161	имя свободы	3	4
162	что было	2	4
163	в пустыне	8	4
164	ни в	3	4
165	человека как	2	4
166	все равно	2	4
167	мы не	2	4
168	к христу	3	4
169	камней в	2	4
170	восстает против	3	4
171	и что	3	4
172	в социализме	3	4
173	является в	2	3
174	давно уже	2	3
175	о мы	2	3
176	это все	2	3
177	и будет	3	3
178	на том	2	3
179	не верит	3	3
180	между тем	2	3
181	инквизитора в	3	3
182	людей в	3	3
183	когда в	2	3
184	уж конечно	2	3
185	жаждал свободной	2	3
186	и хлеба	2	3
187	хотя и	5	3
188	и то	2	3
189	истории и	2	3
190	а к	2	3
191	то это	3	3
192	конечно не	2	3
193	и созданы	2	3
194	как не	3	3
195	превращается в	3	3
196	великих и	4	3
197	для нас	2	3
198	во всех	3	3
199	не с	2	3
200	мир и	2	3
201	песок морской	2	3
202	как песок	2	3
203	счастья людей	3	3
204	духа но	2	3
205	без бога	2	3
206	христос не	3	3
207	земли и	2	3
208	не любя	2	3
209	легенда о	2	3
210	и за	2	3
211	его во	3	3
212	богу и	2	2
213	к личности	4	2
214	что их	2	2
215	совесть и	2	2
216	инквизитор говорит	3	2
217	с креста	2	2
218	его к	2	2
219	ты отверг	3	2
220	и новые	2	2
221	и любви	2	2
222	людей во	3	2
223	тысячи миллионов	2	2
224	ты не	5	2
225	ничего и	2	2
226	тысяч великих	2	2
227	есть соблазн	3	2
228	смысл жизни	2	2
229	с богом	4	2
230	вавилонской башни	4	2
231	людей счастливыми	2	2
232	будет уже	2	2
233	и грех	2	2
234	два начала	2	2
235	миллионов счастливых	3	2
236	и сам	2	2
237	дух великого	13	2
238	во мне	4	2
239	счастливых младенцев	2	2
240	и вечно	2	2
241	и отверг	2	2
242	вот почему	2	2
243	к небытию	4	2
244	раз навсегда	2	2
245	царством земным	3	2
246	и они	3	2
247	хлебом земным	6	2
248	и неопределенного	2	2
249	смысла жизни	4	2
250	их в	3	2
251	сего и	2	2
252	совести и	2	2
253	необычайного гадательного	3	2
254	свободы от	3	2
255	познания добра	2	2
256	не могли	2	2
257	людей он	3	2
258	в прошлом	2	2
259	соединения людей	2	2
260	всемирной истории	3	2
261	для человечества	2	2
262	для счастья	2	2
263	дар свободы	2	2
264	десятки тысяч	3	2
265	меч кесаря	6	2
266	бремя свободы	2	2
267	мира в	2	2
268	от своей	2	2
269	ее в	2	2
270	бога нет	2	2
271	и вечной	3	2
272	и успокоения	2	2
273	инквизитора это	3	2
274	было еще	2	2
275	в средство	3	2
276	уже на	2	2
277	к нам	2	2
278	морской слабых	2	2
279	гадательного и	3	2
280	трех искушений	3	2
281	мировой жизни	4	2
282	божественной жизни	2	2
283	что я	3	2
284	и окончательное	2	2
285	если не	3	2
286	и сильных	3	2
287	что мы	4	2
288	чудом и	2	2
289	над ними	2	2
290	что во	3	2
291	не сошел	2	2
