N	2gram	Vinokur_Ku	Marksizm
151	настоящее время	2	8
152	что не	10	8
153	что и	5	8
154	в настоящее	2	8
155	этого слова	8	8
156	языковых форм	2	8
157	другой стороны	12	8
158	и даже	5	8
159	мы можем	2	8
160	в прямой	2	8
161	кроме того	2	8
162	и их	2	8
163	у нас	19	8
164	на то	6	8
165	в свою	4	8
166	и с	11	8
167	но что	3	8
168	столь же	2	8
169	не было	6	8
170	сводится к	3	8
171	у него	3	8
172	ясно что	7	8
173	до конца	3	7
174	свою очередь	4	7
175	того что	11	7
176	по себе	10	7
177	могут быть	5	7
178	форм языка	2	7
179	там где	7	7
180	с ними	6	7
181	в качестве	12	7
182	в этой	8	7
183	речи а	3	7
184	бы в	8	7
185	в этих	5	7
186	и значение	2	7
187	следует что	6	7
188	далеко не	2	7
189	о том	10	7
190	в котором	4	7
191	языка не	5	7
192	той же	5	7
193	как раз	10	7
194	на основе	2	7
195	не есть	4	6
196	вопрос о	11	6
197	мы должны	2	6
198	не имеют	3	6
199	в другом	2	6
200	слово в	2	6
201	одной стороны	2	6
202	науки о	3	6
203	что же	11	6
204	в какой	7	6
205	должны быть	4	6
206	все это	10	6
207	должна быть	6	6
208	тот же	7	6
209	из этих	5	6
210	пр и	2	6
211	по мере	3	6
212	же в	5	6
213	зависимости от	9	6
214	язык в	7	6
215	из одного	3	6
216	лишь как	3	6
217	с одной	3	6
218	смысле слова	3	6
219	между ними	2	6
220	уже не	13	6
221	этот вопрос	7	6
222	всяком случае	8	6
223	в той	6	6
224	лишь с	3	6
225	ничего общего	2	6
226	тем же	2	6
227	к одному	2	5
228	этом отношении	8	5
229	значения в	2	5
230	различие между	2	5
231	но как	2	5
232	о чем	2	5
233	в конце	5	5
234	от того	5	5
235	и у	3	5
236	то мы	4	5
237	в виду	7	5
238	и тем	7	5
239	так называемая	2	5
240	точку зрения	2	5
241	связано с	3	5
242	и вот	4	5
243	xix века	5	5
244	истории языка	5	5
245	в особенности	6	5
246	от этого	4	5
247	не менее	12	5
248	или в	5	5
249	в более	2	5
250	языку как	4	5
251	был бы	4	5
252	в первом	3	5
253	этом случае	4	5
254	что слово	6	5
255	хотя и	7	5
256	да и	5	5
257	тем более	2	5
258	отсюда следует	2	5
259	должно быть	6	5
260	ее в	2	5
261	по преимуществу	3	5
262	язык есть	7	5
263	этой почве	2	5
264	в целях	2	5
265	но не	11	5
266	и является	4	5
267	формы в	2	5
268	что такое	8	5
269	история языка	7	5
270	на язык	4	5
271	в одном	4	5
272	в лингвистике	3	5
273	как на	4	5
274	речи на	2	5
275	вместе с	8	5
276	в каких	2	4
277	следовательно и	2	4
278	язык не	2	4
279	слова но	3	4
280	не могут	5	4
281	его к	5	4
282	или даже	2	4
283	нуждается в	5	4
284	в тех	4	4
285	все те	3	4
286	о слове	2	4
287	самого языка	4	4
288	так называемой	2	4
289	в области	15	4
290	к своему	2	4
291	так что	5	4
292	узком смысле	2	4
293	что все	6	4
294	можно сказать	6	4
295	в узком	3	4
296	и он	4	4
297	в них	10	4
298	в зависимости	7	4
299	что они	5	4
300	слов и	2	4
301	бы и	6	4
302	относится к	3	4
303	и то	7	4
304	речи не	3	4
305	в которой	7	4
306	что она	5	4
307	говорящего коллектива	4	4
308	переход от	4	4
309	исходит из	2	4
310	целый ряд	8	4
311	только что	2	4
312	но ведь	3	4
313	одним из	2	4
314	же и	4	4
315	не знает	4	4
316	языкового творчества	3	4
317	свое выражение	2	4
318	к языку	6	4
319	но все	5	4
320	но для	4	4
321	в устах	3	4
322	из них	4	4
323	уже в	5	4
324	несмотря на	6	4
325	это и	6	4
326	тем что	9	4
327	даже в	4	3
328	еще и	7	3
329	все более	2	3
330	были бы	2	3
331	в действительности	2	3
332	языке как	5	3
333	этого рода	6	3
334	только и	3	3
335	к себе	4	3
336	не все	4	3
337	но если	2	3
338	как к	2	3
339	социальной жизни	3	3
340	должен быть	8	3
341	роль в	6	3
342	для данной	3	3
343	конце концов	3	3
344	в году	3	3
345	тогда когда	7	3
346	и при	3	3
347	в целом	5	3
348	главным образом	3	3
349	или менее	3	3
350	подойти к	3	3
351	с тем	5	3
352	не так	2	3
353	бы на	4	3
354	как это	6	3
355	общего с	2	3
356	они не	4	3
357	более или	3	3
358	потому что	40	3
359	даже и	5	3
360	во втором	2	3
361	так в	2	3
362	если б	2	3
363	ответ на	2	3
364	что оно	6	3
365	пр но	2	3
366	с языком	2	3
367	в данный	2	3
368	langue и	4	3
369	и по	4	3
370	и тогда	4	3
371	не на	4	3
372	значение и	2	3
373	но вот	3	3
374	данном отношении	4	3
375	могла бы	2	3
376	того или	6	3
377	ли это	4	3
378	в нашей	4	3
379	здесь не	5	3
380	но это	4	3
381	можно было	14	3
382	однако и	2	3
383	языковом сознании	3	3
384	с их	3	3
385	речи но	2	3
386	тем не	10	3
387	для лингвиста	4	3
388	себя самого	2	3
389	мы увидим	3	3
390	языковой системы	2	3
391	в последнем	2	3
392	не приходится	2	3
393	и о	3	3
394	лингвистики и	2	3
395	не с	4	3
396	на этот	4	3
397	также и	7	3
398	со стороны	8	3
399	в своих	2	3
400	когда он	4	3
401	или иначе	4	3
402	в которых	8	3
403	приводит к	3	3
404	из которых	3	3
405	однако не	9	3
406	учение о	4	3
407	свидетельствует о	3	3
408	к жизни	2	3
409	находится в	2	3
410	слова на	2	3
411	говорить о	5	3
412	данный момент	3	3
413	что было	2	3
414	и есть	3	3
415	и только	2	3
416	а следовательно	2	3
417	не следует	6	3
418	в живом	2	3
419	с ним	5	3
420	на все	3	3
421	того как	6	3
422	в системе	3	3
423	в широком	2	2
424	он должен	2	2
425	тем самым	5	2
426	во все	2	2
427	но можно	2	2
428	идет о	3	2
429	указывает на	2	2
430	лицом к	2	2
431	содержание и	5	2
432	так например	3	2
433	о роли	2	2
434	образом в	3	2
435	крайней мере	11	2
436	его так	2	2
437	или поздно	2	2
438	в состоянии	2	2
439	в духе	3	2
440	иное как	3	2
441	с той	2	2
442	что язык	7	2
443	ли не	4	2
444	сами по	2	2
445	противном случае	2	2
446	же слово	2	2
447	от себя	3	2
448	в определенных	2	2
449	эти категории	2	2
450	здесь как	3	2
451	в современной	3	2
452	в частности	6	2
453	то для	2	2
454	зрения в	2	2
455	в атмосфере	2	2
456	была бы	5	2
457	всего в	2	2
458	а с	3	2
459	о нем	2	2
460	для данного	2	2
461	к ним	2	2
462	в роде	2	2
463	вопросу о	4	2
464	а все	2	2
465	к этой	3	2
466	так или	3	2
467	в общем	4	2
468	гораздо более	6	2
469	а только	10	2
470	тех пор	2	2
471	мы наблюдаем	2	2
472	могли бы	4	2
473	широком смысле	5	2
474	а потому	6	2
475	между прочим	4	2
476	иными словами	10	2
477	быть в	2	2
478	же касается	4	2
479	мы скажем	2	2
480	но здесь	2	2
481	на его	3	2
482	у достоевского	2	2
483	для них	2	2
484	в разных	2	2
485	же как	3	2
486	речи можно	5	2
487	что с	2	2
488	речи к	2	2
489	то не	2	2
490	заключается в	3	2
491	к формам	3	2
492	данном случае	2	2
493	ли нужно	2	2
494	смысла и	2	2
495	например в	5	2
496	или иного	5	2
497	нет в	2	2
498	когда мы	3	2
499	само по	6	2
500	в собственном	2	2
501	всех этих	4	2
502	это было	2	2
503	отличается от	2	2
504	данном языке	2	2
505	этого процесса	2	2
506	рано или	2	2
507	и где	2	2
508	было в	2	2
509	но уже	6	2
510	не что	2	2
511	не просто	7	2
512	превращается в	4	2
513	языка есть	2	2
514	в речи	5	2
515	как о	2	2
516	совершенно справедливо	2	2
517	с этой	4	2
518	в чем	2	2
519	между собою	3	2
520	что его	2	2
521	но только	5	2
522	это положение	2	2
523	по крайней	11	2
524	себе и	3	2
525	последнее время	3	2
526	дело с	2	2
527	в г	3	2
528	чуть ли	3	2
529	есть в	6	2
530	быть не	2	2
531	есть лишь	3	2
532	конечно и	3	2
533	вообще не	2	2
534	что эти	4	2
535	в самой	6	2
536	слова с	2	2
537	что само	2	2
538	как они	2	2
539	как с	2	2
540	и если	4	2
541	оно не	5	2
542	в примере	2	2
543	это так	2	2
544	этом смысле	8	2
545	где нет	2	2
546	ни были	3	2
547	а именно	4	2
548	языка то	3	2
549	что мы	6	2
550	мысль и	2	2
551	действительно ли	2	2
552	этого вопроса	3	2
553	разумеется что	2	2
554	русскому языку	2	2
555	чтобы показать	2	2
556	школы и	2	2
557	в противном	2	2
558	нашего анализа	2	2
559	в плоскости	2	2
560	тому же	2	2
561	отношения к	2	2
562	в совершенно	2	2
563	ту же	6	2
564	но с	2	2
565	не значит	2	2
566	и именно	3	2
567	но он	2	2
