N	2gram	Vygotskiy_	Morfolog
274	не имеет	3	2
275	но так	2	2
276	вообще не	3	2
277	является результатом	2	2
278	или по	2	2
279	более или	3	2
280	их в	6	2
281	могли бы	16	2
282	в своих	3	2
283	затем уже	2	2
284	они даны	2	2
285	ту же	2	2
286	что там	3	2
287	оно не	3	2
288	бы они	2	2
289	в другую	3	2
290	но они	4	2
291	в которых	3	2
292	это так	2	2
293	однако в	2	2
294	от других	2	2
295	самым различным	2	2
296	с другими	3	2
297	для нас	6	2
298	в основу	5	2
299	что мы	18	2
300	эти задачи	2	2
301	точно так	4	2
302	что этот	2	2
303	всяком случае	10	2
304	как они	5	2
305	иначе чем	2	2
306	к другому	2	2
307	когда в	3	2
308	то как	2	2
309	что эта	2	2
310	все это	8	2
311	могут иметь	3	2
312	в основе	32	2
313	у него	3	2
314	эти формы	2	2
315	например в	2	2
316	можно сказать	2	2
317	в совершенно	5	2
318	который в	4	2
319	это мы	3	2
320	для него	6	2
321	в одном	4	2
322	во всяком	10	2
323	по своему	14	2
324	тем же	8	2
325	тем и	5	2
326	многих других	3	2
327	того как	5	2
328	чем в	4	2
