N	2gram	Losev_Prob	Dialekti
247	есть символ	3	8
248	но все	6	8
249	что эта	3	8
250	и чисто	2	8
251	у меня	2	8
252	даже в	2	8
253	в одной	2	8
254	уже о	2	8
255	при помощи	12	8
256	один из	2	8
257	всегда и	2	8
258	ничего общего	6	8
259	нет и	3	8
260	миф о	8	8
261	или иначе	3	8
262	этом смысле	4	8
263	это мы	2	8
264	тем самым	2	7
265	и сама	4	7
266	что здесь	8	7
267	в конце	10	7
268	из этих	2	7
269	он должен	2	7
270	и при	2	7
271	а только	5	7
272	что этот	6	7
273	не говоря	2	7
274	связи с	11	7
275	его с	2	7
276	его как	2	7
277	в сравнении	4	7
278	тем что	2	7
279	в связи	11	7
280	очень много	3	7
281	все что	2	7
282	и всякий	2	7
283	мы и	2	7
284	без всякого	3	7
285	и об	2	7
286	нуждается в	2	7
287	не всегда	5	7
288	мира и	5	7
289	в аллегории	2	7
290	точно так	4	7
291	говоря уже	2	7
292	с его	3	7
293	и их	7	7
294	как в	3	7
295	это конечно	2	7
296	так или	3	7
297	даже если	2	7
298	но для	2	7
299	из которых	2	7
300	он сам	3	7
301	то ни	4	7
302	но он	5	7
303	еще и	6	6
304	оказывается что	5	6
305	в другом	6	6
306	отношение к	3	6
307	если только	2	6
308	с тем	7	6
309	они не	3	6
310	того чтобы	3	6
311	при всем	3	6
312	и они	3	6
313	для этого	2	6
314	тут же	7	6
315	в которой	7	6
316	символ в	3	6
317	по своей	3	6
318	ни к	2	6
319	быть только	6	6
320	идет речь	2	6
321	но о	2	6
322	но я	2	6
323	она в	2	6
324	вместе с	15	6
325	его в	9	6
326	и прежде	2	6
327	о чем	2	6
328	в науке	2	6
329	это все	2	6
330	мере в	4	6
331	по существу	2	6
332	по своему	3	6
333	одной стороны	5	6
334	этой точки	2	6
335	и совершенно	2	6
336	можно было	4	6
337	того как	5	6
338	во всех	2	6
339	о котором	4	6
340	сравнении с	4	6
341	в коем	3	6
342	она и	2	6
343	об его	3	6
344	для него	2	6
345	ее в	2	6
346	коем случае	3	6
347	мог бы	2	6
348	уже в	4	6
349	всяком случае	6	6
350	тотчас же	2	6
351	природы и	2	6
352	уже по	2	5
353	действительности и	4	5
354	в символе	2	5
355	тот кто	2	5
356	но так	2	5
357	гораздо более	5	5
358	же не	4	5
359	и во	2	5
360	только один	2	5
361	если в	2	5
362	свободы и	4	5
363	но даже	6	5
364	не является	2	5
365	и наконец	4	5
366	в целях	3	5
367	сих пор	3	5
368	едва ли	13	5
369	что у	6	5
370	в своих	3	5
371	когда он	3	5
372	если он	4	5
373	имеет ничего	2	5
374	раз и	2	5
375	от нее	2	5
376	из этого	6	5
377	конце концов	7	5
378	все в	3	5
379	вплоть до	2	5
380	в это	3	5
381	не раз	4	5
382	и у	8	5
383	в области	3	5
384	в одно	6	5
385	том смысле	2	5
386	в качестве	9	5
387	к этому	2	5
388	к ней	2	5
389	мыслить и	2	5
390	и другое	6	5
391	именно о	2	5
392	со всей	2	5
393	что его	4	5
394	тому же	5	5
395	и так	3	5
396	он и	5	5
397	в той	5	5
398	до сих	3	5
399	данном случае	5	4
400	и этого	2	4
401	его на	3	4
402	человека и	4	4
403	в каждом	2	4
404	а как	2	4
405	это уже	4	4
406	тоже не	2	4
407	что касается	5	4
408	об этой	2	4
409	здесь в	7	4
410	как с	2	4
411	был бы	2	4
412	себе а	3	4
413	только для	5	4
414	нас в	5	4
415	и аллегорией	2	4
416	то он	2	4
417	еще более	4	4
418	о себе	3	4
419	если не	6	4
420	равно как	2	4
421	мы будем	2	4
422	в каких	3	4
423	том как	2	4
424	но именно	2	4
425	или же	2	4
426	но эта	2	4
427	и очень	3	4
428	жизнь в	3	4
429	людей и	13	4
430	на себя	2	4
431	и вместе	3	4
432	воли и	2	4
433	почти всегда	3	4
434	человек и	2	4
435	но уже	3	4
436	бы то	4	4
437	к ним	3	4
438	в этот	4	4
439	себя самого	3	4
440	на небо	8	4
441	этом отношении	4	4
442	а он	2	4
443	у него	13	4
444	со всеми	5	4
445	и является	6	4
446	будто бы	5	4
447	меньше всего	2	4
448	это время	3	4
449	видно что	2	4
450	и всех	2	4
451	можно назвать	2	4
452	поэтому и	4	4
453	же в	4	4
454	же самое	2	4
455	у которого	2	4
456	представление о	2	4
457	я с	2	3
458	художественного образа	4	3
459	для нас	14	3
460	но всегда	2	3
461	должен быть	2	3
462	сказать о	2	3
463	к своему	3	3
464	самого начала	3	3
465	в искусстве	2	3
466	а с	4	3
467	одной из	5	3
468	не так	4	3
469	с самого	3	3
470	и сейчас	2	3
471	как именно	5	3
472	и самой	2	3
473	находим в	4	3
474	тот же	6	3
475	это можно	2	3
476	в который	2	3
477	символ и	3	3
478	не могли	2	3
479	здесь не	12	3
480	о своем	2	3
481	на него	3	3
482	при его	2	3
483	тогда получится	2	3
484	этого мифа	2	3
485	верит в	4	3
486	откуда и	2	3
487	материи и	2	3
488	чем не	2	3
489	далеко не	6	3
490	или иных	2	3
491	не содержится	4	3
492	я в	4	3
493	но к	2	3
494	в свою	4	3
495	совершенно ясно	2	3
496	является не	2	3
497	и делает	2	3
498	нового времени	4	3
499	указание на	2	3
500	тем же	4	3
501	о которых	2	3
502	указывает на	4	3
503	личности которая	2	3
504	для всех	2	3
505	вслед за	2	3
506	здесь как	5	3
507	что же?	4	3
508	человека но	2	3
509	для себя	6	3
510	понятия и	2	3
511	этого не	2	3
512	нас не	3	3
513	в корне	2	3
514	а то	2	3
515	солнца и	5	3
516	вот тут-то	2	3
517	он с	2	3
518	а скорее	2	3
519	у достоевского	4	3
520	совсем не	4	3
521	к другому	5	3
522	и смерти	3	3
523	и свое	2	3
524	или иного	2	3
525	в сознании	3	3
526	по преимуществу	2	3
527	больше чем	2	3
528	входить в	3	3
529	и которая	3	3
530	этот миф	3	3
531	бы не	4	3
532	и которые	3	3
533	на земле	11	3
534	если и	4	3
535	ни было	2	3
536	уже давно	2	3
537	от одного	4	3
538	в какой	5	3
539	не к	3	3
540	форму и	2	3
541	по его	2	3
542	не мог	5	3
543	можно найти	6	3
544	однако не	2	3
545	между тем	2	3
546	только еще	3	2
547	в силах	3	2
548	этой жизни	2	2
549	или к	4	2
550	тут и	4	2
551	менее в	2	2
552	в тех	2	2
553	отношении не	2	2
554	и поэтому	2	2
555	наряду с	2	2
556	хорошо знает	2	2
557	заключается не	2	2
558	из тех	3	2
559	факт что	2	2
560	свою очередь	2	2
561	знает что	3	2
562	совсем другое	2	2
563	любви к	2	2
564	на месте	2	2
565	на его	4	2
566	и просто	3	2
567	все прочие	2	2
568	во втором	2	2
569	однако в	4	2
570	в образе	2	2
571	и прочие	3	2
572	от своих	3	2
573	с такой	2	2
574	ли он	2	2
575	на землю	7	2
576	и дальше	2	2
577	и самого	3	2
578	есть он	2	2
579	развития и	2	2
580	за его	2	2
581	именно для	4	2
582	в эпоху	5	2
583	в духе	4	2
584	в нашей	3	2
585	мифа о	20	2
586	дело в	4	2
587	никакой возможности	2	2
588	и до	2	2
589	бы даже	4	2
590	сам же	4	2
591	он был	5	2
592	мы сейчас	3	2
593	уже на	2	2
594	что только	3	2
595	но тем	2	2
596	все еще	4	2
597	прежде чем	2	2
598	себе но	2	2
599	говорит не	2	2
600	не вполне	2	2
601	но ясно	3	2
602	в такой	3	2
603	был в	3	2
604	сливаются в	2	2
605	тут-то и	2	2
606	новое время	3	2
607	земли и	2	2
608	еще в	6	2
609	и ясно	2	2
610	общества в	3	2
611	никакой мифологии	2	2
612	есть как	2	2
613	внимание на	4	2
614	выше в	2	2
615	в других	5	2
616	духа и	2	2
617	но еще	2	2
618	в нашем	5	2
619	меня в	4	2
620	каждом из	2	2
621	за это	6	2
622	на одну	2	2
623	в каждой	2	2
624	которые в	3	2
625	доходит до	2	2
626	вот что	4	2
627	в обоих	2	2
628	и земли	2	2
629	в глаза	3	2
630	то есть	38	2
631	остановиться на	2	2
632	проявляется в	3	2
633	индивидуализма и	2	2
634	в вечном	2	2
635	во все	3	2
636	ни за	2	2
637	себе в	2	2
638	от них	2	2
639	бы на	3	2
640	нем и	2	2
641	трактуется как	3	2
642	они и	2	2
643	в античном	6	2
644	разного рода	4	2
645	всего то	2	2
646	которые были	2	2
647	человеческой жизни	5	2
648	смысле слова	12	2
649	том или	3	2
650	и говорит	2	2
651	эта последняя	2	2
652	в черном	2	2
653	с теми	3	2
654	на небе	2	2
655	только по	2	2
656	он как	2	2
657	небо и	2	2
658	него и	2	2
659	мере не	5	2
660	тут перед	2	2
661	на одном	2	2
662	на это	2	2
663	с ней	3	2
664	на стадии	2	2
665	эта идея	2	2
666	себе все	2	2
667	человека в	3	2
668	жизни в	7	2
669	ну так	4	2
670	мысли в	2	2
671	на тот	2	2
672	пусть в	2	2
673	всей своей	2	2
674	раз в	2	2
675	к его	5	2
676	с которым	2	2
677	не для	2	2
678	именно на	2	2
679	и сам	5	2
680	мира в	3	2
