N	2gram	Bakhtin_Pr	StatiiOP
241	что именно	2	5
242	как он	5	5
243	точку зрения	9	5
244	и потому	9	5
245	не так	3	5
246	что не	6	5
247	отношении к	3	5
248	один из	4	5
249	конечно и	5	5
250	в уста	3	5
251	при этом	5	5
252	в сущности	11	5
253	не на	6	5
254	должна быть	4	5
255	не потому	4	5
256	самого начала	4	5
257	в речах	2	5
258	можно найти	3	5
259	в духе	3	5
260	которую он	2	5
261	всех этих	3	5
262	на это	2	5
263	не как	15	5
264	как будто	4	5
265	не по	3	5
266	но они	4	5
267	на протяжении	3	5
268	нет и	4	5
269	ее в	2	5
270	поэтому в	2	5
271	в творчестве	6	5
272	уже не	14	5
273	оно не	2	5
274	если не	2	5
275	не совсем	2	5
276	конечно не	7	5
277	является не	3	5
278	и только	2	5
279	в каждой	3	4
280	не могут	6	4
281	одна из	4	4
282	в форме	8	4
283	нисколько не	2	4
284	то есть	64	4
285	что оно	2	4
286	и у	6	4
287	нет ни	5	4
288	как можно	3	4
289	как у	4	4
290	более что	2	4
291	в романе	12	4
292	не знает	5	4
293	всего в	2	4
294	смысле этого	2	4
295	которые в	2	4
296	но как	4	4
297	только с	2	4
298	они не	5	4
299	он говорит	3	4
300	которые были	3	4
301	а потому	4	4
302	предисловии к	2	4
303	в образе	4	4
304	в процессе	4	4
305	мы видим	5	4
306	что было	4	4
307	в первом	3	4
308	этого слова	3	4
309	который в	2	4
310	как мы	10	4
311	да и	3	4
312	относится к	2	4
313	для этого	4	4
314	не могли	3	4
315	за пределы	10	4
316	сами по	4	4
317	есть в	10	4
318	в чисто	2	4
319	и он	3	4
320	же это	2	4
321	бы и	6	4
322	борьба с	2	4
323	тем или	2	4
324	на него	4	4
325	в свете	4	4
326	только что	3	4
327	и вполне	2	4
328	все они	4	4
329	и их	7	4
330	и другие	4	4
331	а именно	4	4
332	хотел бы	2	4
333	им в	4	4
334	все что	6	4
335	для его	4	4
336	но для	2	4
337	здесь нет	3	4
338	совпадает с	3	4
339	в смысле	4	4
340	или в	2	4
341	в таком	2	4
342	в основе	6	4
343	чем в	3	4
344	в книге	4	3
345	перед нами	8	3
346	конечно в	2	3
347	ему не	2	3
348	в плане	5	3
349	или иной	3	3
350	в драме	5	3
351	о них	2	3
352	только у	4	3
353	от него	3	3
354	в полном	2	3
355	которой можно	2	3
356	и наконец	5	3
357	от того	4	3
358	за себя	2	3
359	как к	3	3
360	или же	2	3
361	слово в	3	3
362	тогда когда	2	3
363	и других	8	3
364	но именно	5	3
365	быть в	2	3
366	на котором	3	3
367	образом в	2	3
368	от них	3	3
369	для своего	2	3
370	лучшем случае	3	3
371	к этим	2	3
372	она не	9	3
373	заметить что	2	3
374	и как	10	3
375	только при	3	3
376	даже и	2	3
377	полное право	2	3
378	находит свое	2	3
379	здесь не	2	3
380	но эта	4	3
381	себя и	4	3
382	и ее	5	3
383	совершенно так	2	3
384	бы то	3	3
385	бы в	7	3
386	чтобы в	2	3
387	все время	4	3
388	то и	2	3
389	в сознании	4	3
390	но эти	2	3
391	и до	5	3
392	х годов	2	3
393	тут не	2	3
394	в словах	2	3
395	от этого	2	3
396	и уже	3	3
397	бы не	3	3
398	которая не	2	3
399	не раз	3	3
400	что значит	2	3
401	если и	2	3
402	в рассказе	3	3
403	в чужую	2	3
404	наконец в	2	3
405	во всей	2	3
406	русской литературе	2	3
407	что из	3	3
408	не значит	4	3
409	их в	8	3
410	я и	2	3
411	слова в	4	3
412	не хочу	2	3
413	найти в	2	3
414	у меня	4	3
415	но на	2	3
416	произведения и	2	3
417	он и	9	3
418	в лучшем	3	3
419	так чтобы	3	3
420	сколько в	2	3
421	русский народ	2	3
422	в один	2	3
423	то ни	3	3
424	и перед	3	3
425	как его	2	3
426	отношения к	4	3
427	не дает	4	3
428	стиля и	4	2
429	это делает	2	2
430	тем самым	3	2
431	нигде не	6	2
432	в диалог	2	2
433	для самого	2	2
434	его к	4	2
435	а что	2	2
436	как человек	2	2
437	есть только	5	2
438	в литературе	7	2
439	была для	3	2
440	в рамках	2	2
441	также не	2	2
442	да ведь	4	2
443	но есть	2	2
444	в произведениях	5	2
445	ни были	2	2
446	выражение в	6	2
447	на пути	2	2
448	ведь это	3	2
449	были бы	5	2
450	его произведений	2	2
451	этой работы	2	2
452	от себя	2	2
453	ни одной	3	2
454	проявляется в	2	2
455	и положений	2	2
456	в момент	4	2
457	тем как	4	2
458	отличие от	3	2
459	мы видели	3	2
460	для понимания	5	2
461	до его	2	2
462	значение для	2	2
463	и оно	2	2
464	художественного изображения	4	2
465	о мире	6	2
466	об этих	2	2
467	но только	3	2
468	а только	3	2
469	литературы о	6	2
470	жизнь в	2	2
471	на себе	2	2
472	все его	4	2
473	вступают в	3	2
474	времени в	2	2
475	на первом	2	2
476	во мне	2	2
477	от других	2	2
478	жизнь и	3	2
479	из которого	2	2
480	точно так	2	2
481	для них	3	2
482	как слово	4	2
483	и этим	2	2
484	вот почему	3	2
485	в зависимости	5	2
486	той или	3	2
487	на материале	6	2
488	сам он	5	2
489	в обычном	3	2
490	что если	4	2
491	тот же	4	2
492	критической литературы	3	2
493	бы быть	3	2
494	какой бы	2	2
495	и от	3	2
496	всего что	2	2
497	никак не	3	2
498	в контексте	2	2
499	бы он	3	2
500	не у	4	2
501	его с	2	2
502	него самого	3	2
503	то он	3	2
504	так сказать	8	2
505	и эта	3	2
506	это вовсе	2	2
507	и еще	2	2
508	по преимуществу	3	2
509	поэтому и	3	2
510	с ее	5	2
511	знает и	2	2
512	в изображении	2	2
513	за ним	2	2
514	видел в	2	2
515	я это	2	2
516	зависимости от	5	2
517	превращается в	4	2
518	и вот	4	2
519	он уже	2	2
520	но у	5	2
521	жизни в	3	2
522	выйти за	3	2
523	ни было	4	2
524	полном смысле	2	2
525	последнего слова	3	2
526	героев и	7	2
527	в пределах	13	2
528	в отличие	3	2
529	к той	2	2
530	она является	2	2
531	не умеют	3	2
532	к нам	2	2
533	далеко не	3	2
534	всей его	2	2
535	него не	4	2
536	он может	4	2
537	целом ряде	3	2
538	ни один	5	2
539	литература о	3	2
540	за собой	3	2
541	своей жизни	2	2
542	входит в	11	2
543	имеем в	2	2
544	на которой	2	2
545	к другу	4	2
546	зрения на	12	2
547	их и	3	2
548	те же	3	2
549	произведения в	2	2
550	как она	2	2
551	роль в	2	2
552	с одним	2	2
553	смысл его	2	2
554	как не	9	2
555	с их	9	2
556	характера и	2	2
557	именно на	2	2
558	его жизнь	2	2
559	чем же	2	2
560	не укладывается	2	2
561	по своим	4	2
562	другом случае	2	2
563	слов о	2	2
564	не оставляет	4	2
565	все в	7	2
566	мы и	2	2
567	художественного творчества	3	2
