N	2gram	Voloshinov	Literetu
139	и наконец	12	6
140	далеко не	5	6
141	в ней	8	6
142	и только	6	6
143	у него	4	6
144	как на	3	6
145	тем же	3	6
146	или иной	2	5
147	так как	15	5
148	и за	4	5
149	он сам	5	5
150	не знает	5	5
151	более того	7	5
152	к этой	2	5
153	во втором	3	5
154	между тем	3	5
155	что и	5	5
156	себя и	4	5
157	мир в	3	5
158	самого себя	2	5
159	хотя бы	7	5
160	читателя в	3	5
161	должно быть	2	5
162	мы не	9	5
163	тем не	4	5
164	ни было	2	5
165	в себя	5	5
166	в нашем	3	5
167	и к	7	5
168	не к	2	5
169	входит в	2	4
170	в свою	6	4
171	себе и	3	4
172	для нас	2	4
173	нуждается в	3	4
174	не является	7	4
175	жизни к	3	4
176	только для	2	4
177	как к	2	4
178	как совокупность	2	4
179	и прежде	7	4
180	быть это	2	4
181	все время	4	4
182	не всегда	4	4
183	к своему	2	4
184	только на	4	4
185	в г	3	4
186	для своего	2	4
187	и все	13	4
188	могли бы	2	4
189	а потому	4	4
190	могут быть	9	4
191	в них	3	4
192	художественное творчество	2	4
193	во всей	3	4
194	как мы	18	4
195	во всяком	9	4
196	бы то	3	4
197	тех же	5	4
198	но это	4	4
199	за пределы	10	4
200	к этому	9	4
201	сводится к	4	4
202	во второй	5	4
203	и вот	8	4
204	для того	6	4
205	совершенно не	9	4
206	такой же	3	4
207	со всеми	5	4
208	в пределах	6	4
209	все они	2	4
210	можно сказать	6	4
211	века в	2	4
212	приводит к	3	4
213	на этом	8	4
214	ко всему	2	4
215	жизни а	2	4
216	вовсе не	16	4
217	из этого	2	4
218	и что	6	4
219	то ни	4	4
220	таким образом	34	4
221	и есть	3	4
222	отношения к	2	4
223	о которой	3	4
224	оказывается не	2	4
225	окружающей его	2	3
226	на самом	6	3
227	вопрос о	2	3
228	ничего не	5	3
229	и потому	12	3
230	при которой	2	3
231	так же	4	3
232	но как	2	3
233	по себе	4	3
234	в отношении	2	3
235	на один	2	3
236	отношение к	7	3
237	из тех	4	3
238	нет в	2	3
239	в первом	2	3
240	этого не	3	3
241	а на	2	3
242	личность не	2	3
243	а с	2	3
244	о нем	2	3
245	и о	6	3
246	в душе	13	3
247	в сознании	3	3
248	это уже	3	3
249	они не	3	3
250	что же	10	3
251	сознания с	7	3
252	там где	2	3
253	же как	2	3
254	того чтобы	5	3
255	и до	5	3
256	все эти	15	3
257	жизни по	3	3
258	он был	3	3
259	в истории	4	3
260	во время	6	3
261	свою очередь	4	3
262	всех своих	4	3
263	должна быть	2	3
264	на языке	2	3
265	тот же	10	3
266	ее в	5	3
267	да и	2	3
268	относится к	2	3
269	и от	3	3
270	только то	5	3
271	сознания и	6	3
272	бы и	2	3
273	не так	3	3
274	дело в	2	3
275	с их	5	3
276	мысли и	4	3
277	в этот	4	3
278	если бы	4	3
279	так называемый	4	3
280	превращается в	2	3
281	также и	2	3
282	сказать и	3	3
283	в этих	5	3
284	в какой	3	3
285	к объекту	2	3
286	из наиболее	3	3
287	не имеет	2	3
288	и является	3	3
289	в чем	9	3
290	что такое	6	3
291	он в	2	3
292	в ссср	2	3
293	когда он	3	3
294	не есть	2	3
295	в сознание	10	3
296	из которых	2	3
297	всяком случае	8	3
298	все что	10	3
299	себе самой	2	3
300	мы в	3	3
301	и уже	2	3
302	говорить о	5	3
303	ничего общего	4	3
304	же самое	2	3
305	в глубине	2	3
306	с ним	14	3
307	мы и	4	3
308	чтобы не	2	2
309	объекта на	2	2
310	и сама	2	2
311	для нее	2	2
312	человека и	6	2
313	и притом	3	2
314	и у	7	2
315	есть и	2	2
316	должен быть	2	2
317	роль в	7	2
318	остается в	3	2
319	это и	4	2
320	к человеку	3	2
321	а как	3	2
322	нас к	2	2
323	не остается	3	2
324	и при	3	2
325	то она	2	2
326	что может	5	2
327	его не	2	2
328	в такой	2	2
329	всех других	2	2
330	к его	3	2
331	не тот	4	2
332	для понимания	2	2
333	к смерти	7	2
334	в него	2	2
335	и тех	3	2
336	тому что	5	2
337	к нему	9	2
338	она не	6	2
339	в общем	5	2
340	а только	4	2
341	сделать в	2	2
342	теперь уже	2	2
343	но мы	6	2
344	сознанием и	6	2
345	и об	2	2
346	тогда когда	2	2
347	ответ на	3	2
348	в обществе	3	2
349	от других	2	2
350	же касается	3	2
351	всей жизни	4	2
352	для них	3	2
353	с ними	5	2
354	между двумя	3	2
355	в центре	3	2
356	и по	5	2
357	в нас	2	2
358	дело не	2	2
359	и ее	7	2
360	всю жизнь	2	2
361	только как	4	2
362	во внешнем	12	2
363	с чувством	2	2
364	сказать что	11	2
365	сознания как	2	2
366	было его	2	2
367	по поводу	5	2
368	все то	3	2
369	бы в	2	2
370	отношению ко	2	2
371	к которой	2	2
372	с другими	8	2
373	в нашей	2	2
374	в результате	3	2
375	время в	2	2
376	из этих	6	2
377	так сказать	7	2
378	другом месте	2	2
379	ведь мы	3	2
380	однако и	2	2
381	по мнению	8	2
382	на это	3	2
383	борьба с	3	2
384	значение в	3	2
385	в последнем	4	2
386	в первый	4	2
387	до последнего	2	2
388	между собою	2	2
389	не поддается	3	2
390	на протяжении	7	2
391	нет и	4	2
392	с сыном	2	2
393	от всех	3	2
394	их не	2	2
395	в котором	4	2
396	еще более	2	2
397	если это	3	2
398	освободиться от	3	2
399	опыта как	2	2
400	как с	4	2
401	оно не	3	2
402	в большинстве	5	2
403	в историю	2	2
404	этого сознания	2	2
405	на почве	3	2
406	не лучше	4	2
407	и было	2	2
408	это прежде	2	2
409	только не	3	2
410	не можем	6	2
411	мог бы	2	2
412	раз и	3	2
413	и теперь	2	2
414	в поле	2	2
415	реальности и	2	2
416	в психологии	4	2
417	может оказаться	2	2
418	в таком	6	2
419	является по	3	2
420	жизни но	2	2
421	что такой	2	2
422	в совершенно	3	2
423	и внешней	4	2
424	в работе	2	2
425	целом и	3	2
426	на первый	5	2
427	чем он	2	2
428	как система	2	2
429	мы имеем	6	2
430	на основе	3	2
