N	2gram	Losev_Prob	Marksizm
373	и ни	4	2
374	так или	3	2
375	гораздо более	5	2
376	а только	5	2
377	для всех	2	2
378	могли бы	2	2
379	мира и	5	2
380	между прочим	2	2
381	мы его	3	2
382	не то	4	2
383	том или	3	2
384	на его	4	2
385	у достоевского	4	2
386	совсем не	4	2
387	в романе	2	2
388	для них	3	2
389	его не	3	2
390	и во	2	2
391	это значит	3	2
392	данном случае	5	2
393	художественный образ	4	2
394	нем и	2	2
395	или иного	2	2
396	в эпоху	5	2
397	в сознании	3	2
398	более всего	2	2
399	в литературе	5	2
400	небо и	2	2
401	в первой	2	2
402	его как	2	2
403	всех этих	3	2
404	на стадии	2	2
405	это было	2	2
406	в новое	3	2
407	его за	2	2
408	сам же	4	2
409	сама по	2	2
410	который как	2	2
411	но уже	3	2
412	не что	3	2
413	уже у	6	2
414	не просто	12	2
415	то перед	2	2
416	бы не	4	2
417	в коем	3	2
418	и наконец	4	2
419	как о	6	2
420	она в	2	2
421	только по	2	2
422	с этой	4	2
423	и другие	4	2
424	в чем	3	2
425	между собою	2	2
426	что его	4	2
427	но только	5	2
428	по крайней	8	2
429	и всего	4	2
430	на него	3	2
431	есть в	6	2
432	он считает	2	2
433	в жизни	4	2
434	является и	2	2
435	и так	3	2
436	во всем	5	2
437	него не	2	2
438	в самой	5	2
439	остановимся на	2	2
440	не вполне	2	2
441	и другой	2	2
442	как с	2	2
443	и если	2	2
444	коем случае	3	2
445	только они	2	2
446	этом смысле	4	2
447	то этот	2	2
448	а именно	12	2
449	все в	3	2
450	что мы	4	2
451	с собою	2	2
452	нет ни	4	2
453	по его	2	2
454	всю эту	2	2
455	нового времени	4	2
456	тому же	5	2
457	и весь	2	2
458	за него	2	2
459	мы и	2	2
460	свой собственный	2	2
461	но он	5	2
462	в небольшой	3	2
