N	2gram	Medvedev_F	KulturaY
307	не так	4	5
308	установка на	3	5
309	более или	7	5
310	учения о	2	5
311	даже и	5	5
312	широком смысле	3	5
313	так в	3	5
314	говорим о	2	5
315	языку как	2	5
316	но как	2	5
317	не то	3	5
318	ни одного	2	5
319	отметить что	2	5
320	и от	9	5
321	время в	4	5
322	пр и	4	5
323	всех этих	6	5
324	не как	7	5
325	и даже	7	5
326	могло бы	2	5
327	кроме того	3	5
328	превращается в	2	5
329	лишь как	7	5
330	отношение к	4	5
331	и является	3	5
332	язык и	8	5
333	еще более	6	5
334	или иначе	2	5
335	заумный язык	10	5
336	слово есть	2	5
337	но что	2	5
338	и их	13	5
339	только не	2	5
340	мы в	2	5
341	поэзии как	3	5
342	точка зрения	3	5
343	и только	5	5
344	не о	7	4
345	к одному	2	4
346	его в	5	4
347	в каждом	3	4
348	или же	4	4
349	к которому	2	4
350	этого термина	2	4
351	и выражения	2	4
352	а лишь	4	4
353	как проблема	4	4
354	в науке	2	4
355	в виде	2	4
356	так называемым	2	4
357	в современном	2	4
358	всего в	5	4
359	в такой	3	4
360	подойти к	3	4
361	характер и	2	4
362	что о	2	4
363	так например	3	4
364	нам в	2	4
365	и все	9	4
366	к нему	3	4
367	к этой	4	4
368	в различных	2	4
369	во втором	7	4
370	одного из	4	4
371	между ними	3	4
372	науки о	4	4
373	аналогии с	4	4
374	же как	3	4
375	нужно было	2	4
376	на все	3	4
377	представление о	2	4
378	всего этого	6	4
379	могла бы	3	4
380	в году	2	4
381	то в	3	4
382	языка который	3	4
383	однако и	3	4
384	чтобы понять	2	4
385	языка а	4	4
386	и по	3	4
387	и содержание	2	4
388	мы увидим	5	4
389	как они	4	4
390	социального общения	8	4
391	тот или	2	4
392	но ведь	4	4
393	такой же	2	4
394	формы и	7	4
395	отношения к	6	4
396	иначе как	2	4
397	ни на	5	4
398	не к	2	4
399	что для	3	4
400	в смысле	2	4
401	и это	4	4
402	как таковой	8	4
403	из них	5	4
404	в лучшем	3	4
405	sui generis	2	4
406	в ряду	2	4
407	сам по	2	4
408	именно на	4	4
409	если же	4	4
410	но он	2	4
411	само собою	2	4
412	не дает	3	4
413	лишь о	2	3
414	следовательно и	2	3
415	и непосредственно	4	3
416	можно и	2	3
417	в настоящее	11	3
418	общения и	3	3
419	каждый из	3	3
420	в россии	4	3
421	противном случае	2	3
422	всю свою	2	3
423	конце концов	2	3
424	а как	5	3
425	роли в	4	3
426	и другие	3	3
427	и со	3	3
428	убедиться в	2	3
429	том смысле	3	3
430	он действительно	2	3
431	русского литературного	2	3
432	в искусстве	6	3
433	себе в	2	3
434	все время	7	3
435	его и	2	3
436	от них	2	3
437	в него	2	3
438	значение для	2	3
439	для этой	2	3
440	лучшем случае	3	3
441	не приходится	4	3
442	в контексте	2	3
443	на него	3	3
444	она была	3	3
445	тому чтобы	2	3
446	в более	2	3
447	именно как	14	3
448	в сторону	4	3
449	как некоторое	2	3
450	история литературы	10	3
451	настоящее время	11	3
452	большинстве случаев	5	3
453	более того	6	3
454	на его	2	3
455	не для	4	3
456	приходим к	2	3
457	под влиянием	3	3
458	и может	6	3
459	на котором	2	3
460	со всем	4	3
461	поставить вопрос	2	3
462	на материале	2	3
463	значение и	4	3
464	в дальнейшем	3	3
465	даже не	2	3
466	лучше всего	2	3
467	значение в	4	3
468	смысле что	2	3
469	вопрос об	2	3
470	если в	3	3
471	только и	7	3
472	смысла и	3	3
473	до крайности	2	3
474	по аналогии	5	3
475	образом не	3	3
476	менее всего	4	3
477	нет и	2	3
478	все дело	3	3
479	фактов и	3	3
480	этого языка	2	3
481	именно здесь	2	3
482	сама по	2	3
483	в первый	5	3
484	та же	3	3
485	языковой системы	2	3
486	в других	5	3
487	в последнем	2	3
488	не по	4	3
489	в целях	2	3
490	но даже	2	3
491	не могло	6	3
492	на западе	4	3
493	для него	9	3
494	из всего	2	3
495	поэтического слова	3	3
496	каждой из	3	3
497	он в	3	3
498	какой мере	2	3
499	знаем что	2	3
500	социальной жизни	12	3
501	в большинстве	6	3
502	форма и	2	3
503	литературе и	2	3
504	ни были	2	3
505	языка то	2	3
506	и действительно	2	3
507	же что	2	3
508	раз и	6	3
509	на своем	3	3
510	эпохи и	2	3
511	с их	2	3
512	в противном	2	3
513	то ни	5	3
514	в некоторых	2	3
515	или даже	3	3
516	таким же	2	3
517	и сами	2	3
518	в противовес	2	3
519	бы то	4	3
520	целом и	4	3
521	в системе	3	3
522	в широком	5	2
523	стиля и	2	2
524	все более	4	2
525	во все	2	2
526	в действительности	3	2
527	ни была	3	2
528	исторической жизни	2	2
529	от него	2	2
530	для нее	2	2
531	для всего	3	2
532	и должен	3	2
533	она должна	3	2
534	и через	2	2
535	связанных с	2	2
536	представлять себе	3	2
537	у них	3	2
538	но есть	2	2
539	быть и	5	2
540	вся эта	2	2
541	в основном	3	2
542	он должен	4	2
543	можно будет	2	2
544	и всякая	2	2
545	друг от	2	2
546	а вовсе	2	2
547	ничем не	4	2
548	может и	2	2
549	одной из	2	2
550	и др	8	2
551	поэтического языка	63	2
552	особенности в	2	2
553	говорит он	7	2
554	а все	2	2
555	это положение	2	2
556	он пишет	2	2
557	не из	5	2
558	связи со	3	2
559	языка к	2	2
560	этот прием	2	2
561	не могла	3	2
562	и те	2	2
563	пр но	2	2
564	к сожалению	2	2
565	два круга	2	2
566	от смысла	3	2
567	по этому	2	2
568	за счет	4	2
569	к другому	2	2
570	для них	4	2
571	здесь в	2	2
572	его от	5	2
573	жизни и	10	2
574	думать что	4	2
575	в систему	5	2
576	своей статье	5	2
577	и до	8	2
578	проблема и	2	2
579	и самый	3	2
580	было в	3	2
581	никто не	2	2
582	в применении	4	2
583	содержания в	2	2
584	без исключения	2	2
585	прав когда	2	2
586	строгом смысле	2	2
587	ее в	3	2
588	с этими	2	2
589	одна из	2	2
590	нет в	2	2
591	как такового	8	2
592	возможно лишь	2	2
593	первый период	6	2
594	и иных	2	2
595	с другими	11	2
596	не выходит	2	2
597	языка если	2	2
598	в строгом	2	2
599	язык поэзии	4	2
600	его как	5	2
601	это было	3	2
602	совершенно справедливо	3	2
603	применении к	4	2
604	борьбы с	3	2
605	все содержание	2	2
606	ее от	2	2
607	общего с	2	2
608	здесь дело	2	2
609	иной раз	2	2
610	творчества и	2	2
611	в роде	3	2
612	между отдельными	2	2
613	должен был	3	2
614	и хорошо	2	2
615	не является	3	2
616	язык может	2	2
617	от их	2	2
618	ничего общего	2	2
619	ни было	2	2
620	от всякого	2	2
621	в известной	2	2
622	русской литературы	2	2
623	общем смысле	2	2
624	отношении к	2	2
625	лингвистики и	2	2
626	в живом	6	2
627	он является	2	2
628	ко времени	2	2
629	едва ли	3	2
630	сами по	4	2
631	с историей	2	2
632	в жизни	3	2
633	в литературе	6	2
634	языком в	2	2
635	только теперь	2	2
636	подхода к	4	2
637	не будет	2	2
638	как увидим	2	2
639	искусства в	4	2
640	на почве	20	2
641	равно как	2	2
642	зависит от	2	2
643	во что	3	2
644	от друга	2	2
645	на наших	2	2
646	перейти к	3	2
647	во многом	2	2
648	сказать в	2	2
649	язык по	5	2
650	и прежде	3	2
651	он и	3	2
652	место и	3	2
653	не можем	3	2
654	правда в	3	2
655	ее целом	3	2
656	смысле и	2	2
657	как таковая	2	2
658	поэтическое творчество	3	2
659	чтобы показать	2	2
660	что эта	2	2
661	последнего времени	2	2
662	и основные	2	2
663	что было	2	2
664	друг другу	2	2
665	поэтического произведения	10	2
666	во всем	3	2
667	чем же	3	2
668	литературы и	6	2
669	все в	3	2
670	и чтобы	2	2
671	часто и	2	2
672	тем и	2	2
673	как с	2	2
674	материалом для	2	2
