N	2gram	Losev_Vlad	Freidism
225	сказать о	2	3
226	в самых	2	3
227	нам в	2	3
228	в г	2	3
229	о том	13	3
230	один и	2	3
231	если это	2	3
232	того же	11	3
233	человека с	2	3
234	к его	5	3
235	их в	3	3
236	на себя	3	3
237	ответ на	2	3
238	для всех	2	3
239	в одном	2	3
240	же касается	8	3
241	что мы	2	3
242	в них	5	3
243	только не	2	3
244	уже в	9	3
245	себя в	6	3
246	на это	2	3
247	для них	2	3
248	которой он	7	3
249	раз и	4	3
250	но во	2	3
251	этот период	2	3
252	когда он	6	3
253	жизни по	2	3
254	и есть	2	3
255	и сам	7	3
256	природы и	2	3
257	под влиянием	6	3
258	них не	2	3
259	в нашем	5	3
260	о которой	3	3
261	бы то	2	3
262	во сне	2	3
263	да и	6	2
264	на всю	2	2
265	в отношении	5	2
266	особого рода	2	2
267	к этой	4	2
268	когда мы	2	2
269	с первого	2	2
270	а также	12	2
271	то в	6	2
272	время в	4	2
273	и сама	2	2
274	были в	2	2
275	для нее	3	2
276	же с	22	2
277	для своего	2	2
278	дело в	7	2
279	такого рода	4	2
280	дело не	3	2
281	и гартмана	2	2
282	и через	3	2
283	это было	9	2
284	в науке	3	2
285	его и	2	2
286	не имели	2	2
287	в конце	22	2
288	как к	4	2
289	и часто	3	2
290	то мы	3	2
291	для себя	6	2
292	что бы	2	2
293	друг друга	3	2
294	нужно сказать	2	2
295	в следующем	3	2
296	и которая	2	2
297	теми же	2	2
298	конце концов	6	2
299	и тем	2	2
300	в их	2	2
301	по учению	2	2
302	человека как	3	2
303	к своему	4	2
304	и другие	2	2
305	а именно	4	2
306	для нас	9	2
307	в момент	2	2
308	в течение	13	2
309	всей его	2	2
310	его не	2	2
311	нас в	2	2
312	а с	5	2
313	образом в	2	2
314	очень много	2	2
315	о нем	9	2
316	и так	3	2
317	не имеет	2	2
318	значение для	2	2
319	также и	13	2
320	не есть	4	2
321	к которой	2	2
322	с другой	3	2
323	правда в	3	2
324	только его	2	2
325	он в	4	2
326	наука и	2	2
327	в возрасте	3	2
328	учения о	3	2
329	заметить что	2	2
330	еще более	3	2
331	но все	3	2
332	во многом	3	2
333	то обстоятельство	2	2
334	он и	8	2
335	которые он	2	2
336	этом смысле	4	2
337	жизнь в	2	2
338	но как	6	2
339	не то	3	2
340	обстоятельство что	2	2
341	в я	4	2
342	ко всему	4	2
343	ли он	2	2
344	и теперь	4	2
345	из этого	6	2
346	что с	3	2
347	и во	3	2
348	три года	2	2
349	воли и	2	2
350	в нас	4	2
351	в качестве	7	2
352	всю жизнь	4	2
353	отношения к	4	2
354	в дальнейшем	10	2
355	не к	2	2
356	чувства к	4	2
357	этому времени	3	2
358	но более	2	2
359	будто бы	2	2
360	ясно что	2	2
