N	2gram	Vygotskiy_	slovoVRo
233	как только	3	4
234	первый план	3	4
235	отношения к	3	4
236	в себя	2	4
237	и речи	45	4
238	по существу	8	4
239	на первый	3	4
240	как раз	8	4
241	чем он	3	4
242	данном случае	5	3
243	и второй	2	3
244	автора к	2	3
245	речь и	7	3
246	или к	3	3
247	нисколько не	2	3
248	нуждается в	2	3
249	речи как	11	3
250	включает в	2	3
251	еще на	4	3
252	в новом	3	3
253	но эта	3	3
254	как это	6	3
255	в такой	4	3
256	в свете	5	3
257	тому что	6	3
258	только с	2	3
259	на том	2	3
260	в более	3	3
261	его с	2	3
262	к слову	6	3
263	и те	2	3
264	между собой	5	3
265	смысле слова	6	3
266	на все	5	3
267	и до	5	3
268	было бы	12	3
269	к проблеме	2	3
270	в первом	2	3
271	этого слова	7	3
272	и то	3	3
273	и вообще	2	3
274	к этому	7	3
275	в сознании	2	3
276	из этих	6	3
277	подход к	2	3
278	в собственном	8	3
279	от этого	4	3
280	дело в	3	3
281	должно быть	4	3
282	по всей	2	3
283	речи но	5	3
284	собственном смысле	8	3
285	на него	3	3
286	сама по	3	3
287	как если	3	3
288	тем что	7	3
289	в связи	3	3
290	сознания в	3	3
291	такой же	3	3
292	нами в	3	3
293	нас в	2	3
294	не могло	5	3
295	которых мы	2	3
296	за ней	2	3
297	этими двумя	2	3
298	внутренней речи	14	3
299	в этой	13	3
300	потому что	11	3
301	все что	4	3
302	целый ряд	6	3
303	если мы	8	3
304	и это	3	3
305	в эту	4	3
306	с таким	8	3
307	по ту	2	3
308	ту сторону	2	3
309	в стороне	2	3
310	мы говорили	4	3
311	связана с	4	3
312	и тем	8	3
313	без всякого	2	3
314	и остается	3	3
315	тем и	3	3
316	на самом	4	2
317	или во	2	2
318	во все	3	2
319	о которых	4	2
320	из всех	3	2
321	но мы	4	2
322	для всего	3	2
323	этого рода	2	2
324	вот что	2	2
325	к себе	2	2
326	по своей	9	2
327	и есть	2	2
328	есть не	3	2
329	и эти	2	2
330	факт что	3	2
331	самый язык	2	2
332	как он	7	2
333	не остается	3	2
334	здесь у	2	2
335	это как	2	2
336	и вся	2	2
337	так что	2	2
338	пробным камнем	2	2
339	в другую	2	2
340	как уже	9	2
341	в один	4	2
342	самого начала	9	2
343	а с	8	2
344	то что	32	2
345	уже сказано	8	2
346	основное содержание	2	2
347	эти три	2	2
348	что все	8	2
349	значение для	3	2
350	одного из	4	2
351	только не	2	2
352	с самого	9	2
353	к ним	2	2
354	могли бы	10	2
355	связь с	2	2
356	и само	2	2
357	которая в	2	2
358	к действительности	13	2
359	и функции	4	2
360	этой точки	2	2
361	и т.п	5	2
362	работы и	2	2
363	между ними	2	2
364	от действительности	6	2
365	в известном	4	2
366	в основу	3	2
367	действительно не	4	2
368	всегда и	3	2
369	из которого	2	2
370	что не	2	2
371	слова так	2	2
372	в ее	3	2
373	когда она	2	2
374	мы видим	7	2
375	и самый	2	2
376	протяжении всего	2	2
377	действительность но	2	2
378	что они	5	2
379	был бы	2	2
380	во всей	8	2
381	случае не	2	2
382	в двух	3	2
383	каждом шагу	2	2
384	является уже	2	2
385	возникает из	4	2
386	чем это	3	2
387	того как	6	2
388	с которыми	2	2
389	из важнейших	2	2
390	время как	4	2
391	известном смысле	3	2
392	человеческой речи	12	2
393	как например	2	2
394	то и	4	2
395	независимо от	10	2
396	и что	11	2
397	к единству	4	2
398	в равной	2	2
399	можно было	6	2
400	что она	6	2
401	с ней	3	2
402	нашего сознания	3	2
403	но этот	3	2
404	на каждом	2	2
405	в области	4	2
406	и той	2	2
407	моменты которые	3	2
408	об этом	6	2
409	в новых	3	2
410	значение как	2	2
411	как о	2	2
412	в жизни	2	2
413	другом в	2	2
414	а именно	2	2
415	и со	2	2
416	в течение	4	2
417	действительностью и	4	2
418	речь в	4	2
419	мы можем	11	2
420	в какой	5	2
421	не можем	3	2
422	заключается в	12	2
423	как известно	8	2
424	понимание и	2	2
425	она стремится	2	2
426	есть все	2	2
427	речи является	6	2
428	в самых	4	2
429	на то	11	2
430	от всех	3	2
431	что для	8	2
432	мы увидим	3	2
433	как увидим	2	2
434	столь же	8	2
435	в котором	6	2
436	в своих	6	2
437	различные формы	2	2
438	в сфере	4	2
439	в единое	2	2
440	приводит к	8	2
441	в начале	2	2
442	главным образом	2	2
443	во власти	3	2
444	на язык	2	2
445	несмотря на	6	2
446	ближе к	2	2
447	уже говорили	3	2
448	то время	5	2
449	что как	4	2
450	и только	2	2
451	является основным	3	2
452	друг другу	4	2
453	не к	3	2
454	в нашем	3	2
455	мы и	3	2
456	а следовательно	2	2
