N	2gram	Losev_Dial	Formalny
303	без нее	2	4
304	бы она	2	4
305	понятий и	2	4
306	так чтобы	2	4
307	не будет	2	4
308	здесь в	3	4
309	или в	2	4
310	самого начала	2	4
311	со всем	2	4
312	и тогда	4	4
313	с самого	2	4
314	своего развития	2	4
315	только как	3	4
316	нем и	2	4
317	могла бы	2	4
318	не значит	6	4
319	более и	2	4
320	она ни	3	4
321	только то	7	4
322	к ней	4	4
323	тем не	3	4
324	на него	2	4
325	сама по	12	4
326	как не	4	4
327	превращается в	2	4
328	та же	6	4
329	со всей	2	4
330	в таком	4	4
331	и о	4	4
332	отношении к	3	4
333	но если	6	4
334	или на	3	4
335	не к	2	4
336	думать что	3	4
337	что для	3	4
338	что такое	13	4
339	знаем что	2	4
340	или иначе	3	4
341	мы говорим	6	4
342	к самому	3	4
343	или иное	5	4
344	является не	3	4
345	но эта	4	4
346	это время	3	4
347	все в	2	4
348	чем он	2	4
349	исторического процесса	2	4
350	мы и	3	4
351	в каких	2	4
352	и если	5	3
353	форма и	2	3
354	все они	2	3
355	перед нами	3	3
356	или иной	4	3
357	содержание и	2	3
358	для нее	2	3
359	в каком	10	3
360	что уже	3	3
361	есть только	9	3
362	не нуждается	9	3
363	представлять себе	2	3
364	то мы	2	3
365	из всего	2	3
366	проявляется в	2	3
367	это только	3	3
368	не всегда	2	3
369	в науке	3	3
370	и при	3	3
371	в современной	2	3
372	так что	21	3
373	нас не	2	3
374	связано с	2	3
375	том смысле	4	3
376	существенно и	2	3
377	убедиться в	2	3
378	к сожалению	2	3
379	со всеми	2	3
380	может иметь	6	3
381	но как	7	3
382	но конечно	2	3
383	так или	3	3
384	с другом	2	3
385	или точнее	2	3
386	точка зрения	3	3
387	в различных	2	3
388	широком смысле	2	3
389	что на	2	3
390	оно должно	2	3
391	же он	2	3
392	от смысла	5	3
393	и совершенно	4	3
394	нуждается в	6	3
395	мы видим	6	3
396	себе а	2	3
397	не дают	2	3
398	в качестве	2	3
399	это значит	18	3
400	е в	3	3
401	никак не	6	3
402	в сознании	3	3
403	можно только	4	3
404	время не	3	3
405	быть только	3	3
406	тем более	2	3
407	самом же	2	3
408	это было	4	3
409	поэтому и	3	3
410	друг с	2	3
411	но уже	3	3
412	во всем	3	3
413	то или	5	3
414	на первый	2	3
415	что как	2	3
416	и другое	3	3
417	в чем	9	3
418	и из	6	3
419	или другой	7	3
420	не должен	2	3
421	не с	5	3
422	ничто не	3	3
423	нечто совсем	2	3
424	на нее	2	3
425	вообще не	2	3
426	на то	5	3
427	он может	3	3
428	если это	3	3
429	учение об	3	3
430	когда он	2	3
431	уже знаем	4	3
432	сознания и	8	3
433	зрения самого	2	3
434	и очень	2	3
435	в которых	2	3
436	сливаются в	2	3
437	вещей и	5	3
438	или наоборот	2	3
439	в одном	4	3
440	а именно	3	3
441	но что	10	3
442	же деле	2	3
443	в системе	2	3
444	с их	2	3
445	что эта	5	3
446	ровно ничего	5	3
447	не просто	19	3
448	не то	9	3
449	ничего общего	4	3
450	же самое	3	3
451	чтобы убедиться	2	3
452	но они	2	3
453	для всякого	2	3
454	но он	3	3
455	не выходя	2	2
456	только тогда	9	2
457	вывод что	2	2
458	смысле что	3	2
459	во времени	4	2
460	и почти	6	2
461	от всего	2	2
462	из того	2	2
463	в определенном	2	2
464	о чем	4	2
465	в тех	2	2
466	человека и	2	2
467	относиться к	3	2
468	как из	3	2
469	или нет	6	2
470	мысли в	2	2
471	от их	2	2
472	в другом	6	2
473	смысла от	2	2
474	не был	3	2
475	и внутреннего	2	2
476	но есть	2	2
477	есть не	8	2
478	если она	4	2
479	не потому	5	2
480	ведь это	3	2
481	совершенно неверно	2	2
482	с нею	3	2
483	были бы	3	2
484	и поэзия	2	2
485	что если	4	2
486	в виде	2	2
487	и та	8	2
488	и ни	7	2
489	что ни	3	2
490	не знает	2	2
491	в отдельности	3	2
492	от всякой	2	2
493	а с	2	2
494	от души	2	2
495	то оно	4	2
496	тут только	2	2
497	к ним	3	2
498	происходит в	2	2
499	только потому	4	2
500	и эти	2	2
501	только через	2	2
502	общего с	6	2
503	только с	3	2
504	но так	2	2
505	мере в	3	2
506	о мире	2	2
507	это уже	2	2
508	и смысл	3	2
509	только к	2	2
510	что этот	3	2
511	с наукой	3	2
512	или вообще	3	2
513	мира и	2	2
514	вещь а	2	2
515	мы имеем	4	2
516	в полной	2	2
517	этой точки	2	2
518	для чего	2	2
519	почти не	3	2
520	или иная	4	2
521	дана в	4	2
522	значит что	25	2
523	как один	2	2
524	же не	4	2
525	том или	2	2
526	та или	4	2
527	разница между	2	2
528	тогда и	2	2
529	мы в	2	2
530	в силу	6	2
531	с теми	2	2
532	то я	4	2
533	тем или	2	2
534	с ними	4	2
535	заключается в	4	2
536	в нас	2	2
537	никто не	2	2
538	говорят что	4	2
539	вопрос об	5	2
540	также не	2	2
541	также что	2	2
542	на всю	6	2
543	но она	4	2
544	уже нельзя	2	2
545	или не	5	2
546	и нет	2	2
547	одно и	8	2
548	ее к	2	2
549	же это	6	2
550	необходимо чтобы	2	2
551	можно было	5	2
552	образ и	5	2
553	что она	18	2
554	в душе	8	2
555	и жизни	4	2
556	себя в	2	2
557	или другим	2	2
558	дело не	3	2
559	но совершенно	2	2
560	что человек	2	2
561	из нее	2	2
562	той или	11	2
563	именно и	2	2
564	сторону и	2	2
565	и вот	10	2
566	на земле	3	2
567	даны в	4	2
568	времени и	10	2
569	говорят о	2	2
570	как у	3	2
571	но только	6	2
572	ни к	2	2
573	нужно понимать	2	2
574	самый факт	2	2
575	все равно	7	2
576	как известно	3	2
577	чтобы понять	3	2
578	ни с	8	2
579	и так	2	2
580	очень много	4	2
581	мы еще	2	2
582	далеко не	2	2
583	на нем	2	2
584	как с	2	2
585	только один	2	2
586	не лучше	2	2
587	однако это	2	2
588	таком случае	2	2
589	иметь в	4	2
590	не понимают	2	2
591	что мы	3	2
592	это можно	2	2
593	несмотря на	12	2
594	все что	2	2
595	тех или	5	2
596	или хотя	2	2
597	иной раз	7	2
598	говорит о	6	2
599	даже просто	4	2
600	так то	2	2
601	этого нет	3	2
602	что смысл	3	2
603	иначе и	3	2
604	схемой и	3	2
605	и есть	20	2
606	выходя за	2	2
607	эти последние	3	2
608	три основные	2	2
609	но с	4	2
610	эти вопросы	3	2
611	тут дело	2	2
612	и становится	2	2
613	момент в	2	2
614	и всякий	3	2
