N	2gram	Bakhtin_Pr	Psycholo
236	конечно не	4	11
237	данном случае	2	10
238	все те	3	10
239	в другом	3	10
240	здесь мы	4	10
241	том и	2	10
242	отличается от	5	10
243	и их	3	10
244	но как	4	10
245	в одной	8	10
246	и у	3	10
247	в их	6	10
248	нам кажется	7	10
249	в данном	2	10
250	должно быть	8	10
251	именно на	3	10
252	сами по	4	10
253	ее в	3	10
254	и от	3	10
255	тому же	2	10
256	бы не	2	9
257	вопрос о	3	9
258	и следовательно	7	9
259	и ее	5	9
260	который не	2	9
261	ту же	2	9
262	на его	2	9
263	на него	6	9
264	и наконец	7	9
265	но все	6	9
266	не есть	4	9
267	если же	7	9
268	мы будем	2	9
269	в него	6	9
270	так сказать	9	9
271	можно сказать	2	9
272	из его	3	9
273	героя и	14	9
274	его и	3	9
275	кажется нам	2	9
276	в отличие	4	9
277	он все	3	8
278	в процессе	6	8
279	именно потому	2	8
280	что же	9	8
281	и во	3	8
282	кажется что	4	8
283	и эта	2	8
284	стороны и	4	8
285	себе и	5	8
286	в сознании	3	8
287	художественного творчества	5	8
288	тем же	3	8
289	заставляет его	3	8
290	он может	4	8
291	бы и	6	8
292	согласиться с	2	8
293	о нем	15	8
294	в произведении	7	8
295	с другом	3	8
296	он в	3	8
297	только то	3	8
298	по преимуществу	2	8
299	в драме	6	8
300	к нему	11	8
301	друг с	4	8
302	ни на	3	8
303	этом смысле	12	8
304	не как	20	7
305	себе не	2	7
306	даны в	3	7
307	одно из	2	7
308	в руках	3	7
309	от этого	2	7
310	они не	5	7
311	к самому	2	7
312	ни одного	3	7
313	здесь в	2	7
314	должны быть	3	7
315	ее с	2	7
316	связи с	3	7
317	лежит в	2	7
318	дело в	2	7
319	себя и	5	7
320	за ним	4	7
321	что такое	2	7
322	все что	4	7
323	же в	2	7
324	в нашем	2	7
325	а как	11	7
326	во все	2	7
327	и при	2	7
328	есть нечто	2	7
329	дело и	2	7
330	но при	4	7
331	мысли и	6	7
332	времени и	2	7
333	со всеми	2	7
334	на том	2	7
335	слова в	12	7
336	совпадает с	2	7
337	в каждом	15	7
338	в отношении	5	6
339	в плане	6	6
340	к этим	2	6
341	нисколько не	3	6
342	отношение к	4	6
343	еще более	2	6
344	а потому	2	6
345	что вся	2	6
346	за пределы	7	6
347	того и	4	6
348	слова и	8	6
349	тем не	2	6
350	как не	9	6
351	что как	2	6
352	в себя	6	6
353	рядом с	19	6
354	оно не	3	6
355	или менее	4	6
356	в музыке	2	6
357	в сторону	2	6
358	у меня	6	6
359	не дает	3	6
360	даже в	6	6
361	не потому	2	6
362	или же	2	6
363	для понимания	4	6
364	смысле слова	2	6
365	и другого	3	6
366	почти всегда	2	6
367	он был	2	6
368	да и	2	6
369	то и	3	6
370	всех этих	2	6
371	сама по	5	6
372	как если	3	6
373	нами в	3	6
374	более или	4	6
375	что я	7	6
376	уже не	15	6
377	приводит к	8	6
378	заметить что	2	6
379	только как	2	6
380	к одному	7	5
381	человека и	2	5
382	мысли в	2	5
383	и всегда	2	5
384	все равно	2	5
385	между ними	6	5
386	том же	4	5
387	ни одной	2	5
388	точку зрения	7	5
389	в каждой	2	5
390	в один	2	5
391	на вопрос	2	5
392	знает что	2	5
393	художественного построения	3	5
394	но так	2	5
395	лучшем случае	2	5
396	в других	2	5
397	между собой	2	5
398	реакции на	3	5
399	то в	2	5
400	не должна	3	5
401	и является	2	5
402	это очень	2	5
403	все они	2	5
404	все остальное	2	5
405	но они	2	5
406	социальной жизни	2	5
407	в другой	4	5
408	слов и	2	5
409	он только	2	5
410	не знает	6	5
411	бы то	3	5
412	чем в	3	5
413	здесь с	5	5
414	вот как	3	5
415	его к	4	5
416	к которому	2	5
417	образом все	2	5
418	тем как	5	5
419	в романе	12	5
420	именно как	2	5
421	целом ряде	3	5
422	во всей	3	5
423	и еще	2	5
424	хотя и	5	5
425	конечно в	2	5
426	себя в	3	5
427	в словах	4	5
428	не значит	4	5
429	человека в	8	5
430	нет ни	2	5
431	и сам	6	5
432	она может	2	5
433	он является	3	5
434	а то	3	5
435	оно может	2	5
436	в творчестве	6	5
437	в смысле	3	5
438	в лучшем	2	5
439	дано в	3	5
440	однако не	3	5
441	так чтобы	7	5
442	отношения к	5	5
443	своих героев	2	5
444	материал и	4	4
445	начала и	2	4
446	также и	3	4
447	от своего	2	4
448	одном из	2	4
449	к своему	2	4
450	должна была	4	4
451	к другому	6	4
452	художественную форму	3	4
453	нуждаются в	2	4
454	для своего	2	4
455	к сожалению	2	4
456	благодаря этому	3	4
457	однако в	3	4
458	почти не	3	4
459	вот это	2	4
460	в уста	4	4
461	в истории	2	4
462	из одного	8	4
463	в первом	2	4
464	которую он	3	4
465	автор не	2	4
466	себе а	3	4
467	это вовсе	2	4
468	значение в	2	4
469	не на	7	4
470	если оно	3	4
471	в речи	3	4
472	себе что	2	4
473	или как	8	4
474	его жизни	2	4
475	все еще	2	4
476	с собой	3	4
477	для его	4	4
478	находится в	2	4
479	идет не	2	4
480	уже говорили	3	4
481	бы как	2	4
482	заключено в	2	4
483	с помощью	2	4
484	слов в	2	4
485	что герой	2	4
486	и говорить	2	4
487	в настоящее	3	4
488	но для	3	4
489	по отношению	12	4
490	является в	2	4
491	но эта	5	4
492	что может	4	4
493	только он	2	4
494	может стать	5	4
495	в свете	4	4
496	его жизнь	3	4
497	почему же	2	4
498	на два	3	4
499	весь этот	2	4
500	с которой	2	4
501	настоящее время	3	4
502	рассказ и	3	4
503	рассказ в	3	4
504	себя как	3	4
505	здесь не	7	4
506	с ними	2	4
507	в первой	3	4
508	произведения как	2	4
509	т е	44	4
510	как например	2	4
511	как во	2	4
512	в противоположность	2	4
513	чтобы сделать	2	4
514	именно и	3	4
515	человек и	2	4
516	от одного	2	4
517	отношении к	5	4
518	в пределах	24	4
519	в мире	7	4
520	автора и	7	4
521	или наоборот	2	4
522	а между	2	4
523	произведения и	2	4
524	есть конечно	4	4
525	пути и	3	4
526	же время	13	4
527	в слове	3	4
528	не о	3	3
529	как же	6	3
530	его на	2	3
531	и самая	2	3
532	но ведь	3	3
533	одним из	7	3
534	он знает	3	3
535	ни было	4	3
536	для себя	3	3
537	из тех	2	3
538	как можно	2	3
539	а вовсе	2	3
540	то они	2	3
541	значение для	3	3
542	слова а	2	3
543	зрения и	5	3
544	не из	3	3
545	в узком	2	3
546	с героем	3	3
547	же не	4	3
548	не была	4	3
549	в большей	2	3
550	этом не	2	3
551	иметь в	2	3
552	героя а	6	3
553	при чем	3	3
554	уже и	2	3
555	жизни а	3	3
556	она является	2	3
557	на их	2	3
558	как нам	3	3
559	ним и	3	3
560	на котором	3	3
561	какой бы	2	3
562	что так	2	3
563	его как	5	3
564	всего этого	2	3
565	и нет	6	3
566	переходит к	2	3
567	к себе	6	3
568	кроме того	5	3
569	по своим	4	3
570	превращается в	5	3
571	речь в	2	3
572	то он	3	3
573	о самом	2	3
574	ни один	3	3
575	на почве	5	3
576	из самого	2	3
577	дело здесь	2	3
578	но с	4	3
579	все в	3	3
580	мы и	2	3
581	на одну	2	3
582	бы с	2	3
583	мире в	3	3
584	где есть	2	3
585	подходит к	2	3
586	зрения на	8	3
587	сознании и	4	3
588	для построения	2	3
589	героя в	7	3
590	как таковой	2	3
591	слово в	10	3
592	быть это	2	3
593	что говорит	2	3
594	здесь нет	4	3
595	чем у	2	3
596	речи и	4	3
597	жизнь в	2	3
598	дело идет	6	3
599	мы его	2	3
600	том или	2	3
601	рассказу и	2	3
602	и др	7	3
603	совершенно иное	3	3
604	он сам	5	3
605	с другими	8	3
606	бы ни	3	3
607	и самое	4	3
608	него в	5	3
609	слова как	3	3
610	героев и	4	3
611	отношению к	12	3
612	не могло	2	3
613	точек зрения	7	3
614	романа в	4	3
615	во что	2	3
616	одну и	2	3
617	быть и	2	3
618	образом как	3	3
619	души в	2	3
620	их и	2	3
621	он и	8	3
622	автор как	3	3
623	этих трех	3	3
624	то ни	3	3
625	романа как	3	3
626	же и	5	3
627	в форме	8	3
628	переходим к	4	3
629	точкой зрения	2	2
630	в книге	2	2
631	этого нового	2	2
632	во времени	3	2
633	в построении	4	2
634	или к	3	2
635	и слова	2	2
636	ему не	2	2
637	с героями	2	2
638	совершенно неправильно	2	2
639	к более	2	2
640	этот принцип	3	2
641	не хочет	3	2
642	себе как	2	2
643	на пути	2	2
644	следовательно и	3	2
645	бы оно	2	2
646	но именно	3	2
647	к идее	2	2
648	своей жизни	2	2
649	от ее	3	2
650	разобраться в	2	2
651	всего в	2	2
652	роман в	2	2
653	ведь и	4	2
654	в структуре	3	2
655	входящий в	2	2
656	только у	3	2
657	наконец он	2	2
658	сводить к	2	2
659	является для	3	2
660	находит свое	2	2
661	материал его	2	2
662	своими собственными	2	2
663	и художественного	2	2
664	для автора	4	2
665	тем или	2	2
666	они действительно	2	2
667	всего на	2	2
668	художественный образ	2	2
669	произведения не	2	2
670	роман с	2	2
671	то чем	3	2
672	отчетливо и	2	2
673	бы он	4	2
674	тон и	4	2
675	и показать	2	2
676	время не	3	2
677	но этого	2	2
678	автора в	4	2
679	в условиях	2	2
680	и со	4	2
681	между собою	5	2
682	в письме	2	2
683	по крайней	2	2
684	точке зрения	3	2
685	вообще не	2	2
686	эта форма	3	2
687	мы переходим	2	2
688	героев в	4	2
689	они даны	2	2
690	словом в	4	2
691	но у	4	2
692	п все	2	2
693	и глубоко	2	2
694	вводит в	3	2
695	романа и	3	2
696	в обычном	2	2
697	которых может	2	2
698	же что	5	2
699	благодаря чему	2	2
700	не об	2	2
701	времени отсюда	2	2
702	противоречия и	2	2
703	не между	2	2
704	друг другу	3	2
705	опоры для	2	2
706	другом случае	2	2
707	такого что	3	2
708	одного человека	2	2
709	для самого	2	2
710	не согласиться	2	2
711	следовательно что	2	2
712	крайней мере	2	2
713	поэтому он	2	2
714	не раз	2	2
715	же явления	2	2
716	не был	2	2
717	и могут	3	2
718	что из	2	2
719	есть то	3	2
720	для других	2	2
721	так ли	2	2
722	его творчество	2	2
723	ведь это	4	2
724	со своим	2	2
725	не всегда	2	2
726	героя является	2	2
727	изображения в	3	2
728	это последнее	2	2
729	узком смысле	2	2
730	как предмет	4	2
731	именно к	2	2
732	при всех	2	2
733	от нее	2	2
734	его романа	2	2
735	речь и	2	2
736	которого оно	2	2
737	и вы	2	2
738	тело и	2	2
739	как один	2	2
740	материал в	2	2
741	наконец в	4	2
742	и герой	3	2
743	имеет значение	2	2
744	мы сказали	3	2
745	автором как	2	2
746	не за	3	2
747	это слово	6	2
748	в россии	2	2
749	героя о	4	2
750	никому не	2	2
751	от них	3	2
752	бы к	2	2
753	поэтому и	4	2
754	нему и	2	2
755	и одновременно	3	2
756	все его	3	2
757	на самую	2	2
758	и всякое	3	2
759	о себе	19	2
760	он есть	6	2
761	является предметом	2	2
762	герой и	3	2
763	вследствие этого	2	2
764	каждый элемент	3	2
765	о мире	7	2
766	входят в	2	2
767	мы замечаем	2	2
768	не поддается	2	2
769	в литературе	4	2
770	про себя	2	2
771	него не	4	2
772	они ни	2	2
773	жизни не	2	2
774	толстого и	2	2
775	друг друга	4	2
776	говорит сам	2	2
777	в изображении	2	2
778	что было	6	2
779	таким же	3	2
780	оно является	2	2
781	и сами	3	2
782	а следовательно	2	2
