N	2gram	Losev_Dial	Psycholo
263	но как	3	10
264	в одной	4	10
265	и у	3	10
266	в их	2	10
267	как нельзя	3	10
268	в данном	6	10
269	должно быть	7	10
270	смысл и	2	10
271	сами по	3	10
272	ее в	3	10
273	и от	4	10
274	тому же	2	10
275	все решительно	3	10
276	вопрос о	9	9
277	тем самым	3	9
278	и следовательно	2	9
279	и ее	8	9
280	оказывается что	5	9
281	в силу	5	9
282	на основании	3	9
283	который не	2	9
284	именно это	2	9
285	мы хотим	2	9
286	и та	4	9
287	то как	5	9
288	и по	2	9
289	и наконец	2	9
290	не есть	95	9
291	во внимание	5	9
292	если же	8	9
293	оно есть	4	9
294	о чем	2	9
295	к чему	2	9
296	в виде	11	9
297	но что	11	9
298	в чем	11	9
299	по своему	2	9
300	в него	2	9
301	точно так	3	9
302	что даже	2	9
303	можно сказать	5	9
304	два плана	2	9
305	с ее	10	9
306	по его	2	9
307	в процессе	2	8
308	из того	2	8
309	что же	12	8
310	и во	3	8
311	одно и	6	8
312	как все	3	8
313	жизни с	2	8
314	в собственном	3	8
315	представление о	3	8
316	он может	2	8
317	том как	2	8
318	эти два	3	8
319	бы и	2	8
320	о нем	6	8
321	место в	2	8
322	это значит	29	8
323	только то	2	8
324	больше чем	2	8
325	по преимуществу	2	8
326	из двух	4	8
327	к нему	4	8
328	жизнь и	9	8
329	ни на	5	8
330	и вообще	7	8
331	мы совершенно	2	8
332	о ней	3	7
333	она есть	17	7
334	что здесь	3	7
335	и эти	2	7
336	бы его	2	7
337	себе не	3	7
338	от себя	5	7
339	же мы	5	7
340	одно из	8	7
341	от этого	5	7
342	они не	3	7
343	ни одного	2	7
344	если это	2	7
345	должны быть	7	7
346	связи с	3	7
347	того или	6	7
348	себя и	3	7
349	нас в	3	7
350	что такое	25	7
351	все что	3	7
352	если он	2	7
353	же в	2	7
354	она в	3	7
355	а как	2	7
356	и при	4	7
357	есть нечто	26	7
358	в особенности	9	7
359	со всеми	2	7
360	в течение	4	7
361	к этой	2	7
362	не существует	10	7
363	совпадает с	2	7
364	чувство и	2	7
365	нисколько не	4	6
366	то мы	3	6
367	людей и	2	6
368	а только	2	6
369	и без	4	6
370	за пределы	3	6
371	того и	2	6
372	из самых	3	6
373	тем не	10	6
374	иное как	6	6
375	как не	4	6
376	что иное	6	6
377	в себя	4	6
378	есть по	2	6
379	оно не	7	6
380	у меня	2	6
381	без всякого	2	6
382	она должна	3	6
383	не потому	2	6
384	не что	6	6
385	или же	3	6
386	после этого	2	6
387	ничем не	7	6
388	и ни	3	6
389	она была	3	6
390	тех пор	3	6
391	так в	2	6
392	да и	4	6
393	или иного	3	6
394	то и	5	6
395	независимо от	3	6
396	значит что	29	6
397	всех этих	3	6
398	из нее	2	6
399	сама по	11	6
400	никто не	4	6
401	что есть	6	6
402	что я	3	6
403	уже не	9	6
404	заметить что	2	6
405	только как	7	6
406	говорить о	13	6
407	только одно	4	6
408	еще и	2	5
409	в область	2	5
410	нет никакой	7	5
411	не имеют	2	5
412	человека и	2	5
413	нас к	2	5
414	легко заметить	2	5
415	все равно	5	5
416	в один	2	5
417	знает что	2	5
418	надо было	4	5
419	но так	2	5
420	лучшем случае	2	5
421	она и	3	5
422	и она	4	5
423	и чтобы	2	5
424	смысла и	3	5
425	то в	5	5
426	идет речь	4	5
427	а я	3	5
428	бы это	3	5
429	и часто	3	5
430	и является	2	5
431	ее от	2	5
432	все остальное	4	5
433	но они	3	5
434	но даже	4	5
435	я говорю	2	5
436	не мог	3	5
437	учения о	2	5
438	в другой	2	5
439	имеет никакого	3	5
440	таком случае	11	5
441	не знает	4	5
442	бы то	3	5
443	чем в	2	5
444	вот как	2	5
445	он дает	2	5
446	или не	10	5
447	его не	3	5
448	нет никакого	10	5
449	для такого	2	5
450	одна и	3	5
451	именно как	3	5
452	это будет	6	5
453	мы находим	5	5
454	зависит от	4	5
455	можно ли	6	5
456	и больше	5	5
457	хотя и	9	5
458	но она	4	5
459	себя в	3	5
460	дело не	2	5
461	в последнее	2	5
462	то или	4	5
463	но еще	2	5
464	не значит	5	5
465	нет ни	5	5
466	только о	4	5
467	есть все	2	5
468	нет и	5	5
469	а то	2	5
470	в смысле	4	5
471	в лучшем	2	5
472	однако не	2	5
473	так чтобы	4	5
474	и тогда	6	5
475	отношения к	4	5
476	быть не	3	5
477	ее и	2	4
478	вплоть до	2	4
479	этой жизни	2	4
480	и формы	2	4
481	из ее	3	4
482	также и	6	4
483	от своего	2	4
484	говорил что	2	4
485	может и	3	4
486	к другому	2	4
487	то о	2	4
488	и вне	3	4
489	вот это	3	4
490	в истории	7	4
491	в первом	2	4
492	не имеем	3	4
493	утверждают что	3	4
494	себе а	2	4
495	так то	5	4
496	не на	7	4
497	если оно	4	4
498	себе что	2	4
499	или как	3	4
500	все еще	2	4
501	такое понимание	2	4
502	строго говоря	2	4
503	эти две	5	4
504	из себя	3	4
505	это так	2	4
506	мы говорим	4	4
507	если не	3	4
508	по смыслу	2	4
509	находится в	2	4
510	говорят что	3	4
511	или иное	4	4
512	это же	3	4
513	если только	5	4
514	и всякий	4	4
515	в каких	2	4
516	он исходит	2	4
517	и говорить	3	4
518	но для	3	4
519	я думаю	2	4
520	в это	4	4
521	есть основа	2	4
522	говоря о	3	4
523	и где	2	4
524	его от	2	4
525	только он	2	4
526	от этих	2	4
527	только потому	4	4
528	в свете	3	4
529	почему же	3	4
530	не имея	2	4
531	с которой	2	4
532	себя как	3	4
533	здесь не	2	4
534	может не	4	4
535	с ними	3	4
536	вот почему	3	4
537	и смерти	2	4
538	в связи	3	4
539	если взять	2	4
540	своим собственным	3	4
541	одной из	3	4
542	т е	72	4
543	как например	2	4
544	если она	4	4
545	в противоположность	3	4
546	мы только	3	4
547	от одного	2	4
548	при всем	5	4
549	в мире	2	4
550	стало быть	23	4
551	а когда	2	4
552	если вы	5	4
553	не могу	2	4
554	мог бы	2	4
555	есть конечно	3	4
556	можно назвать	3	4
557	в некоторых	3	4
558	природы и	4	4
559	же время	5	4
560	ничего общего	2	4
561	в слове	3	4
562	не о	6	3
563	существу своему	2	3
564	ни о	8	3
565	как же	9	3
566	его на	3	3
567	но ведь	2	3
568	скажем что	2	3
569	сам не	2	3
570	для себя	2	3
571	состоит из	2	3
572	и тут	5	3
573	это понятие	3	3
574	как результат	2	3
575	что тут	8	3
576	что можно	2	3
577	как именно	2	3
578	всем этом	2	3
579	иметь в	3	3
580	по одному	3	3
581	как нечто	2	3
582	уже и	3	3
583	что нужно	2	3
584	мы начинаем	3	3
585	и какая	2	3
586	говорил о	2	3
587	на котором	2	3
588	бы быть	2	3
589	его как	6	3
590	всего этого	2	3
591	и нет	9	3
592	нем нет	3	3
593	никогда нельзя	3	3
594	которая не	2	3
595	если я	2	3
596	и ничего	5	3
597	на первый	4	3
598	кроме того	8	3
599	превращается в	6	3
600	ни к	3	3
601	чаще всего	3	3
602	быть только	2	3
603	мы всегда	2	3
604	или на	2	3
605	очень много	3	3
606	мы еще	2	3
607	ни один	2	3
608	только одна	3	3
609	вещей и	6	3
610	ней не	2	3
611	личности и	15	3
612	из чего	2	3
613	чувстве и	2	3
614	меня в	2	3
615	на что	2	3
616	все в	3	3
617	мы и	4	3
618	где есть	2	3
619	что их	2	3
620	и прежде	6	3
621	и об	2	3
622	для меня	2	3
623	понятие о	2	3
624	как таковое	5	3
625	даже не	8	3
626	как таковой	6	3
627	слово в	2	3
628	чтобы это	2	3
629	мере в	3	3
630	в разных	2	3
631	не больше	4	3
632	что нет	5	3
633	во-первых это	2	3
634	жизнь в	2	3
635	в точном	2	3
636	равно как	2	3
637	если так	3	3
638	нет ничего	14	3
639	быть может	3	3
640	чего не	7	3
641	быть в	4	3
642	действительно не	2	3
643	на них	2	3
644	есть еще	4	3
645	тем более	5	3
646	было в	2	3
647	и я	3	3
648	случае не	4	3
649	и можно	5	3
650	только мы	3	3
651	души и	3	3
652	на словах	2	3
653	в этот	3	3
654	как я	2	3
655	от самого	3	3
656	это конечно	2	3
657	первый план	4	3
658	которое не	2	3
659	на нем	3	3
660	во что	5	3
661	или иначе	2	3
662	быть и	7	3
663	форма и	3	3
664	он и	3	3
665	но когда	2	3
666	как таковая	5	3
667	же самый	2	3
668	то ни	4	3
669	имеем дело	2	3
670	в одинаковой	3	3
671	же и	2	3
672	пока мы	2	3
673	последнее время	2	3
674	от его	2	2
675	другими словами	8	2
676	основано на	2	2
677	с другим	2	2
678	очень мало	2	2
679	или к	2	2
680	что уже	3	2
681	или нет	8	2
682	не меньше	2	2
683	что бы	2	2
684	если его	2	2
685	о характере	2	2
686	он будет	3	2
687	следовательно и	2	2
688	к ее	2	2
689	мимо цели	2	2
690	не надо	3	2
691	это как	3	2
692	всего в	2	2
693	ведь и	3	2
694	от всякого	5	2
695	каком случае	2	2
696	если угодно	4	2
697	а если	5	2
698	по законам	2	2
699	однако что	2	2
700	а самое	2	2
701	и всякого	2	2
702	в данный	2	2
703	в вопросе	2	2
704	сюда же	2	2
705	тем или	3	2
706	говорят о	2	2
707	как таковую	3	2
708	хорошо но	2	2
709	тех же	2	2
710	и времени	2	2
711	я уже	9	2
712	можно только	5	2
713	лежащее в	2	2
714	искусство с	2	2
715	только к	3	2
716	фактов и	3	2
717	вне всякого	2	2
718	отца и	2	2
719	иной раз	3	2
720	оно совершенно	2	2
721	вовсе нет	2	2
722	д и	8	2
723	же тогда	2	2
724	с первым	2	2
725	в условиях	2	2
726	между собою	3	2
727	понимать как	4	2
728	по крайней	10	2
729	раз на	2	2
730	в сферу	4	2
731	от поэзии	2	2
732	вообще не	3	2
733	или иных	2	2
734	не вполне	2	2
735	есть уже	2	2
736	и сводится	3	2
737	ни от	6	2
738	даже о	2	2
739	и делает	2	2
740	и жизни	8	2
741	на ту	2	2
742	всякого другого	6	2
743	но его	3	2
744	и становится	2	2
745	на другую	5	2
746	она еще	2	2
747	чтобы не	4	2
748	никакого отношения	5	2
749	или иной	4	2
750	когда же	2	2
751	что мне	2	2
752	он просто	4	2
753	крайней мере	10	2
754	сказали что	3	2
755	частей то	2	2
756	есть ли	8	2
757	осуществляется в	2	2
758	оба они	2	2
759	понятия и	2	2
760	которая имеет	2	2
761	есть то	9	2
762	во всякой	2	2
763	ведь это	2	2
764	не от	2	2
765	тут же	3	2
766	не видим	2	2
767	не всегда	3	2
768	в науке	3	2
769	но то	3	2
770	и события	3	2
771	от нее	3	2
772	к природе	3	2
773	даже и	9	2
774	я говорил	2	2
775	только от	2	2
776	грань между	2	2
777	тело и	5	2
778	тела и	3	2
779	всегда и	4	2
780	идеи и	2	2
781	всегда есть	5	2
782	воли и	2	2
783	той или	3	2
784	не приходится	2	2
785	тех или	6	2
786	есть просто	7	2
787	есть именно	6	2
788	я хочу	2	2
789	бы к	2	2
790	на свете	8	2
791	что должно	2	2
792	этом вопросе	2	2
793	предмета с	2	2
794	думают что	3	2
795	все его	2	2
796	знали что	3	2
797	и всякое	2	2
798	о себе	2	2
799	он есть	7	2
800	как о	6	2
801	а для	2	2
802	ничто не	2	2
803	она конечно	2	2
804	их не	3	2
805	что существуют	2	2
806	одинаковой мере	4	2
807	в сфере	3	2
808	как с	2	2
809	не зависит	3	2
810	того кто	4	2
811	есть всегда	9	2
812	тут не	4	2
813	допустим что	16	2
814	друг друга	3	2
815	в разные	2	2
816	и эстетика	2	2
817	не говорит	6	2
818	данный момент	2	2
819	исходят из	2	2
820	что было	2	2
821	так или	2	2
822	вопросе о	2	2
823	охватывает и	2	2
824	и значит	3	2
825	чем же	3	2
826	учение о	11	2
827	и сами	2	2
