N	2gram	Bakhtin_Fr	StatiiOP
261	мировой литературе	3	5
262	это был	2	5
263	конечно не	5	5
264	и только	2	5
265	находим в	3	4
266	начиная с	2	4
267	не могут	3	4
268	от его	4	4
269	в форме	2	4
270	в период	2	4
271	на этом	7	4
272	нисколько не	4	4
273	то есть	49	4
274	и у	7	4
275	нет ни	2	4
276	казалось бы	2	4
277	как у	2	4
278	еще в	3	4
279	в романе	15	4
280	нужно искать	2	4
281	века и	2	4
282	они не	5	4
283	которые были	2	4
284	и без	3	4
285	а потому	2	4
286	в образе	9	4
287	в поэзии	3	4
288	это место	3	4
289	мы видим	6	4
290	в связи	5	4
291	в первом	3	4
292	как мы	16	4
293	литературы и	3	4
294	эту тему	2	4
295	да и	2	4
296	очень часто	4	4
297	относится к	3	4
298	если в	3	4
299	для этого	2	4
300	за пределы	4	4
301	в эпоху	17	4
302	что по	3	4
303	есть в	5	4
304	и он	4	4
305	бы и	2	4
306	борьба с	3	4
307	в значительной	2	4
308	и тот	2	4
309	на него	2	4
310	в свете	3	4
311	никаких сомнений	2	4
312	все они	7	4
313	сцены в	2	4
314	и их	6	4
315	и другие	5	4
316	а именно	2	4
317	тому же	5	4
318	как известно	2	4
319	и речи	2	4
320	им в	3	4
321	все что	3	4
322	в ряде	4	4
323	связанные с	7	4
324	это время	2	4
325	здесь нет	4	4
326	по адресу	2	4
327	или в	3	4
328	в таком	2	4
329	в основе	6	4
330	связана с	5	4
331	в книге	2	3
332	перед нами	6	3
333	конечно в	4	3
334	в плане	5	3
335	не подлежит	2	3
336	от него	2	3
337	которой можно	2	3
338	и наконец	5	3
339	в других	2	3
340	связанных с	6	3
341	от того	3	3
342	как к	2	3
343	не хочет	3	3
344	тогда когда	3	3
345	и других	2	3
346	он должен	2	3
347	но именно	2	3
348	в одно	2	3
349	к своему	2	3
350	и вся	2	3
351	или менее	2	3
352	на котором	2	3
353	ведь и	3	3
354	образом в	4	3
355	на том	2	3
356	заметить что	2	3
357	и как	7	3
358	так в	3	3
359	в трех	2	3
360	почти не	2	3
361	на них	2	3
362	языка но	2	3
363	здесь не	7	3
364	не будет	2	3
365	а затем	7	3
366	но эта	3	3
367	по тому	2	3
368	и самый	3	3
369	себя и	2	3
370	и ее	2	3
371	свидетельствуют о	2	3
372	том числе	6	3
373	совершенно так	2	3
374	почти все	6	3
375	бы в	5	3
376	до нас	4	3
377	все время	3	3
378	и до	3	3
379	от этого	2	3
380	больше чем	2	3
381	особенно в	4	3
382	к концу	2	3
383	бы не	2	3
384	которая не	2	3
385	эта книга	2	3
386	несколько слов	2	3
387	со всеми	6	3
388	их в	2	3
389	народа в	2	3
390	когда он	2	3
391	но на	3	3
392	он и	6	3
393	в один	2	3
394	более или	2	3
395	как его	2	3
396	не дает	2	3
397	с помощью	6	3
398	в системе	2	3
399	с полной	3	2
400	ни о	2	2
401	для всех	4	2
402	нуждается в	3	2
403	в литературе	4	2
404	это явление	2	2
405	очень важно	2	2
406	этих произведений	2	2
407	др в	2	2
408	состоит из	2	2
409	ведь это	3	2
410	тех кто	2	2
411	у них	2	2
412	и при	2	2
413	текст в	2	2
414	в какой-то	2	2
415	тем как	2	2
416	он хочет	3	2
417	и ни	3	2
418	возвышенное в	2	2
419	отличие от	3	2
420	ссылается на	2	2
421	выражения как	2	2
422	по своему	5	2
423	мы видели	11	2
424	и этот	2	2
425	для этой	2	2
426	нам в	2	2
427	на этой	3	2
428	о мире	2	2
429	и она	3	2
430	вступают в	2	2
431	времени в	2	2
432	которая в	2	2
433	ту же	3	2
434	говорит и	2	2
435	права на	2	2
436	он его	3	2
437	жизнь и	5	2
438	в эти	2	2
439	для них	2	2
440	в разных	2	2
441	и этим	2	2
442	числе и	3	2
443	было в	2	2
444	одновременно и	4	2
445	из самых	3	2
446	и они	2	2
447	тот же	4	2
448	и от	6	2
449	никак не	3	2
450	тут же	2	2
451	бы он	2	2
452	у всех	2	2
453	то он	2	2
454	так сказать	2	2
455	и эта	2	2
456	их с	4	2
457	по преимуществу	2	2
458	поэтому и	8	2
459	из своих	2	2
460	с ее	7	2
461	втором случае	3	2
462	взглянуть на	2	2
463	всех трех	2	2
464	пути к	2	2
465	превращается в	5	2
466	и вот	4	2
467	жизни в	3	2
468	он по	2	2
469	традиции но	2	2
470	где он	2	2
471	между собою	6	2
472	этот образ	5	2
473	чем не	3	2
474	второй половины	3	2
475	в известной	5	2
476	в пределах	2	2
477	в отличие	3	2
478	а за	2	2
479	не случайно	3	2
480	далеко не	6	2
481	него не	2	2
482	он может	2	2
483	с жизнью	4	2
484	о своей	2	2
485	к одной	2	2
486	своей жизни	2	2
487	стороны в	3	2
488	на нем	2	2
489	зрения на	5	2
490	во франции	6	2
491	но там	2	2
492	соответствии с	2	2
493	роль в	5	2
494	здесь только	5	2
495	только о	2	2
496	но этот	5	2
497	именно на	3	2
498	же самое	3	2
499	чем же	5	2
500	связанное с	2	2
501	представлением о	2	2
502	на все	4	2
503	исторического процесса	2	2
504	первой части	4	2
