N	2gram	Potebnia_M	Istorich
330	и наоборот	10	8
331	независимо от	15	8
332	с другими	3	8
333	можно бы	6	8
334	не с	2	8
335	на самом	2	7
336	не противоречит	3	7
337	и о	3	7
338	с самого	5	7
339	а только	8	7
340	однако в	4	7
341	не то	3	7
342	того чтобы	4	7
343	под влиянием	10	7
344	если в	3	7
345	себе и	2	7
346	связь между	2	7
347	о которых	5	7
348	есть не	7	7
349	когда мы	4	7
350	тому что	4	7
351	как она	3	7
352	одного из	3	7
353	что ни	2	7
354	в начале	2	7
355	где он	2	7
356	в какой	2	7
357	что я	2	7
358	того же	13	7
359	если мы	5	7
360	ключ к	2	7
361	всяком случае	7	7
362	по его	7	7
363	как на	5	7
364	между тем	7	7
365	и при	6	7
366	в эту	2	7
367	те же	4	7
368	этого слова	5	7
369	уже и	2	7
370	во многих	5	7
371	эти формы	2	7
372	то он	2	7
373	думать что	6	7
374	не есть	13	7
375	самом деле	2	7
376	по которому	2	7
377	образом в	5	7
378	что оно	5	7
379	не столько	3	7
380	не по	4	7
381	для него	13	7
382	именно так	2	6
383	для того	8	6
384	нам кажется	2	6
385	нет ничего	2	6
386	себе не	3	6
387	же что	2	6
388	были бы	4	6
389	не потому	2	6
390	ничем не	2	6
391	дело с	2	6
392	этой точки	2	6
393	между ними	2	6
394	но дело	2	6
395	от которого	2	6
396	что все	4	6
397	и уже	6	6
398	от себя	2	6
399	самого начала	5	6
400	той же	3	6
401	заметить что	7	6
402	не могла	2	6
403	из которого	3	6
404	до того	2	6
405	то в	6	6
406	что как	4	6
407	не на	3	6
408	или как	2	6
409	но тем	6	6
410	но что	2	6
411	видеть в	3	6
412	из всего	2	6
413	его от	2	6
414	мог бы	5	6
415	только по	5	6
416	только о	2	6
417	и тогда	2	6
418	что по	3	6
419	оно может	2	6
420	все его	2	6
421	отношения к	2	6
422	в каком	7	5
423	уже с	2	5
424	видит в	2	5
425	только как	5	5
426	никак не	3	5
427	или не	3	5
428	бы быть	7	5
429	это было	3	5
430	только для	7	5
431	в своих	4	5
432	из себя	6	5
433	животных и	2	5
434	друг другу	4	5
435	по своей	2	5
436	что из	2	5
437	в одно	5	5
438	говорит он	4	5
439	для них	2	5
440	что если	7	5
441	но при	3	5
442	хотя в	3	5
443	бы в	6	5
444	с ее	2	5
445	ее с	2	5
446	в самых	2	5
447	мы легко	2	5
448	их и	2	5
449	о котором	4	5
450	несмотря на	5	5
451	мы в	2	5
452	что во	4	5
453	указывают на	3	5
454	она может	3	5
455	но даже	2	5
456	в виду	2	5
457	от своего	2	5
458	в один	2	5
459	не могло	3	5
460	переходит в	2	5
461	в нашей	2	5
462	д и	2	5
463	еще более	2	5
464	оно не	4	5
465	них не	3	5
466	во все	2	5
467	ясно и	2	5
468	одним словом	5	5
469	на все	5	5
470	и может	5	5
471	могла бы	5	5
472	которые не	5	5
473	в таком	7	5
474	нами в	2	5
475	есть явление	5	4
476	к этим	2	4
477	связанное с	3	4
478	нисколько не	2	4
479	и во	6	4
480	из одного	3	4
481	и вообще	5	4
482	тем более	2	4
483	все они	3	4
484	находятся в	3	4
485	быть только	7	4
486	ни с	2	4
487	о происхождении	8	4
488	столь же	6	4
489	такую же	2	4
490	себя и	3	4
491	чем в	2	4
492	заключить что	3	4
493	одном из	3	4
494	происходит с	2	4
495	в разных	2	4
496	тела и	2	4
497	в народе	2	4
498	не от	4	4
499	близки к	2	4
500	в животном	4	4
501	что касается	2	4
502	что есть	3	4
503	сами по	8	4
504	если же	5	4
505	слова в	7	4
506	не существует	2	4
507	прибавить что	2	4
508	в человеческом	3	4
509	очевидно что	5	4
510	для нее	4	4
511	человека и	2	4
512	или нет	3	4
513	на друга	2	4
514	а его	3	4
515	могло бы	4	4
516	искать в	3	4
517	только из	3	4
518	и должно	2	4
519	мысль о	8	4
520	как не	4	4
521	вместе со	3	4
522	нас в	2	4
523	вытекает из	3	4
524	что например	5	4
525	с точки	4	4
526	в стороне	5	4
527	от нее	6	4
528	все в	2	4
529	а так	4	4
530	многих других	2	4
531	в действительности	6	4
532	когда в	3	4
533	о его	2	4
534	человеком и	4	4
535	дело в	3	4
536	только то	3	4
537	не сразу	2	4
538	и которые	3	4
539	друг на	2	4
540	не один	2	4
541	есть в	4	4
542	в самом	5	4
543	перейти к	3	4
544	того кто	2	4
545	но на	3	4
546	к их	2	4
547	известных нам	3	4
548	бы что	2	4
549	быть не	7	4
550	что именно	2	4
551	и поэтому	2	3
552	на основании	3	3
553	относятся к	2	3
554	от нас	3	3
555	в такой	2	3
556	где оно	2	3
557	только при	3	3
558	не могли	2	3
559	представить себе	3	3
560	нельзя сказать	2	3
561	только один	3	3
562	так сказать	5	3
563	при таком	5	3
564	переход от	2	3
565	и весь	3	3
566	не непосредственно	2	3
567	к одной	3	3
568	разница в	2	3
569	духа и	8	3
570	вряд ли	2	3
571	эта мысль	3	3
572	чтобы не	3	3
573	оно и	4	3
574	я могу	2	3
575	не дают	2	3
576	нее как	2	3
577	сравнительно с	5	3
578	когда уже	3	3
579	том смысле	7	3
580	была бы	3	3
581	в другую	2	3
582	и другая	2	3
583	как эти	2	3
584	чего не	3	3
585	мы находим	3	3
586	с теми	2	3
587	что даже	2	3
588	бы то	2	3
589	все то	2	3
590	как оно	2	3
591	в противоположность	2	3
592	должно быть	9	3
593	из нее	2	3
594	которые могут	5	3
595	ни было	4	3
596	можно заметить	5	3
597	и животным	2	3
598	к другому	2	3
599	нет но	4	3
600	тем же	4	3
601	из того	3	3
602	начиная с	2	3
603	доказать что	2	3
604	в формах	3	3
605	могли бы	4	3
606	что можно	3	3
607	только тем	2	3
608	то ни	3	3
609	несомненно что	2	3
610	вопросом о	2	3
611	нам и	2	3
612	по всей	2	3
613	между человеком	3	3
614	можно считать	2	3
615	в языке	36	3
616	на природу	3	3
617	жизни народа	2	3
618	только не	2	3
619	внимание на	3	3
620	та что	2	3
621	при котором	3	3
622	к таким	2	3
623	бы с	2	3
624	души в	2	3
625	не раньше	2	3
626	мы постараемся	2	3
627	для всех	6	3
628	их к	2	3
629	его мнению	4	3
630	тем как	3	3
631	в обратном	2	3
632	видно из	3	3
633	даже и	4	3
634	что так	2	3
635	нам по	3	3
636	он представляется	2	3
637	и той	4	3
638	бы не	11	3
639	и вполне	2	3
640	а от	2	3
641	само по	6	3
642	приближается к	2	3
643	язык и	6	3
644	есть следствие	2	3
645	тех пор	2	3
646	как кажется	6	3
647	по направлению	2	2
648	не были	2	2
649	мы бы	3	2
650	а и	5	2
651	в полном	2	2
652	например что	3	2
653	все более	3	2
654	в каждом	6	2
655	нас на	2	2
656	все наше	2	2
657	действительно есть	2	2
658	к ее	2	2
659	что заставляет	2	2
660	свою очередь	8	2
661	друг от	3	2
662	одного лица	2	2
663	представлений в	3	2
664	стремление к	3	2
665	бы для	2	2
666	не имел	2	2
667	и дух	4	2
668	значение и	4	2
669	вопрос об	3	2
670	как причина	2	2
671	лишь в	2	2
672	как при	2	2
673	с другим	3	2
674	что одно	2	2
675	к нам	3	2
676	есть уже	4	2
677	по которым	2	2
678	или если	3	2
679	многих случаях	2	2
680	в нашем	2	2
681	его самого	2	2
682	эти явления	3	2
683	слова а	3	2
684	посредником между	2	2
685	доходят до	2	2
686	не зная	3	2
687	т п	6	2
688	одной и	4	2
689	друга и	2	2
690	помнить что	6	2
691	не находит	2	2
692	что к	2	2
693	говорит следующее	2	2
694	на звук	2	2
695	на себе	3	2
696	не создает	2	2
697	это будет	5	2
698	именно что	2	2
699	на мысль	3	2
700	в сущности	2	2
701	то оно	3	2
702	во-первых в	3	2
703	есть вместе	3	2
704	все остальные	9	2
705	самого себя	4	2
706	оно имеет	2	2
707	как например	4	2
708	этого существа	2	2
709	же с	8	2
710	с каким	2	2
711	что человек	6	2
712	сама по	4	2
713	начнем с	4	2
714	человек может	2	2
715	воспоминание о	3	2
716	в мире	3	2
717	нам остается	2	2
718	не из	3	2
719	природу и	2	2
720	человек не	2	2
721	перестает быть	3	2
722	на следующее	3	2
723	он есть	3	2
724	взгляд на	2	2
725	без участия	2	2
726	к одному	3	2
727	предмет и	2	2
728	и следовательно	4	2
729	что дело	2	2
730	явлений в	3	2
731	к другим	3	2
732	и кто	2	2
733	таком случае	4	2
734	что нельзя	2	2
735	то она	3	2
736	общего с	3	2
737	ли в	2	2
738	теперь уже	2	2
739	этом не	2	2
740	быть названо	5	2
741	которой мы	3	2
742	за тем	2	2
743	например мы	2	2
744	виду что	2	2
745	отсюда вытекает	2	2
746	которые мы	7	2
747	но во-первых	2	2
748	этой цели	3	2
749	мысль что	6	2
750	предмета и	3	2
751	в самой	5	2
752	от друга	3	2
753	к новому	2	2
754	этого развития	2	2
755	полагает что	3	2
756	она могла	2	2
757	выйти из	2	2
758	выражается в	2	2
759	сам по	5	2
760	не более	4	2
761	не следует	6	2
762	в развитии	2	2
763	в последнем	2	2
764	в пути	2	2
765	которых мы	3	2
766	изменение в	2	2
767	что для	5	2
768	есть нечто	7	2
769	между этими	2	2
770	нужно было	3	2
771	только потому	4	2
772	такого же	2	2
773	одно целое	3	2
774	и вопрос	3	2
775	место в	3	2
776	которых и	2	2
777	как вообще	3	2
778	что с	3	2
779	что вообще	2	2
780	не исчерпывается	2	2
781	себе представить	8	2
782	образом что	2	2
783	с которыми	3	2
784	природы но	3	2
785	в сознании	8	2
786	по мнению	4	2
787	от другого	3	2
788	говоря что	2	2
789	остается только	6	2
790	ничего общего	3	2
791	от одного	2	2
792	и мертвых	2	2
793	не должно	2	2
794	одно время	3	2
795	что сам	3	2
796	не для	2	2
797	служит для	2	2
798	бы ни	8	2
799	например если	3	2
800	они с	2	2
