N	2gram	Bakhtin_Fr	Analitik
389	этой роли	2	2
390	что это	9	2
391	во многих	2	2
392	там и	3	2
393	не будем	2	2
394	в отрыве	2	2
395	время в	3	2
396	однако ж	2	2
397	а на	4	2
398	всех сторон	2	2
399	оно ни	3	2
400	в глаза	2	2
401	значение в	2	2
402	именно здесь	2	2
403	на первый	2	2
404	та же	7	2
405	целого и	2	2
406	и вот	3	2
407	да еще	3	2
408	с одним	2	2
409	но без	2	2
410	у нас	4	2
411	со всеми	4	2
412	существенное значение	3	2
413	в течение	2	2
414	от всех	3	2
415	но они	3	2
416	сих пор	3	2
417	том и	2	2
418	только его	2	2
419	со всех	3	2
420	не имеет	4	2
421	связаны с	7	2
422	в дальнейшем	3	2
423	раз в	2	2
424	это была	4	2
425	он может	3	2
426	с мотивом	2	2
427	их в	5	2
428	еще более	4	2
429	и мира	2	2
430	лица и	3	2
431	однако они	2	2
432	и стал	2	2
433	что между	2	2
434	было и	2	2
435	учение о	2	2
436	которой он	2	2
437	то ли	2	2
438	жизнью и	2	2
439	не просто	3	2
440	места для	2	2
441	в форме	6	2
442	как его	2	2
443	у меня	2	2
444	до сих	3	2
445	отрыве от	2	2
446	себе самом	2	2
447	в системе	2	2
