N	2gram	Potebnia_M	FransuaR
266	но на	2	9
267	отношения к	2	9
268	от него	2	8
269	с этой	2	8
270	следовательно и	2	8
271	так что	14	8
272	людей и	2	8
273	с тем	9	8
274	от этого	2	8
275	и без	9	8
276	языка и	5	8
277	если бы	20	8
278	после того	2	8
279	но эта	3	8
280	в это	2	8
281	по поводу	8	8
282	на одном	2	8
283	перестает быть	5	8
284	одном из	4	8
285	и при	5	8
286	более или	6	8
287	или менее	6	8
288	не менее	9	8
289	он как	2	8
290	как о	3	8
291	человека с	2	8
292	то время	7	8
293	связанное с	3	7
294	а как	2	7
295	и та	5	7
296	как нечто	3	7
297	никак не	3	7
298	не как	3	7
299	искусства и	3	7
300	что у	4	7
301	в свою	6	7
302	тому как	6	7
303	есть только	9	7
304	его не	2	7
305	по этому	2	7
306	в виде	3	7
307	во всяком	4	7
308	к ним	3	7
309	подобно тому	3	7
310	в таком	6	7
311	в состоянии	5	7
312	том как	3	7
313	был бы	2	7
314	несколько слов	2	7
315	на него	3	7
316	думать что	6	7
317	и если	4	7
318	от них	4	7
319	эта связь	2	7
320	в различных	2	7
321	нет ничего	2	7
322	связанная с	3	7
323	что по	4	7
324	нет и	2	7
325	же и	3	7
326	в нее	5	6
327	свою очередь	6	6
328	в искусстве	6	6
329	и тот	5	6
330	нет ни	2	6
331	как у	2	6
332	он может	2	6
333	вряд ли	4	6
334	входит в	3	6
335	что эта	3	6
336	не дает	2	6
337	ее в	2	6
338	лица и	3	6
339	во времена	2	6
340	могут быть	6	6
341	было в	6	6
342	что она	4	6
343	котором мы	2	6
344	к его	2	6
345	и мысли	2	6
346	во времени	2	6
347	и следовательно	3	6
348	его на	3	6
349	друг друга	6	6
350	в новом	2	6
351	в один	4	6
352	между прочим	5	6
353	до того	5	6
354	этого слова	14	6
355	дает нам	3	6
356	судить о	2	6
357	можно только	3	6
358	хотя бы	3	6
359	и слово	6	6
360	в языке	19	6
361	от того	10	6
362	то он	2	6
363	с таким	3	6
364	мысль и	2	6
365	как она	2	6
366	находится в	5	6
367	тем же	6	6
368	от всего	4	6
369	во многом	3	6
370	себе в	2	6
371	видно что	4	6
372	не столько	2	6
373	происходит в	2	6
374	языков и	2	6
375	говорить о	6	6
376	таким же	2	6
377	убеждение в	2	5
378	тем самым	11	5
379	и человеческой	2	5
380	тогда когда	20	5
381	к своему	3	5
382	но мы	3	5
383	к самому	2	5
384	быть только	5	5
385	притом не	2	5
386	в первом	5	5
387	должна быть	2	5
388	первом случае	2	5
389	тем более	9	5
390	но только	3	5
391	в другой	3	5
392	что мы	16	5
393	из него	4	5
394	чем в	2	5
395	ему не	2	5
396	в человеке	4	5
397	есть не	9	5
398	проявляется в	2	5
399	в произведении	4	5
400	с другими	9	5
401	сливается с	2	5
402	с нею	5	5
403	совсем не	2	5
404	что слово	13	5
405	как например	2	5
406	должно быть	9	5
407	словом и	6	5
408	ко всем	5	5
409	и самое	3	5
410	должен был	2	5
411	одного и	2	5
412	ни было	2	5
413	его за	2	5
414	слова в	7	5
415	если мы	2	5
416	бы и	4	5
417	всяком случае	3	5
418	он сам	2	5
419	и только	5	5
420	же самое	3	5
421	в слове	41	5
422	бы не	6	5
423	от его	2	5
424	и сама	2	5
425	но даже	3	5
426	было связано	2	5
427	не могла	2	5
428	себя и	4	5
429	входят в	3	5
430	тут же	2	5
431	во многих	3	5
432	в собственном	3	5
433	но уже	2	5
434	из одного	3	5
435	и из	2	5
436	в ряду	7	5
437	все в	3	5
438	настоящего времени	3	5
439	но самое	2	5
440	слово в	6	5
441	мы в	3	5
442	независимо от	10	5
443	человека в	2	5
444	не к	4	5
445	на то	6	5
446	с одним	3	5
447	ему в	2	5
448	как ее	2	4
449	в каждом	6	4
450	он должен	2	4
451	ни о	3	4
452	действительности и	3	4
453	что этот	2	4
454	такое же	5	4
455	нельзя сказать	5	4
456	ее не	4	4
457	этих слов	2	4
458	оно ни	2	4
459	ее от	2	4
460	но если	2	4
461	эти последние	3	4
462	что только	7	4
463	на которой	4	4
464	до него	2	4
465	кажется что	3	4
466	друг другу	2	4
467	образ в	2	4
468	говоря о	5	4
469	одной и	6	4
470	представляется нам	2	4
471	них в	2	4
472	что эти	3	4
473	есть именно	2	4
474	на это	4	4
475	что человек	4	4
476	заключается в	2	4
477	слово это	2	4
478	со своим	2	4
479	связь между	6	4
480	и притом	3	4
481	и слова	4	4
482	что уже	2	4
483	что даже	5	4
484	заметить что	7	4
485	строгом смысле	2	4
486	который в	2	4
487	одно и	7	4
488	его жизни	2	4
489	или же	8	4
490	оно не	7	4
491	духа в	2	4
492	что между	2	4
493	только не	5	4
494	внимание на	2	4
495	что я	5	4
496	них не	4	4
497	один и	2	4
498	у меня	2	4
499	без всякого	2	4
500	можно видеть	6	4
501	в действительности	7	4
502	если в	2	4
503	есть нечто	6	4
504	и тем	8	4
505	когда в	2	4
506	со всех	3	4
507	и той	4	4
508	в словах	3	4
509	образ и	6	4
510	бы ни	6	4
511	всех сторон	3	4
512	к ней	7	4
513	единство и	2	4
514	и вполне	2	4
515	каждый раз	3	4
516	не могло	3	4
517	и значение	2	4
518	в смысле	4	4
519	время и	2	4
520	по себе	26	4
521	влияния на	2	4
522	собственном смысле	2	4
523	явления и	2	4
524	в каком	8	3
525	в свой	2	3
526	при всей	2	3
527	в речи	4	3
528	должно было	2	3
529	это определение	2	3
530	бы оно	2	3
531	это только	2	3
532	друг от	2	3
533	относятся к	2	3
534	и силы	2	3
535	смысле этого	9	3
536	образа как	4	3
537	она не	4	3
538	перехода от	3	3
539	сказать и	2	3
540	и другим	2	3
541	вопрос об	2	3
542	на нее	2	3
543	в систему	2	3
544	и получает	2	3
545	которая не	2	3
546	известно что	4	3
547	в наших	2	3
548	к одной	4	3
549	мы говорим	2	3
550	которое в	2	3
551	от друга	2	3
552	и того	2	3
553	и после	2	3
554	это слово	6	3
555	в каждой	4	3
556	указывает на	8	3
557	не потому	2	3
558	со стороны	4	3
559	не всегда	5	3
560	в одно	8	3
561	в буквальном	2	3
562	ко второму	2	3
563	тому что	6	3
564	к первому	2	3
565	и другая	2	3
566	не знаем	5	3
567	равно как	2	3
568	общие черты	2	3
569	в поэзии	4	3
570	на другой	2	3
571	есть еще	4	3
572	эти слова	2	3
573	бы то	2	3
574	от земли	2	3
575	есть то	3	3
576	они могут	2	3
577	такие же	2	3
578	из нее	2	3
579	в разной	2	3
580	ее с	2	3
581	что его	3	3
582	остаются в	2	3
583	время как	3	3
584	явлений и	3	3
585	не существует	5	3
586	не из	4	3
587	человек не	4	3
588	все признаки	2	3
589	к одному	7	3
590	слова но	3	3
591	в живой	3	3
592	из того	2	3
593	в силу	7	3
594	как форма	2	3
595	или с	2	3
596	от своего	2	3
597	а с	4	3
598	и огня	2	3
599	а потому	8	3
600	выражения как	2	3
601	не будет	4	3
602	между двумя	5	3
603	слово и	4	3
604	за ним	4	3
605	или на	2	3
606	том чтобы	4	3
607	со своей	2	3
608	и хотя	3	3
609	все свои	2	3
610	все более	2	3
611	связь и	2	3
612	этом смысле	2	3
613	таким путем	2	3
614	в глаза	2	3
615	в последнем	4	3
616	но есть	3	3
617	что именно	5	3
618	может стать	3	3
619	тем как	4	3
620	именно эти	2	3
621	с которой	2	3
622	что с	2	3
623	и может	4	3
624	касается до	2	3
625	признать что	2	3
626	и мы	3	3
627	могла бы	2	3
628	образ как	4	3
629	слов об	2	3
630	то это	9	3
631	и тогда	4	3
632	себе все	2	3
633	не есть	24	3
634	сложное и	2	3
635	языке и	4	3
636	природы и	2	3
637	образа и	6	3
638	есть для	7	3
639	и сами	2	3
640	находятся в	3	2
641	при помощи	2	2
642	о человеке	5	2
643	мы должны	6	2
644	а и	5	2
645	предполагает что	4	2
646	бы мы	2	2
647	только под	5	2
648	ни одно	2	2
649	оно имеет	3	2
650	от нас	4	2
651	время когда	3	2
652	только тогда	13	2
653	человеческой мысли	3	2
654	развития в	2	2
655	а только	7	2
656	что одна	2	2
657	для развития	3	2
658	по тому	7	2
659	уже более	2	2
660	только один	3	2
661	о необходимости	2	2
662	нечто вроде	2	2
663	человека а	2	2
664	его с	3	2
665	бы быть	3	2
666	деле в	2	2
667	не имели	2	2
668	по мере	12	2
669	переход от	3	2
670	и я	3	2
671	слове и	6	2
672	сказать несколько	2	2
673	таких же	2	2
674	чем больше	3	2
675	формы в	3	2
676	что такое	2	2
677	из себя	3	2
678	это так	2	2
679	если не	6	2
680	это можно	4	2
681	глядя на	2	2
682	же что	8	2
683	на стороне	2	2
684	одним и	4	2
685	значение его	2	2
686	тем и	5	2
687	вслед за	6	2
688	восприятия и	2	2
689	в отдельных	2	2
690	было сказано	2	2
691	входящих в	2	2
692	этого не	3	2
693	не принадлежит	2	2
694	на свою	2	2
695	одна и	2	2
696	на вопрос	2	2
697	человеческой жизни	3	2
698	быть может	7	2
699	к слову	3	2
700	мы его	2	2
701	в такой	2	2
702	до этого	2	2
703	хотя в	3	2
704	с общим	2	2
705	никогда еще	2	2
706	не от	3	2
707	и себя	2	2
708	что если	5	2
709	же с	7	2
710	нам кажется	7	2
711	в науке	3	2
712	в животном	3	2
713	слова с	4	2
714	человек может	2	2
715	в какой	3	2
716	что есть	3	2
717	слова при	3	2
718	еще только	2	2
719	которое не	2	2
720	или наоборот	2	2
721	почему он	2	2
722	с в	4	2
723	и такое	3	2
724	перед собою	2	2
725	и ряд	2	2
726	образом что	2	2
727	однако по	2	2
728	для человека	8	2
729	вообще и	2	2
730	и чем	3	2
731	от ее	2	2
732	что ни	3	2
733	с себя	2	2
734	то оно	4	2
735	мы назвали	2	2
736	мы называем	2	2
737	человеке и	2	2
738	было для	3	2
739	т с	31	2
740	должны быть	3	2
741	далее и	2	2
742	так у	2	2
743	на чем	3	2
744	в природе	3	2
745	таких случаях	2	2
746	сознания и	2	2
747	это единство	2	2
748	о влиянии	2	2
749	пор не	2	2
750	их связь	2	2
751	прежде чем	2	2
752	понятия и	3	2
753	образ не	2	2
754	по-видимому не	2	2
755	оба эти	2	2
756	лежащие в	2	2
757	этого последнего	4	2
758	сам по	9	2
759	при котором	2	2
760	указание на	2	2
761	многих других	2	2
762	голову по	2	2
763	одним словом	3	2
764	языка для	2	2
765	которые мы	3	2
766	в единстве	2	2
767	в сложном	2	2
768	в образы	2	2
769	самое слово	4	2
770	не можем	8	2
771	без него	3	2
772	на той	2	2
773	если б	9	2
774	что оно	12	2
775	и вместе	6	2
776	тогда и	3	2
777	его только	2	2
778	и многие	3	2
779	этом случае	2	2
780	обращается к	2	2
781	не все	5	2
782	некоторое время	3	2
783	себе представить	4	2
784	например когда	2	2
785	которое мы	2	2
786	что должно	2	2
787	что к	2	2
788	и оно	3	2
789	только о	2	2
790	но без	2	2
791	смысле в	3	2
792	мысли в	2	2
793	не с	4	2
794	несколько раз	2	2
795	что при	3	2
796	могла быть	2	2
797	души в	2	2
798	только как	9	2
799	языка в	6	2
800	на другие	7	2
801	к тем	4	2
802	ничего общего	2	2
803	по содержанию	2	2
804	ни был	3	2
805	со словом	6	2
806	с какою	5	2
