N	2gram	Bakhtin_Fr	formyVre
154	отношения к	5	9
155	до конца	4	8
156	это не	4	8
157	или иной	5	8
158	и прежде	4	8
159	здесь на	3	8
160	и потому	14	8
161	к тому	3	8
162	отношение к	9	8
163	том числе	10	8
164	в целом	3	8
165	и т.п	26	8
166	большинстве случаев	2	8
167	один из	5	8
168	что и	2	8
169	здесь и	5	8
170	себе самому	2	8
171	во всяком	2	8
172	здесь мы	2	8
173	характер и	4	8
174	и по	3	8
175	в этих	6	8
176	со всеми	2	8
177	отношению к	2	8
178	с одной	2	8
179	в жизни	7	8
180	связанные с	2	8
181	рядом с	9	8
182	и к	7	8
183	в некоторых	2	8
184	в виду	5	8
185	на фоне	4	8
186	жизни но	2	8
187	в процессе	2	7
188	в себе	7	7
189	связанных с	4	7
190	отличие от	5	7
191	не знает	6	7
192	того что	3	7
193	в той	5	7
194	место в	4	7
195	было бы	4	7
196	себя и	2	7
197	мир в	3	7
198	романе рабле	4	7
199	например в	3	7
200	имеет место	2	7
201	к этому	2	7
202	из этих	7	7
203	и он	3	7
204	этот процесс	5	7
205	поэтому и	5	7
206	с ее	3	7
207	этом отношении	5	7
208	в эпизоде	2	7
209	ее в	2	7
210	здесь еще	3	7
211	в отличие	4	7
212	еще более	6	7
213	нет ничего	3	7
214	в форме	6	7
215	в себя	9	7
216	в последующие	3	7
217	но он	5	7
218	в отношении	7	6
219	не могут	4	6
220	смерти и	6	6
221	есть и	2	6
222	литературы в	4	6
223	но эта	2	6
224	самой жизни	4	6
225	одной из	3	6
226	более того	3	6
227	одной стороны	2	6
228	xviii века	2	6
229	в основу	2	6
230	уже сказали	4	6
231	мы видим	2	6
232	характерно что	2	6
233	во всей	4	6
234	громадное значение	2	6
235	сказать что	12	6
236	рабле и	11	6
237	до нас	11	6
238	тех же	3	6
239	в начале	4	6
240	особенно в	2	6
241	за пределы	10	6
242	мы можем	2	6
243	мы находим	4	6
244	в сущности	20	6
245	не является	4	6
246	еды питья	4	6
247	нет и	2	6
248	автора и	2	6
249	о том	5	6
250	именно в	6	6
251	все что	2	6
252	имеем в	2	6
253	в эпоху	17	6
254	бы ни	2	6
255	в таком	2	6
256	в совершенно	2	6
257	и речи	2	6
258	во все	2	5
259	о чем	3	5
260	и вообще	5	5
261	по своей	3	5
262	понятно что	2	5
263	этих форм	6	5
264	и пьянства	2	5
265	эти образы	4	5
266	и смех	5	5
267	только на	3	5
268	мире и	3	5
269	в какой-то	2	5
270	например у	2	5
271	и ни	4	5
272	и почти	3	5
273	xix века	6	5
274	одно из	7	5
275	сочетается с	3	5
276	в него	2	5
277	рабле не	5	5
278	тела и	7	5
279	но здесь	4	5
280	здесь же	3	5
281	там где	3	5
282	не были	4	5
283	с ними	2	5
284	в ряду	3	5
285	той или	5	5
286	не на	2	5
287	что они	2	5
288	тела в	11	5
289	в этой	11	5
290	и от	3	5
291	числе и	7	5
292	хотя бы	2	5
293	почти вовсе	5	5
294	в своей	8	5
295	по преимуществу	3	5
296	в это	2	5
297	протяжении всего	5	5
298	об этом	2	5
299	со смехом	2	5
300	тем что	5	5
301	эпохи возрождения	4	5
302	но они	4	5
303	быть только	3	5
304	почти все	3	5
305	в средние	13	5
306	конечно и	4	5
307	далеко не	6	5
308	да и	5	5
309	человек в	2	5
310	в смысле	2	5
311	но на	3	5
312	новое и	3	5
313	точка зрения	3	5
314	или в	2	5
315	нового времени	17	5
316	мы будем	4	5
317	мы и	4	5
318	вполне понятно	2	5
319	даже в	6	4
320	смерти с	2	4
321	так в	4	4
322	не для	2	4
323	мы должны	2	4
324	его на	2	4
325	от него	2	4
326	при всей	2	4
327	по отношению	2	4
328	его целом	2	4
329	в другом	2	4
330	друг друга	3	4
331	и т.д	2	4
332	весь мир	3	4
333	что он	5	4
334	и о	4	4
335	оно было	2	4
336	о которых	2	4
337	мы здесь	4	4
338	людей и	2	4
339	века и	8	4
340	его от	2	4
341	они были	6	4
342	мы наблюдаем	3	4
343	в чем	2	4
344	что не	3	4
345	времени то	2	4
346	на его	4	4
347	формы и	7	4
348	для них	2	4
349	а затем	4	4
350	связаны с	5	4
351	он был	3	4
352	мы сказали	2	4
353	и со	3	4
354	всего того	2	4
355	в xvii	7	4
356	в новое	5	4
357	включает в	3	4
358	и смерти	6	4
359	и вот	5	4
360	веселый и	4	4
361	существенное значение	2	4
362	себе и	2	4
363	и более	4	4
364	связан с	5	4
365	средние века	12	4
366	раз в	4	4
367	мир и	3	4
368	отчасти и	2	4
369	в своих	8	4
370	времени к	2	4
371	жизни как	3	4
372	всего необходимо	2	4
373	несмотря на	5	4
374	всяком случае	2	4
375	раз и	2	4
376	к жизни	2	4
377	телесной жизни	2	4
378	это и	3	4
379	гаргантюа и	2	4
380	во всем	5	4
381	совершенно иной	2	4
382	в нашем	3	4
383	и становится	2	4
384	на площади	3	4
385	еще и	6	3
386	и фольклорного	3	3
387	явления как	2	3
388	его к	2	3
389	образов и	5	3
390	в тех	5	3
391	есть только	3	3
392	вплоть до	2	3
393	до известной	2	3
394	ни с	3	3
395	преимущественно в	4	3
396	наконец в	2	3
397	эпоху возрождения	4	3
398	узком смысле	2	3
399	и эти	2	3
400	все моменты	2	3
401	рабле мы	2	3
402	точку зрения	2	3
403	и были	3	3
404	смех не	7	3
405	смех в	7	3
406	значение для	2	3
407	по сравнению	2	3
408	она не	2	3
409	это уже	4	3
410	не могла	2	3
411	в чисто	2	3
412	культуры в	4	3
413	в более	4	3
414	вступают в	2	3
415	не входит	2	3
416	но это	5	3
417	во франции	11	3
418	смысле но	2	3
419	существенное влияние	3	3
420	на землю	3	3
421	из всех	3	3
422	события и	2	3
423	и самый	2	3
424	на этом	2	3
425	на материале	3	3
426	под влиянием	3	3
427	смеха и	8	3
428	конечно в	2	3
429	известной степени	2	3
430	пор еще	4	3
431	пародия на	3	3
432	и так	2	3
433	здесь только	2	3
434	литературы и	7	3
435	у стерна	3	3
436	одна из	5	3
437	он как	2	3
438	бы в	2	3
439	брат жан	3	3
440	но при	2	3
441	с этими	2	3
442	другом месте	2	3
443	существенную роль	3	3
444	и еще	5	3
445	дело в	2	3
446	менее всего	5	3
447	это было	2	3
448	к ней	2	3
449	в значительной	9	3
450	в таких	2	3
451	и здесь	4	3
452	целый ряд	2	3
453	в германии	2	3
454	вовсе нет	2	3
455	с рождением	3	3
456	в заключение	2	3
457	в гротескном	8	3
458	на земле	3	3
459	совершенно не	5	3
460	как на	4	3
461	в течение	3	3
462	ни к	2	3
463	этих образов	4	3
464	нем в	2	3
465	по своему	9	3
466	можно говорить	3	3
467	от всех	3	3
468	можно сказать	4	3
469	xvii века	12	3
470	они еще	2	3
471	в творчестве	2	3
472	особенно у	2	3
473	литературе и	3	3
474	связь с	8	3
475	в день	3	3
476	выражение в	5	3
477	главным образом	6	3
478	что мы	2	3
479	и возрождения	4	3
480	дальнейшем развитии	2	3
481	смех и	10	3
482	сравнению с	2	3
483	не к	2	3
484	веков и	2	3
485	сохраняется в	2	3
486	без всякого	3	3
487	на ранних	2	3
488	характер смеха	3	3
489	характер это	3	3
490	не о	2	2
491	в очень	2	2
492	и особые	2	2
493	начиная с	2	2
494	или даже	2	2
495	в плане	2	2
496	от всего	3	2
497	и бытовые	2	2
498	одну из	2	2
499	своему существу	2	2
500	в духе	9	2
501	моменты его	2	2
502	миром и	3	2
503	он так	2	2
504	у шекспира	3	2
505	но одновременно	3	2
506	связанный с	3	2
507	др в	2	2
508	смысла и	2	2
509	между прочим	2	2
510	и оценки	5	2
511	очень характерно	4	2
512	он всегда	2	2
513	в новой	2	2
514	были в	4	2
515	в прошлое	3	2
516	самом деле	3	2
517	характерно для	3	2
518	и очень	2	2
519	в искусстве	3	2
520	образом в	3	2
521	xvii веке	7	2
522	для своего	2	2
523	картине мира	3	2
524	к нему	5	2
525	необходимый момент	2	2
526	и смысл	2	2
527	существенное и	2	2
528	во французском	2	2
529	и человеческой	3	2
530	разного рода	3	2
531	притом в	2	2
532	форме и	2	2
533	и обновления	8	2
534	и конец	2	2
535	жизни это	4	2
536	в узком	4	2
537	и та	2	2
538	но как	3	2
539	природной и	2	2
540	в будущее	2	2
541	с нею	2	2
542	на них	3	2
543	всякого гротеска	2	2
544	стерна и	3	2
545	отметить что	2	2
546	средневековья и	12	2
547	и пр	5	2
548	на котором	3	2
549	значительной мере	3	2
550	литературного развития	2	2
551	этого смеха	2	2
552	рабле но	4	2
553	обрядов и	2	2
554	исторического развития	2	2
555	этот момент	3	2
556	его развития	6	2
557	образов рабле	4	2
558	этого момента	2	2
559	в мир	2	2
560	с их	7	2
561	мы видели	3	2
562	перестает быть	3	2
563	можно только	5	2
564	что люди	2	2
565	есть именно	2	2
566	этой же	2	2
567	и эта	5	2
568	нельзя понять	2	2
569	и вещи	2	2
570	и судьбы	2	2
571	к времени	6	2
572	становления в	2	2
573	выход за	2	2
574	xix и	2	2
575	образов в	4	2
576	и последующих	2	2
577	смерть здесь	2	2
578	существенные изменения	2	2
579	в xix	2	2
580	и всего	2	2
581	начало и	3	2
582	жизни здесь	3	2
583	особый тип	2	2
584	для нас	5	2
585	этот мир	2	2
586	вне его	2	2
587	времен года	2	2
588	все разобранные	2	2
589	они стали	2	2
590	гротескного образа	7	2
591	культуры и	11	2
592	сила и	2	2
593	для нового	2	2
594	которого мы	2	2
595	смертью и	2	2
596	эти формы	5	2
597	и глубоко	3	2
598	жанры и	2	2
599	всего существующего	3	2
600	этот вопрос	2	2
601	зрения на	3	2
602	аспекте в	2	2
603	но для	3	2
604	там же	2	2
605	и этим	2	2
606	на всех	5	2
607	еще в	3	2
608	времени не	2	2
609	разобранные нами	2	2
610	и она	2	2
611	мировой литературе	3	2
612	мир этот	2	2
613	во многом	3	2
614	форм в	2	2
615	между людьми	5	2
616	на мир	7	2
617	этом мы	2	2
618	положительный полюс	2	2
619	нашего анализа	2	2
620	и образов	4	2
621	и особенно	4	2
622	мы остановимся	5	2
623	и сам	2	2
624	частного быта	3	2
625	смеха в	11	2
626	новый тип	2	2
627	жанрах и	2	2
628	всех его	3	2
629	представление о	2	2
630	основе своей	2	2
631	подчеркнуть что	2	2
632	жить и	6	2
