N	2gram	Vygotskiy_	Komedia
422	как же	2	2
423	и следовательно	7	2
424	одному и	3	2
425	поэтому он	2	2
426	собой и	3	2
427	не как	3	2
428	является его	2	2
429	за другой	2	2
430	остановиться на	3	2
431	никак не	6	2
432	слово в	3	2
433	об отношении	2	2
434	в свое	2	2
435	он еще	3	2
436	к выводу	3	2
437	в новой	5	2
438	к мысли	6	2
439	начинается с	2	2
440	и при	4	2
441	в основном	2	2
442	мере в	5	2
443	обычно не	2	2
444	того что	34	2
445	со всеми	2	2
446	как уже	5	2
447	что все	9	2
448	общего с	3	2
449	вопроса об	2	2
450	предположить что	3	2
451	зависимости от	3	2
452	ту же	5	2
453	во втором	2	2
454	этой точки	7	2
455	выступает в	2	2
456	и те	2	2
457	которые они	3	2
458	в известном	9	2
459	содержания и	2	2
460	мы видим	6	2
461	средством для	2	2
462	в зависимости	2	2
463	все эти	9	2
464	себя и	2	2
465	этому вопросу	3	2
466	почти всегда	2	2
467	и может	4	2
468	не иначе	3	2
469	в центре	2	2
470	под влиянием	4	2
471	должна быть	7	2
472	который по	2	2
473	что эти	4	2
474	этом случае	5	2
475	приходит в	2	2
476	чем это	2	2
477	именно поэтому	3	2
478	но прежде	2	2
479	с которыми	2	2
480	это предположение	5	2
481	первом случае	2	2
482	по одному	5	2
483	принимает за	2	2
484	то в	7	2
485	но это	4	2
486	в собственном	2	2
487	с ней	3	2
488	дело не	2	2
489	чтобы сделать	2	2
490	в этот	4	2
491	остается только	2	2
492	идет в	3	2
493	слова и	3	2
494	связанного с	2	2
495	и наиболее	2	2
496	не означает	5	2
497	для всей	3	2
498	но они	2	2
499	в тот	4	2
500	речь в	3	2
501	представляет себе	3	2
502	отношении к	2	2
503	как только	4	2
504	друг на	2	2
505	для него	9	2
506	что только	3	2
507	в жизни	2	2
508	чтобы понять	2	2
509	знает что	5	2
510	иначе как	4	2
511	понять что	2	2
512	из области	4	2
513	в самых	4	2
514	и является	6	2
515	отношений и	5	2
516	этот вопрос	8	2
517	его к	2	2
518	подобно тому	6	2
519	ее в	3	2
520	точек зрения	4	2
521	на нем	2	2
522	представляется нам	4	2
523	в смысле	3	2
524	и тому	2	2
525	что между	5	2
526	этом смысле	5	2
527	как она	3	2
528	в лучшем	3	2
529	тому как	6	2
530	к жизни	7	2
531	даже для	2	2
532	почему в	2	2
533	в случае	2	2
534	к другому	3	2
535	говорит о	4	2
536	на примере	5	2
537	мы уже	4	2
538	на первый	2	2
539	и только	4	2
540	первый план	2	2
541	без всякого	2	2
