N	2gram	Vygotskiy_	Narrotol
116	в сознании	11	6
117	они не	2	6
118	во втором	5	6
119	ответ на	3	6
120	не могла	2	6
121	в известном	2	6
122	между двумя	5	6
123	что и	4	6
124	представляют собой	2	6
125	например в	5	6
126	сказать что	18	6
127	никак не	5	6
128	известном смысле	2	6
129	то в	4	6
130	то и	5	6
131	из этих	6	6
132	в результате	3	6
133	не по	7	6
134	с одной	7	6
135	что у	4	6
136	в нашем	6	6
137	на то	5	6
138	слова в	7	6
139	в конечном	2	6
140	к его	3	6
141	все что	7	6
142	в случае	5	6
143	таким образом	38	6
144	в слове	11	6
145	имеем дело	2	6
146	от его	2	5
147	на самом	3	5
148	том как	2	5
149	для нее	3	5
150	в другом	3	5
151	точку зрения	4	5
152	дело с	3	5
153	и о	4	5
154	к нему	5	5
155	точка зрения	2	5
156	между собой	15	5
157	было бы	12	5
158	мы не	10	5
159	свою очередь	3	5
160	я не	3	5
161	и здесь	5	5
162	и то	10	5
163	по поводу	3	5
164	и от	6	5
165	что это	7	5
166	в начале	6	5
167	в равной	2	5
168	с ее	2	5
169	этом и	2	5
170	и даже	3	5
171	в центре	2	5
172	только что	7	5
173	подобно тому	2	5
174	для того	24	5
175	в пределах	3	5
176	в какой	6	5
177	их в	2	5
178	именно в	9	5
179	в своих	2	5
180	но для	2	5
181	еще в	3	5
182	из них	2	5
183	тому как	2	5
184	в одном	4	5
185	и того	3	5
186	он сам	2	5
187	даже в	2	4
188	ситуации и	3	4
189	и ее	3	4
190	в ответ	3	4
191	но именно	3	4
192	в виду	5	4
193	в ходе	14	4
194	в области	5	4
195	только на	5	4
196	друг друга	9	4
197	по своему	11	4
198	в них	3	4
199	тому что	14	4
200	она не	7	4
201	на том	2	4
202	что на	5	4
203	на ее	2	4
204	представить себе	5	4
205	и по	6	4
206	что они	11	4
207	в первом	6	4
208	как мы	24	4
209	в основе	5	4
210	к этому	2	4
211	конечном счете	2	4
212	это было	2	4
213	к ней	2	4
214	и как	7	4
215	не имеет	6	4
216	как по	5	4
217	со всеми	2	4
218	не могло	3	4
219	не с	3	4
220	ли не	3	4
221	внутренней речи	78	4
222	для себя	24	4
223	раз в	4	4
224	зависит от	3	4
225	и притом	4	4
226	в сфере	8	4
227	оно не	3	4
228	и с	5	4
229	для нас	4	4
230	по себе	5	4
231	мог бы	6	4
232	несмотря на	2	4
233	по своей	12	4
234	которой он	2	4
235	во всяком	2	4
236	в себя	4	4
237	о которой	2	4
238	вместе с	19	4
239	до конца	8	3
240	позволяет нам	3	3
241	ситуации в	4	3
242	и потому	3	3
243	идет о	3	3
244	так же	26	3
245	но как	3	3
246	в ситуации	7	3
247	об одном	4	3
248	внешняя сторона	2	3
249	с таким	3	3
250	как к	4	3
251	с этой	5	3
252	для других	15	3
253	подобного рода	2	3
254	как известно	6	3
255	в виде	2	3
256	на друга	2	3
257	и составляет	2	3
258	связано с	4	3
259	не знает	3	3
260	а с	3	3
261	здесь мы	2	3
262	одно из	6	3
263	одной из	4	3
264	и это	2	3
265	по природе	2	3
266	самим собой	2	3
267	между ними	8	3
268	точно так	3	3
269	что не	2	3
270	же как	14	3
271	все эти	7	3
272	той же	13	3
273	связи с	4	3
274	и тогда	3	3
275	во время	2	3
276	заключает в	2	3
277	интерес к	2	3
278	о его	3	3
279	в зависимости	6	3
280	в направлении	6	3
281	первом случае	5	3
282	все время	3	3
283	но это	4	3
284	можно было	7	3
285	в первой	3	3
286	о своем	2	3
287	только к	4	3
288	что она	8	3
289	в которой	16	3
290	по мере	10	3
291	даже если	2	3
292	зависимости от	6	3
293	во второй	5	3
294	лишь в	3	3
295	должен был	2	3
296	в этих	2	3
297	все равно	2	3
298	сих пор	6	3
299	друг на	2	3
300	в памяти	2	3
301	сути дела	2	3
302	на этот	2	3
303	входит в	3	3
304	ключ к	3	3
305	приводит к	10	3
306	могли бы	10	3
307	всякий раз	3	3
308	что мы	14	3
309	только не	14	3
310	как она	6	3
311	с точки	31	3
312	и что	14	3
313	что было	2	3
314	она в	2	3
315	и только	7	3
316	как на	8	3
317	же самое	12	3
318	на фоне	3	3
319	наряду с	2	3
320	нам в	2	3
321	тем же	8	3
322	но он	3	3
323	до сих	6	3
324	бы с	2	2
325	в каком	2	2
326	это означает	2	2
327	очевидно что	6	2
328	в действительности	3	2
329	в каждой	4	2
330	значении слова	2	2
331	в которых	3	2
332	той мере	2	2
333	случае в	4	2
334	она может	2	2
335	идет по	3	2
336	с той	3	2
337	наконец в	3	2
338	является в	7	2
339	что с	7	2
340	всю свою	2	2
341	как показывает	7	2
342	и столь	3	2
343	в их	4	2
344	казалось бы	4	2
345	в любви	2	2
346	иным как	2	2
347	возникает в	3	2
348	так что	8	2
349	в момент	4	2
350	зрения как	2	2
351	представления о	2	2
352	от ее	3	2
353	на основании	2	2
354	одновременно и	3	2
355	они и	2	2
356	только потому	3	2
357	только с	2	2
358	своей собственной	2	2
359	где они	4	2
360	могут быть	7	2
361	в процессе	12	2
362	можно ли	2	2
363	говорится в	4	2
364	что же	3	2
365	мере в	2	2
366	и другого	2	2
367	смысле можно	2	2
368	перехода от	10	2
369	своей природе	8	2
370	и во	5	2
371	по выражению	2	2
372	все те	2	2
373	обстоит дело	2	2
374	в сущности	16	2
375	никто не	2	2
376	принадлежит к	2	2
377	в двух	2	2
378	как для	2	2
379	признать что	2	2
380	форма речи	3	2
381	вовсе не	3	2
382	чем иным	2	2
383	одно и	3	2
384	себя но	2	2
385	если в	6	2
386	и вообще	3	2
387	только по	5	2
388	слово не	4	2
389	но все	2	2
390	время в	3	2
391	другой стороны	3	2
392	не до	2	2
393	к двум	2	2
394	это в	2	2
395	нас в	4	2
396	должно быть	3	2
397	бы в	7	2
398	в этот	3	2
399	слово но	2	2
400	мы можем	7	2
401	границы между	2	2
402	переход от	5	2
403	целый ряд	6	2
404	но также	3	2
405	и ничего	2	2
406	слова и	10	2
407	по своим	2	2
408	все это	5	2
409	тем что	14	2
410	та же	2	2
411	не есть	4	2
412	и наконец	4	2
413	одного и	3	2
414	и есть	4	2
415	одним из	3	2
416	опирается на	2	2
417	его и	2	2
418	и наиболее	2	2
419	себе и	2	2
420	как говорит	6	2
421	во всех	9	2
422	в пределе	3	2
423	и более	2	2
424	отношение к	8	2
425	есть в	5	2
426	иначе как	10	2
427	речевой деятельности	7	2
428	и является	5	2
429	в образовании	2	2
430	с другим	3	2
431	когда он	2	2
432	того же	7	2
433	человеческого сознания	2	2
434	отношения между	8	2
435	а по	4	2
436	к которому	3	2
437	из которых	3	2
438	том смысле	2	2
439	не для	2	2
440	и внутренней	3	2
441	применительно к	3	2
442	в других	2	2
443	к другому	5	2
444	значения и	3	2
445	с собой	3	2
446	чем это	5	2
447	это и	7	2
448	и делает	2	2
449	таким же	3	2
450	если же	2	2
451	но с	4	2
452	не оставляет	2	2
453	этих двух	4	2
454	однако не	2	2
455	мы и	5	2
456	не можем	4	2
457	в системе	3	2
458	с помощью	18	2
459	ясно что	4	2
