N	2gram	Bakhtin_Pr	Vladivir
379	для них	3	3
380	ли он	2	3
381	отметить что	2	3
382	же как	5	3
383	самого начала	4	3
384	находится в	2	3
385	и самого	4	3
386	был бы	6	3
387	нет ни	5	3
388	мы сказали	2	3
389	сам он	5	3
390	все еще	2	3
391	правда в	2	3
392	борьба с	2	3
393	бы он	3	3
394	в чисто	2	3
395	с ними	3	3
396	в свои	2	3
397	в литературе	7	3
398	это в	3	3
399	в противоположность	3	3
400	с их	9	3
401	бы в	7	3
402	о своем	2	3
403	с самим	3	3
404	если нет	2	3
405	отличается от	3	3
406	является не	3	3
407	я и	2	3
408	это делает	2	3
409	в изображении	2	3
410	одним из	11	3
411	он считал	2	3
412	отношении к	3	3
413	том и	2	3
414	хотел бы	2	3
415	в мире	10	3
416	ни на	2	3
417	всей его	2	3
418	мир и	6	3
419	на почве	5	3
420	во что	2	3
421	все что	6	3
422	в какой	2	3
423	оно не	2	3
424	найти в	2	3
425	в которых	2	3
426	у меня	4	3
427	был не	2	3
428	в настоящем	4	3
429	в статьях	3	3
430	и навсегда	2	3
431	и свое	2	3
432	к правде	2	3
433	как будто	4	3
434	начала и	3	3
435	была бы	5	3
436	он все	2	2
437	его но	2	2
438	человека в	8	2
439	здесь с	3	2
440	свою жизнь	2	2
441	у достоевского	35	2
442	бытия в	3	2
443	слова а	3	2
444	в объективном	2	2
445	что дело	2	2
446	не является	2	2
447	это очень	4	2
448	еще раз	3	2
449	не потому	4	2
450	только для	2	2
451	одна из	4	2
452	к себе	2	2
453	ни было	4	2
454	что из	3	2
455	к более	2	2
456	ни одного	4	2
457	или же	2	2
458	не по	3	2
459	во мне	2	2
460	на пути	2	2
461	он еще	2	2
462	у вас	4	2
463	но именно	5	2
464	в момент	4	2
465	своего времени	3	2
466	и вы	2	2
467	же мы	2	2
468	разобраться в	2	2
469	от других	2	2
470	идеи и	2	2
471	образом в	2	2
472	нее в	2	2
473	как предмет	3	2
474	для такого	2	2
475	в произведении	4	2
476	говорить об	2	2
477	они не	5	2
478	рядом с	16	2
479	на себе	2	2
480	не из	3	2
481	и само	2	2
482	времени в	2	2
483	мира и	8	2
484	которые были	3	2
485	на ряд	2	2
486	ответ на	2	2
487	к отдельным	3	2
488	за себя	2	2
489	в большой	3	2
490	однако в	2	2
491	этот термин	3	2
492	о двух	2	2
493	мне кажется	2	2
494	истинный смысл	2	2
495	их жизни	2	2
496	в ее	4	2
497	как вы	4	2
498	той или	3	2
499	а может	3	2
500	имеет значение	2	2
501	а есть	3	2
502	все равно	3	2
503	должна быть	4	2
504	например в	5	2
505	этого слова	3	2
506	совершенно так	2	2
507	в основе	6	2
508	она является	2	2
509	своего бытия	2	2
510	чтобы в	2	2
511	с такими	2	2
512	но эти	2	2
513	с другими	11	2
514	его личности	4	2
515	подход к	2	2
516	его творчества	8	2
517	человека от	2	2
518	в первой	3	2
519	его как	6	2
520	менее всего	4	2
521	на это	2	2
522	время не	3	2
523	интерес представляет	2	2
524	поэтому и	3	2
525	с ее	5	2
526	а о	4	2
527	от этого	2	2
528	за ним	2	2
529	нему и	2	2
530	в какие	2	2
531	них не	2	2
532	как не	9	2
533	все они	4	2
534	нигде не	6	2
535	достоевского но	10	2
536	со всей	2	2
537	и их	7	2
538	не мир	3	2
539	его и	4	2
540	сих пор	3	2
541	во всей	2	2
542	и пр	3	2
543	к той	2	2
544	точке зрения	5	2
545	потому и	2	2
546	поэтому в	2	2
547	в самой	10	2
548	из которых	3	2
549	отрывки из	2	2
550	в русской	3	2
551	и свою	2	2
552	в другой	4	2
553	которые он	3	2
554	выражение в	6	2
555	тогда когда	2	2
556	личности в	7	2
557	в той	9	2
558	здесь и	2	2
559	тотчас же	3	2
560	и уже	3	2
561	говорить о	3	2
562	в высшей	2	2
563	и перед	3	2
564	в себя	3	2
565	относится к	2	2
566	все в	7	2
567	жизнь в	2	2
568	до сих	3	2
