N	2gram	Tiupa_Lite	FransuaR
272	могут быть	4	6
273	для них	2	6
274	в противоположность	2	6
275	xx века	2	6
276	друг друга	5	6
277	но по	2	6
278	в руках	2	6
279	для своего	2	6
280	хотя бы	3	6
281	то он	3	6
282	он становится	2	6
283	как будто	2	6
284	за то	2	6
285	тем же	5	6
286	не остается	2	6
287	тех же	3	6
288	себе в	3	6
289	не столько	8	6
290	тем самым	8	5
291	к своему	2	5
292	но одновременно	2	5
293	и самого	2	5
294	должна быть	3	5
295	тем более	2	5
296	из его	2	5
297	но только	3	5
298	с собой	4	5
299	не является	3	5
300	каждый из	4	5
301	есть не	2	5
302	ни было	2	5
303	для всей	2	5
304	а за	3	5
305	так называемый	3	5
306	слова в	2	5
307	всяком случае	2	5
308	он сам	2	5
309	и только	4	5
310	в слове	3	5
311	на основе	2	5
312	бы не	3	5
313	но даже	2	5
314	и всегда	2	5
315	со всей	2	5
316	во втором	3	5
317	себя и	3	5
318	во многих	3	5
319	но уже	2	5
320	раз и	2	5
321	то в	3	5
322	на первом	2	5
323	же как	3	5
324	мы в	3	5
325	жизни с	2	5
326	мы имеем	2	5
327	только то	3	5
328	на свете	2	5
329	человека в	5	5
330	вокруг себя	2	5
331	перед лицом	2	5
332	не к	3	5
333	на то	2	5
334	ему в	2	5
335	одну из	2	4
336	в каждом	2	4
337	о себе	7	4
338	я не	8	4
339	о которой	2	4
340	чтобы не	2	4
341	не видит	2	4
342	литературе в	3	4
343	при всех	2	4
344	к этой	2	4
345	на это	2	4
346	при всем	4	4
347	со своим	2	4
348	это мир	2	4
349	в третьем	3	4
350	эти и	2	4
351	и само	3	4
352	самим собой	2	4
353	который в	2	4
354	однако и	2	4
355	не случайно	5	4
356	имеется в	2	4
357	на рубеже	4	4
358	что я	4	4
359	в действительности	2	4
360	если в	2	4
361	не раз	2	4
362	и тем	4	4
363	картина мира	2	4
364	из тех	2	4
365	в словах	2	4
366	из своих	2	4
367	мы чувствуем	2	4
368	и вполне	3	4
369	в культуре	5	4
370	не по	2	4
371	не могло	3	4
372	новых и	2	4
373	культуре и	2	4
374	при всей	5	3
375	права на	4	3
376	у кого	2	3
377	не бывает	2	3
378	в художественном	6	3
379	на нее	2	3
380	которая не	2	3
381	и того	2	3
382	я рад	2	3
383	в каждой	2	3
384	этого рода	2	3
385	этот путь	3	3
386	со стороны	6	3
387	жизни на	3	3
388	целом ряде	2	3
389	а скорее	2	3
390	в поэзии	4	3
391	эти слова	2	3
392	по земле	3	3
393	но при	2	3
394	же это	3	3
395	в первый	2	3
396	него в	2	3
397	что его	3	3
398	человек в	2	3
399	которая в	3	3
400	из того	3	3
401	для нее	2	3
402	всем и	2	3
403	в силу	4	3
404	от своего	3	3
405	а с	2	3
406	а для	3	3
407	а потому	4	3
408	этой цели	2	3
409	или иных	2	3
410	со своей	3	3
411	и весьма	2	3
412	все более	3	3
413	граница между	2	3
414	в индивидуальном	2	3
415	на три	2	3
416	я вижу	2	3
417	на войну	2	3
418	из ведущих	2	3
419	тех или	2	3
420	и мы	2	3
421	то это	2	3
422	в сферу	2	3
423	всей своей	2	3
424	не есть	2	3
425	приводит к	4	3
426	сознания в	14	3
427	не для	2	3
428	различие между	3	2
429	внутренней свободы	4	2
430	что ему	4	2
431	не надо	2	2
432	а только	2	2
433	произведение в	2	2
434	первый раз	2	2
435	имел в	2	2
436	человека а	2	2
437	имени в	3	2
438	о своем	3	2
439	и подобные	2	2
440	постановка проблемы	2	2
441	и я	7	2
442	на смену	6	2
443	подобные им	2	2
444	таких же	2	2
445	в столь	3	2
446	что такое	2	2
447	освободиться от	2	2
448	соответствии с	3	2
449	как все	2	2
450	выше и	2	2
451	при взгляде	2	2
452	сердца и	2	2
453	за собой	2	2
454	если оно	2	2
455	этого не	2	2
456	на свою	3	2
457	к смерти	2	2
458	речь идет	3	2
459	в веках	2	2
460	быть может	2	2
461	художественное творчество	2	2
462	по мысли	2	2
463	нет в	2	2
464	не тот	2	2
465	где в	2	2
466	в жизнь	2	2
467	в какой	2	2
468	что есть	2	2
469	во главе	2	2
470	в итоге	2	2
471	после чего	2	2
472	является по	2	2
473	и иных	2	2
474	общего с	3	2
475	он готов	2	2
476	в трактате	2	2
477	не должен	3	2
478	в нашей	2	2
479	свою деятельность	2	2
480	и нет	4	2
481	время не	2	2
482	но лишь	4	2
483	всех своих	3	2
484	у романтиков	2	2
485	на почве	2	2
486	человеческого существования	2	2
487	он на	2	2
488	не более	2	2
489	при котором	2	2
490	этой книге	3	2
491	в конечном	9	2
492	могло быть	2	2
493	но зато	2	2
494	было у	2	2
495	героя в	2	2
496	от всякой	2	2
497	не можем	2	2
498	если б	2	2
499	от языка	2	2
500	более не	2	2
501	вокруг которого	2	2
502	этом случае	2	2
503	обращается к	5	2
504	свободы от	4	2
505	мышления и	3	2
506	и жизни	4	2
507	конечном счете	8	2
508	бы на	2	2
509	но без	2	2
510	не с	2	2
511	и говорит	2	2
512	из наиболее	2	2
513	и является	2	2
514	он один	3	2
515	и культуры	3	2
516	где бы	2	2
517	его лице	2	2
518	ничего общего	2	2
519	ни был	2	2
520	однако не	2	2
