N	2gram	Tiupa_Anal	StatiiOP
273	состоит в	14	4
274	и без	3	4
275	с нею	2	4
276	в первом	2	4
277	этого слова	3	4
278	который в	4	4
279	как мы	4	4
280	да и	3	4
281	если в	3	4
282	за пределы	3	4
283	что по	4	4
284	значительной степени	3	4
285	есть в	2	4
286	я уже	2	4
287	и он	4	4
288	бы и	2	4
289	в значительной	3	4
290	тем или	2	4
291	все они	2	4
292	как о	3	4
293	и их	3	4
294	тому же	7	4
295	как известно	3	4
296	все что	2	4
297	или иным	2	4
298	совпадает с	4	4
299	не для	2	4
300	более чем	2	4
301	а на	2	4
302	или в	4	4
303	в таком	2	4
304	в основе	2	4
305	или иначе	5	4
306	перед нами	7	3
307	или иной	9	3
308	я с	7	3
309	в полном	2	3
310	при всей	2	3
311	вопроса о	2	3
312	или из	2	3
313	с той	3	3
314	как к	2	3
315	в стихотворении	4	3
316	оказывается в	2	3
317	в одно	2	3
318	в пушкинском	2	3
319	ведь и	2	3
320	о котором	2	3
321	для своего	3	3
322	к первому	2	3
323	она не	3	3
324	к этой	2	3
325	может служить	2	3
326	и как	5	3
327	так в	4	3
328	не могла	2	3
329	здесь не	8	3
330	не будет	3	3
331	а затем	2	3
332	в заключительной	4	3
333	но эта	2	3
334	себя и	2	3
335	и ее	3	3
336	к его	2	3
337	известном смысле	2	3
338	и до	2	3
339	однако и	3	3
340	который не	2	3
341	судя по	2	3
342	наконец в	3	3
343	русской литературе	6	3
344	не должен	2	3
345	со всеми	2	3
346	ни для	2	3
347	что во	2	3
348	я и	6	3
349	слова в	2	3
350	когда он	2	3
351	в свою	9	3
352	произведения и	2	3
353	представляет собой	7	3
354	он и	4	3
355	к числу	4	3
356	отношения к	6	3
357	что при	2	3
358	действующего лица	2	3
359	не должно	3	2
360	в таких	2	2
361	тем самым	8	2
362	для всех	5	2
363	нуждается в	2	2
364	в литературе	3	2
365	самим автором	2	2
366	в рамках	10	2
367	едва ли	6	2
368	ли не	5	2
369	видеть в	2	2
370	на пути	2	2
371	которого он	2	2
372	были бы	3	2
373	от себя	3	2
374	от своего	3	2
375	свою очередь	7	2
376	в момент	3	2
377	отличие от	5	2
378	по своему	3	2
379	в сочетании	4	2
380	жизнь в	2	2
381	все его	2	2
382	тем в	2	2
383	времени в	3	2
384	которая в	2	2
385	говорит и	3	2
386	на первом	2	2
387	на меня	3	2
388	однако с	3	2
389	в полной	3	2
390	жизнь и	3	2
391	борьбе за	2	2
392	л и	2	2
393	тогда как	37	2
394	той или	6	2
395	и может	2	2
396	хотя в	2	2
397	тот же	3	2
398	бы быть	2	2
399	но зато	2	2
400	отдельном случае	2	2
401	в одну	3	2
402	и от	3	2
403	только по	2	2
404	в контексте	3	2
405	произведения как	4	2
406	когда мы	2	2
407	тех же	2	2
408	у всех	2	2
409	текста с	4	2
410	время в	2	2
411	так сказать	2	2
412	в равной	2	2
413	только к	2	2
414	по преимуществу	3	2
415	из своих	2	2
416	с ее	3	2
417	дело с	3	2
418	как правило	6	2
419	втором случае	2	2
420	который как	2	2
421	мысль о	3	2
422	сравнении с	2	2
423	и тех	2	2
424	и той	2	2
425	превращается в	3	2
426	с не	2	2
427	и вот	2	2
428	жизни в	4	2
429	слова как	2	2
430	каждом отдельном	2	2
431	где он	2	2
432	в пределах	5	2
433	в отличие	5	2
434	в глазах	6	2
435	бы это	2	2
436	значение в	2	2
437	не случайно	13	2
438	а тем	2	2
439	далеко не	8	2
440	о своей	2	2
441	сочетании с	4	2
442	своей жизни	2	2
443	входит в	4	2
444	на которой	2	2
445	соответствии с	3	2
446	о в	2	2
447	те же	3	2
448	произведения в	4	2
449	мог бы	3	2
450	роль в	5	2
451	в случае	6	2
452	первой строфе	4	2
453	с их	3	2
454	о ее	3	2
455	сам по	2	2
456	жизни но	4	2
457	одних и	2	2
458	имеем дело	4	2
459	указание на	3	2
460	первой части	2	2
