N	2gram	Trubetskoy	RusskieA
199	и те	2	3
200	же не	3	3
201	в области	4	3
202	и некоторые	2	3
203	них в	2	3
204	но вместе	2	3
205	что с	6	3
206	других народов	5	3
207	свою очередь	2	3
208	из таких	2	3
209	хотя и	4	3
210	имеет место	2	3
211	и то	4	3
212	независимо от	2	3
213	по отношению	11	3
214	по происхождению	2	3
215	в которой	5	3
216	которые не	3	3
217	чем у	8	3
218	до тех	2	3
219	на него	2	3
220	в эту	2	3
221	на каждом	2	3
222	к другу	2	3
223	если бы	8	3
224	на первый	2	3
225	для этой	2	3
226	между собою	5	3
227	отношению к	11	3
228	сих пор	15	3
229	что касается	6	3
230	жизнь и	3	3
231	с одной	3	3
232	это конечно	2	3
233	есть в	2	3
234	на то	9	3
235	все что	10	3
236	из которых	4	3
237	так чтобы	2	3
238	можно назвать	3	3
239	друг к	2	3
240	с точки	8	3
241	сводится к	2	3
242	и его	2	3
243	сходство с	2	3
244	по его	2	3
245	как на	6	3
246	тому же	6	3
247	быть и	5	3
248	до сих	15	3
249	что их	3	2
250	следовательно и	2	2
251	в европе	6	2
252	в себе	5	2
253	от него	3	2
254	народа в	15	2
255	и вообще	3	2
256	но даже	3	2
257	в силу	7	2
258	в конце	4	2
259	отношение к	4	2
260	и наконец	3	2
261	должен быть	2	2
262	одним из	4	2
263	он должен	2	2
264	между ними	2	2
265	в частности	2	2
266	самом деле	12	2
267	тем как	2	2
268	в один	2	2
269	образом в	3	2
270	свой народ	2	2
271	не так	4	2
272	но так	2	2
273	в ту	2	2
274	они не	2	2
275	с другом	9	2
276	ко всему	2	2
277	ту же	2	2
278	и без	5	2
279	одной стороны	2	2
280	между прочим	2	2
281	очень много	3	2
282	между двумя	5	2
283	себя и	2	2
284	случаях когда	3	2
285	в дальнейшем	4	2
286	что эти	2	2
287	для него	2	2
288	другие народы	4	2
289	и состоит	2	2
290	в одну	4	2
291	все то	2	2
292	он не	4	2
293	нет в	2	2
294	что если	3	2
295	которые по	2	2
296	другой стороны	5	2
297	в начале	3	2
298	тем более	3	2
299	время от	2	2
300	должно быть	5	2
301	из нее	2	2
302	мы можем	6	2
303	друг с	9	2
304	целый ряд	4	2
305	общего с	2	2
306	как не	2	2
307	не будут	2	2
308	с этой	3	2
309	совершенно не	4	2
310	как у	3	2
311	борьбы с	2	2
312	как известно	3	2
313	в жизни	3	2
314	что такие	2	2
315	и так	2	2
316	представления об	2	2
317	говорить что	3	2
318	если это	2	2
319	и если	6	2
320	о них	2	2
321	и начало	2	2
322	но на	2	2
323	если он	2	2
324	чтобы быть	2	2
325	от нее	2	2
326	из этого	7	2
327	что эта	4	2
328	говорить о	2	2
329	не более	2	2
330	и особенно	2	2
331	которого в	2	2
332	у него	5	2
333	только одно	3	2
334	народов европы	2	2
335	что такой	2	2
336	в нашем	3	2
337	о которой	2	2
338	народ и	4	2
339	что при	7	2
340	все в	2	2
341	из одного	2	2
