N	2gram	Bakhtin_sl	Psycholo
196	отличие от	13	11
197	поэзии и	4	11
198	этого слова	2	11
199	и других	5	11
200	его в	7	11
201	на все	3	11
202	мы видели	3	11
203	но мы	2	11
204	с его	8	11
205	уже в	2	11
206	не было	4	11
207	конечно не	7	11
208	данном случае	3	10
209	от него	5	10
210	в другом	4	10
211	том и	2	10
212	это было	2	10
213	отличается от	3	10
214	не является	3	10
215	и их	6	10
216	во всем	3	10
217	но как	2	10
218	в одной	2	10
219	и у	2	10
220	в их	6	10
221	двух планах	2	10
222	и между	2	10
223	в данном	5	10
224	должно быть	3	10
225	смысл и	3	10
226	именно на	3	10
227	и от	5	10
228	и следовательно	8	9
229	и ее	3	9
230	ту же	5	9
231	на его	9	9
232	и по	3	9
233	мы найдем	3	9
234	и наконец	9	9
235	но все	2	9
236	не есть	2	9
237	должен быть	3	9
238	роль в	4	9
239	мы говорили	2	9
240	в виде	4	9
241	в чем	2	9
242	по своему	2	9
243	в него	9	9
244	так сказать	11	9
245	можно сказать	2	9
246	с ее	6	9
247	героя и	5	9
248	его и	5	9
249	в отличие	12	9
250	в самых	2	9
251	в нее	3	8
252	в процессе	14	8
253	и другими	2	8
254	из которого	2	8
255	и во	3	8
256	одно и	3	8
257	иметь дело	2	8
258	и эта	2	8
259	стороны и	3	8
260	и более	3	8
261	имеет дело	4	8
262	в сознании	3	8
263	в собственном	2	8
264	заставляет его	2	8
265	он может	3	8
266	бы и	6	8
267	о нем	6	8
268	с другом	2	8
269	он в	6	8
270	место в	2	8
271	по преимуществу	5	8
272	в драме	2	8
273	к нему	7	8
274	друг с	2	8
275	и вообще	2	8
276	не как	4	7
277	и эти	2	7
278	бы его	2	7
279	свою очередь	3	7
280	от этого	2	7
281	они не	3	7
282	для всех	2	7
283	здесь в	6	7
284	ее с	2	7
285	связи с	4	7
286	еще раз	3	7
287	того или	2	7
288	лежит в	5	7
289	дело в	2	7
290	себя и	2	7
291	нас в	3	7
292	есть как	3	7
293	же в	2	7
294	а как	3	7
295	и заставляет	3	7
296	и при	2	7
297	а на	3	7
298	дело и	2	7
299	от этой	3	7
300	и те	3	7
301	в качестве	4	7
302	к ним	2	7
303	и там	6	7
304	в особенности	10	7
305	со всеми	3	7
306	на том	2	7
307	слова в	19	7
308	с которым	4	7
309	в каждом	5	7
310	в отношении	9	6
311	в плане	11	6
312	нисколько не	3	6
313	отношение к	8	6
314	еще более	7	6
315	людей и	2	6
316	не могла	2	6
317	как ни	2	6
318	приходится иметь	2	6
319	за пределы	6	6
320	из самых	2	6
321	слова и	21	6
322	евгении онегине	3	6
323	не все	2	6
324	тем не	2	6
325	что как	2	6
326	из него	4	6
327	в себя	3	6
328	рядом с	7	6
329	оно не	12	6
330	или менее	5	6
331	без всякого	2	6
332	даже в	4	6
333	которые в	4	6
334	нуждается в	3	6
335	вносит в	3	6
336	и вся	2	6
337	для понимания	3	6
338	только с	3	6
339	так в	2	6
340	от других	2	6
341	от действительности	2	6
342	смысле слова	2	6
343	почти всегда	3	6
344	образом в	4	6
345	да и	2	6
346	или иного	2	6
347	х годов	2	6
348	всех этих	8	6
349	к ней	2	6
350	сама по	2	6
351	и которые	2	6
352	нами в	3	6
353	более или	5	6
354	уже не	5	6
355	приводит к	2	6
356	только как	2	6
357	говорить о	2	6
358	жизни но	2	6
359	одного из	2	5
360	нет никакой	2	5
361	человека и	3	5
362	между ними	2	5
363	том же	4	5
364	у них	2	5
365	точку зрения	6	5
366	в один	2	5
367	лучшем случае	3	5
368	в других	4	5
369	связь с	2	5
370	к такому	2	5
371	между собой	3	5
372	в известном	2	5
373	и она	2	5
374	одновременно и	5	5
375	смысла и	6	5
376	то в	2	5
377	и самый	2	5
378	и часто	7	5
379	все они	9	5
380	в другой	2	5
381	слов и	5	5
382	не знает	3	5
383	тем и	3	5
384	чем в	3	5
385	в романе	64	5
386	его не	4	5
387	именно как	3	5
388	в евгении	3	5
389	подход к	2	5
390	эти слова	4	5
391	хотя и	4	5
392	конечно в	2	5
393	но она	2	5
394	сил в	3	5
395	себя в	14	5
396	дело не	2	5
397	не значит	2	5
398	человека в	5	5
399	только о	2	5
400	и сам	4	5
401	оно может	3	5
402	в смысле	7	5
403	в эту	3	5
404	в лучшем	3	5
405	дано в	2	5
406	отношения к	3	5
407	собственном смысле	2	5
408	и формы	4	4
409	также и	5	4
410	к своему	11	4
411	форм и	3	4
412	но по	2	4
413	прямо сказать	3	4
414	однако в	3	4
415	и вне	3	4
416	ли он	4	4
417	обстоит дело	4	4
418	в истории	6	4
419	из одного	2	4
420	в первом	3	4
421	не с	5	4
422	автор не	4	4
423	характер и	2	4
424	без всяких	2	4
425	значение в	2	4
426	у каждого	2	4
427	в языке	7	4
428	не на	6	4
429	если оно	2	4
430	как у	2	4
431	или как	4	4
432	остановимся на	2	4
433	своими словами	4	4
434	такое понимание	2	4
435	из себя	3	4
436	и другим	4	4
437	с помощью	5	4
438	слов в	2	4
439	в понимании	3	4
440	или иные	4	4
441	одним словом	4	4
442	те или	4	4
443	по отношению	2	4
444	именно эта	2	4
445	на один	2	4
446	но эта	2	4
447	не остается	2	4
448	в поэтическом	8	4
449	его от	2	4
450	может стать	3	4
451	в свете	3	4
452	это может	2	4
453	борьбу с	2	4
454	не знаем	3	4
455	рассказ в	3	4
456	себя как	2	4
457	в состав	3	4
458	здесь не	6	4
459	может не	9	4
460	с ними	8	4
461	в связи	2	4
462	возникает из	2	4
463	с которыми	2	4
464	произведения как	3	4
465	одной из	4	4
466	если она	2	4
467	с этими	3	4
468	конца и	3	4
469	с ней	2	4
470	нашего сознания	2	4
471	человек и	13	4
472	отношении к	9	4
473	работы и	2	4
474	в пределах	27	4
475	при всем	3	4
476	автора и	6	4
477	а между	2	4
478	произведения и	2	4
479	в некоторых	3	4
480	этот второй	2	4
481	же время	15	4
482	в слове	11	4
483	которого он	3	3
484	ни о	2	3
485	его на	2	3
486	и самая	3	3
487	самый этот	2	3
488	одним из	5	3
489	ни было	2	3
490	а вовсе	4	3
491	от нас	2	3
492	они были	3	3
493	имеет свой	2	3
494	зрения и	4	3
495	в более	2	3
496	не из	2	3
497	в узком	13	3
498	человеке и	3	3
499	не была	3	3
500	в большей	3	3
501	а также	5	3
502	ним и	2	3
503	на котором	3	3
504	однако и	2	3
505	бы быть	2	3
506	его как	3	3
507	из важнейших	2	3
508	и нет	3	3
509	которая не	3	3
510	кроме того	6	3
511	по своим	6	3
512	лежащая в	2	3
513	они как	2	3
514	речь в	2	3
515	быть только	3	3
516	или на	2	3
517	свой смысл	2	3
518	на почве	6	3
519	роман и	7	3
520	мы и	2	3
521	или во	2	3
522	зрения на	9	3
523	вступает в	2	3
524	он никогда	2	3
525	такого рода	2	3
526	героя в	2	3
527	поэтический язык	2	3
528	слово в	18	3
529	оно было	4	3
530	связано с	3	3
531	и проч	4	3
532	возможно и	3	3
533	в разных	3	3
534	и оно	2	3
535	речи и	4	3
536	жизнь в	2	3
537	дело идет	2	3
538	действительно не	2	3
539	на них	2	3
540	смысл его	2	3
541	и др	17	3
542	всегда в	3	3
543	случае не	2	3
544	этом случае	4	3
545	на язык	2	3
546	это возможно	2	3
547	внутреннюю форму	3	3
548	здесь как	3	3
549	романе в	6	3
550	мышления и	6	3
551	с другими	8	3
552	бы ни	3	3
553	их от	2	3
554	и самое	3	3
555	связана с	2	3
556	слова как	8	3
557	героев и	2	3
558	не столько	4	3
559	отношению к	2	3
560	не могло	3	3
561	но уже	2	3
562	точек зрения	8	3
563	на нем	2	3
564	романа в	5	3
565	или иначе	2	3
566	быть и	6	3
567	всем его	2	3
568	к своей	2	3
569	романа как	2	3
570	есть для	2	3
571	же и	4	3
572	в форме	3	3
573	и остается	3	3
574	чем он	2	3
575	от его	4	2
576	очень трудно	2	2
577	основных и	2	2
578	в построении	2	2
579	или к	3	2
580	жизни в	2	2
581	и слова	6	2
582	в эпосе	4	2
583	преимущественно в	4	2
584	ему не	2	2
585	не меньше	2	2
586	себе как	2	2
587	он весь	2	2
588	следовательно и	4	2
589	просто не	2	2
590	но именно	5	2
591	п в	2	2
592	роман в	4	2
593	явление в	2	2
594	от всякого	2	2
595	оставляет в	2	2
596	поэтического стиля	6	2
597	как уже	2	2
598	требует от	2	2
599	акт и	2	2
600	и такой	2	2
601	свои собственные	2	2
602	и философии	2	2
603	исключительно на	2	2
604	он принимает	2	2
605	как вещь	4	2
606	для них	2	2
607	переходит в	3	2
608	отметить что	3	2
609	выходит за	3	2
610	каждом шагу	2	2
611	интерес к	3	2
612	вносят в	2	2
613	художественный образ	3	2
614	на всю	3	2
615	произведения не	2	2
616	и оценка	2	2
617	как такового	3	2
618	первом случае	2	2
619	в значительной	6	2
620	на каждом	2	2
621	автора в	2	2
622	в условиях	3	2
623	и со	2	2
624	связи и	3	2
625	от прямого	2	2
626	точке зрения	2	2
627	самого же	2	2
628	вообще не	4	2
629	эта форма	3	2
630	словом в	8	2
631	планах в	2	2
632	романа и	8	2
633	каждое слово	5	2
634	друг другу	2	2
635	на ту	2	2
636	и становится	2	2
637	произведения так	2	2
638	все свои	2	2
639	другом случае	3	2
640	а иногда	3	2
641	как всякий	2	2
642	или иной	13	2
643	одному и	2	2
644	такая же	2	2
645	по своей	2	2
646	не был	2	2
647	возможности в	2	2
648	здесь уже	2	2
649	со своим	13	2
650	следовательно в	3	2
651	изображения в	3	2
652	в свое	3	2
653	поэзии но	2	2
654	оно как	2	2
655	вводится в	2	2
656	узком смысле	13	2
657	как предмет	4	2
658	именно к	3	2
659	на роман	5	2
660	при всех	2	2
661	которые как	2	2
662	даже и	4	2
663	речь и	3	2
664	между этими	3	2
665	материал в	2	2
666	наконец в	5	2
667	эта внутренняя	3	2
668	различия между	3	2
669	той или	13	2
670	с каким	2	2
671	мы сказали	6	2
672	не приходится	2	2
673	как оно	3	2
674	на которые	3	2
675	поэтому и	7	2
676	из своих	2	2
677	и возможности	2	2
678	новые и	2	2
679	на возможность	2	2
680	и одновременно	2	2
681	все его	4	2
682	его так	3	2
683	в произведение	2	2
684	и всякое	2	2
685	о себе	2	2
686	как о	2	2
687	в особый	2	2
688	лишь тогда	2	2
689	входят в	3	2
690	на протяжении	3	2
691	это отношение	2	2
692	язык и	17	2
693	к новому	3	2
694	они в	2	2
695	в сфере	2	2
696	как с	2	2
697	время и	3	2
698	есть от	2	2
699	пор не	2	2
700	друг друга	3	2
701	данный момент	4	2
702	вокруг себя	2	2
703	автора или	2	2
704	а следовательно	2	2
