N	2gram	Tiupa_Hudo	Hudozhes
335	по мысли	2	2
336	по пути	4	2
337	во всей	3	2
338	известной степени	3	2
339	принадлежит к	3	2
340	начало и	2	2
341	эстетической доминантой	2	2
342	бы то	2	2
343	о его	2	2
344	в рамках	13	2
345	в воображении	4	2
346	могла бы	2	2
347	говорит в	2	2
348	в молчание	2	2
349	существования в	2	2
350	теории литературы	2	2
351	ту или	2	2
352	в которой	3	2
353	с самим	2	2
354	это позиция	3	2
355	в отличие	7	2
356	и как	4	2
357	не является	5	2
358	слова как	5	2
359	к области	3	2
360	на смену	4	2
361	а для	2	2
362	ни к	2	2
363	не могло	2	2
364	во всех	3	2
365	самим собою	2	2
366	жизни оказывается	2	2
367	но от	2	2
368	всей его	2	2
369	в принципе	8	2
370	в самой	2	2
371	их в	3	2
372	сути дела	3	2
373	или иную	2	2
374	оно не	2	2
375	могут служить	2	2
376	дома и	2	2
377	на почве	4	2
378	представляет собой	11	2
379	таком случае	2	2
380	мог бы	3	2
381	в сторону	2	2
382	совпадает с	2	2
383	его эстетической	3	2
384	из этого	2	2
385	однако если	3	2
386	и читателем	2	2
387	только о	2	2
388	в виду	5	2
389	жизни но	2	2
390	совершенно иной	2	2
391	в слове	4	2
392	при котором	2	2
393	по сути	6	2
394	на основе	2	2
