N	2gram	Bakhtin_Pr	Narrotol
375	есть в	7	2
376	а за	2	2
377	но уже	2	2
378	и событий	3	2
379	он может	2	2
380	как своего	2	2
381	а между	3	2
382	когда он	2	2
383	того же	5	2
384	во многом	3	2
385	и стал	2	2
386	из которых	2	2
387	большей или	6	2
388	вся жизнь	4	2
389	данного жанра	5	2
390	раз и	2	2
391	еще более	6	2
392	и внутренней	2	2
393	в других	2	2
394	это был	2	2
395	человек и	2	2
396	если же	5	2
397	но с	2	2
398	этих двух	5	2
399	мы будем	3	2
400	мы и	4	2
401	с помощью	4	2
