N	2gram	Vinokur_Ku	Myslijsy
253	мысли а	2	9
254	один из	8	9
255	в целом	5	9
256	можно сказать	6	9
257	на язык	4	9
258	что она	5	9
259	есть средство	2	9
260	одного и	2	9
261	на самом	3	8
262	то мы	4	8
263	что даже	2	8
264	так например	3	8
265	в более	2	8
266	тот же	7	8
267	не как	2	8
268	что они	5	8
269	все равно	4	8
270	и более	3	8
271	но все	5	8
272	в самой	6	8
273	именно в	7	8
274	в которых	8	8
275	внимание на	5	8
276	слова не	2	8
277	была бы	5	8
278	между ними	2	8
279	на все	3	8
280	с ними	6	8
281	этом случае	4	8
282	и тогда	4	8
283	не так	2	8
284	слова с	2	8
285	мы в	3	8
286	говорить о	5	8
287	или в	5	8
288	слова но	3	7
289	не имеют	3	7
290	том же	3	7
291	в искусстве	2	7
292	то оно	2	7
293	языка как	7	7
294	во втором	2	7
295	из одного	3	7
296	значение и	2	7
297	все эти	17	7
298	в собственном	2	7
299	превращается в	4	7
300	с этой	4	7
301	указания на	3	7
302	что у	3	7
303	в своих	2	7
304	но что	3	7
305	вряд ли	5	7
306	в таких	7	7
307	его к	5	7
308	но как	2	7
309	что именно	2	7
310	не всегда	4	7
311	в разных	2	7
312	на себе	10	7
313	даже и	5	7
314	язык как	9	7
315	было в	2	7
316	могла бы	2	7
317	в данном	8	7
318	бы и	6	7
319	на это	3	7
320	к этому	4	7
321	о котором	4	7
322	не с	4	7
323	к языку	6	7
324	этом смысле	8	7
325	видно что	2	7
326	несмотря на	6	7
327	например что	2	6
328	но если	2	6
329	слов в	5	6
330	в виду	7	6
331	увидим что	2	6
332	в стороне	2	6
333	на его	3	6
334	предположить что	2	6
335	состоит не	2	6
336	она есть	2	6
337	в ее	2	6
338	в своей	4	6
339	должна быть	6	6
340	в этой	8	6
341	никак не	5	6
342	в речи	5	6
343	у нас	19	6
344	в последнем	2	6
345	после того	3	6
346	что между	2	6
347	главным образом	3	6
348	языка то	3	6
349	все более	2	6
350	но есть	2	6
351	давно уже	2	6
352	к которому	3	6
353	в их	3	6
354	себе в	3	6
355	есть наука	2	6
356	форма слова	2	6
357	к слову	2	6
358	одно время	2	6
359	что с	2	6
360	в сущности	11	6
361	да и	5	6
362	как например	3	6
363	к ним	2	6
364	об этом	4	6
365	а именно	4	6
366	что его	2	6
367	заключается в	3	6
368	но слово	2	6
369	в основании	2	6
370	и уже	2	6
371	ничего общего	2	6
372	же и	4	6
373	у него	3	6
374	лишь в	6	6
375	и сами	2	6
376	но он	2	6
377	языке есть	2	5
378	предполагает что	2	5
379	но даже	3	5
380	вообще и	2	5
381	звуков и	2	5
382	были бы	2	5
383	а с	3	5
384	можно было	14	5
385	общего с	2	5
386	они не	4	5
387	состоит в	4	5
388	не говоря	3	5
389	однако в	2	5
390	рядом с	7	5
391	уже и	3	5
392	если в	2	5
393	переход от	4	5
394	как не	4	5
395	но только	5	5
396	отношение к	2	5
397	том чтобы	9	5
398	формы в	2	5
399	здесь только	2	5
400	языка не	5	5
401	этот вопрос	7	5
402	о которых	2	5
403	что само	2	5
404	которое в	2	5
405	в нашем	8	5
406	чем в	3	5
407	даже в	4	5
408	перед нами	4	5
409	а это	5	5
410	и у	3	5
411	в области	15	5
412	этого не	5	5
413	этом слове	3	5
414	на том	4	5
415	ответ на	2	5
416	не столько	2	5
417	с языком	2	5
418	нужно было	3	5
419	когда в	4	5
420	что эти	4	5
421	слов и	2	5
422	мы имеем	11	5
423	такие же	2	5
424	том случае	3	5
425	о языке	8	5
426	с течением	2	5
427	одним из	2	5
428	в какой	7	5
429	и значение	2	5
430	на этот	4	5
431	но уже	6	5
432	и здесь	8	5
433	в той	6	5
434	конечно не	3	5
435	следовательно и	2	4
436	данном случае	2	4
437	явлений в	2	4
438	иное как	3	4
439	не что	2	4
440	в другом	2	4
441	когда оно	2	4
442	это определение	2	4
443	от слова	3	4
444	здесь как	3	4
445	к своему	2	4
446	то она	2	4
447	в такой	2	4
448	от этого	4	4
449	но так	2	4
450	на который	2	4
451	ту же	6	4
452	как именно	2	4
453	то ни	2	4
454	не на	4	4
455	был бы	4	4
456	том и	3	4
457	что так	3	4
458	дело в	2	4
459	иначе как	2	4
460	можно считать	2	4
461	что иное	2	4
462	не мог	2	4
463	ни в	3	4
464	история языка	7	4
465	это так	2	4
466	в противном	2	4
467	или даже	2	4
468	но с	2	4
469	он должен	2	4
470	ничего не	6	4
471	не потому	6	4
472	противном случае	2	4
473	в науке	4	4
474	в наше	3	4
475	не знает	4	4
476	связанная с	2	4
477	нам не	5	4
478	этой точки	4	4
479	мы находим	2	4
480	языка но	3	4
481	в значении	2	4
482	в связи	4	4
483	это есть	2	4
484	так называемых	3	4
485	с его	4	4
486	только о	3	4
487	только то	2	4
488	смысле что	2	4
489	этом отношении	8	4
490	что касается	4	4
491	так или	3	4
492	во многом	2	4
493	обратить внимание	4	4
494	на этом	4	4
495	что можно	4	4
496	он есть	3	4
497	мы могли	2	4
498	отношения к	2	4
499	но язык	2	4
500	с первого	2	3
501	различие между	2	3
502	нисколько не	6	3
503	или поздно	2	3
504	в отношении	2	3
505	именно так	2	3
506	например не	2	3
507	должен быть	8	3
508	доказать что	3	3
509	ни были	3	3
510	но можно	2	3
511	это только	5	3
512	доказывает что	2	3
513	о слове	2	3
514	от себя	3	3
515	же касается	4	3
516	быть в	2	3
517	отличие от	3	3
518	мы знаем	3	3
519	здесь мы	2	3
520	также что	2	3
521	может иметь	3	3
522	рано или	2	3
523	слово это	11	3
524	что этот	2	3
525	а если	5	3
526	течением времени	2	3
527	для них	2	3
528	в известном	2	3
529	которого не	2	3
530	несколько слов	3	3
531	звуков в	2	3
532	что значит	2	3
533	для этого	6	3
534	в нашей	4	3
535	время в	2	3
536	вкуса и	3	3
537	наоборот в	2	3
538	кроме того	2	3
539	вместе со	2	3
540	себе и	3	3
541	следовало бы	2	3
542	этой цели	2	3
543	связанные с	3	3
544	я в	2	3
545	значения в	2	3
546	что законы	2	3
547	что за	3	3
548	мысль и	2	3
549	как будто	2	3
550	в себя	2	3
551	без всякого	2	3
552	ясно что	7	3
553	которые в	2	3
554	но для	4	3
555	которых мы	2	3
556	привести в	3	3
557	в свое	4	3
558	то для	2	3
559	как это	6	3
560	как нельзя	2	3
561	который мы	2	3
562	дело с	2	3
563	к этой	3	3
564	а то	2	3
565	в общем	4	3
566	языка к	2	3
567	уже о	2	3
568	большинстве случаев	3	3
569	здесь не	5	3
570	и когда	2	3
571	говоря уже	2	3
572	истории языка	5	3
573	для обозначения	2	3
574	языка можно	2	3
575	в результате	8	3
576	случае если	3	3
577	наше время	3	3
578	образом если	2	3
579	мы увидим	3	3
580	в первый	2	3
581	и мысли	2	3
582	как о	2	3
583	что нет	2	3
584	не должно	2	3
585	ее в	2	3
586	или иначе	4	3
587	в большинстве	3	3
588	о значении	2	3
589	языка которое	4	3
590	чтобы показать	2	3
591	в форме	3	3
592	не значит	2	3
593	в большей	2	3
594	однако не	9	3
595	еще и	7	2
596	свое время	4	2
597	п и	2	2
598	еще раз	2	2
599	то нам	2	2
600	во все	2	2
601	в следующем	2	2
602	роль в	6	2
603	уже на	3	2
604	и эти	3	2
605	же слово	2	2
606	в современном	3	2
607	любви к	2	2
608	не составляет	2	2
609	в г	3	2
610	следует что	6	2
611	ли в	3	2
612	тому чтобы	2	2
613	говорим о	3	2
614	языка это	5	2
615	видеть что	3	2
616	а а	4	2
617	переходит в	2	2
618	это дает	2	2
619	большей части	2	2
620	же есть	2	2
621	тех же	2	2
622	на такие	2	2
623	таких случаях	3	2
624	указать на	5	2
625	только к	2	2
626	с их	3	2
627	речи в	7	2
628	целый ряд	8	2
629	что когда	3	2
630	д и	3	2
631	уже из	2	2
632	как у	2	2
633	стороны говорящего	3	2
634	д не	2	2
635	бы язык	2	2
636	есть лишь	3	2
637	можно говорить	4	2
638	тому же	2	2
639	мы получаем	2	2
640	этом в	2	2
641	когда он	4	2
642	бы например	2	2
643	где нет	2	2
644	свое место	2	2
645	что дух	3	2
646	именно с	3	2
647	но еще	4	2
648	в это	3	2
649	и должно	2	2
650	целом и	2	2
651	в сфере	3	2
652	еще один	3	2
653	лицом к	2	2
654	нуждается в	5	2
655	вопроса о	7	2
656	а во-вторых	2	2
657	форма а	2	2
658	а на	3	2
659	это и	6	2
660	в язык	2	2
661	вопрос этот	3	2
662	из предыдущего	2	2
663	здесь можно	2	2
664	о нем	2	2
665	в буквальном	2	2
666	бы на	4	2
667	связано с	3	2
668	может и	2	2
669	а все	2	2
670	может служить	4	2
671	и было	3	2
672	и там	2	2
673	история литературы	2	2
674	и говорит	2	2
675	убедиться что	2	2
676	да рядом	3	2
677	же как	3	2
678	еще одно	3	2
679	приходим к	2	2
680	на более	3	2
681	всегда в	2	2
682	я не	5	2
683	под этим	2	2
684	что наша	2	2
685	силу того	2	2
686	показать что	2	2
687	же это	2	2
688	и еще	4	2
689	всех этих	4	2
690	дело не	4	2
691	совершенно справедливо	2	2
692	как я	2	2
693	случаи когда	3	2
694	есть язык	4	2
695	то или	3	2
696	отличается от	2	2
697	но дело	2	2
698	на те	3	2
699	слова как	5	2
700	это положение	2	2
701	бы уже	2	2
702	же образом	2	2
703	знаем что	3	2
704	языка что	3	2
705	бы вполне	2	2
706	как с	2	2
707	в устах	3	2
708	из которых	3	2
709	даже для	2	2
710	сплошь да	3	2
711	зависимости от	9	2
712	в прямом	2	2
713	не для	2	2
714	смысле и	2	2
715	которое было	2	2
716	по своим	2	2
717	этих случаях	2	2
718	а следовательно	2	2
719	языка так	2	2
720	в системе	3	2
