N	2gram	Potebnia_M	Vvedenie
371	только после	2	2
372	познания и	2	2
373	из него	3	2
374	мы не	17	2
375	не иначе	4	2
376	быть названы	3	2
377	по его	7	2
378	только о	2	2
379	что они	6	2
380	до того	2	2
381	нами не	2	2
382	значение и	4	2
383	должна быть	4	2
384	не мог	3	2
385	например в	4	2
386	во всем	5	2
387	этого слова	5	2
388	если же	5	2
389	них не	3	2
390	рядом с	3	2
391	во втором	6	2
392	со словом	4	2
393	а так	4	2
394	к таким	2	2
