N	2gram	Tiupa_Anal	Literetu
390	художественном мире	2	3
391	эстетическим субъектом	2	3
392	не удивительно	2	3
393	превращается в	3	3
394	однако с	3	3
395	в особенности	4	3
396	героя и	7	3
397	эстетического дискурса	4	3
398	в этих	2	3
399	обратим внимание	2	3
400	а для	3	3
401	по крайней	5	3
402	художественного впечатления	9	3
403	восходит к	4	3
404	из наиболее	3	3
405	и является	3	3
406	предстает как	2	3
407	в чем	2	3
408	когда он	2	3
409	не есть	6	3
410	путь к	4	3
411	из которых	2	3
412	в итоге	4	3
413	произведения в	4	3
414	со своей	8	3
415	всяком случае	6	3
416	все что	2	3
417	и того	4	3
418	здесь не	8	3
419	с появлением	2	3
420	говорить о	6	3
421	после чего	2	3
422	мира и	2	3
423	в глубине	3	3
424	с ним	2	3
425	свое время	4	2
426	перед нами	7	2
427	субъекта объекта	2	2
428	ахматовой в	3	2
429	не для	2	2
430	личной ответственности	2	2
431	а и	4	2
432	а вот	3	2
433	самсона вырина	4	2
434	человека и	2	2
435	м.л гаспаров	2	2
436	внутреннего я	2	2
437	этой системе	2	2
438	все той	2	2
439	он же	2	2
440	а лишь	2	2
441	воспринимающим сознанием	2	2
442	роль в	5	2
443	в чистом	2	2
444	это и	4	2
445	к ее	2	2
446	повестях белкина	10	2
447	нас к	2	2
448	к собственной	2	2
449	его не	3	2
450	в свое	4	2
451	к его	2	2
452	не тот	2	2
453	что касается	5	2
454	и тех	2	2
455	в сравнении	2	2
456	она не	3	2
457	для читателя	3	2
458	в общем	4	2
459	гораздо более	3	2
460	очевидным образом	4	2
461	картина мира	5	2
462	и без	3	2
463	бытия однако	2	2
464	состоит не	3	2
465	жизненной позиции	2	2
466	что на	3	2
467	в полной	3	2
468	ответ на	3	2
469	ключ к	4	2
470	этом контексте	3	2
471	личного самоопределения	2	2
472	по воле	3	2
473	войне и	3	2
474	его я	2	2
475	жизнь и	3	2
476	произведении искусства	2	2
477	в сочетании	4	2
478	воспринимающего сознания	3	2
479	в строке	3	2
480	с ними	2	2
481	внутреннюю свободу	2	2
482	впервые в	3	2
483	и самого	7	2
484	и по	3	2
485	в нас	2	2
486	дело не	3	2
487	что они	3	2
488	и ее	3	2
489	освобождения от	2	2
490	своего героя	2	2
491	ключевая роль	2	2
492	составляет не	2	2
493	способ существования	2	2
494	целого в	3	2
495	удивительно что	2	2
496	и героя	2	2
497	коммуникативной стратегии	4	2
498	сказать что	2	2
499	по поводу	5	2
500	с этого	2	2
501	только по	2	2
502	нашего времени	5	2
503	герой не	3	2
504	не от	2	2
505	произведения как	4	2
506	как нам	6	2
507	значительной степени	3	2
508	а напротив	3	2
509	вследствие которого	2	2
510	в результате	6	2
511	время в	2	2
512	из этих	4	2
513	так сказать	2	2
514	тем более	3	2
515	однако и	3	2
516	бы быть	2	2
517	я есть	3	2
518	который не	2	2
519	в значительной	3	2
520	не более	2	2
521	авторская позиция	3	2
522	интертекстуальные связи	2	2
523	в текст	2	2
524	значение в	2	2
525	лишь на	3	2
526	иначе говоря	5	2
527	сравнении с	2	2
528	чистом виде	3	2
529	в становлении	2	2
530	пушкина в	2	2
531	произведения с	2	2
532	до последнего	2	2
533	лирическая героиня	5	2
534	легко может	2	2
535	полной мере	3	2
536	в контексте	3	2
537	внутреннее я	2	2
538	в миропорядке	10	2
539	в финале	7	2
540	как известно	3	2
541	в акте	2	2
542	что по	4	2
543	есть в	2	2
544	своем составе	3	2
545	что у	3	2
546	от всех	2	2
547	от первого	2	2
548	сочетании с	4	2
549	как эстетической	2	2
550	пока еще	3	2
551	из существеннейших	2	2
552	слова в	2	2
553	поскольку он	3	2
554	оно не	2	2
555	в большинстве	2	2
556	на почве	3	2
557	со своим	2	2
558	на первом	2	2
559	только не	3	2
560	мог бы	3	2
561	внимание на	4	2
562	в той	3	2
563	в борьбе	2	2
564	в таком	2	2
565	нового времени	4	2
566	является по	2	2
567	на эту	2	2
568	жизни но	4	2
569	во всем	5	2
570	лирическую героиню	2	2
571	и внешней	3	2
572	внутреннего мира	2	2
573	текста в	8	2
574	имеем дело	4	2
575	мы имеем	5	2
576	но зато	2	2
