N	2gram	Tiupa_Anal	slovoVRo
161	и по	3	5
162	хотя и	4	5
163	в данном	12	5
164	по отношению	9	5
165	с их	3	5
166	в результате	6	5
167	из существеннейших	2	5
168	и может	2	5
169	этом отношении	3	5
170	не является	5	5
171	двуголосое слово	2	5
172	не с	3	5
173	они не	2	5
174	в дальнейшем	2	5
175	о том	9	5
176	к его	2	5
177	той же	7	5
178	в чужом	2	5
179	уже в	5	5
180	и сам	8	5
181	в противовес	2	5
182	вместе с	3	5
183	от автора	2	4
184	для всех	5	4
185	но как	4	4
186	и ее	3	4
187	а на	2	4
188	в другом	3	4
189	что и	10	4
190	что он	5	4
191	не всегда	4	4
192	однако в	6	4
193	здесь как	2	4
194	свою очередь	7	4
195	в частности	19	4
196	того что	4	4
197	все его	2	4
198	те же	3	4
199	так в	4	4
200	в чем	2	4
201	не столько	4	4
202	момент его	2	4
203	одной из	6	4
204	но это	3	4
205	его как	3	4
206	дело не	3	4
207	и как	5	4
208	если бы	2	4
209	со всеми	2	4
210	к тому	10	4
211	от его	2	4
212	в литературе	3	4
213	значение в	2	4
214	о себе	4	4
215	из них	4	4
216	отношения к	6	4
217	в себя	6	4
218	как раз	8	4
219	данном случае	11	3
220	или к	2	3
221	нуждается в	2	3
222	до известной	3	3
223	включает в	2	3
224	а лишь	2	3
225	в новом	5	3
226	но эта	2	3
227	которого он	2	3
228	такого рода	11	3
229	в одно	2	3
230	в свое	4	3
231	как это	7	3
232	и без	3	3
233	говорит и	3	3
234	в состав	2	3
235	не предполагает	2	3
236	и до	2	3
237	было бы	6	3
238	в первом	2	3
239	этого слова	3	3
240	ведь и	2	3
241	и то	2	3
242	или иного	5	3
243	произведения как	4	3
244	к этому	3	3
245	того или	6	3
246	из этих	4	3
247	подход к	2	3
248	однако и	3	3
249	дело в	3	3
250	в составе	2	3
251	это было	2	3
252	композиционная форма	2	3
253	но лишь	2	3
254	сама по	3	3
255	лишь на	3	3
256	во второй	8	3
257	тем что	3	3
258	жизни в	4	3
259	такой же	2	3
260	за пределами	2	3
261	не должно	3	3
262	не есть	6	3
263	в этой	10	3
264	все что	2	3
265	в эту	2	3
266	в диалоге	2	3
267	личности и	4	3
268	с таким	5	3
269	произведения и	2	3
270	на всех	3	3
271	и следует	2	3
272	в форме	2	3
273	данного произведения	2	3
274	и тем	3	3
275	в таких	2	2
276	о которых	2	2
277	по своей	5	2
278	и внутренне	2	2
279	есть не	2	2
280	без учета	2	2
281	на пути	2	2
282	это и	4	2
283	высказывания как	2	2
284	так что	2	2
285	как уже	4	2
286	есть в	2	2
287	произведения не	2	2
288	а с	2	2
289	то что	5	2
290	по своему	3	2
291	в прошлом	2	2
292	одного из	4	2
293	только не	3	2
294	произведения в	4	2
295	при анализе	2	2
296	могли бы	2	2
297	жизнь в	2	2
298	в сторону	2	2
299	связь с	3	2
300	которая в	2	2
301	далее в	2	2
302	у пушкина	3	2
303	и т.п	7	2
304	не могла	2	2
305	между ними	3	2
306	в известном	2	2
307	всегда и	2	2
308	в сочетании	4	2
309	что не	3	2
310	место в	4	2
311	в ее	5	2
312	вступить в	2	2
313	что они	3	2
314	без исключения	3	2
315	на языке	3	2
316	себе самому	2	2
317	до последнего	2	2
318	да и	3	2
319	этого момента	2	2
320	нашего времени	5	2
321	известном смысле	2	2
322	иметь дело	2	2
323	то в	4	2
324	и что	2	2
325	время в	2	2
326	в равной	2	2
327	можно было	2	2
328	бы быть	2	2
329	что она	3	2
330	из своих	2	2
331	же в	5	2
332	он был	3	2
333	и той	2	2
334	к одному	2	2
335	об этом	3	2
336	тот или	3	2
337	как о	3	2
338	в жизни	2	2
339	тем не	3	2
340	совершенно не	3	2
341	как у	3	2
342	ни к	3	2
343	но они	2	2
344	мы можем	2	2
345	как известно	3	2
346	от всех	2	2
347	столь же	7	2
348	в своих	3	2
349	и свою	2	2
350	в мировой	2	2
351	или иначе	5	2
352	в единое	3	2
353	вступает в	5	2
354	приводит к	5	2
355	в начале	10	2
356	и одновременно	6	2
357	несмотря на	2	2
358	не для	2	2
359	ближе к	2	2
360	нового времени	4	2
361	жизни но	4	2
362	в нашем	4	2
363	однако не	2	2
