N	2gram	Vygotskiy_	Hudozhes
99	произведения искусства	4	4
100	в силу	4	4
101	и как	9	4
102	еще не	2	4
103	художественного восприятия	2	4
104	и тем	5	4
105	и что	28	4
106	в этих	6	4
107	он не	8	4
108	и о	4	4
109	например в	5	4
110	в себя	3	4
111	в своем	3	4
112	хотя и	3	4
113	даже в	2	3
114	от себя	4	3
115	в жизни	5	3
116	к нему	3	3
117	и для	9	3
118	по своему	2	3
119	искусства и	24	3
120	в произведении	7	3
121	и ее	4	3
122	произведения как	3	3
123	это отношение	2	3
124	как и	25	3
125	того же	3	3
126	их в	4	3
127	говоря о	2	3
128	сводятся к	2	3
129	потому что	27	3
130	о чем	2	3
131	одной стороны	7	3
132	по преимуществу	2	3
133	слова в	5	3
134	в целом	8	3
135	области искусства	2	3
136	в свою	3	3
137	и к	5	3
138	искусства как	6	3
139	во всех	4	3
140	одного и	2	3
141	тем не	6	3
142	из этих	6	3
143	связи с	2	3
144	и на	6	3
145	тому как	10	3
146	на деле	11	3
147	если бы	10	3
148	в той	2	3
149	не будет	4	3
150	как раз	4	3
151	с точки	12	3
152	подобно тому	7	3
153	художественное произведение	16	3
154	себя и	3	3
155	как говорит	5	3
156	с этой	8	3
157	в связи	3	3
158	к области	3	3
159	таким образом	38	3
160	в таком	5	3
161	и сам	3	3
162	есть в	7	3
163	в которой	6	3
164	и составляет	3	3
165	была бы	2	3
166	в узком	2	3
167	этом смысле	3	3
168	отношении к	3	3
169	в одном	4	3
170	с одной	6	3
171	но он	3	3
172	имеет место	2	3
173	и состоит	2	3
174	никогда не	13	2
175	о том	11	2
176	для понимания	2	2
177	в каком	3	2
178	одна из	5	2
179	как в	17	2
180	для такого	2	2
181	не могли	4	2
182	тот кто	2	2
183	одно из	2	2
184	и наоборот	2	2
185	искусства если	3	2
186	и это	6	2
187	тому что	7	2
188	и потому	2	2
189	от всех	3	2
190	то в	2	2
191	при всем	3	2
192	об искусстве	2	2
193	идет о	2	2
194	вследствие этого	2	2
195	в самой	2	2
196	столь же	6	2
197	в чем	5	2
198	что такое	2	2
199	или в	2	2
200	но как	4	2
201	все эти	7	2
202	не всегда	2	2
203	человека и	3	2
204	вслед за	10	2
205	времени и	2	2
206	образом и	4	2
207	оно не	2	2
208	или иных	2	2
209	что она	11	2
210	должен быть	2	2
211	за пределы	2	2
212	говорит что	10	2
213	совпадает с	4	2
214	я думаю	2	2
215	этой точки	7	2
216	не как	3	2
217	в глаза	2	2
218	могут служить	3	2
219	так же	29	2
220	отличается от	4	2
221	об этом	3	2
222	может служить	3	2
223	свою очередь	3	2
224	из которых	5	2
225	и по	7	2
226	это может	2	2
227	всякий раз	10	2
228	в известном	2	2
229	тех или	2	2
230	отнюдь не	11	2
231	один из	6	2
232	на котором	2	2
233	произведении искусства	4	2
234	в них	4	2
235	по себе	21	2
236	которая не	2	2
237	мышления и	3	2
238	к более	2	2
239	материала в	2	2
240	сама по	2	2
241	речь идет	4	2
242	несмотря на	8	2
243	есть как	3	2
244	таком случае	3	2
245	роль в	4	2
246	к жизни	2	2
247	воздействия на	2	2
248	на этом	3	2
249	тем или	2	2
250	это и	3	2
251	и больше	2	2
252	все это	11	2
253	с ними	2	2
254	о его	2	2
255	из этого	5	2
256	что и	27	2
257	ту или	2	2
258	то ни	2	2
259	имеет дело	2	2
260	эстетическое переживание	3	2
261	ни было	2	2
262	искусство есть	7	2
263	и может	3	2
264	к своему	2	2
265	и другие	5	2
266	только о	3	2
267	самом деле	19	2
268	случае не	2	2
269	и более	3	2
270	этого слова	5	2
271	в этой	5	2
272	но только	6	2
273	а с	2	2
274	роман и	2	2
275	из виду	2	2
276	с ним	2	2
277	который в	3	2
278	этих двух	4	2
279	в какой	6	2
280	без остатка	3	2
281	вовсе не	7	2
282	чем это	2	2
283	заключается в	15	2
284	имеем дело	2	2
285	если мы	21	2
286	том и	4	2
287	основе своей	2	2
288	на основе	2	2
289	у него	4	2
290	при чтении	2	2
291	бы то	3	2
