N	2gram	Bakhtin_Pr	Mirosoze
279	еще более	2	4
280	но на	3	4
281	в той	5	4
282	в своих	4	4
283	и что	5	4
284	то время	2	4
285	мира не	2	3
286	были бы	5	3
287	ведь это	4	3
288	знает только	3	3
289	к этим	2	3
290	жизни не	2	3
291	остается в	2	3
292	и сама	2	3
293	романов достоевского	8	3
294	поэтому он	2	3
295	сознание и	6	3
296	достоевского мы	4	3
297	для себя	3	3
298	является в	2	3
299	одним из	7	3
300	а лишь	3	3
301	эта тема	2	3
302	все же	11	3
303	но у	4	3
304	она может	2	3
305	мы должны	3	3
306	на том	2	3
307	все его	3	3
308	что же	9	3
309	достоевского с	4	3
310	между тем	7	3
311	в уста	4	3
312	в виду	3	3
313	ту же	2	3
314	что оно	2	3
315	на его	2	3
316	же как	2	3
317	которую он	3	3
318	замыкается в	2	3
319	хотя и	5	3
320	ее он	3	3
321	и эта	2	3
322	то это	3	3
323	и еще	2	3
324	в противоположность	2	3
325	в которые	2	3
326	конечно не	4	3
327	об этом	3	3
328	и самого	4	3
329	находится в	2	3
330	как не	9	3
331	не значит	4	3
332	я и	2	3
333	и самое	4	3
334	превращается в	5	3
335	достоевского как	11	3
336	него в	5	3
337	но ведь	3	3
338	для нас	2	3
339	со всеми	2	3
340	идеи но	2	3
341	в пределах	24	3
342	лишь как	9	3
343	во всех	4	3
344	именно потому	2	3
345	на этот	4	3
346	мир и	5	3
347	он может	4	3
348	достоевского был	2	3
349	на почве	5	3
350	он знает	3	3
351	будет и	2	3
352	о себе	19	3
353	входит в	9	3
354	но для	3	3
355	приводит к	8	3
356	жизни а	3	3
357	их и	2	3
358	лишь для	2	3
359	в одном	20	3
360	тому как	3	3
361	всяком случае	4	3
362	и всегда	2	3
363	нет ни	2	3
364	и перед	2	3
365	но с	4	3
366	он все	3	2
367	не о	3	2
368	на самом	5	2
369	к одному	7	2
370	последний день	2	2
371	в плане	6	2
372	как можно	2	2
373	тут в	3	2
374	его к	4	2
375	нисколько не	3	2
376	не потому	2	2
377	это я	2	2
378	не раз	2	2
379	него как	3	2
380	ибо и	2	2
381	достоевского говорит	4	2
382	его творчество	2	2
383	со своим	2	2
384	а как	11	2
385	другого человека	7	2
386	романы достоевского	2	2
387	слова что	2	2
388	от своего	2	2
389	к своему	2	2
390	начала и	2	2
391	самом деле	10	2
392	тем как	5	2
393	своей жизни	2	2
394	была бы	5	2
395	в последний	3	2
396	о нем	15	2
397	лишь те	2	2
398	от них	3	2
399	не менее	3	2
400	под его	2	2
401	друг за	2	2
402	того же	3	2
403	могли бы	2	2
404	по природе	2	2
405	к самому	2	2
406	а потому	2	2
407	героев достоевского	4	2
408	и сам	6	2
409	своей записной	2	2
410	как достоевский	2	2
411	ни одного	3	2
412	между ними	6	2
413	с которой	2	2
414	же не	4	2
415	карамазова и	3	2
416	сам был	2	2
417	дано в	3	2
418	не принимает	2	2
419	направлена на	2	2
420	связи с	3	2
421	в сущности	10	2
422	е в	3	2
423	и ее	5	2
424	не овладевает	3	2
425	во всей	3	2
426	этого слова	3	2
427	данте и	2	2
428	и они	2	2
429	правда в	2	2
430	бы сказать	2	2
431	подполья и	3	2
432	записной книжке	2	2
433	в обычном	2	2
434	их в	8	2
435	к идее	2	2
436	самим собою	3	2
437	в романах	8	2
438	есть то	3	2
439	ее как	4	2
440	что если	3	2
441	достоевский прежде	2	2
442	бы он	4	2
443	то в	2	2
444	на два	3	2
445	его творчества	5	2
446	себе а	3	2
447	его как	5	2
448	с их	7	2
449	воля к	2	2
450	противоречия и	2	2
451	обращено к	3	2
452	он ни	2	2
453	этом отношении	3	2
454	целый ряд	2	2
455	мире в	3	2
456	такой человек	2	2
457	то перед	8	2
458	про себя	2	2
459	дух и	2	2
460	мира в	5	2
461	подобно тому	3	2
462	его художественного	6	2
463	ее в	3	2
464	себя на	2	2
465	и о	7	2
466	этот мир	3	2
467	но они	2	2
468	о мире	7	2
469	в какой	2	2
470	со христом	2	2
471	на западе	2	2
472	а за	3	2
473	вообще не	2	2
474	с другой	7	2
475	слова он	2	2
476	ни один	3	2
477	пути и	3	2
478	выражения в	2	2
479	была идея	2	2
480	что такое	2	2
481	одну и	2	2
482	в смысле	3	2
483	что я	7	2
484	свои мысли	2	2
485	он и	8	2
486	по себе	16	2
487	романах достоевского	6	2
488	же что	5	2
489	момент его	2	2
490	сам по	2	2
491	и уже	3	2
492	бы ни	3	2
493	человека из	4	2
494	в первых	2	2
495	но эта	5	2
496	своих героев	2	2
497	всякий человек	2	2
498	знаю что	4	2
499	творчества достоевского	9	2
