N	2gram	Nazirov_Tv	formyVre
220	даже в	4	4
221	перед нами	3	4
222	от него	2	4
223	в одной	5	4
224	по себе	2	4
225	по отношению	3	4
226	не был	4	4
227	друг друга	2	4
228	в быту	2	4
229	что он	11	4
230	и о	2	4
231	как у	3	4
232	в одно	2	4
233	людей и	2	4
234	в один	3	4
235	мы наблюдаем	2	4
236	сливается с	4	4
237	в чем	4	4
238	что не	5	4
239	другой стороны	2	4
240	времени на	3	4
241	на его	4	4
242	всего романа	2	4
243	у достоевского	51	4
244	для них	2	4
245	а затем	5	4
246	он был	2	4
247	и со	2	4
248	на ней	2	4
249	в данном	2	4
250	в глаза	2	4
251	только что	2	4
252	и вот	2	4
253	у нас	2	4
254	же и	2	4
255	и более	2	4
256	связан с	4	4
257	отчасти и	2	4
258	в своих	8	4
259	с большой	5	4
260	как она	2	4
261	всяком случае	2	4
262	к жизни	4	4
263	это и	4	4
264	в лице	4	4
265	жизни с	2	4
266	на площади	2	4
267	нет ни	3	3
268	и отчасти	3	3
269	все более	2	3
270	в соответствии	7	3
271	ее по	2	3
272	его к	2	3
273	в сферу	2	3
274	вплоть до	2	3
275	герой в	3	3
276	человека но	3	3
277	подхода к	3	3
278	всякого рода	2	3
279	как это	2	3
280	самого начала	3	3
281	надо было	2	3
282	как уже	2	3
283	этой проблемы	2	3
284	тому что	2	3
285	она не	2	3
286	это уже	7	3
287	жизнь в	2	3
288	характер в	2	3
289	что на	3	3
290	но это	10	3
291	в прямом	2	3
292	не столько	4	3
293	в образах	2	3
294	на землю	2	3
295	же как	3	3
296	не похож	2	3
297	из всех	5	3
298	с самого	3	3
299	в двух	2	3
300	вот почему	3	3
301	в литературу	2	3
302	одна из	5	3
303	но она	2	3
304	других людей	2	3
305	не могли	2	3
306	все время	3	3
307	времени а	2	3
308	и еще	2	3
309	дело в	4	3
310	время не	2	3
311	к ней	3	3
312	по мере	2	3
313	в таких	2	3
314	самое время	2	3
315	и здесь	2	3
316	между вещами	2	3
317	на земле	4	3
318	он ни	3	3
319	его и	2	3
320	но только	3	3
321	ни к	2	3
322	через него	2	3
323	сами по	2	3
324	событий в	2	3
325	от всех	2	3
326	можно сказать	2	3
327	и время	2	3
328	в творчестве	10	3
329	времени он	3	3
330	жизни не	2	3
331	в свою	8	3
332	связь с	3	3
333	если не	4	3
334	которой он	2	3
335	и есть	2	3
336	не к	2	3
337	развития человечества	2	3
338	на ранних	2	3
339	не мог	3	3
340	по самому	2	3
341	данном случае	2	2
342	начиная с	2	2
343	в область	4	2
344	о времени	4	2
345	или даже	2	2
346	самим собой	4	2
347	ее и	2	2
348	в плане	4	2
349	действия и	3	2
350	характера в	2	2
351	на себя	2	2
352	о жизни	4	2
353	человек и	2	2
354	в человеке	4	2
355	приходит к	4	2
356	и поэтому	2	2
357	если в	3	2
358	времени как	4	2
359	в духе	6	2
360	в каждом	4	2
361	когда я	2	2
362	и притом	2	2
363	бога и	3	2
364	свою очередь	2	2
365	него есть	2	2
366	в средневековой	2	2
367	он же	2	2
368	человек по	4	2
369	в бытовой	6	2
370	он всегда	2	2
371	этот тип	2	2
372	одном из	2	2
373	героя в	4	2
374	из жизни	3	2
375	самом деле	4	2
376	весь роман	2	2
377	они имеют	2	2
378	от других	2	2
379	в искусстве	3	2
380	значит что	3	2
381	особое значение	2	2
382	в вечности	2	2
383	в стороне	2	2
384	чувства времени	3	2
385	особое место	3	2
386	была бы	2	2
387	живет в	3	2
388	отношении к	2	2
389	и та	2	2
390	и против	2	2
391	себя как	2	2
392	переходит в	2	2
393	было в	2	2
394	не знал	2	2
395	на этих	2	2
396	роман и	2	2
397	ранних стадиях	3	2
398	вырваться из	2	2
399	этот момент	2	2
400	в честь	2	2
401	в мир	2	2
402	руссо и	2	2
403	имеет в	2	2
404	стремится к	3	2
405	то в	2	2
406	идей и	2	2
407	и рядом	2	2
408	представлений о	2	2
409	и тогда	2	2
410	его как	2	2
411	собой в	2	2
412	себя в	3	2
413	человек с	2	2
414	о котором	2	2
415	процесса в	4	2
416	но этот	2	2
417	гоголя и	2	2
418	важную роль	2	2
419	в xix	3	2
420	и лишь	2	2
421	достоевского в	19	2
422	как по	2	2
423	в философии	2	2
424	другом в	2	2
425	себе не	3	2
426	где он	2	2
427	причем в	2	2
428	но если	4	2
429	человек может	2	2
430	у гроба	2	2
431	культуры и	2	2
432	и должно	2	2
433	человека с	2	2
434	но уже	2	2
435	случайностей и	2	2
436	что у	5	2
437	в действии	2	2
438	со своими	2	2
439	героев в	2	2
440	однако эти	2	2
441	этот вопрос	4	2
442	времени это	2	2
443	из себя	2	2
444	личности и	2	2
445	этом романе	2	2
446	соответствии с	7	2
447	там же	11	2
448	не существует	3	2
449	еще в	3	2
450	это прежде	3	2
451	во многом	8	2
452	проблема времени	3	2
453	между людьми	3	2
454	по природе	6	2
455	мир с	2	2
456	я не	5	2
457	от жизни	2	2
458	но когда	2	2
459	он сам	8	2
460	природа человека	2	2
461	и сам	5	2
462	тому же	2	2
463	представление о	9	2
