N	2gram	Tiupa_Disk	Dialekti
456	жизни а	2	2
457	совпадает с	4	2
458	по природе	6	2
459	но также	2	2
460	эпохи и	2	2
461	мы все	2	2
462	в разные	2	2
463	в любой	2	2
464	и собственно	2	2
465	и сам	2	2
466	которая в	3	2
467	как его	2	2
468	мира в	6	2
469	чем он	2	2
