N	2gram	Bakhtin_Pr	KulturaY
421	чтобы в	2	3
422	менее всего	4	3
423	нет и	4	3
424	то время	3	3
425	мысли и	5	3
426	сама по	3	3
427	по своим	4	3
428	одним из	11	3
429	как у	4	3
430	не по	3	3
431	быть только	3	3
432	только с	2	3
433	на западе	2	3
434	для него	23	3
435	именно потому	3	3
436	из всего	2	3
437	что у	5	3
438	выходит за	2	3
439	он в	3	3
440	за собой	3	3
441	все что	6	3
442	социальной жизни	2	3
443	в большинстве	3	3
444	заметить что	2	3
445	жизнь в	2	3
446	ни были	2	3
447	же что	5	3
448	так чтобы	3	3
449	раз и	4	3
450	на своем	2	3
451	с их	9	3
452	и уже	3	3
453	то ни	3	3
454	или даже	2	3
455	таким же	4	3
456	бы то	3	3
457	случайно и	2	3
458	зрения мы	2	2
459	стиля и	4	2
460	лежат в	2	2
461	во все	5	2
462	интересует не	2	2
463	здесь уместно	2	2
464	слова а	3	2
465	только у	4	2
466	он уже	2	2
467	от него	3	2
468	в одной	9	2
469	вот что	2	2
470	и через	2	2
471	конечно в	2	2
472	есть и	2	2
473	но есть	2	2
474	это вовсе	2	2
475	строится на	2	2
476	на пути	2	2
477	есть нечто	2	2
478	в основном	2	2
479	здесь действительно	2	2
480	достоевского и	14	2
481	одном из	3	2
482	это как	2	2
483	друг от	2	2
484	ничем не	2	2
485	свою мысль	2	2
486	своего времени	3	2
487	нами в	5	2
488	роман в	2	2
489	с которыми	2	2
490	то оно	3	2
491	здесь то	2	2
492	говорит он	9	2
493	он говорит	3	2
494	смысле как	2	2
495	не из	3	2
496	по природе	4	2
497	ответ на	2	2
498	к отдельным	3	2
499	в большой	3	2
500	этот термин	3	2
501	и всякой	2	2
502	по этому	2	2
503	за счет	2	2
504	у достоевского	35	2
505	к другому	2	2
506	из своего	3	2
507	для них	3	2
508	здесь в	3	2
509	переходит в	2	2
510	тем или	2	2
511	жизни и	21	2
512	как слово	4	2
513	находится в	2	2
514	и до	5	2
515	потому и	2	2
516	по пунктам	3	2
517	а может	3	2
518	ее в	2	2
519	одна из	4	2
520	самое слово	2	2
521	с такими	2	2
522	но эти	2	2
523	с другими	11	2
524	х годов	2	2
525	лежит в	3	2
526	в словах	2	2
527	сознания и	9	2
528	его как	6	2
529	бы к	2	2
530	это было	3	2
531	поэтому и	3	2
532	совершенно справедливо	2	2
533	и слово	6	2
534	исходит из	3	2
535	которая не	2	2
536	видел в	2	2
537	себя самого	5	2
538	творчества и	2	2
539	природе своей	3	2
540	и понимания	3	2
541	между отдельными	2	2
542	не является	2	2
543	выйти за	3	2
544	ни было	4	2
545	композиционные приемы	2	2
546	но они	4	2
547	отношении к	3	2
548	самый факт	2	2
549	время как	2	2
550	сами по	4	2
551	мы сказали	2	2
552	в жизни	7	2
553	в литературе	7	2
554	его жизни	2	2
555	и тон	2	2
556	подхода к	2	2
557	точек зрения	5	2
558	поэтому в	2	2
559	ни один	5	2
560	на почве	5	2
561	во что	2	2
562	человек в	2	2
563	отрывки из	2	2
564	чтобы быть	2	2
565	от друга	2	2
566	не хочу	2	2
567	имеем в	2	2
568	на которой	2	2
569	и прежде	2	2
570	он и	9	2
571	и одновременно	5	2
572	тому как	5	2
573	не знают	2	2
574	правда в	2	2
575	в русской	3	2
576	что было	4	2
577	является не	3	2
578	друг другу	3	2
579	в плоскости	5	2
580	сравнению с	2	2
581	в себя	3	2
582	в совершенно	2	2
583	чем же	2	2
584	ведь только	2	2
585	слов о	2	2
586	все в	7	2
587	дано в	3	2
588	все должно	3	2
589	каждом из	2	2
