N	2gram	Vygotskiy_	Narrotol
121	представляют собой	3	6
122	например в	5	6
123	сказать что	14	6
124	никак не	12	6
125	то и	3	6
126	из этих	6	6
127	здесь не	3	6
128	однако и	3	6
129	в результате	3	6
130	на него	3	6
131	как у	2	6
132	не по	3	6
133	с одной	7	6
134	что у	7	6
135	на то	25	6
136	в конечном	2	6
137	к его	2	6
138	все что	2	6
139	таким образом	21	6
140	на самом	3	5
141	том как	5	5
142	для нее	2	5
143	в другом	6	5
144	дело с	5	5
145	и о	6	5
146	о котором	5	5
147	к нему	2	5
148	может служить	8	5
149	место в	6	5
150	между собой	2	5
151	было бы	22	5
152	мы не	7	5
153	свою очередь	3	5
154	я не	9	5
155	и здесь	9	5
156	и то	10	5
157	что это	19	5
158	или не	3	5
159	так сказать	6	5
160	тем более	2	5
161	бы и	2	5
162	с ее	5	5
163	и даже	4	5
164	только что	10	5
165	для того	18	5
166	в какой	8	5
167	событие в	2	5
168	их в	4	5
169	именно в	3	5
170	в своих	6	5
171	в русской	4	5
172	из них	10	5
173	в одном	9	5
174	не было	4	5
175	и уже	5	5
176	как будто	13	5
177	начала и	2	5
178	даже в	2	4
179	еще раз	3	4
180	и ее	4	4
181	эти два	4	4
182	роль в	2	4
183	а на	2	4
184	в виду	6	4
185	как он	2	4
186	только на	3	4
187	по своему	6	4
188	в них	4	4
189	тому что	10	4
190	она не	10	4
191	мы узнаем	3	4
192	что на	4	4
193	не будет	2	4
194	что касается	2	4
195	на ее	2	4
196	представить себе	2	4
197	когда в	4	4
198	и когда	8	4
199	и по	2	4
200	что они	9	4
201	в первом	3	4
202	как мы	12	4
203	в основе	5	4
204	хотя бы	3	4
205	могла бы	6	4
206	к этому	5	4
207	это было	4	4
208	к ней	3	4
209	и как	10	4
210	не имеет	8	4
211	повествования и	2	4
212	со всеми	2	4
213	но они	2	4
214	не с	2	4
215	раз в	7	4
216	зависит от	2	4
217	и с	4	4
218	для нас	14	4
219	по себе	5	4
220	несмотря на	7	4
221	всяком случае	6	4
222	во всяком	6	4
223	не к	5	4
224	вместе с	10	4
225	еще и	2	3
226	до конца	5	3
227	идет о	8	3
228	так же	12	3
229	но как	3	3
230	каждый из	3	3
231	и другая	2	3
232	с таким	4	3
233	при такой	2	3
234	как к	6	3
235	должен быть	4	3
236	с этой	5	3
237	события в	3	3
238	к чему	6	3
239	как известно	2	3
240	в виде	5	3
241	и вот	6	3
242	в романе	2	3
243	а с	4	3
244	здесь мы	6	3
245	одно из	4	3
246	к ним	3	3
247	и это	13	3
248	своей жизни	2	3
249	видит в	3	3
250	точно так	3	3
251	что не	5	3
252	а к	2	3
253	же как	3	3
254	для автора	2	3
255	все эти	7	3
256	той же	6	3
257	связи с	2	3
258	во время	4	3
259	и т	19	3
260	речь идет	7	3
261	рассказа как	4	3
262	о его	2	3
263	или иного	2	3
264	и опять	3	3
265	все время	36	3
266	того или	2	3
267	характер и	2	3
268	все было	2	3
269	но это	6	3
270	можно было	7	3
271	в первой	2	3
272	бы быть	2	3
273	что она	34	3
274	если она	2	3
275	дело не	3	3
276	в которой	8	3
277	несет в	3	3
278	каждого из	4	3
279	бы не	5	3
280	должен был	4	3
281	в этих	3	3
282	сих пор	6	3
283	со своей	3	3
284	на этот	2	3
285	этого рассказа	15	3
286	быть не	2	3
287	могли бы	6	3
288	всякий раз	6	3
289	что мы	6	3
290	только не	3	3
291	как она	8	3
292	с точки	11	3
293	говорит о	6	3
294	и что	29	3
295	говорить о	3	3
296	характера и	3	3
297	не просто	7	3
298	по его	3	3
299	она в	4	3
300	и только	8	3
301	как на	9	3
302	не следует	3	3
303	что именно	3	3
304	же самое	14	3
305	наряду с	4	3
306	нам в	3	3
307	но он	5	3
308	до сих	7	3
309	в нее	3	2
310	в каком	8	2
311	очевидно что	4	2
312	от имени	3	2
313	вот как	2	2
314	в действительности	3	2
315	слова а	2	2
316	в которых	9	2
317	она может	4	2
318	как именно	2	2
319	у читателя	4	2
320	внимание к	2	2
321	с той	8	2
322	рассказа о	2	2
323	эта фраза	2	2
324	слов в	2	2
325	что с	4	2
326	всю свою	2	2
327	как показывает	2	2
328	и столь	2	2
329	в их	3	2
330	казалось бы	7	2
331	от своего	2	2
332	сам себя	2	2
333	это все	2	2
334	к своему	2	2
335	после этого	5	2
336	так что	10	2
337	т п	7	2
338	на две	3	2
339	действующее лицо	2	2
340	утверждает что	3	2
341	на основании	2	2
342	один человек	2	2
343	и кажется	2	2
344	одновременно и	3	2
345	в повести	2	2
346	указывает на	8	2
347	она была	5	2
348	для читателя	2	2
349	в общем	4	2
350	он говорит	9	2
351	не могу	3	2
352	больше не	3	2
353	те же	2	2
354	бы она	2	2
355	рассказ в	4	2
356	что же	3	2
357	второй план	6	2
358	ли он	4	2
359	когда она	4	2
360	можно назвать	2	2
361	и во	3	2
362	по выражению	2	2
363	все те	5	2
364	в сущности	16	2
365	принадлежит к	3	2
366	в двух	11	2
367	признать что	2	2
368	и который	2	2
369	вовсе не	11	2
370	одно и	4	2
371	если в	2	2
372	все то	15	2
373	и мы	19	2
374	но все	2	2
375	говорил о	3	2
376	обратиться к	4	2
377	время в	5	2
378	другой стороны	5	2
379	не до	2	2
380	по аналогии	2	2
381	это в	3	2
382	и еще	2	2
383	по мнению	2	2
384	на это	6	2
385	бы в	3	2
386	бы на	2	2
387	который не	7	2
388	первый раз	3	2
389	мы можем	12	2
390	то чтобы	2	2
391	целый ряд	6	2
392	автора в	2	2
393	и одновременно	2	2
394	и ничего	2	2
395	как если	3	2
396	слова и	3	2
397	по своим	2	2
398	все это	12	2
399	тем что	7	2
400	та же	6	2
401	и наконец	2	2
402	одного и	2	2
403	и есть	3	2
404	одним из	2	2
405	по словам	2	2
406	смысл и	8	2
407	в течение	5	2
408	как говорит	2	2
409	во всех	4	2
410	должна быть	5	2
411	и более	4	2
412	отношение к	2	2
413	сами по	3	2
414	есть в	3	2
415	иначе как	3	2
416	о самом	2	2
417	мире в	2	2
418	с другим	2	2
419	автора и	2	2
420	он может	2	2
421	когда он	8	2
422	того же	4	2
423	или иначе	2	2
424	будто бы	3	2
425	это то	4	2
426	у меня	2	2
427	к которому	3	2
428	с которым	2	2
429	как все	4	2
430	из которых	6	2
431	том смысле	2	2
432	героев в	2	2
433	еще более	2	2
434	более чем	2	2
435	применительно к	2	2
436	это был	2	2
437	из него	4	2
438	это и	4	2
439	человек и	2	2
440	как только	4	2
441	если же	3	2
442	но с	2	2
443	узнаем что	2	2
444	своих героев	4	2
445	однако не	3	2
446	и всякий	2	2
447	мы будем	4	2
448	он прямо	3	2
449	не можем	4	2
450	ясно что	11	2
