N	2gram	Propp_Isto	RusskieA
213	не с	3	5
214	и для	5	5
215	с целью	2	5
216	с другой	8	5
217	отнюдь не	2	5
218	или даже	3	5
219	с ним	3	5
220	связь между	4	5
221	мы уже	7	5
222	к таким	2	5
223	этих случаях	11	5
224	в таких	4	4
225	в доме	4	4
226	как можно	2	4
227	показывают что	7	4
228	которые в	3	4
229	означает что	4	4
230	воздействовать на	2	4
231	чтобы они	2	4
232	и ее	3	4
233	в глаза	2	4
234	иное как	3	4
235	но есть	3	4
236	не что	3	4
237	у них	2	4
238	всякого рода	3	4
239	нас не	3	4
240	связано с	2	4
241	в руки	4	4
242	здесь мы	9	4
243	его и	6	4
244	своего рода	2	4
245	в основном	4	4
246	не соответствует	3	4
247	отличие от	3	4
248	в образе	3	4
249	могут быть	5	4
250	на землю	2	4
251	обряд и	2	4
252	и тогда	3	4
253	не на	2	4
254	во всей	2	4
255	в основе	4	4
256	и от	2	4
257	в древней	2	4
258	в круг	2	4
259	связанных с	2	4
260	с религией	3	4
261	дело не	8	4
262	к ней	3	4
263	леса и	2	4
264	и здесь	15	4
265	не просто	5	4
266	кроме того	3	4
267	что иное	3	4
268	такой же	2	4
269	в отличие	3	4
270	и из	2	4
271	но все	9	4
272	так называемый	2	4
273	что у	3	4
274	их не	3	4
275	для объяснения	2	4
276	именно в	5	4
277	в котором	5	4
278	этот вопрос	7	4
279	уже в	2	4
280	в ней	10	4
281	других случаях	2	4
282	то время	3	4
283	в середине	3	4
284	во всем	3	4
285	на этой	2	4
286	с обрядом	2	4
287	на основе	6	4
288	но он	5	4
289	никогда не	25	3
290	на улицу	2	3
291	чтобы не	3	3
292	всех этих	4	3
293	но можно	2	3
294	руки и	3	3
295	смерти и	7	3
296	том как	3	3
297	в одной	3	3
298	детей и	5	3
299	в форме	3	3
300	с той	2	3
301	есть и	2	3
302	в виду	2	3
303	только по	2	3
304	тут же	2	3
305	как он	5	3
306	раньше чем	6	3
307	мы здесь	8	3
308	возможно что	3	3
309	или менее	5	3
310	представления о	8	3
311	почему именно	2	3
312	и другое	2	3
313	мы знаем	10	3
314	видно из	2	3
315	и это	2	3
316	более или	5	3
317	на другой	2	3
318	этот случай	4	3
319	связь с	8	3
320	живет в	3	3
321	с которой	2	3
322	большинстве случаев	4	3
323	же не	3	3
324	в области	2	3
325	в какой	4	3
326	в ее	2	3
327	в своей	2	3
328	содержится в	2	3
329	он был	3	3
330	лесу или	2	3
331	значение и	2	3
332	из таких	2	3
333	также что	2	3
334	увидим что	8	3
335	и то	3	3
336	с другими	2	3
337	ее на	2	3
338	по отношению	6	3
339	в которой	2	3
340	от этого	2	3
341	на него	7	3
342	в эту	3	3
343	если бы	8	3
344	на первый	2	3
345	что ее	2	3
346	увидим ниже	5	3
347	можно говорить	2	3
348	а именно	5	3
349	представлений о	4	3
350	отношению к	6	3
351	сих пор	12	3
352	с одной	8	3
353	это конечно	3	3
354	на этот	2	3
355	восходит к	6	3
356	на то	6	3
357	слова в	2	3
358	в русской	7	3
359	когда он	9	3
360	на которой	2	3
361	и этим	3	3
362	из которых	3	3
363	так чтобы	3	3
364	эта связь	4	3
365	находится в	6	3
366	можно назвать	3	3
367	говорит о	2	3
368	здесь не	5	3
369	этом обряде	2	3
370	и его	5	3
371	по его	3	3
372	на природу	2	3
373	же и	3	3
374	в большинстве	4	3
375	уже видели	4	3
376	до сих	11	3
377	на дерево	3	2
378	можно видеть	2	2
379	его мнению	2	2
380	в область	4	2
381	очень ясно	2	2
382	здесь имеем	3	2
383	что их	3	2
384	ясно и	2	2
385	в золотой	3	2
386	присмотреться к	2	2
387	только у	2	2
388	в себе	6	2
389	на эту	3	2
390	народа в	2	2
391	заключить что	2	2
392	перед нами	5	2
393	не как	3	2
394	царство мертвых	11	2
395	в силу	7	2
396	обрядами и	3	2
397	и наконец	5	2
398	можно судить	2	2
399	должен быть	3	2
400	одним из	2	2
401	на столе	2	2
402	подобного рода	2	2
403	и тем	2	2
404	а как	2	2
405	он должен	3	2
406	же можно	3	2
407	можно установить	3	2
408	между ними	2	2
409	в новой	2	2
410	так называемая	3	2
411	в частности	3	2
412	самом деле	2	2
413	которые можно	2	2
414	показать что	2	2
415	там и	3	2
416	подойти к	2	2
417	образом в	2	2
418	мертвых и	2	2
419	может иметь	2	2
420	не так	2	2
421	быть назван	2	2
422	эти материалы	2	2
423	в него	2	2
424	тот кто	3	2
425	как обряд	2	2
426	но так	3	2
427	но мы	2	2
428	только с	4	2
429	к этой	5	2
430	в ту	2	2
431	воспоминание о	2	2
432	они не	8	2
433	с другом	3	2
434	в более	2	2
435	точка зрения	2	2
436	леса в	2	2
437	не дает	2	2
438	одной стороны	7	2
439	ответ на	3	2
440	между прочим	3	2
441	составные части	2	2
442	очень много	10	2
443	не говорится	2	2
444	здесь в	4	2
445	над ними	2	2
446	в сказке	63	2
447	вот почему	2	2
448	мы видим	16	2
449	и когда	4	2
450	иметь в	2	2
451	мнение что	2	2
452	себя и	2	2
453	уже указано	2	2
454	силу и	2	2
455	в дальнейшем	6	2
456	что эти	5	2
457	который в	2	2
458	для него	2	2
459	относится к	2	2
460	некоторое время	3	2
461	сказать что	7	2
462	это приводит	2	2
463	не сами	2	2
464	он не	10	2
465	нет в	2	2
466	что если	2	2
467	когда мы	4	2
468	право на	5	2
469	ниже при	2	2
470	необходимо еще	2	2
471	же говорит	4	2
472	в сказках	7	2
473	другой стороны	7	2
474	значит что	2	2
475	и он	4	2
476	обряда и	3	2
477	как оно	3	2
478	в начале	3	2
479	же происходит	2	2
480	дело в	3	2
481	должно быть	2	2
482	его как	2	2
483	в прошлом	2	2
484	еще до	2	2
485	и даже	4	2
486	мы можем	7	2
487	друг с	4	2
488	свет на	4	2
489	случаи когда	3	2
490	окна и	2	2
491	этим в	2	2
492	д и	2	2
493	становится ясным	2	2
494	наших целей	2	2
495	в античности	3	2
496	не означает	2	2
497	в пределах	4	2
498	нас в	2	2
499	борьбы с	2	2
500	из ряда	2	2
501	обряд этот	2	2
502	с обрядами	3	2
503	в жизни	2	2
504	и так	3	2
505	к дереву	2	2
506	предположение что	2	2
507	что такое	3	2
508	если это	3	2
509	уже знаем	3	2
510	в царство	14	2
511	и если	4	2
512	быть не	2	2
513	в другой	4	2
514	это так	6	2
515	но что	2	2
516	по себе	4	2
517	заупокойном культе	4	2
518	должны будем	4	2
519	раз и	3	2
520	к материалу	2	2
521	это значение	2	2
522	в стороне	4	2
523	также не	2	2
524	из этого	3	2
525	будем здесь	2	2
526	что эта	3	2
527	для наших	2	2
528	представлениями о	3	2
529	не более	2	2
530	но их	2	2
531	магическую силу	2	2
532	отправляется в	2	2
533	это наблюдение	2	2
534	две формы	2	2
535	у него	5	2
536	на смерть	4	2
537	но оно	4	2
538	что при	3	2
539	все в	2	2
540	однако не	2	2
541	смерть и	3	2
