N	2gram	Ircho_Kome	Analitik
121	не является	2	8
122	времени и	2	8
123	как известно	4	8
124	в литературе	2	7
125	в другом	5	7
126	в соответствии	2	7
127	и тем	2	7
128	в году	3	7
129	место в	7	7
130	на его	5	7
131	в ее	2	7
132	все это	7	7
133	который в	2	7
134	во всяком	4	7
135	одна из	4	7
136	в противоположность	2	7
137	несмотря на	5	7
138	как будто	3	7
139	и для	4	7
140	у него	6	7
141	или иначе	4	7
142	со своим	6	7
143	в одном	10	7
144	однако не	2	7
145	всяком случае	4	7
146	как мы	5	7
147	времени в	2	7
148	в финале	2	7
149	в нашем	2	7
150	не мог	4	7
151	его в	6	6
152	из того	2	6
153	для всех	5	6
154	если в	3	6
155	в силу	4	6
156	ли не	8	6
157	казалось бы	3	6
158	в нем	8	6
159	что на	4	6
160	ответ на	2	6
161	или в	5	6
162	он был	4	6
163	хотя бы	2	6
164	могла бы	2	6
165	в сознании	4	6
166	из этих	5	6
167	же в	7	6
168	тем не	3	6
169	более чем	4	6
170	и более	2	6
171	так или	4	6
172	восходит к	4	6
173	на этом	3	6
174	из которых	5	6
175	из них	16	6
176	уже в	9	6
177	соответствии с	2	6
178	не более	2	6
179	по его	2	6
180	вовсе не	3	6
181	одну из	2	5
182	каждый из	3	5
183	для себя	2	5
184	так что	6	5
185	в один	2	5
186	может служить	2	5
187	в эту	2	5
188	в общем	2	5
189	в состав	2	5
190	в них	7	5
191	речь идет	6	5
192	с той	2	5
193	а затем	4	5
194	и по	6	5
195	мы не	4	5
196	к числу	2	5
197	в первом	2	5
198	принадлежит к	2	5
199	тот же	5	5
200	и здесь	6	5
201	да и	5	5
202	к его	3	5
203	с их	4	5
204	к этому	8	5
205	с ее	2	5
206	мира в	5	5
207	для того	3	5
208	и их	3	5
209	в этих	5	5
210	такой же	2	5
211	тем что	5	5
212	еще и	2	5
213	ни в	9	5
214	в котором	6	5
215	все что	3	5
216	будто бы	2	5
217	путь к	2	5
218	еще в	9	5
219	в поле	4	5
220	и особенно	7	5
221	нового времени	7	5
222	в отношении	6	4
223	в полном	2	4
224	и ее	5	4
225	в области	3	4
226	вслед за	4	4
227	в каждом	2	4
228	наконец в	3	4
229	отношение к	3	4
230	одним из	3	4
231	как он	2	4
232	только на	2	4
233	самом начале	3	4
234	в действительности	4	4
235	в любом	3	4
236	на две	3	4
237	и о	3	4
238	к нему	5	4
239	указывает на	2	4
240	и что	2	4
241	потому что	8	4
242	связь с	2	4
243	ему в	2	4
244	из трех	2	4
245	так в	6	4
246	в чем	3	4
247	обращает на	4	4
248	в известном	2	4
249	что же	2	4
250	здесь в	4	4
251	с ними	2	4
252	того чтобы	4	4
253	и во	4	4
254	то ни	4	4
255	жизнь и	2	4
256	и т	11	4
257	и от	2	4
258	по своему	5	4
259	с этим	5	4
260	но это	2	4
261	не все	2	4
262	что она	3	4
263	бы в	3	4
264	в которой	9	4
265	в двух	6	4
266	об этом	2	4
267	на него	4	4
268	человека в	2	4
269	ни было	4	4
270	себя внимание	4	4
271	здесь и	2	4
272	что по	3	4
273	ее в	2	4
274	в своих	2	4
275	и если	2	4
276	этом смысле	2	4
277	вопрос о	5	3
278	которые в	3	3
279	означает что	2	3
280	идет о	5	3
281	когда же	5	3
282	с целью	2	3
283	в состоянии	3	3
284	действующего лица	2	3
285	в обоих	3	3
286	одному из	2	3
287	ему и	2	3
288	видеть в	2	3
289	в виду	2	3
290	к ее	2	3
291	тут же	2	3
292	т п	7	3
293	тем как	2	3
294	и за	3	3
295	см ниже	4	3
296	всего в	5	3
297	с тем	5	3
298	же не	2	3
299	для своего	2	3
300	в наиболее	4	3
301	гораздо более	2	3
302	тех пор	2	3
303	том числе	4	3
304	в ней	2	3
305	уже о	4	3
306	не говоря	4	3
307	в тех	5	3
308	связи с	3	3
309	и я	2	3
310	в связи	3	3
311	что они	4	3
312	во время	11	3
313	никто не	3	3
314	из его	6	3
315	бы то	4	3
316	для этого	2	3
317	тех же	4	3
318	независимо от	5	3
319	х годов	5	3
320	так как	6	3
321	можно было	5	3
322	это было	5	3
323	с этой	3	3
324	где он	2	3
325	в какой	2	3
326	на этот	5	3
327	из наиболее	2	3
328	а то	3	3
329	что у	6	3
330	на то	3	3
331	сам автор	3	3
332	и с	8	3
333	следует признать	2	3
334	мог бы	3	3
335	ко всему	2	3
336	жизни и	4	3
337	из этого	2	3
338	как на	2	3
339	же самое	2	3
340	не к	2	3
341	и без	3	3
342	но он	2	3
343	все более	4	2
344	в большинстве	2	2
345	своему происхождению	2	2
346	в доме	6	2
347	о которых	6	2
348	или к	2	2
349	так же	4	2
350	этого рода	2	2
351	за исключением	3	2
352	даже не	4	2
353	не могла	2	2
354	что из	3	2
355	и таким	2	2
356	к которому	4	2
357	в следующем	4	2
358	что именно	3	2
359	доказывает что	2	2
360	имеет в	2	2
361	одном из	4	2
362	этом что	2	2
363	должна была	3	2
364	или менее	2	2
365	пока же	2	2
366	не являются	2	2
367	образом в	2	2
368	от них	3	2
369	тому что	4	2
370	собой и	2	2
371	между прочим	2	2
372	в споре	2	2
373	на все	3	2
374	к их	2	2
375	по одному	2	2
376	говоря уже	4	2
377	здесь мы	3	2
378	из четырех	2	2
379	чем это	2	2
380	не столь	2	2
381	это еще	2	2
382	что это	5	2
383	если они	3	2
384	т е	14	2
385	то и	3	2
386	затем и	2	2
387	а на	2	2
388	собой в	2	2
389	на это	3	2
390	в т	2	2
391	время и	3	2
392	мы можем	6	2
393	и вот	4	2
394	молодого человека	3	2
395	да еще	2	2
396	судя по	6	2
397	поле зрения	2	2
398	у нас	3	2
399	предстает в	2	2
400	не по	5	2
401	в течение	5	2
402	не означает	2	2
403	но они	2	2
404	сих пор	3	2
405	но если	4	2
406	на протяжении	14	2
407	сообщения о	2	2
408	обоих случаях	3	2
409	за ним	2	2
410	нет и	2	2
411	военную службу	2	2
412	в самой	2	2
413	раз в	2	2
414	частности в	2	2
415	это была	2	2
416	не вполне	2	2
417	еще более	2	2
418	слова о	2	2
419	которой он	2	2
420	то ли	2	2
421	в стихе	2	2
422	в форме	2	2
423	до сих	3	2
424	тем же	2	2
