N	2gram	Propp_Isto	Literetu
169	которая в	2	4
170	ту же	2	4
171	могут быть	9	4
172	ты в	2	4
173	в них	6	4
174	исходя из	2	4
175	хотя и	4	4
176	как мы	11	4
177	во всяком	2	4
178	тех же	2	4
179	нет ничего	3	4
180	то это	5	4
181	но это	5	4
182	к этому	10	4
183	во второй	2	4
184	и вот	3	4
185	совершенно не	2	4
186	такой же	3	4
187	что его	2	4
188	в пределах	5	4
189	но тем	2	4
190	можно сказать	3	4
191	на то	4	4
192	не исключают	2	4
193	на этом	5	4
194	в сторону	3	4
195	не вполне	7	4
196	вовсе не	3	4
197	и что	6	4
198	что было	3	4
199	таким образом	15	4
200	и есть	3	4
201	не мог	2	4
202	при котором	2	4
203	на самом	2	3
204	вопрос о	4	3
205	ничего не	12	3
206	имеется в	3	3
207	и потому	2	3
208	так же	16	3
209	но как	2	3
210	по себе	3	3
211	именно так	3	3
212	не раз	2	3
213	герой в	6	3
214	еще на	2	3
215	на один	2	3
216	отношение к	4	3
217	никого не	3	3
218	за счет	2	3
219	есть не	2	3
220	но по	4	3
221	а на	5	3
222	себе в	2	3
223	о нем	2	3
224	и о	2	3
225	стороны и	3	3
226	следующим образом	3	3
227	это уже	3	3
228	они не	4	3
229	из трех	3	3
230	я тебя	4	3
231	что же	2	3
232	там где	8	3
233	же как	8	3
234	все эти	8	3
235	не на	2	3
236	во время	8	3
237	должна быть	2	3
238	из его	2	3
239	и т	33	3
240	тот же	2	3
241	ее в	3	3
242	на нее	4	3
243	да и	2	3
244	относится к	3	3
245	и от	3	3
246	власть над	12	3
247	во многих	2	3
248	можно было	3	3
249	с ней	6	3
250	в этот	6	3
251	в плену	4	3
252	если бы	7	3
253	превращается в	10	3
254	в особенности	3	3
255	в этих	18	3
256	все равно	3	3
257	за ним	4	3
258	не имеет	3	3
259	а то	2	3
260	в чем	4	3
261	он в	3	3
262	когда он	2	3
263	не есть	3	3
264	если не	2	3
265	со своей	2	3
266	всяком случае	2	3
267	все что	4	3
268	здесь не	6	3
269	и уже	2	3
270	с появлением	8	3
271	не просто	4	3
272	после чего	11	3
273	он все	5	2
274	можно указать	2	2
275	перед нами	4	2
276	руки и	2	2
277	могло быть	3	2
278	на три	2	2
279	от него	3	2
280	и новые	2	2
281	для нее	2	2
282	в исторической	3	2
283	не видит	2	2
284	и у	6	2
285	есть и	7	2
286	он же	2	2
287	а он	6	2
288	роль в	2	2
289	это и	4	2
290	а как	2	2
291	героя в	6	2
292	и при	2	2
293	то она	2	2
294	его не	3	2
295	так например	3	2
296	в него	3	2
297	к нему	12	2
298	она не	4	2
299	могло бы	2	2
300	вследствие чего	2	2
301	а если	3	2
302	ему в	2	2
303	пока не	3	2
304	что на	6	2
305	по этому	2	2
306	в русском	3	2
307	и говорит	10	2
308	для них	3	2
309	переходит в	4	2
310	героя с	3	2
311	и некоторые	3	2
312	с ними	5	2
313	между двумя	6	2
314	сюда же	2	2
315	о ней	2	2
316	и по	6	2
317	дело не	3	2
318	что они	14	2
319	и ее	3	2
320	всю жизнь	2	2
321	и более	3	2
322	этом случае	8	2
323	здесь мы	6	2
324	сказать что	5	2
325	в лице	2	2
326	из этих	5	2
327	не знаю	9	2
328	этой связи	2	2
329	и наоборот	2	2
330	на это	4	2
331	а сам	2	2
332	берет на	2	2
333	а от	2	2
334	становится ясным	2	2
335	на нем	4	2
336	говорит я	2	2
337	что по	2	2
338	что у	4	2
339	к более	2	2
340	в котором	5	2
341	что ты	5	2
342	еще более	3	2
343	если это	4	2
344	со своими	2	2
345	в большинстве	2	2
346	и было	2	2
347	чтобы он	3	2
348	только не	2	2
349	он становится	2	2
350	не можем	2	2
351	начинается с	3	2
352	он на	2	2
353	ты мой	2	2
354	меня я	2	2
355	друг другу	2	2
356	во всем	3	2
357	и вновь	2	2
358	по той	2	2
359	в работе	3	2
360	к своей	4	2
361	мы имеем	24	2
362	но он	8	2
