N	2gram	Propp_Morf	Vladivir
157	в в	2	6
158	то как	2	6
159	по своему	2	6
160	время как	3	6
161	другой стороны	5	6
162	что она	2	6
163	на него	4	6
164	для того	3	6
165	мы не	8	6
166	не с	2	6
167	сказать о	2	6
168	если мы	6	6
169	видно что	5	6
170	главным образом	5	6
171	чем в	2	6
172	в очень	2	5
173	но мы	3	5
174	а и	3	5
175	вопрос о	10	5
176	друг друга	3	5
177	и тем	3	5
178	в частности	2	5
179	она не	2	5
180	а то	3	5
181	заметить что	11	5
182	этого не	2	5
183	и за	2	5
184	один из	7	5
185	то ни	3	5
186	что они	5	5
187	во время	6	5
188	и больше	2	5
189	ее в	3	5
190	бы то	3	5
191	увидим ниже	6	5
192	мы имеем	19	5
193	во всех	6	5
194	далеко не	5	5
195	из них	4	5
196	и только	3	5
197	без всякого	2	5
198	в каких	2	5
199	на самом	4	4
200	перед нами	14	4
201	не могут	7	4
202	в тех	8	4
203	но для	3	4
204	не будем	5	4
205	ясно что	5	4
206	иное как	2	4
207	не что	2	4
208	наряду с	7	4
209	то мы	5	4
210	возникает вопрос	3	4
211	это и	3	4
212	есть нечто	3	4
213	то можно	5	4
214	одной из	2	4
215	и т	62	4
216	одной стороны	2	4
217	себя и	2	4
218	в сущности	3	4
219	что иное	2	4
220	или не	3	4
221	тех же	4	4
222	как например	2	4
223	независимо от	4	4
224	не все	6	4
225	не так	2	4
226	мы можем	5	4
227	в глаза	2	4
228	т д	60	4
229	во второй	2	4
230	только что	3	4
231	мы увидим	10	4
232	ни к	2	4
233	этом отношении	2	4
234	не на	2	4
235	и другие	6	4
236	с одной	2	4
237	и более	2	4
238	их в	2	4
239	заметим что	3	4
240	на этом	4	4
241	это можно	2	4
242	но с	2	4
243	может считаться	6	3
244	от него	2	3
245	и ее	5	3
246	в другом	2	3
247	который в	2	3
248	роль в	2	3
249	и при	3	3
250	самом деле	4	3
251	на вопрос	2	3
252	ниже в	2	3
253	на котором	4	3
254	так например	3	3
255	с того	3	3
256	а если	4	3
257	если это	3	3
258	здесь же	3	3
259	и др	12	3
260	с теми	4	3
261	когда в	2	3
262	и этот	2	3
263	сам он	3	3
264	все еще	3	3
265	того как	2	3
266	очень часто	6	3
267	раз он	3	3
268	самого себя	2	3
269	три года	4	3
270	дело не	2	3
271	бы в	2	3
272	том случае	3	3
273	очень много	2	3
274	одним из	2	3
275	что такое	3	3
276	в какой	3	3
277	оно не	2	3
278	в которых	2	3
279	а по	3	3
280	не существует	3	3
281	как будто	2	3
282	быть и	2	3
283	путь к	2	2
284	мы пока	2	2
285	утверждать что	3	2
286	том как	2	2
287	не является	4	2
288	только для	2	2
289	одна из	5	2
290	к себе	2	2
291	ни было	2	2
292	или же	7	2
293	не по	2	2
294	на пути	4	2
295	к чему	3	2
296	не всегда	10	2
297	потому не	2	2
298	от другого	3	2
299	а во	3	2
300	что ни	2	2
301	от других	2	2
302	если он	2	2
303	из первых	2	2
304	как уже	3	2
305	но так	2	2
306	вопросу о	2	2
307	без всякой	2	2
308	они не	3	2
309	или по	2	2
310	но оно	2	2
311	ответ на	2	2
312	к отдельным	2	2
313	однако в	2	2
314	незадолго до	2	2
315	в собственном	3	2
316	ответить на	2	2
317	должна быть	2	2
318	например в	2	2
319	что эти	3	2
320	этом случае	10	2
321	как то	2	2
322	и другим	3	2
323	и затем	5	2
324	в основе	2	2
325	этот момент	5	2
326	их как	2	2
327	если в	7	2
328	или иные	2	2
329	нашей работы	2	2
330	если они	2	2
331	но эти	3	2
332	с другими	2	2
333	если она	2	2
334	случае если	2	2
335	и тот	2	2
336	образом если	2	2
337	та же	3	2
338	где оно	2	2
339	то здесь	3	2
340	она в	2	2
341	и их	3	2
342	во сне	2	2
343	его и	2	2
344	огромное значение	2	2
345	например с	2	2
346	и пр	45	2
347	или на	3	2
348	отсюда видно	2	2
349	в самых	2	2
350	является в	2	2
351	то с	3	2
352	иное чем	3	2
353	здесь можно	5	2
354	из которых	5	2
355	же они	2	2
356	должны быть	2	2
357	может не	2	2
358	можно назвать	3	2
359	что эта	2	2
360	говорить о	4	2
361	на другие	2	2
362	в некоторых	4	2
363	чем это	2	2
364	входить в	2	2
365	дается в	2	2
366	уже видели	2	2
367	тем и	2	2
368	многих других	2	2
