N	2gram	Ircho_Kome	Narrotol
99	на себя	5	7
100	в целом	6	7
101	в ее	2	7
102	же в	7	7
103	в силу	4	7
104	в финале	2	7
105	из наиболее	2	7
106	с другой	7	7
107	в котором	6	7
108	и на	9	7
109	или в	5	7
110	в форме	2	7
111	одной стороны	5	6
112	в состав	2	6
113	в сознании	4	6
114	ответ на	2	6
115	не могла	2	6
116	однако в	4	6
117	в известном	2	6
118	что и	10	6
119	то и	3	6
120	из этих	5	6
121	в результате	5	6
122	на него	4	6
123	не по	5	6
124	с одной	5	6
125	что у	6	6
126	в нашем	2	6
127	на то	3	6
128	к его	3	6
129	все что	3	6
130	таким образом	13	6
131	в другом	5	5
132	и у	3	5
133	не всегда	2	5
134	дело с	3	5
135	и о	3	5
136	к нему	5	5
137	может служить	2	5
138	место в	7	5
139	было бы	8	5
140	мы не	4	5
141	и здесь	6	5
142	да и	5	5
143	по поводу	7	5
144	и от	2	5
145	что это	5	5
146	с ними	2	5
147	в начале	7	5
148	себя в	2	5
149	с ее	2	5
150	и даже	5	5
151	только что	2	5
152	для того	3	5
153	в какой	2	5
154	именно в	5	5
155	в своих	2	5
156	следует признать	2	5
157	еще в	9	5
158	из них	16	5
159	в одном	10	5
160	и уже	2	5
161	и сам	5	5
162	как будто	3	5
163	даже в	3	4
164	и ее	5	4
165	роль в	2	4
166	а на	2	4
167	в виду	2	4
168	как он	2	4
169	в области	3	4
170	жизни так	2	4
171	только на	2	4
172	друг друга	2	4
173	не являются	2	4
174	по своему	5	4
175	в них	7	4
176	тому что	4	4
177	это уже	2	4
178	а то	3	4
179	ему в	2	4
180	так в	6	4
181	что на	4	4
182	что касается	5	4
183	на ее	2	4
184	не все	2	4
185	представить себе	3	4
186	войны и	7	4
187	когда в	3	4
188	и по	6	4
189	что они	4	4
190	в первом	2	4
191	который в	2	4
192	как мы	5	4
193	в поле	4	4
194	хотя бы	2	4
195	могла бы	2	4
196	к этому	8	4
197	это было	5	4
198	к ней	2	4
199	и как	3	4
200	человека в	2	4
201	как по	2	4
202	но они	2	4
203	ли не	8	4
204	для себя	2	4
205	раз в	2	4
206	не вполне	2	4
207	и притом	2	4
208	и с	8	4
209	по себе	2	4
210	мог бы	3	4
211	несмотря на	5	4
212	всяком случае	4	4
213	по своей	2	4
214	которой он	2	4
215	во всяком	4	4
216	нового времени	7	4
217	в себя	3	4
218	не к	2	4
219	в обоих	3	4
220	вместе с	8	4
221	еще и	2	3
222	до конца	3	3
223	идет о	5	3
224	так же	4	3
225	каждый из	3	3
226	за собой	3	3
227	в следующем	4	3
228	с этой	3	3
229	к ее	2	3
230	как известно	4	3
231	в виде	3	3
232	и вот	4	3
233	здесь мы	3	3
234	одной из	6	3
235	и это	3	3
236	участие в	4	3
237	обращает на	4	3
238	ни одного	2	3
239	же не	2	3
240	а к	2	3
241	же как	3	3
242	той же	3	3
243	и самого	3	3
244	связи с	3	3
245	в связи	3	3
246	во время	11	3
247	времени в	2	3
248	и т	11	3
249	интерес к	2	3
250	речь идет	6	3
251	о его	5	3
252	хоть и	7	3
253	и опять	4	3
254	все время	2	3
255	но это	2	3
256	можно было	5	3
257	в первой	2	3
258	что она	3	3
259	в которой	9	3
260	этот раз	5	3
261	даже если	3	3
262	каждого из	2	3
263	во второй	4	3
264	в этих	5	3
265	сих пор	3	3
266	перед лицом	5	3
267	со своей	3	3
268	восходит к	4	3
269	это была	2	3
270	на этот	5	3
271	себя внимание	4	3
272	и что	2	3
273	говорить о	3	3
274	первого и	2	3
275	по его	2	3
276	как на	2	3
277	не следует	2	3
278	что именно	3	3
279	же самое	2	3
280	и после	3	3
281	от которой	2	3
282	наряду с	7	3
283	тем же	2	3
284	но он	2	3
285	до сих	3	3
286	в действительности	4	2
287	когда же	5	2
288	в это	3	2
289	даже не	4	2
290	с той	2	2
291	наконец в	3	2
292	или менее	2	2
293	одному из	2	2
294	и столь	3	2
295	в их	6	2
296	казалось бы	3	2
297	в любви	2	2
298	после этого	3	2
299	так что	6	2
300	т п	7	2
301	на две	3	2
302	представления о	2	2
303	на основании	7	2
304	только потому	2	2
305	в наиболее	4	2
306	указывает на	2	2
307	в общем	2	2
308	больше не	2	2
309	в более	4	2
310	могут быть	3	2
311	в году	3	2
312	искать в	3	2
313	сомневаться в	3	2
314	что же	2	2
315	для них	2	2
316	и во	4	2
317	в сущности	3	2
318	никто не	3	2
319	принадлежит к	2	2
320	в двух	6	2
321	вовсе не	3	2
322	если в	3	2
323	не столь	2	2
324	это еще	2	2
325	тут же	2	2
326	но все	4	2
327	другой стороны	6	2
328	и еще	5	2
329	нас в	3	2
330	по мнению	2	2
331	на это	3	2
332	бы в	3	2
333	также в	3	2
334	мы можем	6	2
335	целый ряд	2	2
336	и одновременно	3	2
337	же она	2	2
338	все это	7	2
339	тем что	5	2
340	судя по	6	2
341	одним из	3	2
342	частности в	2	2
343	что после	3	2
344	в течение	5	2
345	во всех	4	2
346	и более	2	2
347	отношение к	3	2
348	похожи на	2	2
349	точек зрения	2	2
350	в городе	2	2
351	в последние	2	2
352	того же	4	2
353	или иначе	4	2
354	будто бы	2	2
355	зрения на	2	2
356	к которому	4	2
357	со своим	6	2
358	из которых	5	2
359	в настоящем	2	2
360	к их	2	2
361	еще более	2	2
362	и внутренней	3	2
363	более чем	4	2
364	в других	3	2
365	из персонажей	2	2
366	с собой	2	2
367	чем это	2	2
368	после смерти	6	2
369	это время	5	2
370	однако не	2	2
371	ясно что	9	2
