N	2gram	Vygotskiy_	Dialekti
290	и при	3	7
291	а только	4	7
292	что этот	3	7
293	связи с	2	7
294	его с	3	7
295	тем что	7	7
296	в связи	3	7
297	думать что	3	7
298	мы получаем	4	7
299	все что	4	7
300	как она	4	7
301	во внимание	4	7
302	и всякий	2	7
303	без всякого	2	7
304	она должна	2	7
305	и об	2	7
306	нуждается в	3	7
307	не потому	3	7
308	сами по	4	7
309	со стороны	5	7
310	от себя	4	7
311	не всегда	2	7
312	грань между	2	7
313	точно так	6	7
314	и больше	2	7
315	с его	3	7
316	зависимости от	7	7
317	и их	4	7
318	как в	17	7
319	заключается в	15	7
320	из которых	5	7
321	то ни	2	7
322	как на	6	7
323	но он	3	7
324	оказывается что	5	6
325	отношение к	3	6
326	на основании	7	6
327	с тем	11	6
328	более или	3	6
329	того чтобы	13	6
330	в зависимости	6	6
331	при всем	3	6
332	себя и	3	6
333	того и	3	6
334	одна из	5	6
335	в которой	6	6
336	она в	2	6
337	не быть	2	6
338	в себя	3	6
339	вместе с	10	6
340	его в	3	6
341	о чем	2	6
342	как таковое	2	6
343	или менее	3	6
344	в науке	2	6
345	это все	3	6
346	у пушкина	4	6
347	мере в	2	6
348	по существу	6	6
349	по своему	2	6
350	о нем	2	6
351	одной стороны	7	6
352	этой точки	7	6
353	и совершенно	7	6
354	когда она	6	6
355	можно было	4	6
356	образ и	2	6
357	того как	5	6
358	показывает что	6	6
359	во всех	4	6
360	стороны и	3	6
361	и часто	2	6
362	уже в	3	6
363	всяком случае	7	6
364	бы ни	2	6
365	из того	2	5
366	но мы	3	5
367	с той	2	5
368	состоит из	2	5
369	были бы	2	5
370	точку зрения	3	5
371	говорил что	2	5
372	же мы	2	5
373	даны в	2	5
374	или как	2	5
375	тот кто	2	5
376	но так	2	5
377	гораздо более	2	5
378	что на	4	5
379	от смысла	2	5
380	речь идет	4	5
381	и во	3	5
382	а есть	2	5
383	только один	2	5
384	если в	2	5
385	по сравнению	3	5
386	ли это	3	5
387	что поэзия	2	5
388	но даже	4	5
389	которая не	2	5
390	не является	5	5
391	и наконец	2	5
392	все остальное	2	5
393	сих пор	8	5
394	едва ли	5	5
395	например в	5	5
396	что у	8	5
397	учения о	2	5
398	их в	4	5
399	учение об	2	5
400	в своих	12	5
401	если это	2	5
402	когда он	11	5
403	же что	2	5
404	из этого	5	5
405	конце концов	6	5
406	сравнению с	3	5
407	все в	2	5
408	тем или	2	5
409	только мы	2	5
410	вплоть до	3	5
411	и у	6	5
412	говоря о	2	5
413	в области	12	5
414	одной и	6	5
415	в него	4	5
416	это может	2	5
417	тех пор	2	5
418	и другого	4	5
419	то я	2	5
420	что с	5	5
421	в качестве	3	5
422	и той	5	5
423	независимо от	3	5
424	к этому	5	5
425	в свете	3	5
426	одного и	2	5
427	что его	5	5
428	отношении к	3	5
429	тому же	4	5
430	что по	5	5
431	и так	7	5
432	на нем	2	5
433	зависит от	2	5
434	одинаковой мере	2	5
435	я думаю	2	5
436	в той	2	5
437	до сих	8	5
438	же тогда	2	4
439	человека и	3	4
440	бы мы	3	4
441	в каждом	5	4
442	что бы	2	4
443	и эти	2	4
444	а как	2	4
445	это только	4	4
446	у них	2	4
447	как результат	2	4
448	что ни	2	4
449	мы знаем	8	4
450	что даже	3	4
451	видим что	5	4
452	заметить что	3	4
453	а потому	5	4
454	представить себе	5	4
455	поэзии и	8	4
456	в нас	3	4
457	был бы	6	4
458	из самых	2	4
459	что нужно	2	4
460	в состоянии	4	4
461	себе а	4	4
462	в собственном	4	4
463	но совершенно	4	4
464	если оно	3	4
465	когда они	2	4
466	нас в	2	4
467	есть по	3	4
468	чтобы понять	4	4
469	еще более	2	4
470	главным образом	3	4
471	или что	4	4
472	выйти из	2	4
473	мы будем	2	4
474	что всякая	2	4
475	том как	2	4
476	или же	2	4
477	на все	6	4
478	т п	24	4
479	и очень	2	4
480	в общем	2	4
481	людей и	2	4
482	и вместе	2	4
483	и искусство	2	4
484	о ней	4	4
485	почти всегда	3	4
486	что эти	3	4
487	бы то	3	4
488	как например	2	4
489	к ним	4	4
490	который не	2	4
491	как они	2	4
492	этом отношении	7	4
493	у него	4	4
494	такой же	9	4
495	со всеми	5	4
496	явлений и	3	4
497	точек зрения	3	4
498	и здесь	3	4
499	будто бы	2	4
500	меньше всего	3	4
501	к чувственному	2	4
502	к чему	2	4
503	не можем	3	4
504	к жизни	2	4
505	образа в	2	4
506	в одинаковой	2	4
507	есть для	2	4
508	же самое	8	4
509	чем же	2	4
510	сейчас же	5	4
511	представление о	6	4
512	взгляд на	2	4
513	очевидно что	7	3
514	между искусством	2	3
515	тому чтобы	3	3
516	для нас	5	3
517	самое что	2	3
518	должен быть	2	3
519	и всегда	2	3
520	к своему	2	3
521	отличие от	6	3
522	в искусстве	24	3
523	а с	2	3
524	не так	2	3
525	и этот	3	3
526	идет о	2	3
527	зрения и	2	3
528	и сейчас	4	3
529	понятий и	3	3
530	или его	3	3
531	и философии	2	3
532	такое же	3	3
533	вот это	2	3
534	когда оно	2	3
535	всю жизнь	2	3
536	мы получим	2	3
537	утверждают что	2	3
538	тот же	8	3
539	принять во	2	3
540	это можно	3	3
541	почти все	3	3
542	не могли	4	3
543	тех же	2	3
544	ту или	2	3
545	говорит что	10	3
546	при таком	5	3
547	мысли и	2	3
548	фактов и	2	3
549	на него	2	3
550	исходит из	5	3
551	целый ряд	12	3
552	понятно что	3	3
553	далеко не	7	3
554	что всякое	7	3
555	или иных	2	3
556	на почве	3	3
557	искусство и	5	3
558	но к	3	3
559	образом и	4	3
560	в свою	3	3
561	форм и	3	3
562	в которых	5	3
563	ней не	2	3
564	совершенно ясно	22	3
565	значит ли	2	3
566	и делает	2	3
567	тем же	4	3
568	в очень	2	3
569	чувства и	4	3
570	указывает на	6	3
571	для всех	5	3
572	вслед за	10	3
573	для себя	2	3
574	нас не	2	3
575	как нельзя	5	3
576	только с	2	3
577	к этой	2	3
578	к природе	2	3
579	утверждает что	5	3
580	в основу	3	3
581	лежит в	2	3
582	совсем не	3	3
583	что наука	2	3
584	в сознании	6	3
585	с другими	2	3
586	ее на	2	3
587	по преимуществу	2	3
588	я хочу	2	3
589	же самой	3	3
590	именно и	2	3
591	и которые	2	3
592	ни было	2	3
593	поэтическое произведение	2	3
594	в какой	6	3
595	не к	2	3
596	искусством и	3	3
597	знаем что	4	3
598	найти в	2	3
599	форму и	4	3
600	то на	2	3
601	не дает	3	3
602	мы в	3	3
603	чтобы убедиться	2	3
604	в слове	3	3
605	не знаем	2	3
606	между тем	6	3
607	имеем дело	2	3
608	все решительно	7	3
609	существу своему	2	2
610	в область	3	2
611	ее и	2	2
612	как можно	3	2
613	сознание которое	2	2
614	в голове	2	2
615	в тех	2	2
616	в соответствующих	2	2
617	и поэтому	3	2
618	наряду с	3	2
619	и далее	2	2
620	как к	2	2
621	заключается не	2	2
622	мы никогда	5	2
623	роль в	4	2
624	и других	4	2
625	к выводу	2	2
626	показать как	2	2
627	свою очередь	3	2
628	потому не	4	2
629	представления о	2	2
630	больше и	2	2
631	на его	3	2
632	те же	9	2
633	только при	4	2
634	и заключается	4	2
635	в узком	2	2
636	однако в	2	2
637	в процессе	7	2
638	разница между	3	2
639	в полном	3	2
640	и дальше	3	2
641	данной эпохи	2	2
642	знаем и	2	2
643	относится к	4	2
644	из их	2	2
645	выводу что	2	2
646	в нашей	4	2
647	дело в	2	2
648	и до	2	2
649	собственном смысле	3	2
650	на деле	11	2
651	ее от	4	2
652	оно совершенно	2	2
653	чистом виде	3	2
654	творчества и	3	2
655	самого же	2	2
656	наконец в	2	2
657	нашего исследования	4	2
658	что только	3	2
659	она является	3	2
660	он дает	3	2
661	его жизни	3	2
662	искусства и	24	2
663	новой точки	2	2
664	поскольку он	2	2
665	в такой	2	2
666	этот вопрос	2	2
667	на такой	2	2
668	которое в	2	2
669	есть как	3	2
670	и теперь	2	2
671	в других	3	2
672	столько же	4	2
673	сходство с	3	2
674	на нас	2	2
675	произведение и	2	2
676	и состоит	2	2
677	по самому	7	2
678	чем в	2	2
679	этого вопроса	2	2
680	совершенно правильно	7	2
681	которые в	3	2
682	легко заметить	4	2
683	понятие о	2	2
684	случае в	3	2
685	частей то	2	2
686	вот что	2	2
687	в глаза	2	2
688	то есть	44	2
689	все то	4	2
690	которые мы	4	2
691	остановиться на	2	2
692	заключается только	2	2
693	самому смыслу	3	2
694	поведение и	2	2
695	не остается	2	2
696	убедиться в	2	2
697	вывод что	2	2
698	показать что	12	2
699	во все	2	2
700	мы на	2	2
701	его от	2	2
702	это утверждение	2	2
703	на котором	2	2
704	же самая	2	2
705	образом в	3	2
706	для понимания	2	2
707	для такого	2	2
708	на том	2	2
709	от этой	2	2
710	они и	2	2
711	по самой	3	2
712	двери и	3	2
713	между ними	2	2
714	смысле слова	4	2
715	убедиться что	3	2
716	с теми	2	2
717	там где	5	2
718	равным образом	3	2
719	считает что	2	2
720	ему только	2	2
721	что каждая	2	2
722	имеет место	2	2
723	как оно	2	2
724	в целом	8	2
725	в последнее	4	2
726	на это	2	2
727	которым она	2	2
728	которые не	3	2
729	предмета с	2	2
730	которые могут	2	2
731	мы увидим	4	2
732	художественное произведение	16	2
733	что то	2	2
734	его и	4	2
735	между обеими	2	2
736	мысли в	3	2
737	на этот	2	2
738	я хотел	2	2
739	этом совершенно	2	2
740	внимание что	2	2
741	или иным	2	2
742	в другой	3	2
743	показали что	2	2
744	не понимает	2	2
745	совпадает с	4	2
746	жизни с	4	2
747	ряд таких	3	2
748	может дать	2	2
749	мы все	3	2
750	в разные	2	2
751	исходят из	2	2
752	и сам	3	2
753	пока мы	3	2
754	бы что	2	2
755	мы совершенно	2	2
756	этих двух	4	2
757	последнее время	2	2
