N	2gram	Tiupa_Anal	Problema
105	и если	2	22
106	и является	3	22
107	сам по	2	22
108	его в	4	22
109	что и	10	22
110	и от	3	22
111	есть в	2	22
112	и к	7	22
113	и ее	3	21
114	и без	3	21
115	а также	5	21
116	для себя	2	21
117	сама по	3	21
118	в самом	7	21
119	говорить о	6	21
120	и потому	3	20
121	как о	3	20
122	но как	4	20
123	именно в	4	20
124	о чем	5	20
125	можно было	2	20
126	несмотря на	2	20
127	или в	4	20
128	тем что	3	20
129	в отношении	2	19
130	того или	6	19
131	то в	4	19
132	если бы	2	19
133	он не	9	19
134	с ним	2	19
135	уже в	5	19
136	самом деле	2	19
137	в них	4	19
138	как в	9	19
139	жизни и	2	19
140	того же	7	18
141	не будет	3	18
142	в ее	5	18
143	в этих	2	18
144	не было	3	18
145	в ней	2	18
146	мы уже	2	17
147	гораздо более	3	17
148	и здесь	4	17
149	пока еще	3	17
150	это и	4	17
151	что они	3	17
152	совершенно не	3	17
153	во всех	4	17
154	к тому	10	16
155	же в	5	16
156	в одно	2	16
157	далеко не	8	16
158	как это	7	16
159	что она	3	16
160	он и	4	16
161	в чем	2	15
162	здесь в	2	15
163	казалось бы	4	15
164	в частности	19	15
165	у него	2	15
166	что не	3	15
167	с этим	4	15
168	в той	3	15
169	и сам	8	15
170	не так	2	14
171	говорит о	3	14
172	за пределы	3	14
173	в дальнейшем	2	14
174	который в	4	13
175	дело в	3	13
176	в их	7	13
177	бы и	2	13
178	мы имеем	5	13
179	или иного	5	13
180	из них	4	13
181	при условии	2	12
182	так или	5	12
183	не будем	2	12
184	в другом	3	12
185	с одной	3	12
186	в целом	8	12
187	в начале	10	12
188	в литературе	3	12
189	или иначе	5	12
190	он сам	2	12
191	не о	2	11
192	могли бы	2	11
193	и самого	7	11
194	только не	3	11
195	тот же	3	11
196	у пушкина	3	11
197	в таких	2	11
198	о которых	2	11
199	не могут	2	11
200	одной стороны	3	11
201	по поводу	5	11
202	жизни в	4	11
203	и их	3	11
204	в искусстве	3	11
205	указание на	3	11
206	все еще	2	10
207	один из	6	10
208	однако в	6	10
209	что у	3	10
210	в одном	4	10
211	внимание на	4	10
212	со всеми	2	10
213	в году	5	10
214	из которых	2	10
215	человеческой жизни	2	9
216	здесь как	2	9
217	она не	3	9
218	в тех	2	9
219	и до	2	9
220	в сравнении	2	9
221	в своих	3	9
222	но эта	2	9
223	однако не	2	9
224	это было	2	9
225	о котором	2	9
226	сравнении с	2	9
227	жизнь и	3	9
228	в жизни	2	9
229	в чистом	2	8
230	были бы	3	8
231	от всего	2	8
232	на его	3	8
233	и по	3	8
234	для него	8	8
235	если в	3	8
236	значение в	2	8
237	чистом виде	3	8
238	в силу	2	8
239	входит в	4	8
240	к его	2	8
241	для всех	5	8
242	вплоть до	5	8
243	тот или	3	8
244	из этих	4	8
245	он был	3	8
246	и он	4	8
247	с ее	3	8
248	во всем	5	8
249	что при	2	8
250	что на	3	7
251	а с	2	7
252	одной из	6	7
253	а а	5	7
254	в основе	2	7
255	однако и	3	7
256	его как	3	7
257	с самим	3	7
258	в значительной	3	7
259	все они	2	7
260	оно не	2	7
261	в случае	6	7
262	даже в	6	7
263	и а	4	7
264	мере в	2	7
265	мира и	2	7
266	уже о	2	7
267	о своем	4	7
268	по преимуществу	3	7
269	что касается	5	7
270	ее в	2	7
271	тому же	7	7
272	мы могли	3	7
273	не как	3	6
274	с той	3	6
275	уже по	2	6
276	в известном	2	6
277	ведь и	2	6
278	тем или	2	6
279	только к	2	6
280	по своей	5	6
281	ни к	3	6
282	этого слова	3	6
283	когда он	2	6
284	и того	4	6
285	дело здесь	4	6
286	не знает	2	6
287	но с	3	6
288	в действительности	2	6
289	нам представляется	2	6
290	не всегда	4	6
291	в отдельности	2	6
292	в общем	4	6
293	на первом	2	6
294	могут быть	4	6
295	и может	2	6
296	во время	2	6
297	бы быть	2	6
298	с его	15	6
299	и той	2	6
300	дело не	3	6
301	этом отношении	3	6
302	нового времени	4	6
303	жизнь в	2	6
304	не мог	4	6
305	отношения к	6	6
306	в слове	5	6
307	человека и	2	5
308	одна из	6	5
309	отношение к	2	5
310	и прежде	2	5
311	нам кажется	3	5
312	тот кто	2	5
313	имеет свою	2	5
314	другое дело	2	5
315	к самому	2	5
316	у а	2	5
317	но зато	2	5
318	о себе	4	5
319	лишь в	9	5
320	от его	2	5
321	том чтобы	2	5
322	все что	2	5
323	тому как	3	5
324	я не	3	5
325	сводится к	5	5
326	которого он	2	5
327	между тем	8	5
328	или из	2	5
329	во многих	2	5
330	его не	3	5
331	себя не	2	5
332	тех пор	2	5
333	на себя	5	5
334	там где	2	5
335	о его	3	5
336	здесь и	3	5
337	только по	2	5
338	к этому	3	5
339	хотя в	2	5
340	в противоположность	3	5
341	себя в	6	5
342	человека в	3	5
343	самой этой	2	5
344	слова как	2	5
345	в пределах	5	5
346	они не	2	5
347	подобно тому	4	5
348	поэтому в	2	5
349	не для	2	5
350	по его	4	5
351	в каждом	4	5
352	или к	2	5
353	на эту	2	4
354	но всегда	2	4
355	на свою	3	4
356	нас к	2	4
357	отличие от	5	4
358	одно из	3	4
359	в эту	2	4
360	для своего	3	4
361	во втором	4	4
362	пушкина и	3	4
363	себя и	2	4
364	человеческого я	5	4
365	в одну	3	4
366	вопроса о	2	4
367	или точнее	2	4
368	со своим	2	4
369	поскольку он	3	4
370	я в	15	4
371	а тем	2	4
372	той же	7	4
373	в глаза	2	4
374	и был	2	4
375	как нам	6	4
376	в контексте	3	4
377	дело с	3	4
378	к этой	2	4
379	одного из	4	4
380	говорит и	3	4
381	всегда и	2	4
382	с нею	2	4
383	в сущности	5	4
384	например в	2	4
385	с их	3	4
386	любви к	2	4
387	любви и	2	4
388	в свою	9	4
389	но они	2	4
390	в русской	9	4
391	мог бы	3	4
392	представляется нам	2	4
393	что во	2	4
394	имеем дело	4	4
395	из трех	2	3
396	одного и	4	3
397	и далее	2	3
398	его из	2	3
399	от своего	3	3
400	на месте	2	3
401	времени в	3	3
402	которая в	2	3
403	в отличие	5	3
404	однако все	2	3
405	нуждается в	2	3
406	в первом	2	3
407	до последнего	2	3
408	известном смысле	2	3
409	о смерти	4	3
410	мысль о	3	3
411	превращается в	3	3
412	столь же	7	3
413	в мировой	2	3
414	представляет собой	7	3
415	о в	2	3
416	о которой	2	3
417	каждом из	2	3
418	в одной	2	3
419	каждый из	2	3
420	что между	2	3
421	как показывает	2	3
422	со стороны	12	3
423	в романе	3	3
424	говорилось выше	2	3
425	одной и	2	3
426	время в	2	3
427	жизни это	2	3
428	не столько	4	3
429	с ними	2	3
430	в первой	10	3
431	миф и	2	3
432	т е	2	3
433	который не	2	3
434	однако если	2	3
435	только лишь	2	3
436	должен был	2	3
437	где он	2	3
438	а для	3	3
439	русской литературе	6	3
440	самим собою	3	3
441	один и	2	3
442	речь идет	3	3
443	который как	2	3
444	истории в	2	3
445	на этом	2	3
446	я и	6	3
447	второго порядка	2	3
448	место в	4	3
449	жизни но	4	3
450	этих двух	2	3
451	ни для	2	3
452	я с	7	2
453	а и	4	2
454	о своей	2	2
455	в состоянии	2	2
456	и мире	2	2
457	в следующем	2	2
458	и каждое	2	2
459	доказывает что	2	2
460	возникает в	2	2
461	от себя	3	2
462	в момент	3	2
463	его внешней	2	2
464	такой же	2	2
465	при анализе	2	2
466	данного художественного	2	2
467	например как	2	2
468	о и	2	2
469	своего рода	17	2
470	в глазах	6	2
471	в борьбе	2	2
472	в нас	2	2
473	удивительно что	2	2
474	на два	2	2
475	единое целое	2	2
476	каждом отдельном	2	2
477	тем в	2	2
478	бы это	2	2
479	и вот	2	2
480	обратим внимание	2	2
481	то у	2	2
482	как у	3	2
483	обе эти	2	2
484	не должен	2	2
485	от всех	2	2
486	на которой	2	2
487	вступает в	5	2
488	бы дать	2	2
489	жизни как	4	2
490	на почве	3	2
491	со своей	8	2
492	роль в	5	2
493	ближе к	2	2
494	перед лицом	4	2
495	на фоне	4	2
496	в глубине	3	2
497	однако с	3	2
498	по отношению	9	2
499	свою очередь	7	2
500	ли не	5	2
501	ему и	2	2
502	а на	2	2
503	в свое	4	2
504	все его	2	2
505	основе своей	2	2
506	о человеческом	2	2
507	в состав	2	2
508	от жизни	2	2
509	и я	3	2
510	известной степени	3	2
511	полноте и	2	2
512	произведения как	4	2
513	то ли	2	2
514	подход к	2	2
515	по пути	4	2
516	пушкина что	3	2
517	в прошлом	2	2
518	и конечно	2	2
519	в войне	3	2
520	вполне самостоятельное	2	2
521	либо в	2	2
522	войне и	3	2
523	нашем понимании	2	2
524	отношению к	9	2
525	его за	2	2
526	не с	3	2
527	что по	4	2
528	человека с	2	2
529	не случайно	13	2
530	не должно	3	2
531	именно такого	3	2
532	с изображением	2	2
533	слова в	2	2
534	тогда не	2	2
535	и свою	2	2
536	весьма существенно	2	2
537	произведения и	2	2
538	на всех	3	2
539	произведения в	4	2
540	ко всему	2	2
541	совпадает с	4	2
542	является по	2	2
543	данного произведения	2	2
544	нам не	2	2
