N	2gram	Losev_Dial	FransuaR
126	этом отношении	2	20
127	в виду	9	20
128	они были	2	20
129	с точки	18	20
130	самом деле	6	20
131	и это	6	20
132	в связи	3	20
133	в дальнейшем	6	19
134	их в	2	19
135	во всем	3	19
136	хотя и	4	19
137	к этому	2	19
138	было бы	14	19
139	за пределы	4	19
140	далеко не	2	19
141	с другой	10	19
142	связанные с	3	18
143	мы находим	7	18
144	со всеми	2	18
145	на этом	4	18
146	на мир	2	18
147	превращается в	2	18
148	но они	2	18
149	это и	6	18
150	перед нами	3	18
151	весь мир	2	18
152	для того	2	17
153	но все	5	17
154	того что	6	17
155	можно было	5	17
156	в результате	2	17
157	и вот	10	17
158	еще более	3	17
159	такой же	2	17
160	конечно не	9	17
161	а не	24	17
162	между тем	3	16
163	ничего не	19	16
164	в другом	6	16
165	они не	3	16
166	с одной	4	16
167	одно из	2	15
168	никто не	2	15
169	и вообще	10	15
170	мысли и	3	15
171	мы еще	2	15
172	еще в	2	15
173	с их	2	15
174	в которой	3	15
175	почти все	2	15
176	из этих	2	15
177	все что	2	14
178	по существу	2	14
179	в данном	5	14
180	и он	6	14
181	и образ	6	14
182	несмотря на	12	14
183	и по	5	14
184	в чем	9	14
185	в котором	5	14
186	как он	5	13
187	что все	2	13
188	о мире	2	13
189	это было	4	13
190	или в	2	13
191	с этим	5	13
192	и еще	4	13
193	бы в	3	13
194	жизнь и	5	13
195	в жизни	3	13
196	в мире	3	13
197	и есть	20	13
198	и эта	3	13
199	в одной	4	13
200	о чем	4	13
201	на все	2	13
202	только на	3	13
203	одной стороны	3	13
204	не знает	2	13
205	не могут	4	12
206	вещей и	5	12
207	та же	6	12
208	по своей	5	12
209	раз в	2	12
210	главным образом	2	12
211	не был	3	12
212	можно сказать	10	12
213	другой стороны	7	12
214	об этом	7	12
215	это уже	2	11
216	все время	4	11
217	и более	7	11
218	ни с	8	11
219	из этого	2	11
220	в общем	2	11
221	тело и	2	11
222	того как	3	11
223	уже не	3	11
224	и что	17	11
225	в системе	2	11
226	другими словами	2	11
227	в узком	2	11
228	момент в	2	11
229	между собою	3	11
230	с ними	4	11
231	той или	11	11
232	что они	8	11
233	и так	2	11
234	и они	3	10
235	самом же	2	10
236	образом и	3	10
237	или иной	4	10
238	здесь как	2	10
239	на земле	3	10
240	в изображении	2	10
241	человека и	2	10
242	конце концов	4	10
243	к тому	6	10
244	что для	3	10
245	даже и	3	10
246	да и	11	10
247	все его	3	10
248	же деле	2	10
249	не просто	19	10
250	еще раз	2	9
251	что не	13	9
252	как известно	3	9
253	был в	2	9
254	говорит о	6	9
255	относится к	2	9
256	но как	7	9
257	вплоть до	3	9
258	это как	3	9
259	как это	8	9
260	связано с	2	9
261	в разных	6	9
262	и то	15	9
263	в тех	2	9
264	что на	2	9
265	не имеет	15	9
266	в которых	2	9
267	же в	2	9
268	ведь это	3	9
269	но конечно	2	9
270	мы можем	5	9
271	о котором	2	9
272	отношения к	3	9
273	от него	4	8
274	с этой	3	8
275	так что	21	8
276	с тем	2	8
277	от этого	5	8
278	с самого	2	8
279	со всем	2	8
280	для этого	2	8
281	если бы	12	8
282	и почти	6	8
283	нуждается в	6	8
284	но эта	4	8
285	и ни	7	8
286	в другое	2	8
287	в него	2	8
288	мы увидим	2	8
289	как они	2	8
290	и при	3	8
291	более или	5	8
292	на первый	2	8
293	понятно что	2	8
294	но с	4	8
295	или менее	5	8
296	не менее	5	8
297	дело не	3	8
298	как о	2	8
299	тому же	3	8
300	ко всему	3	8
301	то время	3	8
302	точку зрения	3	7
303	точка зрения	3	7
304	времени в	2	7
305	и та	8	7
306	как нечто	5	7
307	в одну	8	7
308	них и	2	7
309	на всю	6	7
310	никак не	6	7
311	не как	4	7
312	и часто	3	7
313	себе и	5	7
314	что у	3	7
315	должен быть	2	7
316	мы будем	2	7
317	есть только	9	7
318	его не	7	7
319	только с	3	7
320	в виде	2	7
321	во всяком	5	7
322	себя в	2	7
323	к ним	3	7
324	в таком	4	7
325	наконец и	2	7
326	в состоянии	2	7
327	на него	2	7
328	думать что	3	7
329	и если	5	7
330	нас не	2	7
331	и очень	2	7
332	в различных	2	7
333	которые были	2	7
334	своего развития	2	7
335	но она	4	7
336	это конечно	5	7
337	что по	3	7
338	нет и	2	7
339	же и	11	7
340	что здесь	4	6
341	тех кто	2	6
342	у них	3	6
343	в искусстве	2	6
344	нет ни	4	6
345	как у	3	6
346	он может	3	6
347	что эта	5	6
348	это время	3	6
349	ее в	2	6
350	как я	3	6
351	жизнь в	2	6
352	могут быть	6	6
353	что она	18	6
354	в противоположность	6	6
355	совершенно не	13	6
356	а именно	3	6
357	к его	2	6
358	во времени	4	6
359	и следовательно	7	6
360	и эти	2	6
361	в один	3	6
362	и вы	3	6
363	самого начала	2	6
364	для своего	3	6
365	уже и	5	6
366	дает нам	2	6
367	судить о	2	6
368	можно только	4	6
369	хотя бы	6	6
370	от того	2	6
371	то он	2	6
372	очень много	4	6
373	как она	7	6
374	как будто	7	6
375	на что	3	6
376	тем же	3	6
377	от всего	2	6
378	не остается	2	6
379	в корне	2	6
380	видно что	2	6
381	происходит в	2	6
382	и пр	7	6
383	со своими	2	6
384	говорить о	9	6
385	он также	2	5
386	тогда когда	6	5
387	но мы	3	5
388	к самому	3	5
389	почти не	3	5
390	быть только	3	5
391	нисколько не	7	5
392	все вещи	2	5
393	должна быть	5	5
394	тем более	2	5
395	говорит что	3	5
396	друг с	2	5
397	от их	2	5
398	нами выше	2	5
399	но только	6	5
400	можно говорить	2	5
401	различия между	3	5
402	когда он	2	5
403	не является	3	5
404	что мы	3	5
405	находим в	2	5
406	есть не	8	5
407	проявляется в	2	5
408	ничем не	4	5
409	с другими	2	5
410	с другом	2	5
411	с нею	3	5
412	и когда	5	5
413	почти всегда	4	5
414	как например	2	5
415	должно быть	7	5
416	ни было	2	5
417	смысл и	6	5
418	сравнению с	2	5
419	всего необходимо	2	5
420	если мы	3	5
421	бы и	4	5
422	всяком случае	3	5
423	форму и	2	5
424	он сам	6	5
425	и только	5	5
426	же самое	3	5
427	мире и	3	5
428	и образа	2	5
429	со всей	2	5
430	тут же	2	5
431	по сравнению	2	5
432	же он	2	5
433	но уже	3	5
434	и из	6	5
435	вообще не	2	5
436	сливаются в	2	5
437	раз и	2	5
438	все в	2	5
439	живой и	4	5
440	такие образы	2	5
441	то в	8	5
442	стороны и	4	5
443	он с	2	5
444	же как	3	5
445	мы в	2	5
446	независимо от	2	5
447	мы имеем	4	5
448	только то	7	5
449	на свете	5	5
450	об этой	2	5
451	перед лицом	2	5
452	не к	2	5
453	на то	5	5
454	в акте	2	5
455	вы не	3	5
456	он берет	2	4
457	не нуждается	9	4
458	в каждом	4	4
459	состоит из	3	4
460	ни о	5	4
461	действительности и	4	4
462	пространстве и	2	4
463	что этот	3	4
464	нельзя сказать	4	4
465	когда они	3	4
466	но если	6	4
467	эти последние	3	4
468	но к	2	4
469	стороны в	2	4
470	я не	9	4
471	чтобы не	6	4
472	с реальными	2	4
473	друг другу	4	4
474	говоря о	2	4
475	в отдельности	3	4
476	в античном	2	4
477	как один	2	4
478	вещи и	5	4
479	и больше	2	4
480	это есть	13	4
481	что эти	3	4
482	ее на	2	4
483	что человек	2	4
484	но ведь	2	4
485	что касается	3	4
486	заключается в	4	4
487	если же	2	4
488	точек зрения	3	4
489	и сейчас	3	4
490	учение о	11	4
491	но для	2	4
492	и притом	7	4
493	и слова	3	4
494	что уже	3	4
495	и времени	4	4
496	и где	5	4
497	он мог	2	4
498	о которых	2	4
499	что даже	2	4
500	также что	2	4
501	даны в	4	4
502	заметить что	2	4
503	же не	4	4
504	быть и	7	4
505	одно и	8	4
506	только и	5	4
507	это вовсе	2	4
508	имеется в	3	4
509	говорят о	2	4
510	оно не	2	4
511	только не	2	4
512	выйти из	3	4
513	что я	5	4
514	и становится	2	4
515	у меня	4	4
516	мы и	3	4
517	без всякого	3	4
518	в очень	3	4
519	если в	5	4
520	не раз	2	4
521	есть нечто	16	4
522	и тем	2	4
523	нем и	2	4
524	и смысл	3	4
525	образ и	5	4
526	бы ни	3	4
527	к ней	4	4
528	не по	2	4
529	она и	2	4
530	не видел	2	4
531	ничто не	3	4
532	можно найти	2	4
533	ни на	8	4
534	на нем	2	4
535	знаем что	2	4
536	в смысле	5	4
537	время и	2	4
538	по себе	39	4
539	в каком	10	3
540	он есть	6	3
541	науки и	5	3
542	разной степени	2	3
543	это только	3	3
544	она не	10	3
545	в полной	2	3
546	времени то	2	3
547	не бывает	2	3
548	вопрос об	5	3
549	смысла и	3	3
550	на нее	2	3
551	времени а	3	3
552	которая не	2	3
553	не что	4	3
554	иной раз	7	3
555	не о	5	3
556	в новую	2	3
557	что иное	4	3
558	чем не	2	3
559	ни к	2	3
560	будем говорить	2	3
561	мы говорим	6	3
562	он находит	2	3
563	которое в	2	3
564	и всякий	3	3
565	становления и	2	3
566	также не	2	3
567	указывает на	3	3
568	не потому	5	3
569	у вас	2	3
570	он всегда	3	3
571	со стороны	2	3
572	не всегда	2	3
573	в одно	5	3
574	в современной	2	3
575	после этого	3	3
576	сказали что	2	3
577	чем она	2	3
578	тому что	4	3
579	быть в	5	3
580	и совершенно	4	3
581	в поэзии	8	3
582	в храме	2	3
583	от земли	2	3
584	есть то	2	3
585	же это	6	3
586	с ней	2	3
587	из нее	2	3
588	в разной	3	3
589	именно и	2	3
590	лишь как	3	3
591	время как	7	3
592	явлений и	3	3
593	не существует	8	3
594	времени но	2	3
595	из того	2	3
596	для нее	2	3
597	иное как	4	3
598	в силу	6	3
599	что их	2	3
600	и тут	6	3
601	а с	2	3
602	а потому	3	3
603	даже больше	2	3
604	не будет	2	3
605	содержит в	6	3
606	о своих	2	3
607	эти два	4	3
608	или на	3	3
609	свой смысл	2	3
610	развития и	2	3
611	выражения в	2	3
612	и вечность	2	3
613	является не	3	3
614	ясно что	11	3
615	будто бы	3	3
616	этом смысле	4	3
617	и об	4	3
618	но есть	2	3
619	что именно	3	3
620	нем есть	6	3
621	по линии	2	3
622	всегда и	4	3
623	что с	2	3
624	и может	7	3
625	тех или	5	3
626	с него	2	3
627	и мы	8	3
628	могла бы	2	3
629	и уже	4	3
630	образ как	2	3
631	то это	6	3
632	и тогда	4	3
633	которые не	2	3
634	следовательно не	2	3
635	уже давно	2	3
636	больше всего	2	3
637	есть все	2	3
638	не есть	67	3
639	только благодаря	2	3
640	они вовсе	2	3
641	так чтобы	2	3
642	природы и	2	3
643	образа и	2	3
644	есть для	2	3
645	чем он	2	3
646	исторического процесса	2	3
647	ровно ничего	5	3
648	однако они	2	2
649	как же	8	2
650	мы должны	6	2
651	не больше	5	2
652	бы мы	2	2
653	то мы	2	2
654	которой не	3	2
655	сосредоточиться на	2	2
656	только тогда	9	2
657	а только	5	2
658	так вот	2	2
659	что одна	4	2
660	как ни	3	2
661	только один	2	2
662	для той	2	2
663	и осмысления	2	2
664	я уже	2	2
665	его с	6	2
666	нем нет	3	2
667	о своем	2	2
668	по мере	3	2
669	ибо оно	2	2
670	в меру	5	2
671	и я	3	2
672	понимать как	2	2
673	мы всегда	2	2
674	самого бытия	2	2
675	другой пример	2	2
676	учения о	2	2
677	что такое	13	2
678	как все	2	2
679	дальше в	2	2
680	это можно	2	2
681	друг к	2	2
682	уже знаем	4	2
683	от которой	2	2
684	его самого	3	2
685	внешнее и	5	2
686	вслед за	2	2
687	не дают	2	2
688	еще на	3	2
689	может только	3	2
690	в идее	2	2
691	одна и	5	2
692	науке и	2	2
693	может и	5	2
694	речь идет	2	2
695	именно как	2	2
696	мифологии и	9	2
697	человеческой жизни	2	2
698	грань между	5	2
699	быть может	5	2
700	к сожалению	2	2
701	на сцене	3	2
702	можно ли	3	2
703	том или	2	2
704	и внешнее	3	2
705	всегда есть	4	2
706	с теми	2	2
707	в каком-то	5	2
708	хотя в	3	2
709	что если	4	2
710	и явлений	3	2
711	более и	2	2
712	и жизнь	2	2
713	пространства в	2	2
714	если она	4	2
715	в науке	3	2
716	а главное	2	2
717	лица не	2	2
718	к другу	2	2
719	сходство с	2	2
720	пространства и	8	2
721	нет никакой	2	2
722	в какой	3	2
723	что есть	2	2
724	характерна для	2	2
725	оно всегда	2	2
726	или наоборот	2	2
727	как с	2	2
728	мог бы	3	2
729	и всех	4	2
730	чтобы убедиться	2	2
731	в первую	2	2
732	очень мало	2	2
733	бытие но	2	2
734	что ни	3	2
735	то оно	4	2
736	может иметь	6	2
737	общего с	6	2
738	тот кто	2	2
739	гораздо более	3	2
740	и также	2	2
741	не должен	2	2
742	дана в	4	2
743	есть он	2	2
744	но вот	5	2
745	должны быть	2	2
746	широком смысле	2	2
747	об его	2	2
748	можем сказать	3	2
749	сознания и	8	2
750	только к	2	2
751	вещи в	4	2
752	и нет	2	2
753	время не	3	2
754	отличается от	3	2
755	но лишь	4	2
756	гете и	2	2
757	или точнее	2	2
758	или как	2	2
759	само время	2	2
760	на почве	2	2
761	объединяются в	2	2
762	ни от	2	2
763	образ не	3	2
764	хочет быть	2	2
765	этого нет	3	2
766	он на	2	2
767	сам по	8	2
768	что под	3	2
769	есть ли	3	2
770	и земли	2	2
771	это все	2	2
772	от всякой	2	2
773	себе самом	2	2
774	больше того	5	2
775	что оно	9	2
776	и вместе	2	2
777	тогда и	2	2
778	не самый	2	2
779	случае не	4	2
780	даже самые	2	2
781	и жизни	4	2
782	на сцену	2	2
783	а о	2	2
784	новые и	2	2
785	и оно	2	2
786	только о	3	2
787	но без	3	2
788	а он	4	2
789	мысли в	2	2
790	как только	4	2
791	не с	5	2
792	и является	2	2
793	есть его	2	2
794	сейчас же	3	2
795	только как	3	2
796	ничего общего	4	2
