N	2gram	Tiupa_Teor	KulturaY
213	а на	3	5
214	в форме	4	5
215	в другом	4	5
216	в конце	2	5
217	или менее	6	5
218	по своему	4	5
219	более или	6	5
220	что можно	3	5
221	на вопрос	2	5
222	так в	4	5
223	всего лишь	8	5
224	но как	2	5
225	и даже	2	5
226	я и	2	5
227	языка на	2	5
228	превращается в	2	5
229	одного и	4	5
230	у него	2	5
231	отношение к	7	5
232	и является	2	5
233	или иначе	6	5
234	только не	3	5
235	и того	4	5
236	мы в	2	5
237	только о	2	5
238	к одному	2	4
239	его в	4	4
240	для меня	2	4
241	о чем	3	4
242	к которому	3	4
243	с языком	3	4
244	к нему	2	4
245	мог бы	3	4
246	во втором	3	4
247	а а	5	4
248	в узком	3	4
249	между ними	6	4
250	однако в	7	4
251	в известном	2	4
252	иначе говоря	5	4
253	здесь мы	2	4
254	для обозначения	2	4
255	могла бы	2	4
256	в году	2	4
257	то в	2	4
258	конечном счете	6	4
259	и по	3	4
260	тот или	3	4
261	е о	2	4
262	на деле	2	4
263	отношения к	4	4
264	или иных	3	4
265	и это	2	4
266	но на	2	4
267	из которых	2	4
268	данный момент	2	4
269	так или	5	4
270	но он	4	4
271	слова не	2	3
272	в прозе	2	3
273	противном случае	2	3
274	который в	2	3
275	роли в	5	3
276	и другие	2	3
277	от себя	3	3
278	в одно	2	3
279	в романе	3	3
280	в искусстве	9	3
281	этом что	2	3
282	в контексте	3	3
283	в сторону	3	3
284	о его	2	3
285	на котором	2	3
286	таковы например	2	3
287	если в	2	3
288	только и	2	3
289	но она	2	3
290	тогда как	18	3
291	известном смысле	2	3
292	говорит что	2	3
293	виду не	3	3
294	таких случаях	2	3
295	в основании	2	3
296	сама по	2	3
297	таком случае	2	3
298	одним из	3	3
299	не могло	2	3
300	для него	5	3
301	тех или	3	3
302	духовной культуры	2	3
303	в большинстве	2	3
304	или иным	4	3
305	со своей	4	3
306	к жизни	2	3
307	с их	2	3
308	в противном	2	3
309	то ни	2	3
310	или даже	4	3
311	бы то	2	3
312	при котором	2	3
313	в системе	2	3
314	в ходе	5	2
315	понятие о	3	2
316	значении этого	4	2
317	ними и	2	2
318	и существенно	2	2
319	в глаза	2	2
320	в стилистическом	2	2
321	в принципе	7	2
322	быть и	2	2
323	в словаре	2	2
324	он должен	3	2
325	к своему	2	2
326	и составляет	3	2
327	может и	2	2
328	одной из	2	2
329	и др	3	2
330	собственно говоря	2	2
331	следует подчеркнуть	3	2
332	культуры в	3	2
333	к такой	2	2
334	том числе	3	2
335	которая в	2	2
336	говорит и	3	2
337	к какому-либо	2	2
338	к другому	2	2
339	тем или	2	2
340	в данный	2	2
341	никто не	3	2
342	стилистическом отношении	2	2
343	без исключения	4	2
344	по большей	2	2
345	могут служить	2	2
346	ее в	2	2
347	вслед за	3	2
348	большей части	2	2
349	имеет в	2	2
350	и иных	2	2
351	с другими	6	2
352	дело в	2	2
353	это было	2	2
354	имеет место	3	2
355	как правило	5	2
356	сам же	2	2
357	и способности	2	2
358	такова например	2	2
359	не является	5	2
360	ни было	2	2
361	может оказаться	2	2
362	ведет к	2	2
363	отношении к	4	2
364	что сама	2	2
365	в жизни	3	2
366	в литературе	4	2
367	по пути	4	2
368	и а	4	2
369	не будет	3	2
370	это отношение	3	2
371	и позволяет	3	2
372	искусства в	5	2
373	на почве	5	2
374	к смыслу	2	2
375	имеем в	3	2
376	и прежде	2	2
377	всякий раз	2	2
378	он и	2	2
379	и одновременно	5	2
380	тому как	3	2
381	в литературной	2	2
382	к числу	2	2
383	в случае	2	2
384	в русской	6	2
385	чем это	2	2
386	знания о	2	2
387	совершенно иной	2	2
388	в себя	5	2
389	мы легко	2	2
