N	2gram	Tiupa_Hudo	Analitik
250	но как	3	5
251	жизни в	12	5
252	для себя	9	5
253	а всего	2	5
254	на смену	2	5
255	так что	3	5
256	самом деле	6	5
257	на вопрос	2	5
258	в аспекте	5	5
259	а с	5	5
260	он в	2	5
261	во втором	2	5
262	картина мира	4	5
263	личность в	4	5
264	а а	2	5
265	в художественном	6	5
266	литературоведческого анализа	2	5
267	в них	3	5
268	речь идет	3	5
269	с той	2	5
270	и по	3	5
271	все эти	4	5
272	в заключительной	3	5
273	мы не	2	5
274	на примере	2	5
275	к числу	3	5
276	в первом	2	5
277	принадлежит к	2	5
278	я не	8	5
279	да и	5	5
280	одно из	4	5
281	с другими	2	5
282	по выражению	3	5
283	и он	6	5
284	с ее	7	5
285	мысль о	2	5
286	и смерти	4	5
287	как о	3	5
288	для того	3	5
289	в этих	7	5
290	такой же	3	5
291	тем что	6	5
292	еще и	2	5
293	самим собою	2	5
294	ни с	2	5
295	ни в	5	5
296	в роли	3	5
297	в котором	5	5
298	романа в	3	5
299	все что	4	5
300	будто бы	6	5
301	путь к	2	5
302	еще в	4	5
303	к жизни	6	5
304	в противовес	2	5
305	все они	2	4
306	а вот	2	4
307	в полном	2	4
308	и ее	3	4
309	в ответ	3	4
310	вслед за	3	4
311	жизненная позиция	3	4
312	притчи и	3	4
313	наконец в	2	4
314	отношение к	3	4
315	как к	4	4
316	и а	7	4
317	нам представляется	3	4
318	а как	2	4
319	нас к	2	4
320	как он	4	4
321	как у	2	4
322	только на	6	4
323	в действительности	5	4
324	была бы	3	4
325	его и	2	4
326	о нем	4	4
327	и о	8	4
328	не любит	2	4
329	к нему	2	4
330	и что	3	4
331	на себе	3	4
332	потому что	7	4
333	ему в	3	4
334	так в	2	4
335	эстетический анализ	3	4
336	персонажа в	2	4
337	что же	4	4
338	при встрече	2	4
339	о своей	3	4
340	с ними	3	4
341	того чтобы	6	4
342	и тогда	2	4
343	то ни	2	4
344	жизнь и	2	4
345	и т	15	4
346	бы и	2	4
347	сказать что	3	4
348	и от	6	4
349	по своему	3	4
350	значительной степени	3	4
351	но при	3	4
352	с этим	3	4
353	но это	2	4
354	однако и	5	4
355	не все	2	4
356	что она	10	4
357	бы в	2	4
358	в которой	2	4
359	о своем	2	4
360	представляют собой	2	4
361	в двух	2	4
362	об этом	8	4
363	на него	3	4
364	человека в	10	4
365	сознания в	2	4
366	в значительной	3	4
367	произведения с	2	4
368	не должно	2	4
369	мы уже	7	4
370	между ними	2	4
371	в своих	4	4
372	жизни как	7	4
373	еще одна	3	4
374	не было	8	4
375	или напротив	2	4
376	или даже	2	4
377	бы не	3	4
378	это и	2	4
379	дело здесь	2	4
380	встрече с	3	4
381	на основе	2	4
382	на самом	2	3
383	вопрос о	2	3
384	ни о	3	3
385	человеческой жизни	9	3
386	идет о	3	3
387	же мере	2	3
388	его я	3	3
389	от него	3	3
390	она может	2	3
391	когда же	3	3
392	для нее	6	3
393	как кажется	2	3
394	слова как	2	3
395	один и	2	3
396	человека и	4	3
397	в состоянии	3	3
398	действующего лица	2	3
399	его художественной	2	3
400	ответственности перед	2	3
401	говоря о	2	3
402	в немалой	2	3
403	в ряду	3	3
404	со мною	2	3
405	роль принадлежит	2	3
406	героя в	2	3
407	к своему	2	3
408	и героем	2	3
409	т п	10	3
410	тем как	2	3
411	тем в	2	3
412	в такой	2	3
413	себе в	2	3
414	я героя	2	3
415	способ существования	2	3
416	и составляет	2	3
417	же не	3	3
418	для своего	2	3
419	может и	3	3
420	она не	6	3
421	мы узнаем	5	3
422	к этой	4	3
423	взгляде на	2	3
424	в творческом	3	3
425	не понимаю	2	3
426	своей собственной	2	3
427	в ней	6	3
428	быть может	7	3
429	эстетической природы	3	3
430	упоминание о	2	3
431	немалой степени	2	3
432	этой связи	5	3
433	что все	3	3
434	впервые в	2	3
435	художественного письма	2	3
436	связи с	4	3
437	в связи	3	3
438	что они	4	3
439	все еще	3	3
440	смысла жизни	2	3
441	если говорить	3	3
442	содержит в	2	3
443	произведения не	4	3
444	никак не	3	3
445	например в	3	3
446	первом случае	2	3
447	тех же	2	3
448	авторской позиции	2	3
449	так как	2	3
450	так сказать	3	3
451	не случайна	2	3
452	личности к	2	3
453	можно было	6	3
454	дело в	2	3
455	должно быть	2	3
456	о котором	2	3
457	это было	2	3
458	а о	2	3
459	в центре	4	3
460	и тот	2	3
461	однако если	2	3
462	только для	4	3
463	в речи	2	3
464	в жизни	9	3
465	с этой	3	3
466	в рассказе	23	3
467	ни к	2	3
468	и внутренне	3	3
469	они не	2	3
470	а то	2	3
471	что у	4	3
472	поскольку в	2	3
473	во сне	3	3
474	на то	4	3
475	человеческого бытия	5	3
476	человек в	3	3
477	представляется нам	3	3
478	установкой на	3	3
479	когда он	2	3
480	и с	10	3
481	раз и	2	3
482	жизни и	10	3
483	он сам	3	3
484	нашему убеждению	2	3
485	пока еще	3	3
486	о личности	2	3
487	по нашему	3	3
488	слова в	2	3
489	как на	2	3
490	же самое	4	3
491	всякий раз	4	3
492	но с	3	3
493	и внешней	2	3
494	этих двух	2	3
495	но он	3	3
496	способность к	2	2
497	жизненные позиции	2	2
498	о которых	2	2
499	характер в	2	2
500	к художественному	2	2
501	анекдота и	12	2
502	но мы	2	2
503	концепции личности	7	2
504	так же	3	2
505	для нас	4	2
506	не имеют	3	2
507	в одной	3	2
508	для всего	3	2
509	еще раз	2	2
510	ни единого	2	2
511	как было	2	2
512	долгое время	2	2
513	такова что	2	2
514	для притчи	2	2
515	выступает в	2	2
516	во внешней	3	2
517	к себе	8	2
518	не могла	4	2
519	произведения и	2	2
520	в круге	2	2
521	в следующем	3	2
522	ее и	2	2
523	от лица	2	2
524	одних и	2	2
525	по сути	2	2
526	гробовщика и	2	2
527	или с	2	2
528	когда мы	2	2
529	своей жизни	6	2
530	противоречие с	4	2
531	сюжетного построения	2	2
532	же касается	2	2
533	характерно что	4	2
534	то о	2	2
535	речевого строя	2	2
536	любви к	2	2
537	на месте	2	2
538	любви и	3	2
539	со всей	2	2
540	но одновременно	3	2
541	тому что	8	2
542	этом он	2	2
543	а только	4	2
544	жизнь в	3	2
545	все его	3	2
546	в анекдоте	5	2
547	героя как	2	2
548	у всех	3	2
549	равной мере	2	2
550	без другого	2	2
551	не бывает	3	2
552	с нею	2	2
553	это своего	2	2
554	там где	2	2
555	что даже	2	2
556	своей природе	2	2
557	другая жизнь	2	2
558	и дело	3	2
559	не вызывает	2	2
560	одновременно и	5	2
561	как от	2	2
562	узнаем о	2	2
563	отсюда и	2	2
564	и героя	2	2
565	себе самому	4	2
566	в литературном	2	2
567	в финальном	2	2
568	внутренняя заданность	4	2
569	что это	2	2
570	или не	3	2
571	т е	6	2
572	анекдот и	4	2
573	то и	5	2
574	однако здесь	2	2
575	нет ничего	4	2
576	на рассвете	3	2
577	бытия и	4	2
578	на это	2	2
579	деле в	2	2
580	в т	5	2
581	другого и	2	2
582	в чужой	3	2
583	и тех	3	2
584	прежде чем	2	2
585	герой анекдота	2	2
586	внутреннего мира	2	2
587	та же	5	2
588	субъекта в	2	2
589	строя художественности	6	2
590	но ведь	2	2
591	все равно	2	2
592	не по	2	2
593	второй главы	4	2
594	не означает	2	2
595	обратимся к	2	2
596	героем анекдота	2	2
597	сих пор	3	2
598	перед собой	2	2
599	за ним	3	2
600	нет и	2	2
601	не имеет	2	2
602	всей своей	2	2
603	в дальнейшем	2	2
604	о самом	2	2
605	в самой	2	2
606	раз в	5	2
607	это была	2	2
608	в финальной	2	2
609	с мотивом	2	2
610	их в	2	2
611	а между	4	2
612	дважды в	2	2
613	героев в	3	2
614	что при	3	2
615	жизни не	2	2
616	отношения между	2	2
617	и мне	3	2
618	среди других	3	2
619	и стал	2	2
620	художественном мире	2	2
621	и м	2	2
622	автором и	2	2
623	не могу	3	2
624	ближе к	2	2
625	которой он	2	2
626	к читателю	2	2
627	перед ним	2	2
628	к другому	5	2
629	же я	2	2
630	других в	2	2
631	ему казалось	3	2
632	жизнью и	3	2
633	и только	2	2
634	в форме	2	2
635	другой личности	2	2
636	как его	3	2
637	в противоречие	2	2
638	с позиции	3	2
639	о которой	3	2
640	внутренней жизни	6	2
641	до сих	3	2
642	притчи в	2	2
643	и остается	2	2
644	в системе	2	2
