N	2gram	Bakhtin_Pr	Dialekti
174	как только	2	11
175	есть в	10	11
176	не значит	4	11
177	что я	2	11
178	из них	8	11
179	или в	2	11
180	идеи и	2	10
181	одно из	2	10
182	от этого	2	10
183	в ее	4	10
184	как мы	10	10
185	в его	44	10
186	за пределы	10	10
187	это было	3	10
188	нет ни	5	10
189	для того	3	10
190	себе и	3	10
191	и для	5	10
192	что для	4	10
193	оно не	2	10
194	если же	3	10
195	в их	5	10
196	в частности	2	10
197	на себе	2	10
198	мы видим	5	10
199	во всяком	5	10
200	ни того	2	10
201	и уже	3	10
202	то и	2	10
203	в результате	6	10
204	как будто	4	10
205	в жизни	7	10
206	как он	5	9
207	смысл и	2	9
208	точка зрения	14	9
209	и по	4	9
210	в истории	3	9
211	превращается в	4	9
212	не как	15	9
213	тут не	2	9
214	подобно тому	5	9
215	в этих	5	9
216	и более	2	9
217	в котором	6	9
218	тому как	5	9
219	той же	7	9
220	в одном	14	9
221	или иной	3	9
222	и от	3	9
223	была бы	5	9
224	тому что	3	9
225	же как	5	9
226	с ними	3	9
227	при этом	5	9
228	и он	3	9
229	в противоположность	3	9
230	то время	3	9
231	всех этих	3	9
232	бы в	7	9
233	мы можем	3	9
234	выйти за	3	9
235	лишь как	6	9
236	мир и	6	9
237	и на	15	9
238	на самом	5	8
239	в отношении	3	8
240	от него	3	8
241	не на	6	8
242	в дальнейшем	2	8
243	в этой	5	8
244	уже и	2	8
245	все время	4	8
246	у нас	2	8
247	же вы	3	8
248	но все	8	8
249	у меня	4	8
250	даже в	7	8
251	в одной	9	8
252	один из	4	8
253	вот почему	3	8
254	бы и	6	8
255	нет и	4	8
256	в сфере	4	8
257	этом смысле	12	8
258	себя в	5	8
259	как не	9	8
260	тем самым	3	7
261	в конце	9	7
262	из этих	2	7
263	а только	3	7
264	его с	2	7
265	его как	6	7
266	тем что	5	7
267	все что	6	7
268	как она	2	7
269	мы и	2	7
270	для меня	2	7
271	не потому	4	7
272	сами по	4	7
273	со стороны	6	7
274	от себя	2	7
275	не знает	5	7
276	мира и	8	7
277	точно так	2	7
278	с его	14	7
279	зависимости от	5	7
280	и их	7	7
281	как в	10	7
282	заключается в	3	7
283	в мире	10	7
284	но для	2	7
285	из которых	3	7
286	так чтобы	3	7
287	он сам	9	7
288	то ни	3	7
289	как на	4	7
290	отношения к	4	7
291	но он	3	7
292	отношение к	4	6
293	это как	2	6
294	в один	2	6
295	для своего	2	6
296	они не	5	6
297	того чтобы	5	6
298	в зависимости	5	6
299	себя и	4	6
300	одна из	4	6
301	для этого	4	6
302	в которой	6	6
303	но они	4	6
304	быть только	3	6
305	друг другу	3	6
306	в себя	3	6
307	но с	4	6
308	вместе с	2	6
309	его в	6	6
310	и прежде	2	6
311	а что	2	6
312	в науке	2	6
313	по существу	5	6
314	о нем	16	6
315	этой точки	3	6
316	себя как	5	6
317	можно было	5	6
318	с их	9	6
319	во всех	8	6
320	если нет	2	6
321	я и	2	6
322	она и	3	6
323	для него	23	6
324	ее в	2	6
325	во что	2	6
326	чтобы быть	2	6
327	уже в	9	6
328	всяком случае	3	6
329	тотчас же	3	6
330	во времени	4	5
331	как целое	2	5
332	были бы	5	5
333	точку зрения	9	5
334	же мы	2	5
335	то оно	3	5
336	или как	5	5
337	и идеи	6	5
338	и во	2	5
339	а есть	3	5
340	жизнь личности	2	5
341	только один	2	5
342	по сравнению	2	5
343	которая не	2	5
344	не является	2	5
345	и наконец	5	5
346	все остальное	2	5
347	сих пор	3	5
348	например в	5	5
349	что у	5	5
350	он может	4	5
351	их в	8	5
352	в своих	5	5
353	же что	5	5
354	раз и	4	5
355	конце концов	7	5
356	сравнению с	2	5
357	и становится	2	5
358	все в	7	5
359	тем или	2	5
360	не раз	3	5
361	и у	6	5
362	ведь это	3	5
363	в области	3	5
364	все его	4	5
365	сознание и	7	5
366	во мне	2	5
367	и еще	2	5
368	также не	2	5
369	к этому	6	5
370	в свете	4	5
371	одного и	2	5
372	со всей	2	5
373	отношении к	3	5
374	он и	9	5
375	в той	9	5
376	можем сказать	2	5
377	двух или	2	5
378	до сих	3	5
379	данном случае	3	4
380	его на	2	4
381	человека и	2	4
382	в каждом	11	4
383	а как	8	4
384	видим что	2	4
385	тоже не	2	4
386	заметить что	2	4
387	и само	2	4
388	а потому	4	4
389	здесь в	3	4
390	был бы	6	4
391	и эта	3	4
392	время не	3	4
393	внешний мир	2	4
394	только для	2	4
395	сознания но	3	4
396	то он	3	4
397	можно говорить	2	4
398	ни один	5	4
399	о себе	12	4
400	если не	2	4
401	неотделим от	2	4
402	но именно	5	4
403	или же	2	4
404	из всего	2	4
405	но эта	4	4
406	у вас	4	4
407	говорить об	2	4
408	жизнь в	2	4
409	людей и	2	4
410	на себя	3	4
411	мир в	4	4
412	в другое	3	4
413	человек и	2	4
414	личности это	2	4
415	бы то	3	4
416	как например	2	4
417	к ним	3	4
418	в словах	2	4
419	в этот	2	4
420	потому и	2	4
421	себя самого	5	4
422	этом отношении	7	4
423	но ведь	4	4
424	у него	9	4
425	не по	3	4
426	точек зрения	5	4
427	и здесь	5	4
428	и этим	2	4
429	время и	2	4
430	и всех	2	4
431	друг друга	10	4
432	поэтому и	3	4
433	же в	3	4
434	чем же	2	4
435	и понимания	3	3
436	для нас	3	3
437	сознания в	2	3
438	а лишь	3	3
439	следовательно и	2	3
440	отличие от	3	3
441	всего в	2	3
442	самого начала	4	3
443	в искусстве	2	3
444	а с	4	3
445	не так	3	3
446	идет о	5	3
447	с самого	3	3
448	зрения и	2	3
449	и человек	2	3
450	ли вы	4	3
451	место в	2	3
452	и сознание	2	3
453	со всем	2	3
454	в первом	3	3
455	тот же	4	3
456	не могли	3	3
457	то чем	3	3
458	здесь не	2	3
459	это вовсе	2	3
460	и показать	3	3
461	как одно	3	3
462	о своем	2	3
463	мысли и	5	3
464	на него	4	3
465	исходит из	3	3
466	лишь в	4	3
467	все они	4	3
468	или точнее	2	3
469	в новую	3	3
470	именно этот	2	3
471	как у	4	3
472	самый факт	2	3
473	далеко не	3	3
474	на почве	5	3
475	в которых	2	3
476	от характера	3	3
477	является не	3	3
478	нового времени	4	3
479	человека но	2	3
480	для себя	5	3
481	но есть	2	3
482	и вне	2	3
483	только она	2	3
484	себе самом	9	3
485	и оно	2	3
486	только с	2	3
487	с которой	4	3
488	и вы	2	3
489	лежит в	3	3
490	у достоевского	35	3
491	к другому	2	3
492	и смерти	7	3
493	во всей	2	3
494	и свое	2	3
495	не от	2	3
496	в сознании	4	3
497	с другими	11	3
498	самосознание и	3	3
499	по преимуществу	3	3
500	именно и	2	3
501	и всякой	2	3
502	бы не	3	3
503	если и	2	3
504	ни было	4	3
505	ее с	3	3
506	о мире	6	3
507	в какой	2	3
508	найти в	2	3
509	но на	2	3
510	не мир	3	3
511	но потому	2	3
512	форму и	2	3
513	на мир	10	3
514	не дает	4	3
515	что было	4	3
516	можно найти	3	3
517	однако не	2	3
518	между тем	5	3
519	ее и	2	2
520	как можно	3	2
521	бытия в	3	2
522	или к	2	2
523	тут и	2	2
524	все те	2	2
525	еще раз	3	2
526	как к	3	2
527	роль в	2	2
528	из тех	3	2
529	и других	8	2
530	ни одной	3	2
531	друг от	2	2
532	своей жизни	2	2
533	сознание не	2	2
534	в вечность	2	2
535	слово о	8	2
536	лучшем случае	3	2
537	на его	7	2
538	те же	3	2
539	только при	3	2
540	ни одна	2	2
541	однако в	2	2
542	и понимает	3	2
543	идеи в	12	2
544	в образе	4	2
545	в процессе	4	2
546	из возможных	2	2
547	ни одного	4	2
548	ли он	2	2
549	в полном	2	2
550	и самого	4	2
551	нужно сказать	2	2
552	в особом	3	2
553	есть он	2	2
554	существует только	2	2
555	относится к	2	2
556	что значит	2	2
557	принципиально не	2	2
558	а вера	2	2
559	в духе	3	2
560	в чисто	2	2
561	и души	2	2
562	бы быть	3	2
563	воля к	2	2
564	ибо не	3	2
565	и до	5	2
566	неотделима от	2	2
567	и слово	6	2
568	творчества и	2	2
569	слова и	2	2
570	в условиях	4	2
571	его личности	4	2
572	понять и	3	2
573	наконец в	2	2
574	со своими	6	2
575	не во	3	2
576	она является	2	2
577	его жизни	2	2
578	всей его	2	2
579	все еще	2	2
580	идеи как	2	2
581	себе но	2	2
582	от друга	2	2
583	имеем в	2	2
584	этот вопрос	3	2
585	о них	2	2
586	находится в	2	2
587	друг к	4	2
588	на своем	2	2
589	не об	6	2
590	человека от	2	2
591	в нашем	3	2
592	каждом из	2	2
593	ибо в	2	2
594	чем в	3	2
595	ему не	2	2
596	мира не	2	2
597	в каждой	3	2
598	которые в	2	2
599	об этих	2	2
600	в человеке	15	2
601	с идеей	4	2
602	вот что	2	2
603	и земли	2	2
604	то есть	64	2
605	все то	5	2
606	времени в	2	2
607	слово в	3	2
608	проявляется в	2	2
609	ли тут	2	2
610	не видим	2	2
611	самосознания в	5	2
612	в идее	2	2
613	друга и	2	2
614	во все	5	2
615	как таковые	2	2
616	на котором	3	2
617	только он	2	2
618	образом в	2	2
619	для понимания	5	2
620	от них	3	2
621	который мы	2	2
622	эти три	2	2
623	для такого	2	2
624	нем и	2	2
625	но конечно	3	2
626	эти же	2	2
627	только чисто	2	2
628	они и	3	2
629	с другом	4	2
630	в лучшем	3	2
631	природе своей	3	2
632	которые были	3	2
633	человеческой жизни	4	2
634	говорит об	2	2
635	между ними	4	2
636	мне кажется	2	2
637	в объективном	2	2
638	как образ	2	2
639	там где	12	2
640	них в	2	2
641	и мир	4	2
642	имеет значение	2	2
643	дана как	2	2
644	мы сказали	2	2
645	всего что	2	2
646	он как	4	2
647	самое слово	2	2
648	и взаимно	3	2
649	не становится	5	2
650	в пространстве	3	2
651	существенно и	3	2
652	вывод из	2	2
653	в целом	8	2
654	с образом	3	2
655	на это	2	2
656	бы к	2	2
657	которым она	2	2
658	а о	4	2
659	котором мы	2	2
660	перестает быть	4	2
661	к другу	4	2
662	себе все	2	2
663	человека в	8	2
664	жизни в	3	2
665	достоевского в	21	2
666	в изображении	2	2
667	его и	4	2
668	нечего сказать	2	2
669	мысли в	2	2
670	бы уже	2	2
671	друг с	4	2
672	на этот	2	2
673	объект а	3	2
674	конечно и	5	2
675	идея же	2	2
676	человек в	2	2
677	в другой	4	2
678	жизни а	2	2
679	их и	3	2
680	постоянно и	2	2
681	ко всем	2	2
682	совпадает с	3	2
683	по природе	4	2
684	именно на	2	2
685	и сам	5	2
686	самосознания и	2	2
687	как его	2	2
688	мира в	6	2
