N	2gram	Voloshinov	Myshleni
238	это делает	2	3
239	из сказанного	2	3
240	в систему	2	3
241	ранних ступенях	2	3
242	по ту	4	3
243	и теперь	3	3
244	почти совершенно	2	3
245	ступенях развития	3	3
246	связанных с	2	3
247	и лишь	2	3
248	никаких оснований	3	3
249	всей их	2	3
250	сделать это	2	3
251	всех других	2	3
252	можем теперь	2	3
253	и этот	2	3
254	этих трех	2	3
255	сводится к	2	3
256	не имеющие	2	3
257	момент в	2	3
258	для меня	2	3
259	нам кажется	2	3
260	и оно	3	3
261	и пр	12	3
262	в большинстве	3	3
263	мира и	3	3
264	своей жизни	2	2
265	большинстве случаев	3	2
266	жизни человека	4	2
267	представлениями и	2	2
268	на два	2	2
269	оно и	2	2
270	сознание и	5	2
271	с нею	2	2
272	войти в	2	2
273	все то	2	2
274	нашу работу	2	2
275	и действительно	2	2
276	и она	3	2
277	не будет	2	2
278	на этих	2	2
279	в сознание	7	2
280	но зато	2	2
281	существует только	2	2
282	полагаем что	3	2
283	как не	2	2
284	всех его	2	2
285	у фрейда	3	2
286	и через	2	2
287	даже не	3	2
288	к себе	3	2
289	некоторые моменты	2	2
290	если б	3	2
291	здесь же	2	2
292	на них	2	2
293	в переводе	2	2
294	о бессознательном	2	2
295	и так	2	2
296	можно назвать	2	2
