N	2gram	Tiupa_Narr	Problema
184	во всей	2	8
185	и он	3	8
186	с ее	3	8
187	ни было	3	8
188	что на	2	7
189	времени и	7	7
190	а с	3	7
191	одной из	4	7
192	в основе	5	7
193	же не	4	7
194	его как	2	7
195	в значительной	2	7
196	в какой	2	7
197	оно не	2	7
198	или иное	2	7
199	в случае	7	7
200	даже в	2	7
201	не на	2	7
202	даже не	3	7
203	жизни а	2	7
204	мира и	2	7
205	к другому	2	7
206	же как	3	7
207	что касается	2	7
208	не обязательно	3	7
209	тому же	5	7
210	первый взгляд	2	6
211	не как	2	6
212	в известном	2	6
213	нами не	2	6
214	на него	3	6
215	по своей	3	6
216	этого слова	2	6
217	когда он	3	6
218	и того	2	6
219	что именно	2	6
220	не всегда	2	6
221	по существу	2	6
222	могут быть	3	6
223	бы быть	3	6
224	с его	6	6
225	независимо от	2	6
226	к другой	2	6
227	особенно в	3	6
228	этом отношении	3	6
229	нового времени	2	6
230	и после	2	6
231	не мог	4	6
232	отношения к	2	6
233	в область	2	5
234	одна из	3	5
235	отношение к	2	5
236	к самому	2	5
237	или ином	2	5
238	ту или	2	5
239	и тот	2	5
240	себе не	2	5
241	тому как	2	5
242	сводится к	3	5
243	которого он	2	5
244	в собственном	2	5
245	между тем	3	5
246	о нем	4	5
247	утверждать что	2	5
248	том числе	6	5
249	на себя	3	5
250	и когда	2	5
251	по мысли	3	5
252	здесь и	2	5
253	хотя в	2	5
254	в противоположность	2	5
255	себя в	5	5
256	мира в	5	5
257	человека в	2	5
258	одним из	2	5
259	от одного	2	5
260	в пределах	2	5
261	они не	2	5
262	подобно тому	2	5
263	с чем	2	4
264	наряду с	2	4
265	этого понятия	2	4
266	отличие от	5	4
267	одно из	2	4
268	во втором	4	4
269	числе и	4	4
270	себя и	2	4
271	всей его	2	4
272	от одной	2	4
273	но о	3	4
274	или иную	2	4
275	это все	2	4
276	дело с	2	4
277	одного из	4	4
278	говорит и	2	4
279	этой точки	2	4
280	и др	2	4
281	в сущности	3	4
282	не отличается	2	4
283	например в	2	4
284	они все	2	4
285	в свою	3	4
286	при всем	2	4
287	мог бы	3	4
288	ему в	2	4
289	имеем дело	2	4
290	о ней	3	3
291	в шмида	5	3
292	времени в	2	3
293	которая в	2	3
294	в отличие	5	3
295	нуждается в	5	3
296	в первом	3	3
297	должна быть	2	3
298	на чем	2	3
299	известном смысле	2	3
300	в любом	2	3
301	что нет	2	3
302	и возможность	2	3
303	более не	2	3
304	столь же	3	3
305	в последние	2	3
306	зрения на	2	3
307	представляет собой	13	3
308	даже самое	2	3
309	каждый из	2	3
310	со стороны	9	3
311	здесь совершенно	2	3
312	при всех	2	3
313	время в	2	3
314	не столько	4	3
315	на другой	2	3
316	всей своей	2	3
317	речь идет	4	3
318	истории в	3	3
319	может не	3	3
320	жизни но	2	3
321	ни для	7	3
322	в третьем	3	2
323	она может	2	2
324	о своей	2	2
325	все те	4	2
326	приходит к	2	2
327	а во	3	2
328	его по	2	2
329	то она	2	2
330	и пространстве	5	2
331	составляющих ее	2	2
332	точка зрения	6	2
333	например как	2	2
334	своего рода	12	2
335	он уже	2	2
336	в рассказе	4	2
337	его жизни	2	2
338	но от	2	2
339	от всех	2	2
340	за собой	4	2
341	жизни как	3	2
342	а по	2	2
343	роль в	2	2
344	в будущем	2	2
345	вслед за	4	2
346	по отношению	7	2
347	в обоих	2	2
348	свою очередь	3	2
349	героя в	8	2
350	они и	2	2
351	основе своей	4	2
352	и никакой	2	2
353	нет у	2	2
354	подход к	2	2
355	в общей	2	2
356	в прошлом	3	2
357	из двух	3	2
358	для своей	2	2
359	отношению к	6	2
360	не с	3	2
361	что по	2	2
362	не случайно	2	2
363	в роли	2	2
364	даже вовсе	2	2
365	и сейчас	2	2
366	зависит от	2	2
367	они в	2	2
368	от мифа	2	2
