N	2gram	Trubetskoy	KulturaY
163	далеко не	5	8
164	не есть	4	8
165	может служить	3	8
166	отнюдь не	2	8
167	в таком	4	8
168	тому же	6	8
169	в свою	2	7
170	в процессе	2	7
171	свою очередь	2	7
172	и потому	3	7
173	не знает	2	7
174	а с	4	7
175	она не	2	7
176	следует что	2	7
177	на том	2	7
178	одной стороны	2	7
179	с ними	2	7
180	при чем	6	7
181	том случае	4	7
182	до тех	2	7
183	в истории	3	7
184	не следует	2	7
185	что касается	6	7
186	и более	2	7
187	в самой	2	7
188	есть в	2	7
189	столь же	5	7
190	в котором	2	7
191	с ним	6	7
192	сводится к	2	7
193	во внимание	2	7
194	даже в	3	6
195	данном случае	3	6
196	о них	2	6
197	в себе	5	6
198	как к	5	6
199	на этом	2	6
200	это конечно	2	6
201	отличие от	3	6
202	мы знаем	10	6
203	можно ли	2	6
204	на этой	3	6
205	гораздо более	2	6
206	что оно	3	6
207	должны быть	3	6
208	что с	6	6
209	что эти	2	6
210	как будто	5	6
211	что если	3	6
212	только то	2	6
213	отличается от	6	6
214	что как	4	6
215	же время	2	6
216	я в	2	6
217	только что	3	6
218	тем же	2	6
219	никогда не	4	5
220	и к	5	5
221	мы должны	4	5
222	в другом	2	5
223	а это	2	5
224	в конце	4	5
225	но если	2	5
226	и у	4	5
227	не надо	3	5
228	и при	6	5
229	или менее	8	5
230	же касается	2	5
231	так что	6	5
232	по своему	5	5
233	не так	4	5
234	более или	8	5
235	широком смысле	2	5
236	на вопрос	4	5
237	но как	2	5
238	не то	3	5
239	и от	5	5
240	из того	4	5
241	всех этих	4	5
242	как не	2	5
243	одного и	3	5
244	у него	5	5
245	отношение к	4	5
246	очень много	3	5
247	о котором	7	5
248	или иначе	5	5
249	и их	5	5
250	только не	2	5
251	доказать что	2	5
252	и того	3	5
253	из предыдущего	2	5
254	и только	2	5
255	но с	2	5
256	чем в	3	5
257	все они	6	4
258	его в	5	4
259	о которых	7	4
260	для меня	4	4
261	при том	2	4
262	которых мы	4	4
263	а лишь	3	4
264	в виде	4	4
265	так называемого	5	4
266	точку зрения	2	4
267	и где	2	4
268	в такой	4	4
269	одно из	3	4
270	на месте	2	4
271	и все	9	4
272	к нему	2	4
273	совершенно ясно	2	4
274	во втором	2	4
275	и без	5	4
276	между ними	2	4
277	же как	3	4
278	на более	2	4
279	ответить на	2	4
280	на все	5	4
281	иначе говоря	4	4
282	это есть	4	4
283	уже и	3	4
284	как известно	3	4
285	для самого	2	4
286	представление о	3	4
287	то в	2	4
288	по сравнению	5	4
289	поэтому что	4	4
290	и по	3	4
291	мы можем	6	4
292	говорить что	3	4
293	такой же	2	4
294	том и	2	4
295	пришлось бы	2	4
296	что для	4	4
297	и это	3	4
298	но на	2	4
299	из которых	4	4
300	из них	5	4
301	что за	2	4
302	сказано выше	3	4
303	данный момент	4	4
304	не более	2	4
305	так или	5	4
306	этой области	4	4
307	вопросе о	2	4
308	если же	3	4
309	мы и	2	4
310	он все	2	3
311	лишь о	2	3
312	следовательно и	2	3
313	помнить что	2	3
314	мало того	4	3
315	и говорить	3	3
316	в настоящее	3	3
317	каждый из	3	3
318	конце концов	4	3
319	тех кто	5	3
320	от себя	2	3
321	том же	4	3
322	за ними	3	3
323	на долю	2	3
324	в одно	2	3
325	тем как	2	3
326	образом в	3	3
327	с общим	2	3
328	от них	2	3
329	этом что	2	3
330	для этой	2	3
331	но так	2	3
332	случаях когда	3	3
333	на него	2	3
334	к ним	2	3
335	естественно поэтому	3	3
336	в сторону	3	3
337	настоящее время	3	3
338	борьба за	2	3
339	представить себе	2	3
340	в начале	3	3
341	котором идет	5	3
342	тем чтобы	2	3
343	и дальше	2	3
344	и может	3	3
345	из одного	2	3
346	в дальнейшем	4	3
347	признать что	4	3
348	принять во	2	3
349	в одну	4	3
350	тогда как	6	3
351	по происхождению	2	3
352	большею частью	5	3
353	то время	2	3
354	случае если	5	3
355	все дело	2	3
356	та же	4	3
357	одним из	4	3
358	как у	3	3
359	между собою	5	3
360	что его	4	3
361	но даже	3	3
362	при отсутствии	2	3
363	для него	2	3
364	именно потому	2	3
365	идет речь	8	3
366	понять что	2	3
367	можно встретить	2	3
368	что у	2	3
369	как сказано	4	3
370	если это	2	3
371	и сейчас	4	3
372	знаем что	8	3
373	все что	10	3
374	социальной жизни	4	3
375	не понимают	2	3
376	со своей	2	3
377	же что	2	3
378	давно уже	2	3
379	так чтобы	2	3
380	и уже	2	3
381	то ни	4	3
382	таким же	3	3
383	лишь тогда	2	3
384	бы то	3	3
385	мы будем	3	3
386	что их	3	2
387	этого явления	2	2
388	из всех	5	2
389	показывают что	2	2
390	представляет собою	2	2
391	в европе	6	2
392	от него	3	2
393	что многие	2	2
394	с современными	3	2
395	или поздно	2	2
396	в состоянии	5	2
397	самого факта	2	2
398	конечно в	2	2
399	истории культуры	3	2
400	из элементов	7	2
401	у них	6	2
402	быть и	5	2
403	состоит из	4	2
404	он должен	2	2
405	друг от	6	2
406	ничем не	5	2
407	одной и	2	2
408	в разных	3	2
409	с которыми	2	2
410	же образом	2	2
411	культуры в	10	2
412	рано или	2	2
413	каждый данный	4	2
414	течением времени	4	2
415	и социальной	2	2
416	к такому	2	2
417	и те	2	2
418	в эти	3	2
419	по этому	2	2
420	же не	3	2
421	жизни и	2	2
422	в вопросе	2	2
423	и до	3	2
424	потому и	2	2
425	ему приходится	3	2
426	которой мы	2	2
427	никто не	2	2
428	тем меньше	2	2
429	культуры но	2	2
430	одна из	2	2
431	нет в	2	2
432	возможно лишь	3	2
433	меньше чем	2	2
434	оказывается что	5	2
435	будет тем	4	2
436	этот процесс	2	2
437	рассматриваться как	3	2
438	в общий	2	2
439	от которого	2	2
440	которые не	3	2
441	и там	2	2
442	имеет место	2	2
443	с уже	2	2
444	борьбы с	2	2
445	общего с	2	2
446	к тем	2	2
447	является ли	3	2
448	с течением	4	2
449	между отдельными	2	2
450	почти все	2	2
451	что стоит	2	2
452	по его	2	2
453	ничего общего	3	2
454	ни было	3	2
455	в каждый	6	2
456	в глазах	2	2
457	эти последние	2	2
458	рассматривать как	2	2
459	что только	3	2
460	мы сказали	4	2
461	в жизни	3	2
462	и так	2	2
463	касается до	8	2
464	не будет	5	2
465	ни один	4	2
466	на почве	3	2
467	чтобы быть	2	2
468	от друга	6	2
469	и вообще	3	2
470	а следовательно	2	2
471	то ему	2	2
472	не стоит	2	2
473	что эта	4	2
474	но тогда	3	2
475	сравнению с	5	2
476	во всем	3	2
477	совершенно иной	2	2
478	в себя	2	2
479	в совершенно	3	2
480	в пользу	5	2
481	все в	2	2
482	он тоже	2	2
