N	2gram	Vygotskiy_	RusskieA
202	по своему	4	4
203	дело не	2	4
204	несмотря на	3	4
205	и здесь	2	4
206	кроме того	2	4
207	и потом	2	4
208	приводит нас	3	4
209	что иное	2	4
210	такой же	4	4
211	в отличие	3	4
212	и из	2	4
213	но все	2	4
214	переход от	7	4
215	что у	4	4
216	что для	2	4
217	для объяснения	6	4
218	именно в	8	4
219	в котором	2	4
220	в своих	5	4
221	как они	4	4
222	этот вопрос	8	4
223	уже в	4	4
224	в ней	2	4
225	всяком случае	2	4
226	то время	4	4
227	во всем	2	4
228	тем и	2	4
229	на основе	6	4
230	но он	8	4
231	никогда не	10	3
232	очевидно что	2	3
233	его к	2	3
234	том как	3	3
235	в одной	2	3
236	и поэтому	2	3
237	того в	2	3
238	это и	3	3
239	в виду	4	3
240	только по	4	3
241	на все	7	3
242	к выводу	3	3
243	как он	7	3
244	раньше чем	8	3
245	представления о	2	3
246	и другое	5	3
247	обычно не	2	3
248	мы знаем	5	3
249	что все	9	3
250	и это	3	3
251	точки зрения	27	3
252	в различных	3	3
253	с которой	2	3
254	какой степени	2	3
255	и те	2	3
256	такое же	2	3
257	в области	19	3
258	в какой	8	3
259	но вместе	3	3
260	которые имели	2	3
261	что с	7	3
262	и во	2	3
263	в своей	5	3
264	содержится в	5	3
265	до того	4	3
266	свою очередь	4	3
267	место в	2	3
268	и другими	3	3
269	имеет место	4	3
270	и то	9	3
271	выводу что	3	3
272	или не	2	3
273	совершенно очевидно	2	3
274	независимо от	3	3
275	это в	2	3
276	по отношению	19	3
277	мы рассмотрели	2	3
278	в которой	8	3
279	которые не	5	3
280	на каждом	3	3
281	к другу	4	3
282	если бы	13	3
283	известно что	2	3
284	на первый	2	3
285	нами выше	2	3
286	отношению к	19	3
287	сих пор	3	3
288	с одной	10	3
289	есть в	2	3
290	на этот	9	3
291	на то	6	3
292	все что	2	3
293	слова в	3	3
294	когда он	3	3
295	с таким	4	3
296	их и	2	3
297	из которых	3	3
298	находится в	2	3
299	друг к	3	3
300	с точки	12	3
301	говорит о	4	3
302	на другие	2	3
303	и его	6	3
304	как на	4	3
305	как только	4	3
306	что именно	4	3
307	тому же	3	3
308	из основных	7	3
309	до сих	3	3
310	и притом	2	2
311	в область	2	2
312	что их	2	2
313	что ему	2	2
314	к этим	2	2
315	и следовательно	7	2
316	не имеют	4	2
317	в себе	4	2
318	от него	3	2
319	собой и	3	2
320	заключить что	4	2
321	само собой	3	2
322	в развитии	45	2
323	не как	3	2
324	в силу	14	2
325	в конце	3	2
326	остановиться на	3	2
327	отношение к	12	2
328	представлений и	3	2
329	и наконец	3	2
330	что между	5	2
331	одним из	4	2
332	это на	3	2
333	и тем	5	2
334	он должен	9	2
335	между ними	5	2
336	в новой	5	2
337	в частности	9	2
338	место на	2	2
339	на основании	2	2
340	в момент	4	2
341	самом деле	9	2
342	на место	2	2
343	показать что	4	2
344	образом в	2	2
345	может иметь	3	2
346	но мы	7	2
347	к этой	3	2
348	они не	7	2
349	с другом	10	2
350	в другую	3	2
351	в более	2	2
352	объяснения этого	3	2
353	точка зрения	8	2
354	на улице	2	2
355	ту же	5	2
356	состоит не	2	2
357	не дает	2	2
358	одной стороны	10	2
359	ответ на	3	2
360	отличаются от	2	2
361	исходя из	2	2
362	в старой	3	2
363	прав когда	2	2
364	вот почему	3	2
365	между двумя	4	2
366	мы видим	6	2
367	себя и	2	2
368	этому вопросу	3	2
369	эти теории	2	2
370	под влиянием	4	2
371	случае не	2	2
372	что эти	4	2
373	можно сказать	7	2
374	значение в	3	2
375	который в	2	2
376	для него	9	2
377	относится к	3	2
378	с его	3	2
379	сказать что	18	2
380	на всю	2	2
381	собой не	2	2
382	который по	2	2
383	на которые	3	2
384	он не	13	2
385	что если	6	2
386	когда мы	4	2
387	другой стороны	9	2
388	значит что	6	2
389	и он	3	2
390	в начале	2	2
391	тем более	5	2
392	в равной	4	2
393	должно быть	10	2
394	собой в	2	2
395	формами мышления	3	2
396	с развитием	3	2
397	в прошлом	2	2
398	из нее	5	2
399	этом и	2	2
400	и даже	3	2
401	мы можем	15	2
402	друг с	10	2
403	все не	3	2
404	целый ряд	5	2
405	общего с	3	2
406	чтобы сделать	2	2
407	этом отношении	7	2
408	и которые	2	2
409	не является	7	2
410	участвующих в	3	2
411	с этой	8	2
412	представления и	2	2
413	совершенно не	5	2
414	в настоящей	4	2
415	не означает	5	2
416	в пределах	6	2
417	как известно	7	2
418	в жизни	2	2
419	вытекает из	4	2
420	и является	6	2
421	в чем	10	2
422	что такое	6	2
423	из одной	2	2
424	в ряде	2	2
425	оно не	2	2
426	но на	2	2
427	приводят нас	2	2
428	но что	6	2
429	если он	4	2
430	по себе	8	2
431	раз и	3	2
432	они же	2	2
433	к их	2	2
434	к другому	3	2
435	это объяснение	3	2
436	из этого	3	2
437	что эта	7	2
438	говорить о	3	2
439	у него	8	2
440	друг другу	2	2
441	собой как	3	2
442	как его	2	2
443	в нашем	5	2
444	что при	4	2
445	моментов в	4	2
446	значение слова	4	2
447	и сами	2	2
